OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,FACILITYID,LOCDESC,OBJECTID_hydstra,station
635,635,30,12637.53272,635,{8B6C619B-584C-4121-B423-1515F66F2172},F19-8581-1,,30,ELTORO
636,636,30,16016.24076,636,{DB980960-DD04-4EBD-B268-EC626AC9FFE6},F20-7260-1,,30,ELTORO
637,637,30,17020.00388,637,{FEFE2218-CED4-4C66-B7FD-F21CD50B13A2},F18-8716-1,,30,ELTORO
638,638,75,28998.85558,638,{7D797B81-60D6-4808-96EE-B0B36DCD4935},E01-5657-1,,75,VILLAPARK
639,639,75,28473.65507,639,{DC370DE6-2E61-467C-A612-78ABE8BE06ED},E01-5657-2,,75,VILLAPARK
640,640,75,28095.86534,640,{FF10DF3F-1FF9-4EAD-AE05-07F7A07A8A71},E01-5657-3,,75,VILLAPARK
641,641,75,26899.01864,641,{43ADC137-ACB1-4022-81C3-A2003A93968E},E01-6166-1,,75,VILLAPARK
642,642,75,26186.16052,642,{55567152-5CC4-4985-9D20-D175181D6CB4},E01-5676-1,,75,VILLAPARK
643,643,75,25527.29573,643,{9F78A769-C2BA-4E11-9D28-813367FCDD77},E01-5677-1,,75,VILLAPARK
644,644,75,24051.13441,644,{6FE3F58F-D08E-4647-A171-E2118EFFF942},E01-5236-1,,75,VILLAPARK
645,645,75,24118.85882,645,{0BA831B3-5AFF-4AAF-A455-F4DC8B4DE358},E01-5236-2,,75,VILLAPARK
646,646,75,24533.74015,646,{7BB2EB10-78FA-43CE-8A2B-F31FE5970A69},E01-5235-1,,75,VILLAPARK
647,647,66,24288.9059,647,{BE932F55-8F13-4001-ABE2-1DDE7681F90B},E01-5235-2,,66,YORBA_RESERVOIR
648,648,66,23926.14692,648,{CADF2A65-76E1-4228-BD85-CE6AAD438C60},E01-5235-3,,66,YORBA_RESERVOIR
649,649,66,23055.63278,649,{6E33A3CE-0B35-4110-B870-85622C29BD21},E01-5235-4,,66,YORBA_RESERVOIR
650,650,66,22391.23228,650,{7C6CF12F-0E83-4BEA-B083-92CE74718026},E01-5234-1,,66,YORBA_RESERVOIR
651,651,66,21421.87976,651,{9CCFEAD2-3183-4A40-83A0-61C7C9C46528},E01-5234-2,,66,YORBA_RESERVOIR
652,652,66,18472.23469,652,{5D7D29F2-0117-4173-B926-B0F1CBE6C1A3},E01-5692-2,,66,YORBA_RESERVOIR
653,653,66,18492.02651,653,{56793A4C-4E92-49C0-9B16-1CE62D05603F},E01-5687-2,,66,YORBA_RESERVOIR
654,654,66,18470.2614,654,{05B4BB8B-1A7A-4D60-9ECD-BC4D57FD2669},E01-5687-2,,66,YORBA_RESERVOIR
655,655,66,17394.63573,655,{0E0D8C15-4D41-4D31-B65E-F6A8880D8940},E01-5692-1,,66,YORBA_RESERVOIR
656,656,66,16445.10456,656,{0C51DFBB-1FA8-45E7-8845-4312168E7DD6},E01-5687-1,,66,YORBA_RESERVOIR
657,657,66,16336.20664,657,{4B538DE0-5999-405E-B570-53056B3A814C},E01-5691-1,,66,YORBA_RESERVOIR
658,658,66,15120.27504,658,{255DF2E4-EA6C-4104-9B8B-FA4D12701413},E01-5691-2,,66,YORBA_RESERVOIR
659,659,66,14708.94876,659,{515E5DB8-4DB6-46B7-8E95-C71A6A0D2B36},E01-5691-3,,66,YORBA_RESERVOIR
660,660,66,13803.31189,660,{0BECD044-F417-41E7-B19B-9185FB9BF36C},E01-5220-1,,66,YORBA_RESERVOIR
661,661,66,13180.2078,661,{0D79E83D-2D3C-4B48-B318-BEF9397DEA6E},E01-5220-2,,66,YORBA_RESERVOIR
662,662,66,12927.80567,662,{F770BCBC-2585-4268-B589-2F5E1C67D753},E01-5221-1,,66,YORBA_RESERVOIR
663,663,66,12388.01108,663,{004C11E5-D111-4831-938B-72D1CFEB643F},E01-6390-1,,66,YORBA_RESERVOIR
664,664,66,12380.41573,664,{9EF1DED7-C3AC-43B4-978D-6EC0492A9193},E01-6390-2,,66,YORBA_RESERVOIR
665,665,66,11410.99872,665,{8A5AF871-D58D-4A40-AB7E-B5CD46F05E59},E01-6195-1,,66,YORBA_RESERVOIR
666,666,66,11529.78666,666,{77A80A17-F742-49AE-B095-AEE2F8DAD892},E01-6394-1,,66,YORBA_RESERVOIR
667,667,66,11226.17578,667,{4299B9D1-3C5F-40A8-8C28-3A17EF46FE01},E01-5181-1,,66,YORBA_RESERVOIR
668,668,66,10300.22231,668,{951DCBF1-A1E5-4BC0-8D6A-E87C139AD231},E01-5181-2,,66,YORBA_RESERVOIR
669,669,66,10389.69038,669,{19EC29B0-B344-4343-87F5-1FF2DD884B05},E01-6396-1,,66,YORBA_RESERVOIR
670,670,66,8748.966422,670,{AB10E8E5-D62A-4034-AFE1-2CAAC22F392D},E01-5180-1,,66,YORBA_RESERVOIR
671,671,66,8162.174449,671,{CBA364AB-2C68-408F-B297-0EB766481356},E01-5180-2,,66,YORBA_RESERVOIR
672,672,66,8149.934986,672,{29944A3C-9B08-4EAA-B047-9E2CD065F39B},E01-5712-1,,66,YORBA_RESERVOIR
673,673,66,7721.14053,673,{99378EBE-E54F-4AFA-9111-1F55118BC8B5},E01-6212-1,,66,YORBA_RESERVOIR
674,674,66,7355.18473,674,{1F129B65-BD2F-4952-9DCC-2FE1769D0443},E01-6398-3,,66,YORBA_RESERVOIR
675,675,66,7051.048294,675,{49263AF8-8D8A-44FF-83F8-29DA8B76CABB},E01-5710-1,,66,YORBA_RESERVOIR
676,676,66,7009.427983,676,{E57F756C-6198-4905-B993-0E6431F08AEB},E01-6398-1,,66,YORBA_RESERVOIR
677,677,66,6641.058956,677,{37A6722A-9900-4E23-AECF-A61189F2215A},E01-6398-2,,66,YORBA_RESERVOIR
678,678,66,5803.111307,678,{1615A971-660E-4ABC-A32B-7F01981915FE},E01-6215-1,,66,YORBA_RESERVOIR
679,679,66,5929.706534,679,{CB737C51-E192-4B25-A57A-B7A9BC768D31},E01-6214-1,,66,YORBA_RESERVOIR
680,680,66,5941.705872,680,{DBF38504-C642-45FC-B653-E5C8757D259C},E01-6214-2,,66,YORBA_RESERVOIR
681,681,66,6399.66463,681,{279D2FAC-261A-484D-A1F7-CC2A74C66214},E01-6214-3,,66,YORBA_RESERVOIR
682,682,66,6770.121857,682,{A1806DBA-AAF7-49C6-B2DC-10FAEC6CBB84},E01-5128-1,,66,YORBA_RESERVOIR
683,683,66,7625.820961,683,{E073B428-B692-447D-BEE6-10AAAB72BB71},E01-6182-1,,66,YORBA_RESERVOIR
684,684,66,7670.603542,684,{DDFB1FA3-AE10-4C4E-8286-ED5A1B3434B1},E01-6400-1,,66,YORBA_RESERVOIR
685,685,66,7692.187481,685,{37D2ED19-69A5-4F20-95E6-BAB8C5CB6A87},E01-6182-2,,66,YORBA_RESERVOIR
686,686,75,32346.49972,686,{669376F6-EEC2-4008-83DC-B937C5FC69B7},E01-6359-1,,75,VILLAPARK
687,687,75,30073.75833,687,{A67EF4EF-4E54-4C2F-8E35-E6207FC84A56},E01-5657-1,,75,VILLAPARK
688,688,75,30339.62518,688,{A845F1CA-712F-4D7E-84B6-317A2345FE9D},E01-5657-2,,75,VILLAPARK
689,689,75,31484.31965,689,{FE602017-826F-4FBF-B0D6-0A8E6086936C},E01-6189-1,,75,VILLAPARK
690,690,75,28287.25198,690,{7C462C7E-7868-4468-B63A-489272D28DFC},E01-5557-1,,75,VILLAPARK
691,691,75,22882.74136,691,{F9279BB9-0899-4EE0-8CEB-711F8ABD142E},E01-5225-1,,75,VILLAPARK
692,692,75,22904.26117,692,{CE847E98-9360-49D4-A0D9-83139D05C04E},E01-5685-1,,75,VILLAPARK
693,693,66,19894.26232,693,{06B9A505-6004-44E9-986A-1D1D3883D89C},E01-6170-1,,66,YORBA_RESERVOIR
694,694,66,15252.56582,694,{AAA4AA4C-B081-4D03-9BA7-4DF7573D1A40},E06-5310-1,,66,YORBA_RESERVOIR
695,695,66,15417.7218,695,{D87EA999-80E8-4E1A-8B85-2C0DA5450359},E06-6382-1,,66,YORBA_RESERVOIR
696,696,66,15410.77862,696,{703DB95D-3C22-4DE3-A139-F89A1DF4DD49},E06-4794-1,,66,YORBA_RESERVOIR
697,697,66,15557.80339,697,{2EEAFC3C-C13D-4BF7-B525-573E47D91645},E06-5312-1,,66,YORBA_RESERVOIR
698,698,66,15704.04628,698,{E49179F1-B8D9-45C8-B5F3-9F140424A6C4},E06-5312-2,,66,YORBA_RESERVOIR
699,699,66,7891.051187,699,{F1534D2C-A398-4EF5-A6EB-547FC8161245},E01-5709-1,,66,YORBA_RESERVOIR
700,700,66,7970.801472,700,{B02362E6-A63E-4E51-82BF-BF189969C3F6},E01-5709-2,,66,YORBA_RESERVOIR
701,701,66,7922.437244,701,{F747F78E-CD41-4380-9EB3-09797B90B353},E01-5709-3,,66,YORBA_RESERVOIR
702,702,66,7122.45688,702,{EB9965C9-24ED-4F16-BD92-C699CDE7E49C},E04-6210-1,,66,YORBA_RESERVOIR
703,703,66,6967.547448,703,{7B250939-B74D-43DA-B0C4-7E3DF678FB69},E04-6210-2,,66,YORBA_RESERVOIR
704,704,83,6162.851592,704,{D7D9B6AF-D281-4696-A3B7-D867D5963F2E},A01-1819-1,,83,SEALBEACH
705,705,83,156.2623012,705,{127AC5B5-7A6B-4033-8070-94409A72B603},C00-2818-1,,83,SEALBEACH
706,706,83,207.3802728,706,{F20487A6-F3CB-46AD-9715-2BE6D463A340},C00-2820-1,,83,SEALBEACH
707,707,83,549.2415159,707,{BDC1ACC5-BDE3-4848-AE93-0EC862D773B9},C00-2077-1,,83,SEALBEACH
708,708,83,10322.51381,708,{5CBD9E0F-A6EC-4B33-95C1-925D5527A3AC},C01-1799-1,,83,SEALBEACH
709,709,83,11010.44301,709,{192E4793-CCDE-4E65-B588-62BFFE9CD14C},C01-1799-2,,83,SEALBEACH
710,710,83,11002.51315,710,{12978F47-D253-4812-98FD-814B7F286F46},C01-2548-1,,83,SEALBEACH
711,711,83,12039.91222,711,{DFC07484-4681-4CC9-A06D-F915779F458A},C01-2804-1,,83,SEALBEACH
712,712,83,12699.45761,712,{46932ECC-72FE-4DCE-A809-5FF6EE255CAE},C01-1823-1,,83,SEALBEACH
713,713,83,12658.70278,713,{88922AB3-1AA8-46ED-AE3F-1DC634EA899B},C01-2548-2,,83,SEALBEACH
714,714,83,13815.67008,714,{C7244220-5FB0-4C25-B69A-E5F0CF406A8E},C01-1823-2,,83,SEALBEACH
715,715,42,15923.54009,715,{FD6A1CC5-AF39-421C-BF16-F071484F1810},NC05-10091-1,,42,LAGUNABEACH
716,716,34,9530.380327,716,{0E422B44-91EF-4574-A8D4-9DEB3AFEE9AB},AB04-2837-1,HB1,34,HUNTINGTON
717,717,34,9290.866315,717,{0BD78397-A3C3-4EE1-8FB1-AE0D884A33E9},AB04-2969-1,HB2,34,HUNTINGTON
718,718,34,8896.593321,718,{AB34902B-8854-46BD-9A74-84F308EFC63D},AB04-2968-1,HB3,34,HUNTINGTON
719,719,34,7799.480925,719,{F68547B1-F922-403E-90BE-E3E49C3271F7},AB03-2840-1,HB4,34,HUNTINGTON
720,720,34,7570.271353,720,{21E16E8A-CC77-4AC7-94E9-A975576F21DF},AB01-2009-1,HB5,34,HUNTINGTON
721,721,34,7531.113187,721,{D5984A38-B29D-4708-B310-2979257997BA},AB01-2966-1,,34,HUNTINGTON
722,722,32,8904.163398,722,{6D715B6E-569C-42D6-827B-28BA2DDFB71A},E01-5740-3,,32,COSTAMESA_CMWD
723,723,66,1599.080387,723,{FFE83F25-A840-46C2-B278-BC291ABCBA64},E04-6207-1,,66,YORBA_RESERVOIR
724,724,66,1658.859782,724,{2A70C1E3-27C5-434F-BB1B-2823CAEB67FC},E04-5279-2,,66,YORBA_RESERVOIR
725,725,66,1708.393935,725,{1D99407E-3E8E-487E-8A96-997D65E63604},E04-5278-1,,66,YORBA_RESERVOIR
726,726,66,1857.129459,726,{DA4F0588-FFE2-4B80-9757-EE35034C35ED},E04-5279-1,,66,YORBA_RESERVOIR
727,727,66,2615.98573,727,{9613CE2E-E736-4C40-8BEE-95F542C9C484},E04-4783-1,,66,YORBA_RESERVOIR
728,728,66,5191.700853,728,{852FD250-B611-4D6A-BA3D-AF86DC8EA7AB},E04-5323-1,,66,YORBA_RESERVOIR
729,729,66,11694.48759,729,{1DD518C5-B9F4-45C3-B550-90BB01E84C47},E03-4793-1,,66,YORBA_RESERVOIR
730,730,66,11586.68379,730,{801A7A40-211F-42DD-BF56-E7E014B7D9E6},E03-4793-2,,66,YORBA_RESERVOIR
731,731,66,12123.12307,731,{574F0B30-9BBD-43E8-98CE-E58D74615C98},E03-6171-3,,66,YORBA_RESERVOIR
732,732,66,13318.36248,732,{865BDE7E-392F-48E7-9CD4-6A89EBB9E28C},E03-4811-1,,66,YORBA_RESERVOIR
733,733,66,13060.05361,733,{C3BE0F76-F75D-4077-B495-BCAFDE08F72A},E03-4811-2,,66,YORBA_RESERVOIR
734,734,66,16448.46364,734,{09EB45BF-5880-4790-8279-F1B62AD4D301},E03-4849-1,,66,YORBA_RESERVOIR
735,735,66,16498.15338,735,{24E9E7F0-BEA2-41FD-8212-54A411B05B36},E03-5366-1,,66,YORBA_RESERVOIR
736,736,66,16516.30387,736,{155C6238-0B0D-4760-99EE-A8F298407683},E03-5366-2,,66,YORBA_RESERVOIR
737,737,66,16554.74209,737,{F5689D62-D1F8-4972-9C71-76044F897B57},E03-5366-3,,66,YORBA_RESERVOIR
738,738,66,16903.74355,738,{78C1FD97-A643-4CB5-BB20-21113C298479},E03-5366-4,,66,YORBA_RESERVOIR
739,739,66,16864.4905,739,{BC31D274-9ECE-47DA-A541-EC20D5A770F9},E03-5366-5,,66,YORBA_RESERVOIR
740,740,66,16764.15661,740,{1DE7432F-60F5-4FDF-A710-DBF54A933C13},E03-5366-6,,66,YORBA_RESERVOIR
741,741,69,9253.114578,741,{F6B6BDA4-7F9E-4B5F-A00F-EA16E03692A6},B01-2120-1,,69,FULLERTON_RES
742,742,69,8389.252011,742,{E0DED299-9678-446A-8034-55380A164DC0},B01-2119-1,,69,FULLERTON_RES
743,743,69,7239.812663,743,{A7D6972F-6009-4DB0-9F13-AA5DA6E96387},B01-2115-1,,69,FULLERTON_RES
744,744,69,6697.159418,744,{F402FF5C-E213-47C4-B173-175958A99522},B01-2115-2,,69,FULLERTON_RES
745,745,69,6477.419651,745,{837F74CD-7EB6-483E-B9D3-0C7CEE7EE10A},B01-2115-3,,69,FULLERTON_RES
746,746,69,6076.527377,746,{7D8F7B0A-7444-412A-A69F-F8322506F809},B01-2115-4,,69,FULLERTON_RES
747,747,69,5915.496588,747,{E1F75E48-6997-4E7C-9090-05E4EE01750C},B01-2115-5,,69,FULLERTON_RES
748,748,69,5758.71601,748,{F8406CF7-1B14-4C4B-81DC-75EEDCE7C70B},B01-2115-6,,69,FULLERTON_RES
749,749,69,4356.241066,749,{473BAA66-30DF-4783-9AEE-20ED83B95DAE},B01-2154-1,,69,FULLERTON_RES
750,750,69,4357.306082,750,{A67C9E49-0493-47F0-977A-0C2B513E9185},B01-2141-1,,69,FULLERTON_RES
751,751,69,4341.018559,751,{2A502D37-C2ED-447C-B891-706B1C0C716A},B01-2154-2,,69,FULLERTON_RES
752,752,69,4342.294404,752,{801D9080-87D9-4050-B3A1-03E2AAFD68D9},B01-2154-2,,69,FULLERTON_RES
753,753,69,4628.523003,753,{54B45687-FE3E-406E-AD79-7D950A8FA52D},B01-2629-1,,69,FULLERTON_RES
754,754,69,5913.310862,754,{234C57BF-90F3-4E1B-AEBB-6C678C7B1EAE},B01-2630-1,,69,FULLERTON_RES
755,755,69,6379.899212,755,{5D16741B-03C7-4560-8931-9CD3D192C6C1},B01-2630-2,,69,FULLERTON_RES
756,756,69,6808.325214,756,{B1B172D3-54D9-4C54-8BE4-6A0AB0BB6CF3},B01-2630-3,,69,FULLERTON_RES
757,757,69,7519.665283,757,{20B37078-6449-43C1-86F8-8EEDF3291E02},B01-2296-1,,69,FULLERTON_RES
758,758,69,7514.574967,758,{375B9AE0-2B4D-4DB5-882E-2896F0C7F2E6},B01-2858-1,,69,FULLERTON_RES
759,759,69,8170.000749,759,{F17721C2-6762-48A7-A168-651679C26566},B01-2869-3,,69,FULLERTON_RES
760,760,69,8313.906275,760,{522BD85F-A79B-45DD-A8D5-1F6EBCF3D77C},B01-2869-4,,69,FULLERTON_RES
761,761,69,8768.957847,761,{CA505413-8AB3-40AE-8166-898AFBF7D329},B01-2869-3,,69,FULLERTON_RES
762,762,69,8762.646758,762,{1151DE5F-CA1F-4438-917E-F52AAC2A981E},B01-2858-2,,69,FULLERTON_RES
763,763,69,8162.245959,763,{E08B881E-700B-4D3E-843E-3E3AF40AE17A},B01-2869-1,,69,FULLERTON_RES
764,764,69,8166.540806,764,{61303F67-9EF4-4480-85CF-A10E0E6003D8},B01-2869-2,,69,FULLERTON_RES
765,765,69,10640.27855,765,{7F16F9FC-70F5-444D-B670-E0C5153B141F},B01-2859-1,,69,FULLERTON_RES
766,766,69,12134.18263,766,{9A55090A-51A1-4117-97FA-52C68EC5AC74},E03-6285-1,,69,FULLERTON_RES
767,767,69,12222.55899,767,{8F337547-3910-4A7A-BBBB-231E89E37D15},E03-6297-1,,69,FULLERTON_RES
768,768,66,11572.35147,768,{A432528D-70CD-40E4-80F9-4052014CD883},E03-6284-1,,66,YORBA_RESERVOIR
769,769,67,20683.41825,769,{E14B6182-AD74-4145-81AB-6D8C503553D1},B01-2295-1,,67,BUENA
770,770,67,19647.0242,770,{B8C9DF91-3D72-4AA6-A343-0060D41B49C4},B01-2295-2,,67,BUENA
771,771,67,19530.27274,771,{8E77F256-19FA-43D8-8E65-D5340114A060},B01-2782-1,,67,BUENA
772,772,67,17354.56606,772,{919634C9-A535-432E-86F2-3200434887D8},B01-2247-2,,67,BUENA
773,773,67,17082.9207,773,{4470158B-106B-4F7E-8C0C-8D2FAAF36849},B01-2245-1,,67,BUENA
774,774,67,16394.20769,774,{932FE329-D88A-4A58-83B1-0BBB6323A46D},B01-2165-1,,67,BUENA
775,775,67,16098.37414,775,{CFAF2C0B-4D8D-4D38-8EA4-7C28933EBA7C},B01-2165-2,,67,BUENA
776,776,67,15719.09948,776,{610A595C-9D34-49D2-B56C-757640BA607E},B01-2158-1,,67,BUENA
777,777,67,15088.38079,777,{5DB2E4A5-B790-4692-B6E6-571C42B09BE3},B01-1933-1,,67,BUENA
778,778,67,13194.92843,778,{441B8F6D-A62F-44C6-BA60-8589AF7F5F73},B01-1988-1,,67,BUENA
779,779,67,12528.57354,779,{AB7E669B-51DC-4A24-BBA5-C932D16E7E1F},B01-2671-1,,67,BUENA
780,780,67,12702.17791,780,{F596E64F-4878-45A8-A30E-A57108E86AD2},B01-2671-2,,67,BUENA
781,781,67,12188.86595,781,{5E0FAE88-1650-4EE8-96A6-C37DA0728111},B01-1980-2,,67,BUENA
782,782,67,11762.241,782,{518A6E59-37DF-4471-A51A-FA0B669C5432},B01-1983-1,,67,BUENA
783,783,67,11213.16463,783,{5ED63BEE-92CD-4D2D-B6EA-81C2B5513200},B01-1978-2,,67,BUENA
784,784,67,10845.34097,784,{780B3190-8A69-414F-9661-F3983F0656F1},B01-1971-2,,67,BUENA
785,785,67,10664.14034,785,{7347172E-EA81-4B05-AE46-448C49F96CBC},B01-1973-1,,67,BUENA
786,786,67,10638.96945,786,{3F2BCB9C-A7CF-4515-A917-5EE85807F996},B01-1973-2,,67,BUENA
787,787,67,10597.79904,787,{F9A88105-B0E6-46B1-AF3B-8A158A8B2C98},B01-1973-3,,67,BUENA
788,788,67,10476.74438,788,{AF0126EE-DF1C-4518-93A2-C61663ADEBA8},B01-1973-4,,67,BUENA
789,789,67,10434.18787,789,{300B614A-7CF3-412C-8663-93D3F212FA05},B01-1966-1,,67,BUENA
790,790,67,9559.573641,790,{5B5E5E72-4056-488B-9BDE-A004D725B3EB},B01-2025-1,,67,BUENA
791,791,5,20843.14221,791,{508C362E-CA58-4F96-9C15-C3F25897E784},C02-2807-1,,5,GARDENGROVEFIRE
792,792,5,22000.40025,792,{B00BFCF3-0223-44C3-95FD-C700FCE78809},C02-2944-1,,5,GARDENGROVEFIRE
793,793,5,22139.6441,793,{D0B37890-83F1-4492-8D25-A144622FE04F},C02-2944-2,,5,GARDENGROVEFIRE
794,794,5,22165.23887,794,{D7F88624-BC67-4E22-89B8-B30720B859B5},C02-2944-3,,5,GARDENGROVEFIRE
795,795,5,22454.54087,795,{28491382-CD10-47F2-832D-8B0A36702047},C02-2809-1,,5,GARDENGROVEFIRE
796,796,5,22652.72065,796,{67463E4E-6EDD-4ECE-869C-F088533F0F31},C02-2812-3,,5,GARDENGROVEFIRE
797,797,83,21241.39536,797,{6F8C47ED-31DB-4F4F-889B-36ACA5C943D8},C02-2212-3,,83,SEALBEACH
798,798,83,19843.11791,798,{A135FA1B-1E67-4B2A-B9ED-74DDC1A9B307},C02-2212-2,,83,SEALBEACH
799,799,83,19751.46993,799,{9AA2EB37-8729-4211-8582-34CBCB85D53B},C02-2816-1,,83,SEALBEACH
800,800,83,19620.89149,800,{0C12CFB3-C578-48E5-94D1-B805824BDB88},C02-2816-2,,83,SEALBEACH
801,801,83,19472.39978,801,{E98F4B42-AAF0-451B-95A0-D1B68C4BE1ED},C02-2816-3,,83,SEALBEACH
802,802,83,19206.85506,802,{F61D0D33-E9AA-4DAE-8A77-113ADF5C037C},C02-2816-4,,83,SEALBEACH
803,803,83,18961.62252,803,{648F1C6A-5EAD-40A9-842C-99FEDEA9E519},C02-3029-3,,83,SEALBEACH
804,804,83,18099.17807,804,{CA8C3C84-B752-4850-B197-7B1D85B79C74},C02-2579-4,,83,SEALBEACH
805,805,83,17841.31188,805,{9FDC3D5F-5626-4048-81BF-AFCD771B5B24},C02-2579-2,,83,SEALBEACH
806,806,83,17598.57616,806,{8989AE00-AF8F-4D5E-9FEF-EF41B0712C20},C02-2579-3,,83,SEALBEACH
807,807,83,17406.05444,807,{5268E488-54C1-4541-8E2C-DC092BC1449C},C02-3014-1,,83,SEALBEACH
808,808,83,17421.65469,808,{10F657C2-32C5-40A8-9BAD-0B8C10D78648},C02-3014-2,,83,SEALBEACH
809,809,83,17168.44235,809,{61484E47-135E-432C-99A3-D46444522247},C02-2081-1,,83,SEALBEACH
810,810,83,17145.58094,810,{49A6F369-0E76-4526-81DC-D18FE8F4ADA8},C02-2511-1,,83,SEALBEACH
811,811,83,17041.35416,811,{0A52AD31-AAA0-44E6-92B5-D440591B05F9},C02-2511-2,,83,SEALBEACH
812,812,83,17007.88744,812,{B300D24A-4108-464D-AB6E-B84758E53619},C02-2511-3,,83,SEALBEACH
813,813,83,17091.39625,813,{39BDD7F0-3ED4-4E9E-B1DD-B091CC35E78A},C02-2328-1,,83,SEALBEACH
814,814,83,18894.24649,814,{274F3D34-8121-4E88-A568-E1F31D2D11D2},C04-2465-1,,83,SEALBEACH
815,815,83,19377.69683,815,{A6836B7B-C56E-4BE3-A603-2E0DD356BA35},C04-2465-2,,83,SEALBEACH
816,816,83,21051.02766,816,{C726D873-2DF6-43AE-91EA-2071B57FDFCE},C04-3300-3,,83,SEALBEACH
817,817,83,22281.83269,817,{8473A6CC-6BB6-4DDE-AF11-D3622DD12EDE},C04-3300-2,,83,SEALBEACH
818,818,83,22453.29114,818,{5C4B2B87-DC99-4538-A8A0-8FB3987A8862},C04-2473-1,,83,SEALBEACH
819,819,83,22387.32897,819,{D872E2B9-48D4-4053-9E4C-FA0623856595},C04-3300-4,,83,SEALBEACH
820,820,83,22380.45708,820,{CF5BB5FC-9353-4653-9641-525B93BA5EAD},C04-3300-2,,83,SEALBEACH
821,821,83,22388.50781,821,{B93E6E92-FC9D-4261-BBA6-B138C155222B},C04-2710-1,,83,SEALBEACH
822,822,83,22422.76306,822,{D337E95D-0009-4815-BF9D-9F89933933FA},C04-2855-1,,83,SEALBEACH
823,823,83,22458.10616,823,{0BFE7689-B156-4EEA-A59F-7933EA7024C5},C04-2541-1,,83,SEALBEACH
824,824,5,23285.0165,824,{80EB36DF-351D-4E77-8CA5-6AD05F223284},C04-2545-1,,5,GARDENGROVEFIRE
825,825,5,22417.68913,825,{AB48631C-B8A3-48C1-9BC7-2B05CB439293},C04-2330-1,,5,GARDENGROVEFIRE
826,826,5,19926.62229,826,{9FA7D010-4ECD-45CA-B201-0AF17160D0C6},C04-2553-1,,5,GARDENGROVEFIRE
827,827,5,19235.8193,827,{139C0B8B-166F-44D9-A1F4-3E7001B02DBB},C04-2553-2,,5,GARDENGROVEFIRE
828,828,5,18960.06535,828,{C00600A0-F48F-4CB6-8A69-B6822FD1EE24},C04-2553-3,,5,GARDENGROVEFIRE
829,829,5,14859.91586,829,{B08A3136-2CC7-4FFF-BF30-821EEE62D17C},C04-2084-1,,5,GARDENGROVEFIRE
830,830,5,13424.03057,830,{F5FBBAA0-7439-41E7-AD22-271A4AF4C8DB},C04-3352-1,,5,GARDENGROVEFIRE
831,831,5,13395.6288,831,{038AD32A-31FB-4B28-991D-52D09FF479C0},C04-2599-1,,5,GARDENGROVEFIRE
832,832,5,13398.56478,832,{D537CFC6-5381-435C-96D4-58A82260393D},C04-2599-2,,5,GARDENGROVEFIRE
833,833,5,13715.28653,833,{80964130-04F9-419C-AF48-FE7CA79FAC2F},C04-2614-1,,5,GARDENGROVEFIRE
834,834,5,13703.80346,834,{BFEB197F-CEF1-4F20-9ADC-8E1AA8E6E83C},C04-2614-2,,5,GARDENGROVEFIRE
835,835,5,13972.3984,835,{73006D3D-F0AF-40C5-B2BC-CD0B1079DEBC},C04-2614-3,,5,GARDENGROVEFIRE
836,836,5,14029.43606,836,{B9549BFC-4FFF-4ECB-9A86-BF97AC5C98DA},C04-2614-4,,5,GARDENGROVEFIRE
837,837,45,13826.23351,837,{3D3A7E9A-5360-4A3B-99FB-99796C523D0D},C04-2615-4,,45,HASTERBASIN
838,838,45,13308.0338,838,{3D34EBDF-68D1-45E1-A6E0-8CD8CA09786D},C04-2615-2,,45,HASTERBASIN
839,839,45,12668.01713,839,{6E1F1DCC-CB89-40E6-B30B-53B1E8975A5B},C04-2615-3,,45,HASTERBASIN
840,840,45,12321.98635,840,{968204A9-C8C3-4B90-AC73-F28771E984B4},C04-3048-1,,45,HASTERBASIN
841,841,45,12008.75958,841,{338C79EC-7B88-4880-B961-5915C8477A7F},C04-2615-1,,45,HASTERBASIN
842,842,67,11139.87799,842,{A440D919-0CD0-4290-B14D-668329C6A0D6},A01-1009-1,,67,BUENA
843,843,67,11109.81494,843,{681E6F65-B051-408E-9D0C-5A753D139367},A01-1009-2,,67,BUENA
844,844,67,10786.57723,844,{BD1755FF-9597-4124-8F52-252BD2DC0E59},A01-1009-3,,67,BUENA
845,845,67,12353.32137,845,{DB8ACC70-3790-4DF2-978D-DF9D98D7ED2A},A01-1007-1,,67,BUENA
846,846,67,21156.43902,846,{4DC47990-E308-4015-802A-79D47B194E1B},A01-1036-1,,67,BUENA
847,847,67,21447.56182,847,{616236F8-1F15-4713-85A6-D09FF4088963},A01-1037-1,,67,BUENA
848,848,67,21704.33623,848,{95021FA9-DFB5-4B1F-B43B-8C778C2882CF},A01-1037-2,,67,BUENA
849,849,67,21989.88067,849,{39EB3154-7132-48B8-931A-06EBD77C1D81},A01-1036-2,,67,BUENA
850,850,67,22092.64197,850,{4651740A-7F90-4F21-B13A-8B35BCB30BA6},A01-1037-3,,67,BUENA
851,851,67,22504.92963,851,{6AEDF9A6-3208-4719-B65E-B74C88A771D0},A01-1037-4,,67,BUENA
852,852,67,24624.30591,852,{87834E81-77E8-4B50-8CA1-EC2B5B5BF1F4},A01-1050-1,,67,BUENA
