OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,FACILITYID,LOCDESC,OBJECTID_hydstra,station
1983,1983,21,14977.1261,1983,{01A3B0C3-7C4F-446D-B1AE-46F4855D8D87},F10-7502-13,,21,TUSTIN
1984,1984,95,14449.8147,1984,{3232EE6F-B5B6-4EEA-89EF-DC769BD81F1B},F08-7153-1,,95,SANTANA
1985,1985,95,14081.93811,1985,{85DCE9B9-5666-4654-A51B-585361B32217},F08-7153-2,,95,SANTANA
1986,1986,95,13477.69858,1986,{4A043B24-F920-4CE0-B93D-B30F1840D69C},F10-8619-1,,95,SANTANA
1987,1987,95,13449.85124,1987,{C0CC10AF-B132-4E66-8C1A-86867156EDF1},F10-8619-2,,95,SANTANA
1988,1988,95,13480.58507,1988,{F1E3C2FF-12DB-4A53-B7F8-F3329DBDAEF0},F10-8619-3,,95,SANTANA
1989,1989,95,13007.95211,1989,{3ED7BC56-7C8B-4F89-81BA-78FAC2C3453D},F10-8619-4,,95,SANTANA
1990,1990,95,12621.11793,1990,{F230BC34-93FC-4E56-A336-18FD6BEEF48E},F10-8619-5,,95,SANTANA
1991,1991,95,12126.24973,1991,{14C4E62C-9F6F-4DE1-877C-EFB40F4716C5},F10-8619-6,,95,SANTANA
1992,1992,95,11021.17979,1992,{CF21ED1F-D5F5-4AD2-B1A1-05E757D2037A},F10-8766-1,,95,SANTANA
1993,1993,95,10865.47679,1993,{A71951C5-C50A-40B2-919D-03971A85EA2B},F10-8766-2,,95,SANTANA
1994,1994,95,10594.23065,1994,{425463D2-5C2D-4115-A215-41E281D99E35},F10-8378-1,,95,SANTANA
1995,1995,95,10268.05551,1995,{D842FCBE-3677-406D-A484-CB8D790C5A34},F10-8378-2,,95,SANTANA
1996,1996,95,9893.848007,1996,{71FDB3D8-0B84-48B8-9B6F-5F001A4FE4F4},F10-8378-3,,95,SANTANA
1997,1997,95,9767.82251,1997,{DCD60E50-E542-412D-A5D9-90EB33A81EFB},F10-8378-4,,95,SANTANA
1998,1998,95,9283.933193,1998,{F526A406-6E7C-495B-9381-6224645BD74A},F10-8378-5,,95,SANTANA
1999,1999,95,11221.61774,1999,{BF2C917E-0A1F-4A21-9927-738069095170},F11-8373-1,,95,SANTANA
2000,2000,21,11945.78873,2000,{8AD70CBE-267A-4BD8-AE34-92D414D270FC},F10-8407-1,,21,TUSTIN
2001,2001,21,11028.79624,2001,{3531C0C5-A334-4240-975D-664FFF847FE0},F10-8407-2,,21,TUSTIN
2002,2002,21,10905.86655,2002,{C503C045-60BF-455C-A104-DB5E15A0A815},F10-8407-3,,21,TUSTIN
2003,2003,21,10751.85189,2003,{C42E7213-9440-452D-BC28-CE76640ACC5A},F06-7223-1,,21,TUSTIN
2004,2004,21,10475.26722,2004,{505AF102-4464-4640-B1B3-7FD73A762079},F07-7497-1,,21,TUSTIN
2005,2005,21,10359.82456,2005,{7DC3493F-0516-4D75-A2D0-964C668C1167},F06-7223-2,,21,TUSTIN
2006,2006,21,10923.50879,2006,{C60F47FF-1D5E-4B93-BD32-0F921B89CE55},F06-7223-3,,21,TUSTIN
2007,2007,21,11116.25825,2007,{BD9A3BB4-3F05-4A1A-A442-15C5535D482E},F06-7238-1,,21,TUSTIN
2008,2008,21,11403.1911,2008,{B1134AC0-76FE-47DD-B461-A89B125E466B},F06-7236-1,,21,TUSTIN
2009,2009,21,11391.05581,2009,{15C0B988-FBF8-46C7-AEFF-F00C6ED81557},F06-7236-2,,21,TUSTIN
2010,2010,21,11676.45102,2010,{2DBBD205-EA82-4CB7-B258-B28019BAA0DA},F06-7236-3,,21,TUSTIN
2011,2011,21,11687.05046,2011,{6DE91EA3-3065-461B-8A68-3997E3554497},F06-7236-4,,21,TUSTIN
2012,2012,21,12886.27445,2012,{14CF17B5-6424-4162-B0D4-89F56D1EFA69},F06-7671-1,,21,TUSTIN
2013,2013,21,13273.07259,2013,{D054E3D9-FD37-4AD5-AEF2-265D4B066427},F06-7673-1,,21,TUSTIN
2014,2014,21,14537.37789,2014,{6393D6A5-FB99-42E7-AC6C-26FC07404BB6},F06-7211-1,,21,TUSTIN
2015,2015,21,15179.12326,2015,{68B15B9D-D6C8-46AB-80A0-88B53DF0BE9D},F06-7211-2,,21,TUSTIN
2016,2016,21,16003.56369,2016,{0EC6DED2-7BE3-45BA-8810-6987513EE910},F06-7676-1,,21,TUSTIN
2017,2017,21,16115.69769,2017,{AF38ED2F-6ED5-497C-8251-419EB12B7F59},F06-7676-2,,21,TUSTIN
2018,2018,21,8118.022914,2018,{C4BD61AD-50D1-4FB6-B2A8-BD48AB74E942},F07-8240-1,,21,TUSTIN
2019,2019,21,7659.418485,2019,{B118589E-D038-4185-9E76-4F257488849C},F07-8240-2,,21,TUSTIN
2020,2020,21,7380.75276,2020,{A05159A7-3ED8-4DB6-A1DE-F698508809DC},F07-7497-2,,21,TUSTIN
2021,2021,21,7207.453115,2021,{835805FA-4A62-4A35-92C0-EC9CB65FA227},F07-8240-3,,21,TUSTIN
2022,2022,21,7119.032721,2022,{FB0E8E7C-215A-4227-969F-DBCA1DF1F919},F07-8240-4,,21,TUSTIN
2023,2023,21,6896.089246,2023,{394B8738-624D-4697-BA62-5DA35D0D2BBE},F07-8237-1,,21,TUSTIN
2024,2024,21,6894.890843,2024,{8A1BC6EB-11EC-4A8C-BFF7-4008BFEBFA05},F07-8237-2,,21,TUSTIN
2025,2025,21,6076.672809,2025,{84BA5CC3-CFA8-4C32-97A8-2AB874B643EC},F07-8237-3,,21,TUSTIN
2026,2026,21,6096.024662,2026,{4C7D1DE8-31F1-40E4-98E5-F1E5CF37C708},F07-7497-3,,21,TUSTIN
2027,2027,21,5593.359077,2027,{61B59346-6383-4415-8338-A116347DD108},F07-8237-4,,21,TUSTIN
2028,2028,21,5603.114681,2028,{56BAE161-3FFC-4267-A44A-039069649E0C},F07-7497-4,,21,TUSTIN
2029,2029,21,5659.456692,2029,{5C5918B4-33C8-42E5-B6D2-2564CD74DE37},F07-8237-5,,21,TUSTIN
2030,2030,21,5548.653303,2030,{C038DD9C-573C-4929-AFAE-C2840254D948},F07-7497-5,,21,TUSTIN
2031,2031,21,5364.650238,2031,{50AD5934-82D3-478A-930F-8FEFC2FE5B3E},F07-7500-1,,21,TUSTIN
2032,2032,21,5395.049669,2032,{67AAF773-79E6-481A-89C0-675FBE518365},F07-8239-1,,21,TUSTIN
2033,2033,21,5335.999106,2033,{AF25F321-601E-434D-A8FA-62E2E9AD808F},F07-8234-1,,21,TUSTIN
2034,2034,21,5358.289769,2034,{6BAE024D-7BB9-4AFC-A3D9-5BBC09903895},F07-8862-1,,21,TUSTIN
2035,2035,21,5160.168642,2035,{F57E38D8-FA1C-4603-8A18-A20429389496},F07-7500-2,,21,TUSTIN
2036,2036,21,5096.799199,2036,{E3995C29-3BCE-46DE-A64C-8CB4B516DFB1},F07-8234-2,,21,TUSTIN
2037,2037,21,5026.326232,2037,{0F7E63A6-6126-4CA1-B43A-11CF30120ABE},F07-7500-3,,21,TUSTIN
2038,2038,21,4778.434945,2038,{9847A92B-F5E8-4CAF-9C89-40D886CD1742},F07-8234-3,,21,TUSTIN
2039,2039,21,4001.75335,2039,{F2482E86-0E69-4E1F-9511-B7CE8EE38411},F07-8234-4,,21,TUSTIN
2040,2040,21,3874.074818,2040,{C204D62D-CA00-48DF-AD87-6F1D12C18AF2},F07-7499-1,,21,TUSTIN
2041,2041,21,3352.972682,2041,{9F68CF70-AF8C-4DA5-BA62-FF39C7B32A94},F07-8216-1,,21,TUSTIN
2042,2042,21,3356.981745,2042,{08F5655F-E26D-4B52-8E72-D6C4A2F3F66C},F07-7499-2,,21,TUSTIN
2043,2043,21,3347.391497,2043,{9830FFF2-98EC-48B5-85A7-E9E60AEE79FC},F07-7799-1,,21,TUSTIN
2044,2044,21,3380.550256,2044,{D8F20F46-582D-466C-8534-3C6E7BBA4ECA},F07-7799-2,,21,TUSTIN
2045,2045,21,3479.332734,2045,{8CE693AA-A58F-4188-A4B3-711B1DFF4CB7},F07-7799-3,,21,TUSTIN
2046,2046,21,3658.874004,2046,{A917232E-D5BE-49CC-9009-E19C493BEF34},F07-7499-3,,21,TUSTIN
2047,2047,21,3965.712734,2047,{0C13BA1C-7198-4371-866F-D08D5530F444},F07-7868-1,,21,TUSTIN
2048,2048,21,4065.455125,2048,{8DE6D4A1-125D-4ACF-A1F5-818D84D8873E},F07-7868-2,,21,TUSTIN
2049,2049,21,4325.573479,2049,{F788A303-7089-4613-8ABE-CD893D63B15F},F07-7874-1,,21,TUSTIN
2050,2050,21,4474.952801,2050,{0ABA82E6-DB73-44E0-95A3-A8FF20A3C4E1},F07-7498-1,,21,TUSTIN
2051,2051,21,4683.607599,2051,{399EFD01-D819-4B60-A1D7-2D84FC779C84},F07-7488-1,,21,TUSTIN
2052,2052,21,5771.213967,2052,{811BA739-E7F6-489D-B118-DCF08B698607},F07-7476-1,,21,TUSTIN
2053,2053,21,6043.353936,2053,{79B551A8-283D-410F-9A45-BAD2BFF77E73},F13-7457-1,,21,TUSTIN
2054,2054,21,5800.938853,2054,{4ACB5D3C-8A4A-4EA5-8130-55056EC5AD12},F13-7457-2,,21,TUSTIN
2055,2055,21,5774.115598,2055,{731B3623-5BDD-48A7-B782-A0E087E0A94E},F13-7457-3,,21,TUSTIN
2056,2056,21,5611.413787,2056,{EAAA4785-20F3-43FF-ADF9-7ED65177D5B6},F13-8603-1,,21,TUSTIN
2057,2057,21,5447.137657,2057,{D2375131-339D-4947-8E5A-184BB1D7F047},F13-8603-2,,21,TUSTIN
2058,2058,21,5503.024125,2058,{FF406AD3-832A-4D30-A6B1-97AA21618E94},F13-7459-1,,21,TUSTIN
2059,2059,21,5510.242211,2059,{67A2152A-6715-481E-AFB6-31A90DF58C8D},F13-7459-2,,21,TUSTIN
2060,2060,21,5775.885881,2060,{B1138E2C-C0DD-4FF3-B547-8F7AADB9D820},F13-8604-1,,21,TUSTIN
2061,2061,21,5780.823214,2061,{31EFAC64-0BD3-4A11-886F-9C3025FC4917},F13-8604-2,,21,TUSTIN
2062,2062,21,6157.270186,2062,{254A3A5C-2214-4190-B5C8-4F813684C47B},F13-8604-3,,21,TUSTIN
2063,2063,21,6395.212489,2063,{5E9A86F7-4FF2-443C-8D06-EC35707CB54B},F13-8604-4,,21,TUSTIN
2064,2064,21,6386.696124,2064,{D30D2D8A-FCDA-48B6-A565-A7C769EA5FC2},F13-8604-5,,21,TUSTIN
2065,2065,21,6700.45373,2065,{5C483799-DCC2-43A6-8D48-AB078D2E72F1},F13-8604-6,,21,TUSTIN
2066,2066,21,6783.256809,2066,{75060229-5E7E-4E56-B7E0-76FA75E219E5},F13-8604-7,,21,TUSTIN
2067,2067,21,6900.454685,2067,{3C727A16-5F94-4991-A78E-50886E5CF2A0},F13-8618-1,,21,TUSTIN
2068,2068,21,7301.672714,2068,{10D7187B-8E2C-4353-B81F-7894D45EECA6},F13-8618-2,,21,TUSTIN
2069,2069,21,8441.400316,2069,{D0FB4E0A-2441-478D-B21B-DC88AE7A2645},F13-8618-3,,21,TUSTIN
2070,2070,21,8459.453547,2070,{9B6C6CD3-DFA1-4AE5-99F7-8534C8567AF2},F13-7465-1,,21,TUSTIN
2071,2071,21,9882.975026,2071,{37E21F1B-1C79-40A5-923E-6DA5CCC89E40},F13-7480-1,,21,TUSTIN
2072,2072,21,6253.141786,2072,{D83CF76F-60E5-451C-9447-E69A47D9D1DA},F13-7457-4,,21,TUSTIN
2073,2073,21,6430.317533,2073,{59EFB0FB-4A60-4125-BC1B-5C986D89A550},F07-7202-1,,21,TUSTIN
2074,2074,21,6462.718167,2074,{B91BD57A-A059-4135-BD29-D91E305484BE},F07-7476-2,,21,TUSTIN
2075,2075,21,6461.982722,2075,{C01592C3-8AFD-481E-80CF-08A755267FB4},F07-7202-2,,21,TUSTIN
2076,2076,21,6659.901229,2076,{D1A6CFDE-AC11-4956-B402-2C97A006A6B0},F07-8756-1,,21,TUSTIN
2077,2077,21,6945.163372,2077,{75D97EC1-FF4E-4995-B6EE-87A9F7943B19},F07-8756-2,,21,TUSTIN
2078,2078,21,6949.319621,2078,{9D63BFFE-B0F3-40CE-90FB-01C38AB489DE},F07-8756-3,,21,TUSTIN
2079,2079,21,8194.29654,2079,{5B641AA5-73DF-4158-9195-BC3C48F59D78},F07-7437-1,,21,TUSTIN
2080,2080,21,8231.657076,2080,{D4EA0CAB-DA8B-4CE7-99C0-AC77D85DD88E},F07-7437-2,,21,TUSTIN
2081,2081,21,8251.886128,2081,{20AE5816-D660-4468-976C-CA3A7EA60E37},F07-7437-3,,21,TUSTIN
2082,2082,21,8395.000092,2082,{BCB21386-1760-4AA8-9587-1D09350546CD},F07-7460-1,,21,TUSTIN
2083,2083,21,8851.40412,2083,{6299BAF4-3F16-44DB-88BE-AEBE2C23FE1A},F07-7141-1,,21,TUSTIN
2084,2084,21,6726.544272,2084,{F3FB3395-F931-4A47-BE78-10252E516F9B},F07-7202-3,,21,TUSTIN
2085,2085,21,7142.59966,2085,{AB417B4C-AFF7-4C75-A7F3-1A7A418D3071},F07-7458-1,,21,TUSTIN
2086,2086,21,7180.320645,2086,{B731D308-F3A4-4EB9-9284-968428799172},F07-7458-2,,21,TUSTIN
2087,2087,21,7264.056029,2087,{96D17BBF-FEE3-4EA8-948A-754D2F583F4E},F07-7458-3,,21,TUSTIN
2088,2088,21,7886.559584,2088,{6E7BDF1E-1D16-4740-B53E-4EFEA2BFDD77},F07-7049-1,,21,TUSTIN
2089,2089,21,8410.783221,2089,{653103CC-F1C3-4582-B525-9F446F227476},F07-7049-2,,21,TUSTIN
2090,2090,21,8439.16851,2090,{475C635F-3D68-4326-838D-2CA82387584C},F07-7049-3,,21,TUSTIN
2091,2091,21,8452.464725,2091,{22003273-94B4-4865-BAA3-AA33EA6E28EB},F07-7049-4,,21,TUSTIN
2092,2092,21,9028.748195,2092,{FF140F53-2EE7-4CB3-833D-A9DED56FA802},F07-7049-5,,21,TUSTIN
2093,2093,21,9041.032944,2093,{55545282-EB93-4C1A-B0E2-AD5F4D479944},F07-7049-6,,21,TUSTIN
2094,2094,21,9886.356051,2094,{41CE594F-FE92-44C8-9FE2-B0A74C7FECF2},F07-7438-1,,21,TUSTIN
2095,2095,21,10187.59286,2095,{79EA90C9-6C55-45DE-B5D8-74E0A6D8304A},F07-7438-2,,21,TUSTIN
2096,2096,21,13521.89243,2096,{E52A15F7-D700-4B14-86BB-3DEED5FDE5D2},F12-7149-1,,21,TUSTIN
2097,2097,21,15026.49783,2097,{93F9843E-90FA-466F-A310-A3E9507F3D43},F12-7383-1,,21,TUSTIN
2098,2098,21,15218.79584,2098,{8731AA2D-66E8-4F04-87B1-0E8C6CD3740D},F12-7392-1,,21,TUSTIN
2099,2099,21,15483.25679,2099,{BA567856-14CD-48FB-A26C-DC47AE037F85},F12-7392-2,,21,TUSTIN
2100,2100,21,15515.30476,2100,{D86BC927-FDFC-49B4-B034-5B53FECEC730},F12-7392-3,,21,TUSTIN
2101,2101,21,15642.73216,2101,{4A231BA0-6C67-4EE6-A8FC-8E44DC7815DC},F12-7392-4,,21,TUSTIN
2102,2102,21,9683.598498,2102,{F7F913ED-6125-4083-9542-58C88AD094A3},F06-7223-4,,21,TUSTIN
2103,2103,21,9494.081318,2103,{F4E29701-4939-4FB4-BDD6-2EECBA350366},F06-7223-5,,21,TUSTIN
2104,2104,21,8751.17644,2104,{6952281A-A15C-4A5C-81FF-09E77C1F64A8},F06-7223-6,,21,TUSTIN
2105,2105,21,8251.723189,2105,{CE1F4ED3-FE0F-4E9C-B887-681451410228},F06-7223-7,,21,TUSTIN
2106,2106,21,5630.827211,2106,{F584C444-E1F2-46CD-9DCC-E4E75AEA6143},F06-8235-1,,21,TUSTIN
2107,2107,21,5651.758287,2107,{171FDB8F-F9A5-4138-95AF-5A3181A20CED},F25-7203-1,,21,TUSTIN
2108,2108,21,5184.423149,2108,{061B5571-5403-4C12-9A3E-D968B52F965C},F06-8235-2,,21,TUSTIN
2109,2109,21,5199.947112,2109,{9F7FA4CA-9823-4C50-BB18-B89245B357CD},F25-7203-2,,21,TUSTIN
2110,2110,21,4826.064,2110,{37F3BA1F-26F5-479E-9B8B-AB37BBF830E8},F06-8235-3,,21,TUSTIN
2111,2111,21,4844.998705,2111,{D4509846-339C-437E-9658-7CD6DA476122},F25-7203-3,,21,TUSTIN
2112,2112,21,3768.657472,2112,{27893BF4-026E-4943-B0B9-5184F162701D},F06-7225-1,,21,TUSTIN
2113,2113,21,3497.48556,2113,{2198214B-D01E-480B-A383-43A31CF56022},F06-7684-1,,21,TUSTIN
2114,2114,21,3156.231076,2114,{201C0EB0-50EE-4D46-841F-54524917A7CC},F06-7684-2,,21,TUSTIN
2115,2115,21,3193.899227,2115,{2A127EFB-D69C-4949-A9A1-4C4D6D6B48E0},F06-8471-1,,21,TUSTIN
2116,2116,21,2891.147478,2116,{B9031B81-C812-4A28-BE3C-644B664E3A93},F06-8471-2,,21,TUSTIN
2117,2117,21,3056.084122,2117,{466178B8-35F2-4455-9F10-14346F4AB380},F06-7859-1,,21,TUSTIN
2118,2118,21,3336.608545,2118,{FF133E97-58C9-41EE-AE3E-C0A7B4EB74F1},F06-7859-2,,21,TUSTIN
2119,2119,21,3463.207455,2119,{35231C0E-3473-4EE0-88D1-2962E00DA1EE},F06-7859-3,,21,TUSTIN
2120,2120,21,5873.513219,2120,{F14D961A-636F-499E-B7F1-DFFB72D02D39},F06-7703-1,,21,TUSTIN
2121,2121,21,4718.291707,2121,{6D6E8DBE-B217-4378-A49C-C81908455FAD},F26-8469-1,,21,TUSTIN
2122,2122,21,4976.621418,2122,{2C26878E-F74A-401E-8D09-79AECDA0E710},F26-8468-1,,21,TUSTIN
2123,2123,21,13609.92385,2123,{E89B6FF2-47A8-4E8E-AA76-FB2EBCB3B2B0},F25-7680-1,,21,TUSTIN
2124,2124,21,13384.89994,2124,{3B5D36A4-0F75-48F2-8C94-814FB747ADC1},F25-7680-2,,21,TUSTIN
2125,2125,21,13379.37285,2125,{8D61F863-8E58-4F35-B822-FE83E7D112B7},F25-7680-3,,21,TUSTIN
2126,2126,21,13323.1714,2126,{333F1AB9-E100-4A77-810B-69751307B6A5},F25-7136-1,,21,TUSTIN
2127,2127,21,12912.46231,2127,{3097210B-7029-4EEA-831A-A28F659D0D87},F25-7136-2,,21,TUSTIN
2128,2128,21,12225.54923,2128,{6CB9D3C1-31A5-4191-AD08-52C287F4062B},F25-7136-3,,21,TUSTIN
2129,2129,21,12198.77076,2129,{2D03E121-4196-4AFC-BA1B-A481B51EC1BE},F25-7136-4,,21,TUSTIN
2130,2130,21,11484.61651,2130,{4E42A8E5-FE46-46AB-8D1B-C83609A0995E},F25-8263-1,,21,TUSTIN
2131,2131,21,11394.29709,2131,{9F1F9E27-6185-4265-A96F-E0F779C8D865},F25-8263-2,,21,TUSTIN
2132,2132,21,10719.39046,2132,{AF9D353D-C87D-4C29-B16B-E68E9819FE73},F25-8245-1,,21,TUSTIN
2133,2133,21,10189.16707,2133,{8E0DC161-5993-4D36-8785-FD7CF2552C9B},F25-7677-1,,21,TUSTIN
2134,2134,21,9993.872783,2134,{22F0F887-E172-4C50-81AE-34F7E8BDCCA6},F25-8245-2,,21,TUSTIN
2135,2135,21,9989.316126,2135,{CF7DD7BC-30D0-45F4-ABB4-BFE78CC001E7},F25-8245-3,,21,TUSTIN
2136,2136,21,9566.617936,2136,{4845DB23-0B86-4190-80A0-936AC6A85DB9},F25-7677-2,,21,TUSTIN
2137,2137,21,9448.098232,2137,{A2FC387F-752B-4FD0-B71D-38D0FC71340A},F25-8245-4,,21,TUSTIN
2138,2138,21,8783.25318,2138,{6F690284-AC42-4EB8-97C2-FB4E5B1425B4},F25-7207-1,,21,TUSTIN
2139,2139,21,8587.218346,2139,{E2264E19-5E5A-4A6C-BBC3-1A0A765DB9F7},F25-7207-2,,21,TUSTIN
2140,2140,21,7588.488108,2140,{EC3A6061-9D9D-4058-AB7A-6B8C593A68FF},F25-7203-4,,21,TUSTIN
2141,2141,21,7598.900576,2141,{A2191C92-60C3-4BFF-AFC3-A42E20537E60},F25-7203-5,,21,TUSTIN
2142,2142,21,7412.419869,2142,{9D6FD158-BD8D-4F35-A6F7-5F49E08CB94D},F25-7203-6,,21,TUSTIN
2143,2143,21,7329.346659,2143,{46C33AE8-BE6D-4EB0-A388-5B954738813A},F25-7203-7,,21,TUSTIN
2144,2144,21,7190.609072,2144,{15E1F486-AF9D-40A9-BB25-627C85AB560F},F25-7203-8,,21,TUSTIN
2145,2145,21,6811.622431,2145,{C5991D88-E8A1-416B-9E00-25EBE5DC57D1},F25-7203-9,,21,TUSTIN
2146,2146,21,6669.530826,2146,{3F4668BE-3A94-4700-BC0D-370ED788379E},F25-7203-10,,21,TUSTIN
2147,2147,21,6619.378135,2147,{E55844F7-0E41-4115-AAAA-6C5734675285},F25-7203-11,,21,TUSTIN
2148,2148,21,6389.275011,2148,{06D8E50A-DC2B-4816-BC92-8229F2D9937F},F25-7203-12,,21,TUSTIN
2149,2149,21,5967.93741,2149,{F2174857-540A-4B73-BFC6-AD9CF9F22EF7},F25-7203-13,,21,TUSTIN
2150,2150,21,19086.63731,2150,{E5EE3117-8605-40EE-B510-D277E113E7EF},F05-7647-2,,21,TUSTIN
2151,2151,21,18981.41696,2151,{2FD14FA4-1255-4405-95D3-B21CF971DC23},F05-7647-3,,21,TUSTIN
2152,2152,21,19041.78858,2152,{C5D8AD17-8173-44FC-AFAD-3519D13D76B1},F05-7647-4,,21,TUSTIN
2153,2153,21,19111.13085,2153,{FB53297F-76C9-4647-8D5A-F9F48C9B8D80},F05-7647-5,,21,TUSTIN
2154,2154,21,19058.91819,2154,{F845A43E-53DB-4A8A-A671-708B86E74F31},F05-7647-6,,21,TUSTIN
2155,2155,21,19176.00594,2155,{3C013FF0-D830-4FF0-92C3-9FA89B608BB4},F05-7647-7,,21,TUSTIN
2156,2156,21,19228.14917,2156,{1434410D-5C19-4E5C-9D2A-928E003B1B56},F05-7728-1,,21,TUSTIN
2157,2157,21,19375.21707,2157,{B06AAC2C-CEFE-41F6-9BD0-4350CD1B01B3},F05-7728-2,,21,TUSTIN
2158,2158,21,19504.9368,2158,{AE36E053-6130-4BCB-8327-C059ADD7BEC1},F05-7728-3,,21,TUSTIN
2159,2159,21,19656.04717,2159,{B35A2360-DEB9-4CCE-B4B0-5AAA49040FC1},F05-7739-1,,21,TUSTIN
2160,2160,21,19782.30547,2160,{530F40FA-8C7C-4814-8BA5-3565D6D7AE37},F05-7739-2,,21,TUSTIN
2161,2161,21,19709.09861,2161,{FAF5FCAF-CCA4-4C4F-81BE-0A6DF47D80C9},F05-7739-3,,21,TUSTIN
2162,2162,21,19845.51373,2162,{B87D677E-66F0-4654-AD36-18E90B7F3500},F05-7740-1,,21,TUSTIN
2163,2163,21,19726.10301,2163,{E334B539-787F-45E5-9DA3-B94AD1302B24},F05-7740-2,,21,TUSTIN
2164,2164,21,19978.52036,2164,{C061C95B-2693-405B-8025-053AC3CD2325},F05-7740-3,,21,TUSTIN
2165,2165,21,19887.54373,2165,{2ECB801F-954C-4A57-A4BE-5290680E968E},F05-7740-4,,21,TUSTIN
2166,2166,21,20188.52789,2166,{FAF73641-9909-4BB4-92EC-CC7E0412B621},F05-7743-1,,21,TUSTIN
2167,2167,21,20284.79753,2167,{30A70B03-FB08-4EAD-9DF5-2666B7B26CF5},F05-7740-5,,21,TUSTIN
2168,2168,21,20496.06625,2168,{B5F6D94A-27C5-42F3-9478-3B8421ACF9A4},F05-7743-2,,21,TUSTIN
2169,2169,21,20948.40215,2169,{4758F2A6-2247-4169-8535-F3A2354D2D80},F05-7745-1,,21,TUSTIN
2170,2170,21,20885.35682,2170,{F7A1CDAF-627B-4B7D-989D-5EFD365DF9C8},F05-7745-2,,21,TUSTIN
2171,2171,21,20988.23368,2171,{5F1DFD12-327D-4B02-95FA-727D849DF188},F05-7745-3,,21,TUSTIN
2172,2172,21,21072.69407,2172,{AE4AF8DF-A48E-49BE-993D-A0FBE3B3A214},F05-7745-4,,21,TUSTIN
2173,2173,21,21187.19729,2173,{CF13DCE8-11C9-4A16-BD6D-EDD789B1AE4F},F05-7745-5,,21,TUSTIN
2174,2174,21,21235.84309,2174,{E68B9990-4B8A-45B5-B13F-6F50DFCB5D77},F05-7744-1,,21,TUSTIN
2175,2175,21,21156.70189,2175,{F448122A-9353-4222-BF4F-1EAC012DB4D0},F05-7745-6,,21,TUSTIN
2176,2176,21,21374.76797,2176,{BDA2445C-ECB9-4905-BA98-8FB5BFB467C2},F05-7745-7,,21,TUSTIN
2177,2177,21,21464.48525,2177,{5B525479-0AC9-465F-BAFF-A6D9B1835AE4},F05-7744-2,,21,TUSTIN
2178,2178,21,21867.08634,2178,{76ED4F0C-3868-4E14-81AA-174971F4034C},F05-7744-3,,21,TUSTIN
2179,2179,21,22010.17696,2179,{D5DEC364-56FA-4C71-92E6-8BDE36BF15D3},F05-7744-4,,21,TUSTIN
2180,2180,21,22004.13703,2180,{1150CBA8-3932-454D-A877-A96EF35C59E0},F05-7744-5,,21,TUSTIN
2181,2181,21,22006.55644,2181,{2A4B9654-CF40-4432-9D99-37A6CDDA62C5},F05-8594-1,,21,TUSTIN
2182,2182,21,22185.35285,2182,{F14C6BA3-74BB-4743-9103-D0A60CF5C7C2},F05-8594-2,,21,TUSTIN
2183,2183,21,22342.0425,2183,{B1541A22-E76F-43C5-9C7B-AD9F4F486934},F05-7892-1,,21,TUSTIN
2184,2184,21,22168.33237,2184,{505E6C95-28C9-42EE-9596-620AFAABBBD6},F05-7265-1,,21,TUSTIN
2185,2185,21,22212.08655,2185,{C62DFB7C-A769-4DD8-95A6-54C9A2DA639E},F05-7892-2,,21,TUSTIN
2186,2186,21,22138.81736,2186,{7C0D9280-165F-4C83-9B2D-4A99ACA84067},F05-7265-2,,21,TUSTIN
2187,2187,21,22252.62488,2187,{1CA62F0E-CA64-4CB4-8069-C0E706293CBF},F05-7265-3,,21,TUSTIN
2188,2188,21,22260.84104,2188,{A0019820-29AD-4AD4-9ED4-ADC674F64E8A},F05-7265-4,,21,TUSTIN
2189,2189,21,22581.19122,2189,{356070A3-1A50-486C-9EA7-B613281BD6F0},F05-8903-1,,21,TUSTIN
2190,2190,21,23085.52545,2190,{D1E43CEC-4993-46A2-97D5-DBB7DCE42433},F05-8903-2,,21,TUSTIN
2191,2191,21,23111.1089,2191,{07FCC68B-4BFA-4E09-AD9B-F7894E3EF6B0},F05-8903-3,,21,TUSTIN
2192,2192,21,23353.19339,2192,{DCFF1BD1-FE0D-4203-BD62-475311A4AA4E},F05-8903-4,,21,TUSTIN
2193,2193,21,23599.8983,2193,{AE2FD00A-5E6E-49BC-BBBE-F57AAEF20E5E},F05-8903-5,,21,TUSTIN
2194,2194,21,23817.97315,2194,{538E0D07-4C46-4D32-9A63-26BA2A202CD2},F05-8903-6,,21,TUSTIN
2195,2195,21,24171.64634,2195,{11863F74-C966-4CF2-8721-30DD2B98B0AA},F05-7893-1,,21,TUSTIN
2196,2196,21,24201.82224,2196,{1F142861-6CC5-4CA1-B4B5-9E4CFF20DF4F},F05-7893-2,,21,TUSTIN
2197,2197,21,24428.43514,2197,{68C46F2E-9AAD-47D5-8847-5893BAC86D82},F05-7893-3,,21,TUSTIN
2198,2198,21,24868.14502,2198,{29D2A0A6-3BED-4B74-95A0-A6E18D0EF137},F05-7242-1,,21,TUSTIN
2199,2199,21,24907.66209,2199,{0075447D-0A41-455D-BAA1-AB381468506C},F05-7242-2,,21,TUSTIN
