Time,J01_9992_1,J01_9992_1,J01_9992_1,J01_10017_1,J01_10017_1,J01_10017_1,J01_10019_1,J01_10019_1,J01_10019_1
and,236.34,231,262,236.34,231,262,236.34,231,262
Date,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean
10/1/2022 0:00,86.7,0.51,0.001,38.9,0.17,0,,,
10/2/2022 0:00,86.5,0.73,0.011,38.9,0.18,0,,,
10/3/2022 0:00,86.3,0.84,0.025,38.9,0.18,0,,,
10/4/2022 0:00,86.2,0.96,0.035,38.8,0.24,0.001,,,
10/5/2022 0:00,86.2,0.97,0.044,38.8,0.27,0.001,,,
10/6/2022 0:00,86.2,1,0.029,38.9,0.2,0,,,
10/7/2022 0:00,85.9,1.27,0.074,38.9,0.19,0,,,
10/8/2022 0:00,86.1,1.09,0.033,38.9,0.17,0,,,
10/9/2022 0:00,86,1.18,0.05,38.9,0.2,0,,,
10/10/2022 0:00,85.8,1.41,0.089,38.9,0.2,0,,,
10/11/2022 0:00,85.7,1.45,0.102,38.9,0.2,0,,,
10/12/2022 0:00,86,1.15,0.286,38.9,0.22,0,,,
10/13/2022 0:00,86.6,0.6,0.007,38.9,0.23,0,,,
10/14/2022 0:00,86.6,0.6,0.002,38.8,0.24,0,,,
10/15/2022 0:00,85.5,1.7,1.27,38.4,0.71,0.064,,,
10/16/2022 0:00,86.7,0.51,0.001,38.7,0.39,0.008,,,
10/17/2022 0:00,86.8,0.38,0,38.9,0.16,0,,,
10/18/2022 0:00,86.8,0.41,0,39,0.09,0,,,
10/19/2022 0:00,86.7,0.49,0.013,39.1,0,0,,,
10/20/2022 0:00,86.7,0.45,0.001,39,0.04,0,,,
10/21/2022 0:00,86.6,0.62,0.006,38.9,0.22,0,,,
10/22/2022 0:00,86.8,0.43,0,38.8,0.24,0,,,
10/23/2022 0:00,86.9,0.33,0,39,0.12,0,,,
10/24/2022 0:00,86.8,0.36,0,39,0.05,0,,,
10/25/2022 0:00,86.7,0.45,0.001,39,0.09,0,,,
10/26/2022 0:00,86.6,0.54,0.002,38.9,0.14,0,,,
10/27/2022 0:00,86.8,0.43,0,38.9,0.15,0,,,
10/28/2022 0:00,86.6,0.57,0.002,38.9,0.19,0,,,
10/29/2022 0:00,86.7,0.47,0.001,38.9,0.14,0,,,
10/30/2022 0:00,86.6,0.55,0.003,38.9,0.15,0,,,
10/31/2022 0:00,86.6,0.55,0.004,38.9,0.2,0,,,
11/1/2022 0:00,86.5,0.67,0.005,38.8,0.25,0,,,
11/2/2022 0:00,85.4,1.75,1.07,38.7,0.34,0.005,,,
11/3/2022 0:00,86.7,0.49,0.001,39,0.12,0,,,
11/4/2022 0:00,86.5,0.65,0.003,39,0.11,0,,,
11/5/2022 0:00,,,,,,,,,
11/6/2022 0:00,86.4,0.82,0.007,38.9,0.14,0,,,
11/7/2022 0:00,85.3,1.86,1.31,38,1.07,0.14,,,
11/8/2022 0:00,80.6,6.61,14,20.8,18.3,11.4,,,
11/9/2022 0:00,85.8,1.41,0.949,32,7.08,1.59,,,
11/10/2022 0:00,86.9,0.29,0,33.9,5.2,0.679,,,
11/11/2022 0:00,86.9,0.29,0,34.1,5.03,0.63,,,
11/12/2022 0:00,86.8,0.39,0.002,34.2,4.87,0.582,,,
11/13/2022 0:00,86.8,0.42,0,34.2,4.9,0.591,,,
11/14/2022 0:00,86.9,0.3,0,33.8,5.28,0.701,,,
11/15/2022 0:00,86.7,0.5,0.001,34.2,4.92,0.596,,,
11/16/2022 0:00,86.6,0.56,0.002,34.1,4.97,0.61,,,
11/17/2022 0:00,86.6,0.57,0.001,34.4,4.69,0.539,,,
11/18/2022 0:00,86.5,0.71,0.003,34.3,4.76,0.555,,,
11/19/2022 0:00,86.6,0.59,0.002,34.2,4.93,0.599,,,
11/20/2022 0:00,86.6,0.63,0.003,34.2,4.89,0.589,,,
11/21/2022 0:00,86.6,0.55,0.001,34.3,4.74,0.548,,,
11/22/2022 0:00,86.6,0.6,0.003,34.4,4.68,0.532,,,
11/23/2022 0:00,86.5,0.72,0.006,34.4,4.73,0.546,,,
11/24/2022 0:00,86.4,0.84,0.011,34.4,4.72,0.545,,,
11/25/2022 0:00,86.5,0.69,0.004,34.4,4.72,0.545,,,
11/26/2022 0:00,86.4,0.76,0.006,34.4,4.68,0.535,,,
11/27/2022 0:00,86.3,0.89,0.012,34.6,4.52,0.495,,,
11/28/2022 0:00,86,1.17,0.036,34.4,4.67,0.531,,,
11/29/2022 0:00,86.1,1.07,0.027,34.5,4.6,0.514,,,
11/30/2022 0:00,86,1.22,0.04,34.6,4.47,0.483,,,
12/1/2022 0:00,86.1,1.11,0.03,34.6,4.48,0.485,,,
12/2/2022 0:00,86,1.18,0.037,34.3,4.74,0.55,,,
12/3/2022 0:00,86.2,1.01,0.02,34.5,4.58,0.51,,,
12/4/2022 0:00,86,1.15,0.036,34.6,4.46,0.482,,,
12/5/2022 0:00,86.1,1.11,0.031,34.8,4.33,0.45,,,
12/6/2022 0:00,86.1,1.08,0.027,34.6,4.46,0.481,,,
12/7/2022 0:00,86.1,1.12,0.412,33.7,5.39,0.739,,,
12/8/2022 0:00,86.7,0.52,0,33.6,5.51,0.763,,,
12/9/2022 0:00,86.7,0.52,0.001,33.7,5.35,0.715,,,
12/10/2022 0:00,86.5,0.65,0.002,33.7,5.36,0.717,,,
12/11/2022 0:00,82.1,5.06,10.6,26,13,6.76,,,
12/12/2022 0:00,84.5,2.73,3.65,29.4,9.65,3.72,,,
12/13/2022 0:00,86.7,0.49,0.002,34.4,4.66,0.53,,,
12/14/2022 0:00,86.8,0.35,0,34.3,4.75,0.553,,,
12/15/2022 0:00,86.8,0.42,0,34.3,4.83,0.575,,,
12/16/2022 0:00,86.8,0.39,0,34.2,4.85,0.58,,,
12/17/2022 0:00,86.8,0.4,0,34.2,4.93,0.599,,,
12/18/2022 0:00,86.8,0.39,0,34.3,4.81,0.57,,,
12/19/2022 0:00,86.7,0.45,0,34.2,4.93,0.6,,,
12/20/2022 0:00,86.7,0.5,0,34.1,4.96,0.607,,,
12/21/2022 0:00,86.6,0.6,0.002,34.2,4.91,0.595,,,
12/22/2022 0:00,86.6,0.57,0.001,34.4,4.71,0.544,,,
12/23/2022 0:00,86.6,0.59,0.001,34.3,4.79,0.567,,,
12/24/2022 0:00,86.5,0.67,0.003,34.4,4.71,0.542,,,
12/25/2022 0:00,86.5,0.66,0.003,34.5,4.59,0.512,,,
12/26/2022 0:00,86.4,0.76,0.005,34.6,4.46,0.482,,,
12/27/2022 0:00,84.9,2.33,2.06,34.1,4.98,0.646,,,
12/28/2022 0:00,85.6,1.62,1.42,31.8,7.23,2.04,,,
12/29/2022 0:00,86.4,0.77,0.004,34.2,4.87,0.582,,,
12/30/2022 0:00,86.3,0.85,0.012,34.3,4.82,0.569,,,
12/31/2022 0:00,81.9,5.31,11.4,33.3,5.81,1.97,,,
1/1/2023 0:00,83.8,3.38,5.07,26.8,12.3,6.2,,,
1/2/2023 0:00,86.5,0.71,0.005,35,4.13,0.405,,,
1/3/2023 0:00,83.3,3.87,2.3,34,5.11,0.688,,,
1/4/2023 0:00,84,3.17,1.35,,,,,,
1/5/2023 0:00,,,,,,,,,
1/6/2023 0:00,,,,,,,,,
1/7/2023 0:00,86.7,0.5,0,35.9,3.2,0.228,,,
1/8/2023 0:00,86.7,0.46,0,35.7,3.37,0.256,,,
1/9/2023 0:00,86,1.19,0.26,35.7,3.42,0.267,,,
1/10/2023 0:00,80.9,6.32,9.25,24.3,14.7,7.33,,,
1/11/2023 0:00,86.3,0.89,0.014,35.4,3.69,0.316,,,
1/12/2023 0:00,86.7,0.53,0.001,35.3,3.76,0.328,,,
1/13/2023 0:00,86.7,0.49,0,35.2,3.93,0.362,,,
1/14/2023 0:00,78.8,8.37,22.1,23.9,15.2,9.87,,,
1/15/2023 0:00,82.4,4.77,6.73,24.3,14.7,7.33,,,
1/16/2023 0:00,81.8,5.37,8.9,23,16.1,8.94,,,
1/17/2023 0:00,85.9,1.32,0.144,35.8,3.26,0.242,,,
1/18/2023 0:00,86.5,0.7,0.002,35.8,3.27,0.24,,,
1/19/2023 0:00,86.3,0.85,0.216,35.8,3.26,0.24,,,
1/20/2023 0:00,86.7,0.44,0,35.8,3.31,0.247,,,
1/21/2023 0:00,86.9,0.33,0,35.8,3.25,0.238,,,
1/22/2023 0:00,86.8,0.4,0,35.9,3.18,0.227,,,
1/23/2023 0:00,86.7,0.5,0,35.7,3.34,0.252,,,
1/24/2023 0:00,86.8,0.4,0,35.8,3.24,0.235,,,
