Time,J01_9066_2,J01_9066_2,J01_9066_2,J01_9066_1,J01_9066_1,J01_9066_1,J01_9273_1,J01_9273_1,J01_9273_1
and,236.34,231,262,236.34,231,262,232.37,231,262
Date,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean
10/1/2022 0:00,72.2,0.44,0.468,31,1.66,0.302,1.01,,3.3
10/2/2022 0:00,72.2,0.43,0.702,31.6,1.1,0.157,0.528,,0.273
10/3/2022 0:00,,,,31.2,1.5,0.258,0.65,,1.45
10/4/2022 0:00,72.2,0.47,0.987,31,1.68,0.311,0.229,,0.122
10/5/2022 0:00,72.2,0.45,0.986,32.3,0.39,0.018,1.21,,4.95
10/6/2022 0:00,72.1,0.54,2.92,32.3,0.43,0.018,1.64,,8.12
10/7/2022 0:00,72.2,0.45,1.04,32.3,0.41,0.016,0.466,,1.22
10/8/2022 0:00,72.3,0.39,0.773,32.4,0.34,0.011,0.468,,0.305
10/9/2022 0:00,72.2,0.47,1,32.3,0.44,0.023,0.212,,0.005
10/10/2022 0:00,,,,32.2,0.5,0.027,0.031,,0
10/11/2022 0:00,72.2,0.47,0.839,32.2,0.53,0.028,0.181,,0.6
10/12/2022 0:00,,,,32.2,0.54,0.084,0.211,,0.13
10/13/2022 0:00,72.2,0.47,0.846,32.4,0.31,0.009,0.766,,2.02
10/14/2022 0:00,,,,32.4,0.33,0.01,0.045,,0.003
10/15/2022 0:00,,,,32.1,0.64,0.111,0.295,,0.63
10/16/2022 0:00,,,,32.3,0.35,0.011,1.06,,3.37
10/17/2022 0:00,,,,32.4,0.29,0.009,0.011,,0
10/18/2022 0:00,72.2,0.41,0.989,32.5,0.22,0.007,0.049,,0
10/19/2022 0:00,72.3,0.38,2.4,32.2,0.48,0.045,0.308,,0.203
10/20/2022 0:00,72.3,0.35,1.27,32.5,0.21,0.006,0.161,,0
10/21/2022 0:00,72.2,0.49,0.774,32.5,0.24,0.008,0.179,,0.105
10/22/2022 0:00,,,,31.9,0.8,0.148,0.186,,0.005
10/23/2022 0:00,,,,32.4,0.27,0.025,0.014,,0
10/24/2022 0:00,72.3,0.38,0.591,32.5,0.22,0.006,0.034,,0
10/25/2022 0:00,72.2,0.4,0.581,32.5,0.22,0.006,0.054,,0
10/26/2022 0:00,72.2,0.45,0.665,32.5,0.22,0.005,0.013,,0
10/27/2022 0:00,72.2,0.44,0.643,32.4,0.27,0.007,0.004,,0
10/28/2022 0:00,,,,32.4,0.25,0.007,0.063,,0.13
10/29/2022 0:00,72.3,0.38,0.578,32.5,0.17,0.003,0.018,,0.006
10/30/2022 0:00,72.3,0.35,0.533,32.6,0.14,0.003,0.005,,0
10/31/2022 0:00,72.1,0.5,2.41,32.5,0.23,0.006,0.004,,0
11/1/2022 0:00,,,,32.2,0.49,0.03,0.005,,0
11/2/2022 0:00,71.7,0.92,127,32.2,0.44,0.042,,,
11/3/2022 0:00,,,,32.5,0.23,0.007,,,
11/4/2022 0:00,72.3,0.36,0.259,32.5,0.21,0.005,,,
11/5/2022 0:00,,,,,,,,,
11/6/2022 0:00,,,,32.5,0.18,0.003,,,
11/7/2022 0:00,,,,32.2,0.5,0.088,,,
11/8/2022 0:00,,,,29,3.65,3.06,1.3,,
11/9/2022 0:00,,,,32.1,0.6,0.097,1.02,,
11/10/2022 0:00,72.2,0.42,0.982,32.4,0.25,0.012,0.048,,0.014
11/11/2022 0:00,72.2,0.43,1.52,32.6,0.12,0.002,,,
11/12/2022 0:00,,,,32.5,0.15,0.002,,,
11/13/2022 0:00,72.2,0.44,0.862,32.5,0.17,0.003,,,
11/14/2022 0:00,72.2,0.41,0.896,32.5,0.18,0.003,,,
11/15/2022 0:00,,,,32.5,0.18,0.003,,,
11/16/2022 0:00,72.3,0.37,2.63,32.5,0.18,0.004,,,
