Time,J05_9800_2,J05_9800_2,J05_9800_2,J01_9008_1,J01_9008_1,J01_9008_1,J01_9131_1,J01_9131_1,J01_9131_1
and,236.34,231,262,236.34,231,262,236.34,231,262
Date,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean
10/1/2022 0:00,,,,,,,87.1,0.55,0.014
10/2/2022 0:00,,,,,,,87.1,0.49,0.011
10/3/2022 0:00,,,,,,,87.1,0.48,0.011
10/4/2022 0:00,,,,,,,87.1,0.52,0.013
10/5/2022 0:00,,,,,,,87.1,0.53,0.014
10/6/2022 0:00,,,,,,,87.1,0.55,0.014
10/7/2022 0:00,,,,,,,87.1,0.51,0.013
10/8/2022 0:00,,,,,,,87.1,0.49,0.012
10/9/2022 0:00,,,,,,,87.1,0.5,0.013
10/10/2022 0:00,,,,,,,87,0.58,0.016
10/11/2022 0:00,,,,,,,87.1,0.54,0.014
10/12/2022 0:00,,,,,,,86.8,0.77,0.081
10/13/2022 0:00,,,,,,,87,0.59,0.019
10/14/2022 0:00,,,,,,,87.1,0.54,0.014
10/15/2022 0:00,,,,,,,86.3,1.32,0.344
10/16/2022 0:00,,,,,,,87.1,0.54,0.015
10/17/2022 0:00,,,,,,,87.1,0.56,0.016
10/18/2022 0:00,,,,,,,87,0.62,0.021
10/19/2022 0:00,,,,,,,87.1,0.51,0.013
10/20/2022 0:00,,,,,,,87.1,0.51,0.012
10/21/2022 0:00,,,,,,,87,0.6,0.018
10/22/2022 0:00,,,,,,,87.1,0.51,0.012
10/23/2022 0:00,,,,,,,87.1,0.5,0.011
10/24/2022 0:00,,,,,,,87.1,0.52,0.013
10/25/2022 0:00,,,,,,,87.2,0.45,0.011
10/26/2022 0:00,,,,,,,87.1,0.52,0.013
10/27/2022 0:00,,,,,,,87.1,0.49,0.012
10/28/2022 0:00,,,,,,,87.1,0.5,0.012
10/29/2022 0:00,,,,,,,87.1,0.5,0.013
10/30/2022 0:00,,,,,,,87.1,0.51,0.013
10/31/2022 0:00,,,,,,,87.1,0.57,0.017
11/1/2022 0:00,,,,,,,87,0.61,0.017
11/2/2022 0:00,,,,,,,86.3,1.34,0.244
11/3/2022 0:00,,,,,,,87,0.64,0.02
11/4/2022 0:00,,,,,,,87,0.6,0.017
11/5/2022 0:00,,,,,,,,,
11/6/2022 0:00,,,,,,,87,0.64,0.019
11/7/2022 0:00,,,,,,,86.3,1.32,0.28
11/8/2022 0:00,,,,,,,82.5,5.1,3.47
11/9/2022 0:00,,,,,,,86.1,1.48,0.306
11/10/2022 0:00,,,,,,,87,0.64,0.02
11/11/2022 0:00,,,,,,,87.1,0.54,0.014
11/12/2022 0:00,,,,,,,87,0.58,0.016
11/13/2022 0:00,,,,,,,87,0.63,0.018
11/14/2022 0:00,,,,,,,87.1,0.56,0.015
11/15/2022 0:00,,,,,,,87.1,0.54,0.015
11/16/2022 0:00,,,,,,,87,0.61,0.019
11/17/2022 0:00,,,,,,,87,0.59,0.017
11/18/2022 0:00,,,,,,,87,0.57,0.016
11/19/2022 0:00,,,,,,,87,0.63,0.02
11/20/2022 0:00,,,,,,,87,0.63,0.019
11/21/2022 0:00,,,,,,,86.9,0.68,0.022
11/22/2022 0:00,,,,,,,87,0.6,0.017
11/23/2022 0:00,,,,,,,87,0.61,0.019
11/24/2022 0:00,,,,,,,87,0.66,0.022
11/25/2022 0:00,,,,,,,87,0.65,0.02
11/26/2022 0:00,,,,,,,87.1,0.56,0.015
11/27/2022 0:00,,,,,,,87,0.64,0.02
11/28/2022 0:00,,,,,,,86.9,0.7,0.023
11/29/2022 0:00,,,,,,,87,0.65,0.02
11/30/2022 0:00,,,,,,,86.9,0.74,0.025
12/1/2022 0:00,,,,,,,86.9,0.7,0.023
12/2/2022 0:00,,,,,,,87,0.65,0.021
12/3/2022 0:00,,,,,,,87,0.58,0.016
12/4/2022 0:00,,,,,,,87,0.63,0.019
12/5/2022 0:00,,,,,,,86.9,0.74,0.028
12/6/2022 0:00,,,,,,,87,0.66,0.02
12/7/2022 0:00,,,,,,,86.8,0.85,0.082
12/8/2022 0:00,,,,,,,87,0.63,0.019
12/9/2022 0:00,,,,,,,87,0.63,0.019
12/10/2022 0:00,,,,,,,87,0.62,0.018
12/11/2022 0:00,,,,,,,83.9,3.76,2.33
12/12/2022 0:00,,,,,,,84.9,2.72,1.37
12/13/2022 0:00,,,,,,,87,0.67,0.021
12/14/2022 0:00,,,,,,,87,0.64,0.019
12/15/2022 0:00,,,,,,,87,0.61,0.018
12/16/2022 0:00,,,,,,,87,0.64,0.019
12/17/2022 0:00,,,,,,,87,0.59,0.017
12/18/2022 0:00,,,,,,,87.1,0.55,0.015
12/19/2022 0:00,,,,,,,87,0.59,0.017
12/20/2022 0:00,,,,,,,87,0.64,0.019
12/21/2022 0:00,,,,,,,87,0.64,0.02
12/22/2022 0:00,,,,,,,87,0.65,0.02
12/23/2022 0:00,,,,,,,87,0.65,0.02
12/24/2022 0:00,,,,,,,86.9,0.67,0.021
12/25/2022 0:00,,,,,,,87,0.65,0.02
12/26/2022 0:00,,,,,,,87,0.67,0.021
12/27/2022 0:00,,,,,,,86,1.63,0.497
12/28/2022 0:00,,,,,,,86.3,1.33,0.333
12/29/2022 0:00,,,,,,,86.9,0.68,0.021
12/30/2022 0:00,,,,,,,86.9,0.72,0.025
12/31/2022 0:00,,,,,,,83.9,3.73,2.83
1/1/2023 0:00,,,,,,,84.8,2.82,1.41
1/2/2023 0:00,,,,,,,86.8,0.79,0.03
1/3/2023 0:00,,,,,,,84.8,2.84,0.629
1/4/2023 0:00,,,,,,,85.2,2.47,0.441
1/5/2023 0:00,,,,,,,82.8,4.84,3.16
1/6/2023 0:00,,,,,,,86.7,0.96,0.047
1/7/2023 0:00,,,,,,,87,0.66,0.02
1/8/2023 0:00,,,,,,,87,0.59,0.017
1/9/2023 0:00,,,,,,,86.5,1.07,0.094
1/10/2023 0:00,,,,,,,82.6,5.05,2.74
1/11/2023 0:00,,,,,,,86.7,0.95,0.046
1/12/2023 0:00,,,,,,,86.9,0.68,0.021
1/13/2023 0:00,,,,,,,87,0.6,0.017
1/14/2023 0:00,,,,,,,81.4,6.2,5.28
1/15/2023 0:00,,,,,,,83.9,3.72,1.66
1/16/2023 0:00,,,,,,,83.1,4.48,2.6
1/17/2023 0:00,,,,,,,86.2,1.41,0.128
1/18/2023 0:00,,,,,,,86.8,0.83,0.033
1/19/2023 0:00,,,,,,,86.6,1,0.172
1/20/2023 0:00,,,,,,,86.9,0.69,0.023
1/21/2023 0:00,,,,,,,87,0.6,0.017
1/22/2023 0:00,,,,,,,86.9,0.67,0.021
1/23/2023 0:00,,,,,,,87,0.63,0.02
1/24/2023 0:00,,,,,,,87,0.58,0.017
1/25/2023 0:00,,,,,,,87,0.6,0.018
1/26/2023 0:00,,,,,,,87.1,0.55,0.019
1/27/2023 0:00,,,,,,,87,0.58,0.016
1/28/2023 0:00,,,,,,,86.9,0.72,0.024
1/29/2023 0:00,,,,,,,86.7,0.96,0.077
1/30/2023 0:00,,,,,,,85.5,2.1,0.434
1/31/2023 0:00,,,,,,,87,0.65,0.02
2/1/2023 0:00,,,,,,,87,0.58,0.017
2/2/2023 0:00,,,,,,,87,0.66,0.021
2/3/2023 0:00,,,,,,,87,0.64,0.019
2/4/2023 0:00,,,,,,,87,0.64,0.02
2/5/2023 0:00,,,,,,,86.9,0.71,0.024
2/6/2023 0:00,,,,,,,87,0.65,0.02
2/7/2023 0:00,,,,,,,87,0.61,0.02
2/8/2023 0:00,,,,,,,86.9,0.68,0.022
2/9/2023 0:00,,,,,,,87,0.67,0.022
2/10/2023 0:00,,,,,,,86.9,0.68,0.022
2/11/2023 0:00,,,,,,,86.9,0.69,0.022
2/12/2023 0:00,,,,,,,86.9,0.71,0.023
2/13/2023 0:00,,,,,,,86.9,0.73,0.025
2/14/2023 0:00,,,,,,,86.9,0.77,0.032
2/15/2023 0:00,,,,,,,87,0.63,0.019
2/16/2023 0:00,,,,,,,87,0.62,0.018
2/17/2023 0:00,,,,,,,87,0.63,0.019
2/18/2023 0:00,,,,,,,87,0.62,0.018
2/19/2023 0:00,,,,,,,87,0.57,0.016
2/20/2023 0:00,,,,,,,86.9,0.68,0.021
2/21/2023 0:00,,,,,,,86.8,0.85,0.046
2/22/2023 0:00,,,,,,,86.8,0.79,0.028
2/23/2023 0:00,,,,,,,86.5,1.15,0.112
2/24/2023 0:00,,,,,,,84.6,3,1.23
2/25/2023 0:00,,,,,,,79.9,7.68,5.68
2/26/2023 0:00,,,,,,,86.3,1.32,0.104
2/27/2023 0:00,,,,,,,86.3,1.31,0.216
