Time,J03_9368_2,J03_9368_2,J03_9368_2,J03_9368_1,J03_9368_1,J03_9368_1,J03_9215_3,J03_9215_3,J03_9215_3
and,236.34,231,262,236.34,231,262,236.34,231,262
Date,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean
10/1/2022 0:00,48.9,0.3,0.003,40.1,-0.41,0,44,0.51,0.039
10/2/2022 0:00,49,0.29,0.003,40.1,-0.38,0,44,0.52,0.04
10/3/2022 0:00,49,0.29,0.003,40.1,-0.36,0,44,0.53,0.042
10/4/2022 0:00,48.9,0.33,0.005,40.1,-0.38,0,44,0.53,0.042
10/5/2022 0:00,48.9,0.34,0.004,40.1,-0.37,0,44,0.55,0.045
10/6/2022 0:00,48.9,0.34,0.004,40.1,-0.4,0,44,0.54,0.043
10/7/2022 0:00,48.9,0.34,0.005,40.1,-0.39,0,44,0.54,0.044
10/8/2022 0:00,48.9,0.32,0.004,40.1,-0.38,0,44,0.53,0.042
10/9/2022 0:00,48.9,0.32,0.004,40.1,-0.38,0,44,0.54,0.043
10/10/2022 0:00,48.9,0.31,0.003,40.1,-0.39,0,44,0.54,0.044
10/11/2022 0:00,48.9,0.32,0.005,40.1,-0.38,0.001,44,0.54,0.048
10/12/2022 0:00,48.9,0.33,0.005,40.1,-0.36,0,44,0.53,0.041
10/13/2022 0:00,48.9,0.32,0.003,40.1,-0.4,0,44,0.54,0.043
10/14/2022 0:00,48.9,0.3,0.003,40.1,-0.38,0,44,0.56,0.047
10/15/2022 0:00,48.8,0.47,0.255,39.9,-0.15,0.069,43.8,0.7,0.188
10/16/2022 0:00,48.9,0.31,0.004,40.1,-0.36,0,44,0.53,0.043
10/17/2022 0:00,49,0.29,0.003,40.1,-0.37,0,44,0.5,0.039
10/18/2022 0:00,49,0.25,0.002,40.1,-0.4,0,44,0.49,0.035
10/19/2022 0:00,49,0.24,0.002,40.1,-0.4,0,44.1,0.42,0.026
10/20/2022 0:00,49,0.26,0.002,40.1,-0.41,0,44.1,0.44,0.029
10/21/2022 0:00,48.9,0.34,0.005,40.1,-0.37,0,44,0.48,0.034
10/22/2022 0:00,48.9,0.33,0.004,40.1,-0.42,0,44.1,0.47,0.033
10/23/2022 0:00,49,0.25,0.002,40.1,-0.41,0,44.1,0.43,0.027
10/24/2022 0:00,49,0.21,0.002,40.1,-0.43,0,44.1,0.38,0.022
10/25/2022 0:00,49,0.23,0.002,40.1,-0.42,0,44.1,0.38,0.022
10/26/2022 0:00,49,0.28,0.003,40.1,-0.37,0,44.2,0.36,0.02
10/27/2022 0:00,49,0.29,0.003,40.1,-0.39,0,44.2,0.36,0.019
10/28/2022 0:00,49,0.27,0.003,40.1,-0.37,0,44.1,0.41,0.025
10/29/2022 0:00,49,0.23,0.002,40.1,-0.38,0,44.1,0.39,0.022
10/30/2022 0:00,49,0.25,0.002,,,,44.1,0.41,0.025
10/31/2022 0:00,49,0.29,0.003,,,,44.1,0.45,0.03
11/1/2022 0:00,48.9,0.34,0.005,,,,44,0.49,0.035
11/2/2022 0:00,48.7,0.56,0.488,,,,43.8,0.69,0.297
11/3/2022 0:00,49,0.2,0.002,,,,44.2,0.35,0.02
11/4/2022 0:00,49,0.23,0.001,,,,,,
11/5/2022 0:00,,,,,,,,,
11/6/2022 0:00,49.7,-0.47,0,,,,,,
11/7/2022 0:00,49.6,-0.35,0.002,,,,43.9,0.59,0.084
11/8/2022 0:00,47,2.22,6.84,,,,41.9,2.65,3.25
11/9/2022 0:00,49.6,-0.31,0.012,,,,43.9,0.66,0.193
11/10/2022 0:00,49.7,-0.46,0,,,,44.1,0.44,0.029
11/11/2022 0:00,49.7,-0.47,0,,,,44.1,0.42,0.026
11/12/2022 0:00,49.7,-0.45,0,,,,44.1,0.41,0.025
11/13/2022 0:00,49.7,-0.43,0,,,,44.1,0.4,0.025
11/14/2022 0:00,49.7,-0.48,0,,,,44.2,0.3,0.014
11/15/2022 0:00,49.7,-0.49,0,,,,44.2,0.34,0.017
11/16/2022 0:00,49.7,-0.48,0,,,,44.1,0.38,0.023
11/17/2022 0:00,49.7,-0.46,0,,,,44.2,0.37,0.021
11/18/2022 0:00,49.7,-0.41,0,,,,44.1,0.43,0.027
11/19/2022 0:00,49.7,-0.48,0,,,,44.1,0.42,0.026
11/20/2022 0:00,49.7,-0.47,0,,,,44.1,0.45,0.031
11/21/2022 0:00,49.7,-0.48,0,,,,44.1,0.46,0.031
11/22/2022 0:00,49.7,-0.46,0,,,,44.1,0.46,0.031
11/23/2022 0:00,49.7,-0.46,0,,,,44.1,0.47,0.032
11/24/2022 0:00,49.7,-0.44,0,,,,44.1,0.48,0.035
11/25/2022 0:00,49.7,-0.44,0,,,,44.1,0.44,0.029
11/26/2022 0:00,49.7,-0.41,0,,,,44.1,0.44,0.028
11/27/2022 0:00,49.7,-0.41,0,,,,44.1,0.46,0.031
11/28/2022 0:00,49.6,-0.38,0,,,,44.1,0.48,0.034
11/29/2022 0:00,49.7,-0.41,0,,,,44.1,0.47,0.033
11/30/2022 0:00,49.6,-0.35,0,,,,44,0.5,0.037
12/1/2022 0:00,49.7,-0.41,0,,,,44,0.48,0.034
12/2/2022 0:00,49.7,-0.42,0,,,,44,0.48,0.035
12/3/2022 0:00,49.7,-0.48,0,,,,44.1,0.44,0.028
12/4/2022 0:00,49.7,-0.43,0,,,,44,0.48,0.034
12/5/2022 0:00,49.7,-0.42,0,,,,44.1,0.44,0.029
12/6/2022 0:00,49.7,-0.49,0,,,,44.1,0.43,0.027
12/7/2022 0:00,49.7,-0.45,0,,,,44.1,0.44,0.032
12/8/2022 0:00,49.8,-0.53,0,,,,,,
12/9/2022 0:00,49.8,-0.52,0,,,,44.1,0.44,0.029
12/10/2022 0:00,49.5,-0.3,0,,,,44.1,0.44,0.028
12/11/2022 0:00,48,1.23,2.87,,,,43,1.55,1.3
12/12/2022 0:00,48.8,0.43,1.17,,,,43.5,1.03,0.689
12/13/2022 0:00,49.5,-0.2,0,,,,44.1,0.44,0.029
12/14/2022 0:00,49.4,-0.19,0,,,,44.1,0.43,0.026
12/15/2022 0:00,49.4,-0.15,0,,,,44.1,0.43,0.027
12/16/2022 0:00,49.4,-0.17,0,,,,44.1,0.44,0.028
12/17/2022 0:00,49.4,-0.19,0,,,,44.1,0.41,0.025
12/18/2022 0:00,49.4,-0.17,0,,,,44.1,0.43,0.027
12/19/2022 0:00,49.4,-0.19,0,,,,,,
12/20/2022 0:00,49.5,-0.2,0,,,,44.1,0.44,0.029
12/21/2022 0:00,49.4,-0.19,0,,,,44.1,0.45,0.031
12/22/2022 0:00,49.4,-0.2,0,,,,44.1,0.46,0.031
12/23/2022 0:00,49.4,-0.15,0,,,,44.1,0.45,0.031
12/24/2022 0:00,49.4,-0.18,0,,,,44,0.48,0.034
12/25/2022 0:00,49.4,-0.19,0,,,,44,0.48,0.035
12/26/2022 0:00,49.4,-0.2,0,,,,44,0.48,0.035
12/27/2022 0:00,49.1,0.1,0.065,,,,43.7,0.84,0.286
12/28/2022 0:00,49.2,0.07,0.324,,,,43.8,0.68,0.23
12/29/2022 0:00,49.4,-0.12,0,,,,44,0.5,0.037
12/30/2022 0:00,49.4,-0.11,0,,,,44,0.53,0.041
12/31/2022 0:00,47.9,1.38,5.09,,,,42.7,1.81,2.52
1/1/2023 0:00,48.1,1.1,3.63,,,,,,
1/2/2023 0:00,49.4,-0.12,0,,,,,,
1/3/2023 0:00,49,0.29,0.022,,,,,,
1/4/2023 0:00,49,0.27,0.011,,,,,,
1/5/2023 0:00,47.6,1.68,4.13,,,,,,
1/6/2023 0:00,49.4,-0.12,0,,,,,,
1/7/2023 0:00,49.4,-0.16,0,,,,44,0.51,0.038
1/8/2023 0:00,49.4,-0.15,0,,,,44,0.52,0.041
1/9/2023 0:00,49.3,-0.03,0.002,,,,43.9,0.63,0.068
1/10/2023 0:00,47.7,1.57,2.52,,,,42.1,2.43,2.01
1/11/2023 0:00,49.3,-0.1,0,,,,,,
1/12/2023 0:00,49.4,-0.15,0,,,,44.1,0.48,0.034
1/13/2023 0:00,49.4,-0.17,0,,,,44.1,0.44,0.029
1/14/2023 0:00,46.2,3.03,9.12,,,,41,3.52,5.24
1/15/2023 0:00,48.5,0.79,0.911,,,,,,
1/16/2023 0:00,47.8,1.48,3.72,,,,,,
1/17/2023 0:00,49.3,-0.06,0,,,,44,0.56,0.064
1/18/2023 0:00,49.3,-0.1,0,,,,44.1,0.43,0.028
1/19/2023 0:00,49.3,-0.03,0.009,,,,44,0.51,0.053
1/20/2023 0:00,49.4,-0.11,0,,,,44.1,0.42,0.026
