"Inst Time","Flow (cfs)"
08/11/2016 10:20 AM,834.314704
08/11/2016 10:25 AM,834.413919625
08/11/2016 10:30 AM,0
08/11/2016 10:35 AM,0
08/11/2016 10:40 AM,.032967777465820254
08/11/2016 10:45 AM,.022355060203552317
08/11/2016 10:50 AM,.03342
08/11/2016 10:55 AM,.022723124198913522
08/11/2016 11:00 AM,.024225872989654552
08/11/2016 11:05 AM,.03163084275436409
08/11/2016 11:10 AM,.028209433113098113
08/11/2016 11:15 AM,.023468061553955175
08/11/2016 11:20 AM,.022355060203552317
08/11/2016 11:25 AM,.03667851289367684
08/11/2016 11:30 AM,.029045052101135182
08/11/2016 11:35 AM,.030322968746185317
08/11/2016 11:40 AM,.031191768398284882
08/11/2016 11:45 AM,.022355060203552317
08/11/2016 11:50 AM,.035261871070861914
08/11/2016 11:55 AM,.026176898586273253
08/11/2016 12:00 PM,.028209433113098113
08/11/2016 12:05 PM,.028209433113098113
08/11/2016 12:10 PM,.024225872989654552
08/11/2016 12:15 PM,.027386847564697194
08/11/2016 12:20 PM,.026576815254211475
08/11/2016 12:25 PM,.03573059469604482
08/11/2016 12:30 PM,.026176898586273253
08/11/2016 12:35 PM,.021271351158142077
08/11/2016 12:40 PM,.03163084275436409
08/11/2016 12:45 PM,.03479645148849491
08/11/2016 12:50 PM,.03342
08/11/2016 12:55 PM,.019871142433166497
08/11/2016 01:00 PM,.033875518077850296
08/11/2016 01:05 PM,.019871142433166497
08/11/2016 01:10 PM,.03620316418457026
08/11/2016 01:15 PM,.031191768398284882
08/11/2016 01:20 PM,.032967777465820254
08/11/2016 01:25 PM,.024225872989654552
08/11/2016 01:30 PM,.024225872989654552
08/11/2016 01:35 PM,.027796512752532948
08/11/2016 01:40 PM,.03342
08/11/2016 01:45 PM,.031191768398284882
08/11/2016 01:50 PM,.03620316418457026
08/11/2016 01:55 PM,.03667851289367684
08/11/2016 02:00 PM,.033875518077850296
08/11/2016 02:05 PM,.0343343338241577
08/11/2016 02:10 PM,.030322968746185317
08/11/2016 02:15 PM,.025386786148071223
08/11/2016 02:20 PM,.029045052101135182
08/11/2016 02:25 PM,.026576815254211475
08/11/2016 02:30 PM,.035261871070861914
08/11/2016 02:35 PM,.021271351158142077
08/11/2016 02:40 PM,.027796512752532948
08/11/2016 02:45 PM,.02384535774612427
08/11/2016 02:50 PM,.025780222217559833
08/11/2016 02:55 PM,.023468061553955175
08/11/2016 03:00 PM,.021629386161804192
08/11/2016 03:05 PM,.029467754978179987
08/11/2016 03:10 PM,.029467754978179987
08/11/2016 03:15 PM,.022723124198913522
08/11/2016 03:20 PM,.0269804333000184
08/11/2016 03:25 PM,.023468061553955175
08/11/2016 03:30 PM,.024996584003448407
08/11/2016 03:35 PM,.029467754978179987
08/11/2016 03:40 PM,.028209433113098113
08/11/2016 03:45 PM,.029045052101135182
08/11/2016 03:50 PM,.024225872989654552
08/11/2016 03:55 PM,.024609615783691377
08/11/2016 04:00 PM,.027796512752532948
08/11/2016 04:05 PM,.030322968746185317
08/11/2016 04:10 PM,.031191768398284882
08/11/2016 04:15 PM,.021271351158142077
08/11/2016 04:20 PM,.024996584003448407
08/11/2016 04:25 PM,.03342
08/11/2016 04:30 PM,.028209433113098113
08/11/2016 04:35 PM,.027796512752532948
08/11/2016 04:40 PM,.023468061553955175
08/11/2016 04:45 PM,.023468061553955175
08/11/2016 04:50 PM,.02199062109375
08/11/2016 04:55 PM,.021629386161804192
08/11/2016 05:00 PM,.02056486818695068
08/11/2016 05:05 PM,.023468061553955175
08/11/2016 05:10 PM,.027386847564697194
08/11/2016 05:15 PM,.02199062109375
08/11/2016 05:20 PM,.023468061553955175
08/11/2016 05:25 PM,.02021641172027587
08/11/2016 05:30 PM,.022355060203552317
08/11/2016 05:35 PM,.02021641172027587
08/11/2016 05:40 PM,.021271351158142077
08/11/2016 05:45 PM,.035261871070861914
08/11/2016 05:50 PM,.019529056076049805
08/11/2016 05:55 PM,.02384535774612427
08/11/2016 06:00 PM,.02021641172027587
08/11/2016 06:05 PM,.026176898586273253
08/11/2016 06:10 PM,.017865854042053222
08/11/2016 06:15 PM,.019871142433166497
08/11/2016 06:20 PM,.019529056076049805
08/11/2016 06:25 PM,.02056486818695068
08/11/2016 06:30 PM,.01819208311843871
08/11/2016 06:35 PM,.019871142433166497
08/11/2016 06:40 PM,.016592485502243046
08/11/2016 06:45 PM,.017222867124557485
08/11/2016 06:50 PM,.01690610290908813
08/11/2016 06:55 PM,.025780222217559833
08/11/2016 07:00 PM,.019190146274566642
08/11/2016 07:05 PM,.02021641172027587
08/11/2016 07:10 PM,.019871142433166497
08/11/2016 07:15 PM,.029045052101135182
08/11/2016 07:20 PM,.019871142433166497
08/11/2016 07:25 PM,.019871142433166497
08/11/2016 07:30 PM,.01690610290908813
08/11/2016 07:35 PM,.013628187528610223
08/11/2016 07:40 PM,.01690610290908813
08/11/2016 07:45 PM,.019871142433166497
08/11/2016 07:50 PM,.021629386161804192
08/11/2016 07:55 PM,.023468061553955175
08/11/2016 08:00 PM,.017865854042053222
08/11/2016 08:05 PM,.019190146274566642
08/11/2016 08:10 PM,.016592485502243046
08/11/2016 08:15 PM,.01852147600173951
08/11/2016 08:20 PM,.019190146274566642
08/11/2016 08:25 PM,.016592485502243046
08/11/2016 08:30 PM,.017865854042053222
08/11/2016 08:35 PM,.013072746059417733
08/11/2016 08:40 PM,.014776314785003658
08/11/2016 08:45 PM,.013348918355941763
08/11/2016 08:50 PM,.016592485502243046
08/11/2016 08:55 PM,.01690610290908813
