FacilityID,Jurisdiction,ObsRecordDate,ObsWeather,AvgDischarge,FlowCondition,PersistentFlow,FlowConnectivity,Priority,PrioritizationScore2022,Conductivity,Inspected,FloatDischargeCFS,VolumeDischargeCFS,SampleDry,PointY,PointX
J01-9992-1 (J01P27),Aliso Viejo,2023-06-21T00:00:00Z,1,0.165159,Flowing,Yes,Direct Connection,Priority,66,6246,Verified,0.046151,0.015,Yes,33.57325594,-117.71661229
J01-9992-1 (J01P27),Aliso Viejo,2023-04-26T00:00:00Z,1,0.165159,Flowing,Yes,NA,Priority,66,NA,Verified,0.197321,0.023,Yes,33.57325594,-117.71661229
J01-9992-1 (J01P27),Aliso Viejo,2022-11-08T00:00:00Z,2,0.165159,Flowing,Yes,Direct Connection,Priority,66,425,Verified,NA,NA,Yes,33.57325594,-117.71661229
J01-9992-1 (J01P27),Aliso Viejo,2022-11-03T00:00:00Z,1,0.165159,Flowing,Yes,Direct Connection,Priority,66,3731,Verified,0.0416,NA,Yes,33.57325594,-117.71661229
J01-9992-1 (J01P27),Aliso Viejo,2022-11-08T00:00:00Z,2,0.165159,Flowing,Yes,Direct Connection,Priority,66,1161,Verified,0.39,NA,Yes,33.57325594,-117.71661229
J01-9992-1 (J01P27),Aliso Viejo,2022-11-09T00:00:00Z,2,0.165159,Flowing,Yes,Direct Connection,Priority,66,2739,Verified,0.066991,NA,Yes,33.57325594,-117.71661229
J01-9992-1 (J01P27),Aliso Viejo,2023-09-06T00:00:00Z,1,0.165159,Flowing,Yes,Direct Connection,Priority,66,4082,Verified,0.087591,NA,Yes,33.57325594,-117.71661229
J01-9992-1 (J01P27),Aliso Viejo,2023-09-27T00:00:00Z,1,0.165159,Flowing,Yes,Partial - Significant Distance,Priority,66,4015,Verified,NA,NA,Yes,33.57325594,-117.71661229
SC11-130-2,Dana Point,2023-08-03T00:00:00Z,1,0.013885,Dry,Unknown,NA,NA,NA,NA,Verified,NA,NA,NA,33.455718,-117.669171
SC11-130-2,Dana Point,2023-05-25T00:00:00Z,1,0.013885,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,NA,NA,Verified,NA,NA,NA,33.455718,-117.669171
L01-125-2,Rancho Santa Margarita,2023-06-13T00:00:00Z,1,0.021,Flowing,Yes,Direct Connection,Not A Priority,NA,NA,Verified,NA,NA,NA,33.65543421,-117.55926841
L01-125-2,Rancho Santa Margarita,2023-08-10T00:00:00Z,1,0.021,Flowing,Yes,Unsafe to Access,Not A Priority,NA,NA,Verified,NA,NA,NA,33.65543421,-117.55926841
K01-12062-1,Laguna Niguel,2023-08-31T00:00:00Z,1,0.122807,Pooled or Ponded,Yes,Direct Connection,Not A Priority,NA,NA,Verified,NA,NA,NA,33.50914725,-117.69068155
K01-12062-1,Laguna Niguel,2023-06-30T00:00:00Z,1,0.122807,Pooled or Ponded,Yes,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.50914725,-117.69068155
L01-748-2,San Juan Capistrano,2023-06-05T00:00:00Z,1,0,NA,Yes,Direct Connection,Not A Priority,NA,NA,Verified,NA,NA,NA,33.50406011,-117.64281522
L01-748-2,San Juan Capistrano,2023-08-09T00:00:00Z,1,0,Pooled or Ponded,Yes,Direct Connection,Not A Priority,NA,NA,Verified,NA,NA,NA,33.50406011,-117.64281522
L01-748-2,San Juan Capistrano,2023-06-05T00:00:00Z,1,0,Pooled or Ponded,Yes,Direct Connection,Not A Priority,NA,NA,Verified,NA,NA,NA,33.50406011,-117.64281522
L01-618-2,San Juan Capistrano,2023-06-05T00:00:00Z,1,NA,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,5744,Verified,NA,NA,NA,33.50048772,-117.65036582
L01-618-2,San Juan Capistrano,2023-08-07T00:00:00Z,1,NA,Pooled or Ponded,Yes,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.50048772,-117.65036582
I01-11015-3,Laguna Beach,2023-09-20T00:00:00Z,1,9.06e-4,Dry,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.54793033,-117.78154643
I01-11015-3,Laguna Beach,2023-07-07T00:00:00Z,1,9.06e-4,Flowing,Unknown,Direct Connection,Not A Priority,NA,356,Verified,0.010879,NA,NA,33.54793033,-117.78154643
L01-749-2,San Juan Capistrano,2023-06-08T00:00:00Z,1,0.077331,Pooled or Ponded,Yes,Direct Connection,Priority,10,NA,Verified,NA,NA,Yes,33.5083054,-117.64017859
L01-749-2,San Juan Capistrano,2023-08-16T00:00:00Z,1,0.077331,Pooled or Ponded,Yes,Undetermined,Priority,10,NA,Verified,NA,NA,Yes,33.5083054,-117.64017859
I01-11059-3,Laguna Beach,2023-07-07T00:00:00Z,1,0,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.55369586,-117.77534812
I01-11059-3,Laguna Beach,2023-09-20T00:00:00Z,1,0,Dry,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.55369586,-117.77534812
I01-11216-3,Aliso Viejo,2023-09-26T00:00:00Z,1,NA,Pooled or Ponded,Yes,Direct Connection,Not A Priority,NA,NA,Verified,NA,NA,NA,33.59871601,-117.74706413
I01-11216-3,Aliso Viejo,2023-07-20T00:00:00Z,1,NA,Pooled or Ponded,Yes,Direct Connection,Not A Priority,NA,2550,Verified,NA,NA,NA,33.59871601,-117.74706413
L01-618-5 (L01S09),San Juan Capistrano,2023-05-19T00:00:00Z,1,0.180631,Flowing,Yes,Direct Connection,Not A Priority,NA,8200,Verified,1.411765,NA,NA,33.501988,-117.64812
L01-618-5 (L01S09),San Juan Capistrano,2023-08-09T00:00:00Z,1,0.180631,Flowing,Yes,Direct Connection,Not A Priority,NA,61680,Verified,0.568421,NA,NA,33.501988,-117.64812
L01-303-4,Orange Co,2023-08-15T00:00:00Z,1,0.020775,NA,Unknown,NA,Priority,47,NA,Verified,NA,NA,NA,33.596022,-117.584659
L01-303-4,Orange Co,2023-05-31T00:00:00Z,1,0.020775,Other - See Comments,Unknown,NA,Priority,47,NA,Verified,NA,NA,NA,33.596022,-117.584659
L01-303-2,Orange Co,2023-08-15T00:00:00Z,1,0.07,NA,Yes,NA,Priority,48,NA,Verified,NA,NA,NA,33.59293399,-117.58507153
L01-303-2,Orange Co,2023-05-31T00:00:00Z,1,0.07,Pooled or Ponded,Yes,Direct Connection,Priority,48,NA,Verified,NA,NA,NA,33.59293399,-117.58507153
L01-218-1,Rancho Santa Margarita,2023-06-13T00:00:00Z,1,NA,Pooled or Ponded,Yes,Direct Connection,Not A Priority,NA,NA,Verified,NA,NA,NA,33.63184411,-117.56329544
M01-042-1 (M01S01),San Clemente,2023-09-08T00:00:00Z,1,0.013196,Flowing,Yes,Direct Connection,Priority,54,NA,Verified,0.003246,NA,Yes,33.45444672,-117.62344422
M01-042-1 (M01S01),San Clemente,2023-08-30T00:00:00Z,1,0.013196,Flowing,Yes,Direct Connection,Priority,54,19294,Verified,0.005,0.002,Yes,33.45444672,-117.62344422
M01-042-1 (M01S01),San Clemente,2023-06-15T00:00:00Z,1,0.013196,Flowing,Yes,Undetermined,Priority,54,27498,Verified,0.005769,0.002,Yes,33.45444672,-117.62344422
J01-9082-2,Aliso Viejo,2023-09-06T00:00:00Z,1,0.170103,Flowing,Yes,Direct Connection,Priority,57,1240,Verified,0.153191,NA,Yes,33.5815891,-117.74576013
J01-9082-2,Aliso Viejo,2023-04-27T00:00:00Z,1,0.170103,Flowing,Yes,NA,Priority,57,NA,Verified,0.872354,0.017,Yes,33.5815891,-117.74576013
J01-9082-2,Aliso Viejo,2023-08-09T00:00:00Z,1,0.170103,Flowing,Yes,Partial - Significant Distance,Priority,57,972,Verified,0.105,NA,Yes,33.5815891,-117.74576013
J01-9082-2,Aliso Viejo,2023-05-30T00:00:00Z,1,0.170103,Flowing,Yes,Undetermined,Priority,57,1204,Verified,NA,NA,Yes,33.5815891,-117.74576013
L01-726-6,Dana Point,2023-06-06T00:00:00Z,1,0,Dry,Unknown,Undetermined,Not A Priority,NA,NA,Verified,NA,NA,NA,33.47619715,-117.67924614
L01-726-6,Dana Point,2023-08-08T00:00:00Z,1,0,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.47619715,-117.67924614
J01-9082-3,Aliso Viejo,2023-08-09T00:00:00Z,1,0.005053,Dry,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.58158523,-117.74573687
J01-9082-3,Aliso Viejo,2023-04-27T00:00:00Z,1,0.005053,Dry,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.58158523,-117.74573687
J01-9082-3,Aliso Viejo,2023-05-30T00:00:00Z,1,0.005053,Dry,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.58158523,-117.74573687
L01-218-4,Rancho Santa Margarita,2023-08-10T00:00:00Z,1,0.026115,Flowing,Yes,Direct Connection,Priority,48,2504,Verified,0.059063,NA,NA,33.63861941,-117.5692492
L01-218-4,Rancho Santa Margarita,2023-06-13T00:00:00Z,1,0.026115,Flowing,Yes,Direct Connection,Priority,48,2623,Verified,NA,0.01,NA,33.63861941,-117.5692492
L01-391-3,Orange Co,2023-05-31T00:00:00Z,1,0.012479,Pooled or Ponded,Unknown,Direct Connection,Not A Priority,NA,NA,Verified,NA,NA,NA,33.57839188,-117.58682518
L01-391-3,Orange Co,2023-08-15T00:00:00Z,1,0.012479,Other - See Comments,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.57839188,-117.58682518
J01-9275-1,Lake Forest,2023-07-27T00:00:00Z,1,0.003,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.64907787,-117.66135278
J01-9275-1,Lake Forest,2023-08-29T00:00:00Z,1,0.003,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.64907787,-117.66135278
J07-9109-4 (J07P02),Mission Viejo,2023-07-25T00:00:00Z,1,0.181584,Flowing,Yes,NA,Priority,54,1938,Verified,NA,NA,NA,33.64644918,-117.65579732
J07-9109-4 (J07P02),Mission Viejo,2023-08-08T00:00:00Z,1,0.181584,Flowing,Yes,Undetermined,Priority,54,NA,Verified,0.107263,NA,NA,33.64644918,-117.65579732
J07-9109-4 (J07P02),Mission Viejo,2023-07-18T00:00:00Z,1,0.181584,Flowing,Yes,Direct Connection,Priority,54,1937,Verified,0.044444,0.016,NA,33.64644918,-117.65579732
J07-9109-4 (J07P02),Mission Viejo,2022-11-08T00:00:00Z,1,0.181584,Flowing,Yes,Direct Connection,Priority,54,85,Verified,NA,NA,NA,33.64644918,-117.65579732
J07-9109-4 (J07P02),Mission Viejo,2023-05-22T00:00:00Z,1,0.181584,Flowing,Yes,NA,Priority,54,NA,Verified,0.092221,NA,NA,33.64644918,-117.65579732
J07-9109-4 (J07P02),Mission Viejo,2023-07-11T00:00:00Z,1,0.181584,Flowing,Yes,Direct Connection,Priority,54,1614,Verified,0.027883,0.026,NA,33.64644918,-117.65579732
J07-9109-4 (J07P02),Mission Viejo,2023-08-01T00:00:00Z,1,0.181584,Flowing,Yes,Direct Connection,Priority,54,1343,Verified,0.055618,NA,NA,33.64644918,-117.65579732
J07-9109-4 (J07P02),Mission Viejo,2022-11-03T00:00:00Z,1,0.181584,Flowing,Yes,Direct Connection,Priority,54,2189,Verified,0.012,NA,NA,33.64644918,-117.65579732
J07-9109-4 (J07P02),Mission Viejo,2022-11-09T00:00:00Z,2,0.181584,Flowing,Yes,Direct Connection,Priority,54,1718,Verified,0.6513,NA,NA,33.64644918,-117.65579732
L03-708-11 (L03P05),Laguna Niguel,2023-08-17T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,4560,Verified,0.091837,0.023,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-08-17T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,4560,Verified,0.091837,0.064,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-08-17T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,2192,Verified,0.105943,0.023,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-08-17T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,2192,Verified,0.105943,0.064,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-09-01T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,2045,Verified,0.216867,NA,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-02-16T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,3861,Verified,0.081,NA,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-08-17T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,2502,Verified,0.114545,0.023,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-08-17T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,2502,Verified,0.114545,0.064,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-06-27T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,3946,Verified,0.307895,NA,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-08-18T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,3522,Verified,0.095,0.012,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-08-18T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,3522,Verified,0.095,0.037,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2022-12-08T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,2907,Verified,0.048,NA,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-08-18T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,6009,Verified,0.06281,0.012,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2023-08-18T00:00:00Z,1,0.133895,Flowing,Yes,Direct Connection,Priority,48,6009,Verified,0.06281,0.037,NA,33.56274915,-117.67587321
L03-708-11 (L03P05),Laguna Niguel,2022-12-12T00:00:00Z,2,0.133895,Flowing,Yes,Direct Connection,Priority,48,1840,Verified,1.2,NA,NA,33.56274915,-117.67587321
I01-11503-5,Aliso Viejo,2023-07-20T00:00:00Z,1,NA,Pooled or Ponded,Yes,Undetermined,NA,NA,816,Verified,NA,NA,NA,33.59354235,-117.74952217
I01-11503-5,Aliso Viejo,2023-09-26T00:00:00Z,1,NA,Pooled or Ponded,Yes,NA,NA,NA,NA,Verified,NA,NA,NA,33.59354235,-117.74952217
M02-061-5,San Clemente,2023-09-01T00:00:00Z,1,0,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.43438104,-117.62639763
M02-061-5,San Clemente,2023-05-24T00:00:00Z,1,0,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.43438104,-117.62639763
L01-404-1,Orange Co,2023-08-15T00:00:00Z,1,0.0852,Flowing,Yes,Undetermined,Priority,60,1954,Verified,0.092647,0.048,Yes,33.56452183,-117.58584662
L01-404-1,Orange Co,2023-06-27T00:00:00Z,1,0.0852,Flowing,Yes,Undetermined,Priority,60,2917,Verified,0.087449,0.039,Yes,33.56452183,-117.58584662
M01-168-2d (M00P03),Dana Point,2023-08-03T00:00:00Z,1,NA,Dry,Unknown,NA,NA,NA,NA,Verified,NA,NA,NA,33.44456111,-117.65058197
M01-168-2d (M00P03),Dana Point,2023-05-25T00:00:00Z,1,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,NA,NA,Verified,NA,NA,NA,33.44456111,-117.65058197
L01-517-1,San Juan Capistrano,2023-08-09T00:00:00Z,1,0,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.518669010000004,-117.62568193
L01-517-1,San Juan Capistrano,2023-06-05T00:00:00Z,1,0,Dry,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.518669010000004,-117.62568193
M01-050-7,San Clemente,2023-08-02T00:00:00Z,1,4e-6,Other - See Comments,Unknown,Direct Connection,NA,NA,750,Verified,NA,NA,NA,33.44303405,-117.64379412
M01-050-7,San Clemente,2023-05-23T00:00:00Z,1,4e-6,Other - See Comments,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,NA,NA,Verified,NA,NA,NA,33.44303405,-117.64379412
L05-489-3,Orange Co,2023-08-16T00:00:00Z,1,0.807645,Flowing,Yes,Direct Connection,Priority,90,2485,Verified,1.1151,0.309,Yes,33.52980214,-117.6465378
L05-489-3,Orange Co,2023-06-27T00:00:00Z,1,0.807645,Flowing,Yes,Direct Connection,Priority,90,2739,Verified,0.59083,0.38,Yes,33.52980214,-117.6465378
I01-11059-1,Laguna Beach,2023-09-20T00:00:00Z,1,0,Dry,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.55357149,-117.77550892
I01-11059-1,Laguna Beach,2023-07-07T00:00:00Z,1,0,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.55357149,-117.77550892
L02-502-6,San Juan Capistrano,2023-06-29T00:00:00Z,1,NA,Other - See Comments,Unknown,Unsafe to Access,Not A Priority,NA,NA,Verified,NA,NA,NA,33.53046796,-117.66923072
L02-502-6,San Juan Capistrano,2023-08-31T00:00:00Z,1,NA,Other - See Comments,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.53046796,-117.66923072
J01-9046-3,Lake Forest,2023-07-27T00:00:00Z,1,0.004993,Flowing,Yes,Partial - Significant Distance,Not A Priority,NA,928,Verified,0.024,NA,NA,33.65614256,-117.65941801
M02-061-4 (SCBS@M02),San Clemente,2023-09-01T00:00:00Z,1,0.016817,Flowing,Yes,NA,Priority,45,1782,Verified,0.037667,NA,NA,33.43367715,-117.62725703
M02-061-4 (SCBS@M02),San Clemente,2023-05-24T00:00:00Z,1,0.016817,Flowing,Yes,Direct Connection,Priority,45,18010,Verified,0.015339,NA,NA,33.43367715,-117.62725703
K01-12058-2 (K01P09),Laguna Niguel,2023-02-22T00:00:00Z,1,0.12576,Flowing,Yes,Undetermined,Priority,64,4965,Verified,0.243478,NA,NA,33.51125335,-117.69460127
K01-12058-2 (K01P09),Laguna Niguel,2023-08-08T00:00:00Z,1,0.12576,Flowing,Yes,Direct Connection,Priority,64,4213,Verified,0.105,0.045,NA,33.51125335,-117.69460127
K01-12058-2 (K01P09),Laguna Niguel,2023-06-30T00:00:00Z,1,0.12576,Flowing,Yes,NA,Priority,64,4436,Verified,0.054969,NA,NA,33.51125335,-117.69460127
K01-12058-2 (K01P09),Laguna Niguel,2023-08-01T00:00:00Z,1,0.12576,Flowing,Yes,Direct Connection,Priority,64,6126,Verified,0.106729,0.051,NA,33.51125335,-117.69460127
K01-12058-2 (K01P09),Laguna Niguel,2023-07-11T00:00:00Z,1,0.12576,Flowing,Yes,Direct Connection,Priority,64,5672,Verified,0.142657,0.066,NA,33.51125335,-117.69460127
K01-12058-2 (K01P09),Laguna Niguel,2023-08-31T00:00:00Z,1,0.12576,Flowing,Yes,Direct Connection,Priority,64,NA,Verified,NA,NA,NA,33.51125335,-117.69460127
K01-12058-2 (K01P09),Laguna Niguel,2023-07-25T00:00:00Z,1,0.12576,Flowing,Yes,Direct Connection,Priority,64,6160,Verified,0.049315,0.045,NA,33.51125335,-117.69460127
I01-11502-1,Aliso Viejo,2023-09-26T00:00:00Z,1,NA,Pooled or Ponded,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.59564552,-117.74848887
I01-11502-1,Aliso Viejo,2023-07-20T00:00:00Z,1,NA,Other - See Comments,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.59564552,-117.74848887
M02-102-1,San Clemente,2023-09-07T00:00:00Z,1,0.044,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.43161834,-117.63272479
M02-102-1,San Clemente,2023-09-14T00:00:00Z,1,0.044,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.43161834,-117.63272479
M02-102-1,San Clemente,2023-06-15T00:00:00Z,1,0.044,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.43161834,-117.63272479
J01-9005-1 (J03P05),Laguna Niguel,2023-06-29T00:00:00Z,1,0.034405,Flowing,Yes,Direct Connection,Priority,57,5496,Verified,0.04,NA,NA,33.53991146,-117.70417019
J01-9005-1 (J03P05),Laguna Niguel,2023-04-26T00:00:00Z,1,0.034405,Flowing,Yes,NA,Priority,57,NA,Verified,0.043334,NA,NA,33.53991146,-117.70417019
J01-9005-1 (J03P05),Laguna Niguel,2023-08-28T00:00:00Z,1,0.034405,Flowing,Yes,Direct Connection,Priority,57,NA,Verified,NA,NA,NA,33.53991146,-117.70417019
J03-9216-2,Laguna Niguel,2023-03-31T00:00:00Z,1,1.560945,Flowing,Yes,Undetermined,Priority,74,4201,Verified,3.033708,NA,NA,33.5280069,-117.71007663
J03-9216-2,Laguna Niguel,2023-07-19T00:00:00Z,1,1.560945,Flowing,Yes,Partial - Significant Distance,Priority,74,6089,Verified,0.397275,NA,NA,33.5280069,-117.71007663
J03-9216-2,Laguna Niguel,2023-06-27T00:00:00Z,1,1.560945,Flowing,Yes,Partial - Significant Distance,Priority,74,NA,Verified,NA,NA,NA,33.5280069,-117.71007663
J03-9216-2,Laguna Niguel,2022-12-12T00:00:00Z,2,1.560945,Flowing,Yes,Undetermined,Priority,74,1587,Verified,2.7,NA,NA,33.5280069,-117.71007663
J03-9216-2,Laguna Niguel,2022-12-08T00:00:00Z,1,1.560945,Flowing,Yes,Undetermined,Priority,74,3724,Verified,0.252,NA,NA,33.5280069,-117.71007663
J03-9216-2,Laguna Niguel,2023-09-01T00:00:00Z,1,1.560945,Flowing,Yes,Partial - Significant Distance,Priority,74,4050,Verified,4.473214,NA,NA,33.5280069,-117.71007663
I01-11216-4 (I02P14),Aliso Viejo,2023-09-26T00:00:00Z,1,NA,Pooled or Ponded,Yes,Partial - Significant Distance,Not A Priority,NA,NA,Verified,NA,NA,NA,33.59823241,-117.74621115
M01-168-1d (M00P03),Dana Point,2023-05-25T00:00:00Z,1,0,Flowing,Unknown,Direct Connection,NA,NA,10860,Verified,NA,NA,NA,33.44539958,-117.65162851
M01-168-1d (M00P03),Dana Point,2023-08-03T00:00:00Z,1,0,Dry,Unknown,NA,NA,NA,NA,Verified,NA,NA,NA,33.44539958,-117.65162851
SC11-035-3d,Dana Point,2023-08-03T00:00:00Z,1,0,Dry,Unknown,NA,NA,NA,NA,Verified,NA,NA,NA,33.45703154,-117.67112163
SC11-035-3d,Dana Point,2023-05-25T00:00:00Z,1,0,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,NA,NA,Verified,NA,NA,NA,33.45703154,-117.67112163
DP04-12015-1,Laguna Beach,2023-08-14T00:00:00Z,1,0.010065,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,3410,Verified,NA,0.008,NA,33.50464905,-117.74744766
DP04-12015-1,Laguna Beach,2023-07-06T00:00:00Z,1,0.010065,Flowing,Yes,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.50464905,-117.74744766
I01-11077-2,Laguna Beach,2023-07-07T00:00:00Z,1,0,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.56314232,-117.7678685
I01-11077-2,Laguna Beach,2023-09-20T00:00:00Z,1,0,Dry,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.56314232,-117.7678685
L02-198-1 (L02P29),Rancho Santa Margarita,2023-06-12T00:00:00Z,1,0.009971,Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,Priority,43,NA,Verified,NA,NA,NA,33.6089755,-117.62622119
L02-198-1 (L02P29),Rancho Santa Margarita,2023-08-11T00:00:00Z,1,0.009971,Flowing,Yes,Direct Connection,Priority,43,1502,Verified,0.016457,NA,NA,33.6089755,-117.62622119
L01-727-2,Dana Point,2023-09-06T00:00:00Z,1,0,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,Not A Priority,NA,NA,Verified,NA,NA,NA,33.47419329,-117.67973409
L01-727-2,Dana Point,2023-05-09T00:00:00Z,1,0,Dry,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.47419329,-117.67973409
L04-136-1u (L04P07),Mission Viejo,2023-09-28T00:00:00Z,1,0.228296,Flowing,Yes,Partial - Significant Distance,Not A Priority,NA,3839,Verified,NA,NA,NA,33.6084557,-117.67902299000001
L04-136-1u (L04P07),Mission Viejo,2023-05-18T00:00:00Z,1,0.228296,Flowing,Yes,Undetermined,Not A Priority,NA,5273,Verified,NA,NA,NA,33.6084557,-117.67902299000001
L03-662-1,Mission Viejo,2023-07-13T00:00:00Z,1,0.022101,Flowing,Yes,Direct Connection,Not A Priority,NA,1789,Verified,0.01776,0.008,NA,33.61812771,-117.65020187
L03-662-1,Mission Viejo,2023-09-25T00:00:00Z,1,0.022101,Flowing,Yes,Direct Connection,Not A Priority,NA,2490,Verified,0.018,0.004,NA,33.61812771,-117.65020187
M01-124-2,San Clemente,2023-05-23T00:00:00Z,1,0.017809,Flowing,Yes,Direct Connection,Priority,48,11320,Verified,0.006641,NA,NA,33.45679407,-117.64220634
M01-124-2,San Clemente,2023-08-01T00:00:00Z,1,0.017809,Flowing,Yes,Direct Connection,Priority,48,7106,Verified,NA,NA,NA,33.45679407,-117.64220634
M01-008-1,San Clemente,2023-08-01T00:00:00Z,1,0,Dry,Unknown,NA,NA,NA,NA,Verified,NA,NA,NA,33.477835,-117.627728
M01-008-1,San Clemente,2023-05-23T00:00:00Z,1,0,Other - See Comments,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,NA,NA,Verified,NA,NA,NA,33.477835,-117.627728
J05-9800-2,Laguna Hills,2023-07-27T00:00:00Z,1,0,Dry,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.58919536,-117.70159449
J05-9800-2,Laguna Hills,2023-09-27T00:00:00Z,1,0,Dry,Unknown,NA,Not A Priority,NA,NA,Verified,NA,NA,NA,33.58919536,-117.70159449
L03-240-1 (L03P14),Mission Viejo,2023-07-13T00:00:00Z,1,0.025068,Flowing,Yes,Direct Connection,Priority,46,2100,Verified,0.007523,0.004,NA,33.61519068,-117.63707703
L03-240-1 (L03P14),Mission Viejo,2023-09-26T00:00:00Z,1,0.025068,Flowing,Yes,Direct Connection,Priority,46,1414,Verified,0.123664,0.024,NA,33.61519068,-117.63707703
J03-9221-1 (J03P02),Laguna Niguel,2023-08-08T00:00:00Z,1,0.242793,Flowing,Yes,Undetermined,Priority,47,4291,Verified,0.36824,0.187,Yes,33.54994727,-117.71717116
J03-9221-1 (J03P02),Laguna Niguel,2023-05-23T00:00:00Z,1,0.242793,Flowing,Yes,Undetermined,Priority,47,5930,Verified,0.384,NA,Yes,33.54994727,-117.71717116
