Station,Sample Type,Parameter,Qualifier,ResultAvg,Units
J01-9992-1 (J01P27),Dissolved,"Silver, Total",<,0.1,ug/L
J01-9131-1 (J01P28),Dissolved,"Silver, Total",<,0.1,ug/L
J01-9007-1 (J02P05),Dissolved,"Silver, Total",<,0.1,ug/L
J06-9079-1 (J06P03),Total,"Silver, Total",<,0.1,ug/L
J06-10011-1 (J06P01),Total,"Silver, Total",<,0.1,ug/L
J01-9082-2,Total,"Silver, Total",<,0.1,ug/L
J06-9079-1 (J06P03),Dissolved,"Silver, Total",<,0.1,ug/L
J06-10011-1 (J06P01),Dissolved,"Silver, Total",<,0.1,ug/L
J01-9082-2,Dissolved,"Silver, Total",<,0.1,ug/L
L01-726-5,Total,"Silver, Total",<,0.1,ug/L
L01-728-5 (L01-DP),Total,"Silver, Total",<,0.1,ug/L
K01-12126-1 (K01S01),Total,"Silver, Total",<,0.1,ug/L
K01-12159-3,Total,"Silver, Total",<,0.1,ug/L
K01-12159-2,Total,"Silver, Total",<,0.1,ug/L
L01-726-5,Dissolved,"Silver, Total",<,0.1,ug/L
L01-728-5 (L01-DP),Dissolved,"Silver, Total",<,0.1,ug/L
K01-12126-1 (K01S01),Dissolved,"Silver, Total",<,0.1,ug/L
K01-12159-3,Dissolved,"Silver, Total",<,0.1,ug/L
K01-12159-2,Dissolved,"Silver, Total",<,0.1,ug/L
L05-503-1,Total,"Silver, Total",<,0.1,ug/L
L01-724-4 (L01P03),Total,"Silver, Total",<,0.1,ug/L
L01-724-1 (L01S01),Total,"Silver, Total",<,0.1,ug/L
L05-503-1,Dissolved,"Silver, Total",<,0.1,ug/L
L01-724-4 (L01P03),Dissolved,"Silver, Total",<,0.1,ug/L
L01-724-1 (L01S01),Dissolved,"Silver, Total",<,0.1,ug/L
M01-042-1 (M01S01),Total,"Silver, Total",NA,0.15333333333333335,ug/L
M02-032-1,Total,"Silver, Total",<,0.1,ug/L
SC1-2,Total,"Silver, Total",<,0.1,ug/L
M02-085-1 (M02P06),Total,"Silver, Total",<,0.1,ug/L
M02-085-2,Total,"Silver, Total",<,0.1,ug/L
M01-042-1 (M01S01),Dissolved,"Silver, Total",<,0.1,ug/L
M02-032-1,Dissolved,"Silver, Total",<,0.1,ug/L
SC1-2,Dissolved,"Silver, Total",<,0.1,ug/L
M02-085-1 (M02P06),Dissolved,"Silver, Total",<,0.1,ug/L
M02-085-2,Dissolved,"Silver, Total",<,0.1,ug/L
I01-11010-1,Total,"Silver, Total",<,0.1,ug/L
I00-11437-1,Total,"Silver, Total",<,0.1,ug/L
I01-11010-1,Dissolved,"Silver, Total",<,0.1,ug/L
I00-11437-1,Dissolved,"Silver, Total",<,0.1,ug/L
L02-246-1 (L11P01),Total,"Silver, Total",<,0.1,ug/L
L02-641-1,Total,"Silver, Total",<,0.1,ug/L
L02-641-2,Total,"Silver, Total",<,0.1,ug/L
L01-731-1 (L08TBN2),Total,"Silver, Total",<,0.1,ug/L
L02-166-3 (L02P26),Total,"Silver, Total",<,0.1,ug/L
L02-246-1 (L11P01),Dissolved,"Silver, Total",<,0.1,ug/L
L02-641-1,Dissolved,"Silver, Total",<,0.1,ug/L
L02-641-2,Dissolved,"Silver, Total",<,0.1,ug/L
L01-731-1 (L08TBN2),Dissolved,"Silver, Total",<,0.1,ug/L
L02-166-3 (L02P26),Dissolved,"Silver, Total",<,0.1,ug/L
J01-9273-1 (J01ASVM),Total,"Silver, Total",<,0.1,ug/L
J01-9273-1 (J01ASVM),Dissolved,"Silver, Total",<,0.1,ug/L
K01-12177-1 (K01P07),Dissolved,"Silver, Total",<,0.05,ug/L
M01-042-1 (M01S01),Total,"Silver, Total",<,0.15333333333333335,ug/L
J01-9377-1,Total,"Thallium, Total",<,0.1,ug/L
J01-10004-1 (J01P01),Total,"Thallium, Total",<,0.1,ug/L
J01-9377-1,Dissolved,"Thallium, Total",<,0.1,ug/L
J01-10004-1 (J01P01),Dissolved,"Thallium, Total",<,0.1,ug/L
L04-266-5,Total,"Thallium, Total",<,0.1,ug/L
L04-672-1,Total,"Thallium, Total",<,0.1,ug/L
I01-11343-2 (I02P18),Total,"Thallium, Total",<,0.1,ug/L
L04-672-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L04-266-5,Dissolved,"Thallium, Total",<,0.1,ug/L
I01-11343-2 (I02P18),Dissolved,"Thallium, Total",<,0.1,ug/L
L03-662-3 (L03P16),Total,"Thallium, Total",<,0.1,ug/L
L03-214-2 (L03P18),Total,"Thallium, Total",<,0.1,ug/L
L03-316-3 (L03P12),Total,"Thallium, Total",<,0.1,ug/L
L03-662-3 (L03P16),Dissolved,"Thallium, Total",<,0.1,ug/L
L03-316-3 (L03P12),Dissolved,"Thallium, Total",<,0.1,ug/L
L03-214-2 (L03P18),Dissolved,"Thallium, Total",<,0.1,ug/L
L03-418-8,Total,"Thallium, Total",<,0.1,ug/L
K01-12177-1 (K01P07),Total,"Thallium, Total",<,0.1,ug/L
K01-12156-4 (SCNK01),Total,"Thallium, Total",NA,0,ug/L
J03-9221-1 (J03P02),Total,"Thallium, Total",<,0.1,ug/L
J01-9224-1 (J01P24),Total,"Thallium, Total",<,0.1,ug/L
J01-9224-2 (J01P25),Total,"Thallium, Total",<,0.1,ug/L
L03-418-8,Dissolved,"Thallium, Total",<,0.1,ug/L
K01-12177-1 (K01P07),Dissolved,"Thallium, Total",NA,0.05,ug/L
J03-9221-1 (J03P02),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9224-1 (J01P24),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9224-2 (J01P25),Dissolved,"Thallium, Total",<,0.1,ug/L
L01-404-1,Total,"Thallium, Total",<,0.1,ug/L
L01-340-1,Total,"Thallium, Total",<,0.1,ug/L
L05-489-3,Total,"Thallium, Total",<,0.1,ug/L
L05-049-1,Total,"Thallium, Total",<,0.1,ug/L
L02-374-1 (L02P50),Total,"Thallium, Total",<,0.1,ug/L
L01-404-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L01-340-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L05-489-3,Dissolved,"Thallium, Total",<,0.1,ug/L
L05-049-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L02-374-1 (L02P50),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9992-1 (J01P27),Total,"Thallium, Total",<,0.1,ug/L
J01-9131-1 (J01P28),Total,"Thallium, Total",<,0.1,ug/L
J01-9007-1 (J02P05),Total,"Thallium, Total",<,0.1,ug/L
J01-9992-1 (J01P27),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9131-1 (J01P28),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9007-1 (J02P05),Dissolved,"Thallium, Total",<,0.1,ug/L
J06-9079-1 (J06P03),Total,"Thallium, Total",<,0.1,ug/L
J06-10011-1 (J06P01),Total,"Thallium, Total",<,0.1,ug/L
J01-9082-2,Total,"Thallium, Total",<,0.1,ug/L
J06-9079-1 (J06P03),Dissolved,"Thallium, Total",<,0.1,ug/L
J06-10011-1 (J06P01),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9082-2,Dissolved,"Thallium, Total",<,0.1,ug/L
L01-726-5,Total,"Thallium, Total",<,0.1,ug/L
L01-728-5 (L01-DP),Total,"Thallium, Total",<,0.1,ug/L
K01-12126-1 (K01S01),Total,"Thallium, Total",<,0.155,ug/L
K01-12159-3,Total,"Thallium, Total",<,0.1,ug/L
K01-12159-2,Total,"Thallium, Total",<,0.1,ug/L
L01-726-5,Dissolved,"Thallium, Total",<,0.1,ug/L
L01-728-5 (L01-DP),Dissolved,"Thallium, Total",<,0.1,ug/L
K01-12126-1 (K01S01),Dissolved,"Thallium, Total",<,0.1,ug/L
K01-12159-3,Dissolved,"Thallium, Total",<,0.1,ug/L
K01-12159-2,Dissolved,"Thallium, Total",<,0.1,ug/L
L05-503-1,Total,"Thallium, Total",<,0.1,ug/L
L01-724-4 (L01P03),Total,"Thallium, Total",<,0.1,ug/L
L01-724-1 (L01S01),Total,"Thallium, Total",<,0.1,ug/L
L05-503-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L01-724-4 (L01P03),Dissolved,"Thallium, Total",<,0.1,ug/L
L01-724-1 (L01S01),Dissolved,"Thallium, Total",<,0.1,ug/L
M01-042-1 (M01S01),Total,"Thallium, Total",NA,0.38666666666666666,ug/L
M02-032-1,Total,"Thallium, Total",<,0.1,ug/L
SC1-2,Total,"Thallium, Total",<,0.1,ug/L
M02-085-1 (M02P06),Total,"Thallium, Total",<,0.14,ug/L
M02-085-2,Total,"Thallium, Total",<,0.1,ug/L
M01-042-1 (M01S01),Dissolved,"Thallium, Total",NA,0.38666666666666666,ug/L
M02-032-1,Dissolved,"Thallium, Total",<,0.1,ug/L
SC1-2,Dissolved,"Thallium, Total",<,0.1,ug/L
M02-085-1 (M02P06),Dissolved,"Thallium, Total",<,0.14,ug/L
M02-085-2,Dissolved,"Thallium, Total",<,0.1,ug/L
I01-11010-1,Total,"Thallium, Total",<,0.1,ug/L
I00-11437-1,Total,"Thallium, Total",<,0.1,ug/L
I01-11010-1,Dissolved,"Thallium, Total",<,0.1,ug/L
I00-11437-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L02-246-1 (L11P01),Total,"Thallium, Total",<,0.1,ug/L
L02-641-1,Total,"Thallium, Total",<,0.1,ug/L
L02-641-2,Total,"Thallium, Total",<,0.1,ug/L
L01-731-1 (L08TBN2),Total,"Thallium, Total",<,0.1,ug/L
L02-166-3 (L02P26),Total,"Thallium, Total",<,0.1,ug/L
L02-246-1 (L11P01),Dissolved,"Thallium, Total",<,0.1,ug/L
L02-641-1,Dissolved,"Thallium, Total",<,0.1,ug/L
L02-641-2,Dissolved,"Thallium, Total",<,0.1,ug/L
L01-731-1 (L08TBN2),Dissolved,"Thallium, Total",<,0.1,ug/L
L02-166-3 (L02P26),Dissolved,"Thallium, Total",<,0.1,ug/L
J01-9273-1 (J01ASVM),Total,"Thallium, Total",<,0.1,ug/L
J01-9273-1 (J01ASVM),Dissolved,"Thallium, Total",<,0.1,ug/L
K01-12177-1 (K01P07),Dissolved,"Thallium, Total",<,0.05,ug/L
K01-12126-1 (K01S01),Total,"Thallium, Total",NA,0.155,ug/L
M02-085-1 (M02P06),Total,"Thallium, Total",NA,0.14,ug/L
M02-085-1 (M02P06),Dissolved,"Thallium, Total",NA,0.14,ug/L
J01-9377-1,Total,Total Organic Carbon (TOC),NA,15,mg/L
J01-10004-1 (J01P01),Total,Total Organic Carbon (TOC),NA,6.25,mg/L
J01-9377-1,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J01-10004-1 (J01P01),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L04-266-5,Total,Total Organic Carbon (TOC),NA,6.65,mg/L
L04-672-1,Total,Total Organic Carbon (TOC),NA,5.25,mg/L
I01-11343-2 (I02P18),Total,Total Organic Carbon (TOC),NA,22,mg/L
L04-672-1,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L04-266-5,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
I01-11343-2 (I02P18),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L03-662-3 (L03P16),Total,Total Organic Carbon (TOC),NA,9.35,mg/L
L03-214-2 (L03P18),Total,Total Organic Carbon (TOC),NA,10.05,mg/L
L03-316-3 (L03P12),Total,Total Organic Carbon (TOC),NA,6.5,mg/L
L03-662-3 (L03P16),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L03-316-3 (L03P12),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L03-214-2 (L03P18),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L03-418-8,Total,Total Organic Carbon (TOC),NA,9.85,mg/L
K01-12177-1 (K01P07),Total,Total Organic Carbon (TOC),NA,6.9,mg/L
K01-12156-4 (SCNK01),Total,Total Organic Carbon (TOC),NA,0,mg/L
J03-9221-1 (J03P02),Total,Total Organic Carbon (TOC),NA,7.1,mg/L
J01-9224-1 (J01P24),Total,Total Organic Carbon (TOC),NA,6,mg/L
J01-9224-2 (J01P25),Total,Total Organic Carbon (TOC),NA,7.35,mg/L
L03-418-8,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
K01-12177-1 (K01P07),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J03-9221-1 (J03P02),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J01-9224-1 (J01P24),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J01-9224-2 (J01P25),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L01-404-1,Total,Total Organic Carbon (TOC),NA,9.6,mg/L
L01-340-1,Total,Total Organic Carbon (TOC),NA,6.15,mg/L
L05-489-3,Total,Total Organic Carbon (TOC),NA,10.8,mg/L
L05-049-1,Total,Total Organic Carbon (TOC),NA,6.5,mg/L
L02-374-1 (L02P50),Total,Total Organic Carbon (TOC),NA,6.55,mg/L
L01-404-1,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L01-340-1,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L05-489-3,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L05-049-1,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L02-374-1 (L02P50),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J01-9992-1 (J01P27),Total,Total Organic Carbon (TOC),NA,3.7333333333333334,mg/L
J01-9131-1 (J01P28),Total,Total Organic Carbon (TOC),NA,6.949999999999999,mg/L
J01-9007-1 (J02P05),Total,Total Organic Carbon (TOC),NA,15.933333333333334,mg/L
J01-9992-1 (J01P27),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J01-9131-1 (J01P28),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J01-9007-1 (J02P05),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J06-9079-1 (J06P03),Total,Total Organic Carbon (TOC),NA,8.05,mg/L
J06-10011-1 (J06P01),Total,Total Organic Carbon (TOC),NA,1.45,mg/L
J01-9082-2,Total,Total Organic Carbon (TOC),NA,4,mg/L
J06-9079-1 (J06P03),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J06-10011-1 (J06P01),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J01-9082-2,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L01-726-5,Total,Total Organic Carbon (TOC),NA,4.45,mg/L
L01-728-5 (L01-DP),Total,Total Organic Carbon (TOC),NA,16,mg/L
K01-12126-1 (K01S01),Total,Total Organic Carbon (TOC),NA,9.350000000000001,mg/L
K01-12159-3,Total,Total Organic Carbon (TOC),NA,7.3,mg/L
K01-12159-2,Total,Total Organic Carbon (TOC),NA,9,mg/L
L01-726-5,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L01-728-5 (L01-DP),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
K01-12126-1 (K01S01),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
K01-12159-3,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
K01-12159-2,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L05-503-1,Total,Total Organic Carbon (TOC),NA,5.55,mg/L
L01-724-4 (L01P03),Total,Total Organic Carbon (TOC),NA,6.05,mg/L
L01-724-1 (L01S01),Total,Total Organic Carbon (TOC),NA,8.1,mg/L
L05-503-1,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L01-724-4 (L01P03),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L01-724-1 (L01S01),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
M01-042-1 (M01S01),Total,Total Organic Carbon (TOC),NA,5.333333333333333,mg/L
M02-032-1,Total,Total Organic Carbon (TOC),NA,8.333333333333334,mg/L
SC1-2,Total,Total Organic Carbon (TOC),NA,10,mg/L
M02-085-1 (M02P06),Total,Total Organic Carbon (TOC),NA,5,mg/L
M02-085-2,Total,Total Organic Carbon (TOC),NA,8,mg/L
M01-042-1 (M01S01),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
M02-032-1,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
SC1-2,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
M02-085-1 (M02P06),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
M02-085-2,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
I01-11010-1,Total,Total Organic Carbon (TOC),NA,4.65,mg/L
I00-11437-1,Total,Total Organic Carbon (TOC),NA,3.8499999999999996,mg/L
I01-11010-1,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
I00-11437-1,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L02-246-1 (L11P01),Total,Total Organic Carbon (TOC),NA,5.133333333333334,mg/L
L02-641-1,Total,Total Organic Carbon (TOC),NA,7.966666666666667,mg/L
L02-641-2,Total,Total Organic Carbon (TOC),NA,4.333333333333333,mg/L
L01-731-1 (L08TBN2),Total,Total Organic Carbon (TOC),NA,9.8,mg/L
L02-166-3 (L02P26),Total,Total Organic Carbon (TOC),NA,4.3,mg/L
L02-246-1 (L11P01),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L02-641-1,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L02-641-2,Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L01-731-1 (L08TBN2),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
L02-166-3 (L02P26),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J01-9273-1 (J01ASVM),Total,Total Organic Carbon (TOC),NA,6.4,mg/L
J01-9273-1 (J01ASVM),Dissolved,Total Organic Carbon (TOC),NA,0,mg/L
J01-9377-1,Total,"Zinc, Total",NA,49,ug/L
J01-10004-1 (J01P01),Total,"Zinc, Total",<,5,ug/L
J01-9377-1,Dissolved,"Zinc, Total",NA,20,ug/L
J01-10004-1 (J01P01),Dissolved,"Zinc, Total",<,5,ug/L
L04-266-5,Total,"Zinc, Total",NA,16.5,ug/L
L04-672-1,Total,"Zinc, Total",<,19,ug/L
I01-11343-2 (I02P18),Total,"Zinc, Total",<,5,ug/L
L04-672-1,Dissolved,"Zinc, Total",<,5,ug/L
L04-266-5,Dissolved,"Zinc, Total",<,8.5,ug/L
I01-11343-2 (I02P18),Dissolved,"Zinc, Total",<,5,ug/L
L03-662-3 (L03P16),Total,"Zinc, Total",<,9,ug/L
L03-214-2 (L03P18),Total,"Zinc, Total",NA,40,ug/L
L03-316-3 (L03P12),Total,"Zinc, Total",NA,9,ug/L
L03-662-3 (L03P16),Dissolved,"Zinc, Total",<,5,ug/L
L03-316-3 (L03P12),Dissolved,"Zinc, Total",NA,9,ug/L
L03-214-2 (L03P18),Dissolved,"Zinc, Total",NA,25,ug/L
L03-418-8,Total,"Zinc, Total",NA,31.5,ug/L
K01-12177-1 (K01P07),Total,"Zinc, Total",<,5,ug/L
K01-12156-4 (SCNK01),Total,"Zinc, Total",NA,0,ug/L
J03-9221-1 (J03P02),Total,"Zinc, Total",NA,25,ug/L
J01-9224-1 (J01P24),Total,"Zinc, Total",NA,52,ug/L
J01-9224-2 (J01P25),Total,"Zinc, Total",NA,34.5,ug/L
L03-418-8,Dissolved,"Zinc, Total",NA,17,ug/L
K01-12177-1 (K01P07),Dissolved,"Zinc, Total",NA,2.5,ug/L
J03-9221-1 (J03P02),Dissolved,"Zinc, Total",NA,23.5,ug/L
J01-9224-1 (J01P24),Dissolved,"Zinc, Total",NA,28,ug/L
J01-9224-2 (J01P25),Dissolved,"Zinc, Total",NA,32,ug/L
L01-404-1,Total,"Zinc, Total",<,11,ug/L
L01-340-1,Total,"Zinc, Total",<,5,ug/L
L05-489-3,Total,"Zinc, Total",<,5,ug/L
L05-049-1,Total,"Zinc, Total",NA,28,ug/L
L02-374-1 (L02P50),Total,"Zinc, Total",NA,12.5,ug/L
L01-404-1,Dissolved,"Zinc, Total",<,9,ug/L
L01-340-1,Dissolved,"Zinc, Total",<,5,ug/L
L05-489-3,Dissolved,"Zinc, Total",<,5,ug/L
L05-049-1,Dissolved,"Zinc, Total",NA,10,ug/L
L02-374-1 (L02P50),Dissolved,"Zinc, Total",NA,11,ug/L
J01-9992-1 (J01P27),Total,"Zinc, Total",NA,32,ug/L
J01-9131-1 (J01P28),Total,"Zinc, Total",NA,30,ug/L
J01-9007-1 (J02P05),Total,"Zinc, Total",NA,45,ug/L
J01-9992-1 (J01P27),Dissolved,"Zinc, Total",NA,20.666666666666668,ug/L
J01-9131-1 (J01P28),Dissolved,"Zinc, Total",NA,27.5,ug/L
J01-9007-1 (J02P05),Dissolved,"Zinc, Total",NA,40,ug/L
J06-9079-1 (J06P03),Total,"Zinc, Total",<,9.5,ug/L
J06-10011-1 (J06P01),Total,"Zinc, Total",<,5,ug/L
J01-9082-2,Total,"Zinc, Total",<,5,ug/L
J06-9079-1 (J06P03),Dissolved,"Zinc, Total",NA,11.5,ug/L
J06-10011-1 (J06P01),Dissolved,"Zinc, Total",<,5,ug/L
J01-9082-2,Dissolved,"Zinc, Total",<,5,ug/L
L01-726-5,Total,"Zinc, Total",<,5,ug/L
L01-728-5 (L01-DP),Total,"Zinc, Total",NA,36,ug/L
K01-12126-1 (K01S01),Total,"Zinc, Total",NA,30,ug/L
K01-12159-3,Total,"Zinc, Total",<,5,ug/L
K01-12159-2,Total,"Zinc, Total",NA,77.5,ug/L
L01-726-5,Dissolved,"Zinc, Total",<,5,ug/L
L01-728-5 (L01-DP),Dissolved,"Zinc, Total",NA,26,ug/L
K01-12126-1 (K01S01),Dissolved,"Zinc, Total",<,5,ug/L
K01-12159-3,Dissolved,"Zinc, Total",<,5,ug/L
K01-12159-2,Dissolved,"Zinc, Total",NA,46.5,ug/L
L05-503-1,Total,"Zinc, Total",<,5,ug/L
L01-724-4 (L01P03),Total,"Zinc, Total",<,5,ug/L
L01-724-1 (L01S01),Total,"Zinc, Total",<,5,ug/L
L05-503-1,Dissolved,"Zinc, Total",<,5,ug/L
L01-724-4 (L01P03),Dissolved,"Zinc, Total",<,5,ug/L
L01-724-1 (L01S01),Dissolved,"Zinc, Total",<,5,ug/L
M01-042-1 (M01S01),Total,"Zinc, Total",NA,723.3333333333334,ug/L
M02-032-1,Total,"Zinc, Total",NA,26.666666666666668,ug/L
SC1-2,Total,"Zinc, Total",NA,21.333333333333332,ug/L
M02-085-1 (M02P06),Total,"Zinc, Total",NA,75.66666666666667,ug/L
M02-085-2,Total,"Zinc, Total",NA,20.333333333333332,ug/L
M01-042-1 (M01S01),Dissolved,"Zinc, Total",NA,713.3333333333334,ug/L
M02-032-1,Dissolved,"Zinc, Total",NA,14.333333333333334,ug/L
SC1-2,Dissolved,"Zinc, Total",NA,18,ug/L
M02-085-1 (M02P06),Dissolved,"Zinc, Total",NA,75.66666666666667,ug/L
M02-085-2,Dissolved,"Zinc, Total",NA,16,ug/L
I01-11010-1,Total,"Zinc, Total",<,20,ug/L
I00-11437-1,Total,"Zinc, Total",<,11.5,ug/L
I01-11010-1,Dissolved,"Zinc, Total",<,14,ug/L
I00-11437-1,Dissolved,"Zinc, Total",<,8,ug/L
L02-246-1 (L11P01),Total,"Zinc, Total",NA,7.666666666666667,ug/L
L02-641-1,Total,"Zinc, Total",<,20.666666666666668,ug/L
L02-641-2,Total,"Zinc, Total",NA,17.666666666666668,ug/L
L01-731-1 (L08TBN2),Total,"Zinc, Total",<,13.5,ug/L
L02-166-3 (L02P26),Total,"Zinc, Total",<,7.333333333333333,ug/L
L02-246-1 (L11P01),Dissolved,"Zinc, Total",<,5,ug/L
L02-641-1,Dissolved,"Zinc, Total",<,16.333333333333332,ug/L
L02-641-2,Dissolved,"Zinc, Total",NA,8.666666666666666,ug/L
L01-731-1 (L08TBN2),Dissolved,"Zinc, Total",<,5,ug/L
L02-166-3 (L02P26),Dissolved,"Zinc, Total",<,5,ug/L
L04-672-1,Total,"Zinc, Total",NA,19,ug/L
J01-9224-2 (J01P25),Total,"Zinc, Total",<,34.5,ug/L
L02-246-1 (L11P01),Total,"Zinc, Total",<,7.666666666666667,ug/L
J01-9224-1 (J01P24),Dissolved,"Zinc, Total",<,28,ug/L
J01-9224-2 (J01P25),Dissolved,"Zinc, Total",<,32,ug/L
L03-662-3 (L03P16),Total,"Zinc, Total",NA,9,ug/L
L03-316-3 (L03P12),Total,"Zinc, Total",<,9,ug/L
L03-316-3 (L03P12),Dissolved,"Zinc, Total",<,9,ug/L
J01-9273-1 (J01ASVM),Total,"Zinc, Total",NA,24,ug/L
L04-266-5,Dissolved,"Zinc, Total",NA,8.5,ug/L
J01-9273-1 (J01ASVM),Dissolved,"Zinc, Total",NA,22,ug/L
L02-641-1,Total,"Zinc, Total",NA,20.666666666666668,ug/L
L02-641-2,Dissolved,"Zinc, Total",<,8.666666666666666,ug/L
L02-641-1,Dissolved,"Zinc, Total",NA,16.333333333333332,ug/L
J06-9079-1 (J06P03),Total,"Zinc, Total",NA,9.5,ug/L
K01-12177-1 (K01P07),Dissolved,"Zinc, Total",<,2.5,ug/L
L01-404-1,Total,"Zinc, Total",NA,11,ug/L
L01-404-1,Dissolved,"Zinc, Total",NA,9,ug/L
L05-049-1,Dissolved,"Zinc, Total",<,10,ug/L
I01-11010-1,Total,"Zinc, Total",NA,20,ug/L
I00-11437-1,Total,"Zinc, Total",NA,11.5,ug/L
I01-11010-1,Dissolved,"Zinc, Total",NA,14,ug/L
I00-11437-1,Dissolved,"Zinc, Total",NA,8,ug/L
J01-9007-1 (J02P05),Dissolved,"Zinc, Total",<,40,ug/L
L01-731-1 (L08TBN2),Total,"Zinc, Total",NA,13.5,ug/L
L02-641-2,Total,"Zinc, Total",<,17.666666666666668,ug/L
L02-166-3 (L02P26),Total,"Zinc, Total",NA,7.333333333333333,ug/L
J01-9007-1 (J02P05),Total,"Zinc, Total",<,45,ug/L
L03-418-8,Dissolved,"Zinc, Total",<,17,ug/L
M02-032-1,Dissolved,"Zinc, Total",<,14.333333333333334,ug/L
J01-9377-1,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
J01-10004-1 (J01P01),Total,"Ammonia, as Nitrogen",<,0.165,mg/L
J01-9377-1,Dissolved,"Ammonia, as Nitrogen",NA,0,mg/L
J01-10004-1 (J01P01),Dissolved,"Ammonia, as Nitrogen",NA,0,mg/L
L04-266-5,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L04-672-1,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
I01-11343-2 (I02P18),Total,"Ammonia, as Nitrogen",NA,0.185,mg/L
L04-672-1,Dissolved,"Ammonia, as Nitrogen",NA,0,mg/L
L04-266-5,Dissolved,"Ammonia, as Nitrogen",NA,0,mg/L
I01-11343-2 (I02P18),Dissolved,"Ammonia, as Nitrogen",NA,0,mg/L
L03-662-3 (L03P16),Total,"Ammonia, as Nitrogen",<,0.44,mg/L
L03-214-2 (L03P18),Total,"Ammonia, as Nitrogen",<,0.12,mg/L
L03-316-3 (L03P12),Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L03-662-3 (L03P16),Dissolved,"Ammonia, as Nitrogen",NA,0,mg/L
L03-316-3 (L03P12),Dissolved,"Ammonia, as Nitrogen",NA,0,mg/L
L03-214-2 (L03P18),Dissolved,"Ammonia, as Nitrogen",NA,0,mg/L
L03-418-8,Total,"Ammonia, as Nitrogen",NA,0.185,mg/L
K01-12177-1 (K01P07),Total,"Ammonia, as Nitrogen",NA,0.8550000000000001,mg/L
K01-12156-4 (SCNK01),Total,"Ammonia, as Nitrogen",NA,0,mg/L
J03-9221-1 (J03P02),Total,"Ammonia, as Nitrogen",<,0.18,mg/L
