FACILITYID,ObsRecordDate,FlowConnectivity,FlowCondition,PersistentFlow,SampleDry,FloatDischargeCFS,VolumeDischargeCFS,date,rain_gage,wet_within_72,GlobalID,QInscfsV,QInscfsF,QInscfsFadj,QInscfs,MonitoringYear,QIns_Day,QInscf
L01-218-2,2023-08-10T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.01008,NA,2023-08-10,TRABUCO,FALSE,{36EB35B0-30D7-472E-B8A6-28D21FB8C159},NA,0.01008,0.0069552,0.0069552,MY2022-23,600.9292800000001,386.86464
L01-766-3,2023-06-06T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.001,2023-06-06,PALISADES,FALSE,{36C58593-1762-4673-9666-5809B7EDC846},0.001,NA,NA,0.001,MY2022-23,86.39999999999999,86.39999999999999
L02-366-1 (MVL02P14),2023-09-26T00:00:00Z,Undetermined,Flowing,Yes,NA,0.165,0.004,2023-09-26,SULPHURCREEK,FALSE,{34BE191E-FD69-4347-A83F-3FDAA41E39CE},0.004,0.165,0.11384999999999999,0.004,MY2022-23,345.59999999999997,604.8
L02-366-1 (MVL02P14),2023-06-28T00:00:00Z,Undetermined,Flowing,Yes,NA,0.0728,0.01,2023-06-28,SULPHURCREEK,FALSE,{34BE191E-FD69-4347-A83F-3FDAA41E39CE},0.01,0.0728,0.050232,0.01,MY2022-23,864,604.8
I01-11065-1,2023-07-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-07-07,LAGUNABEACH,FALSE,{343D946F-618A-4C8F-BECA-AAD6427C9CAA},0,0,0,0,MY2022-23,0,0
LC06-11509-2,2023-08-14T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.007,2023-08-14,LAGUNABEACH,FALSE,{33142BAF-4557-481B-875A-E7A3CFFBFCB1},0.007,NA,NA,0.007,MY2022-23,604.8,7967.318544
LC06-11509-2,2023-07-06T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.257143,NA,2023-07-06,LAGUNABEACH,FALSE,{33142BAF-4557-481B-875A-E7A3CFFBFCB1},NA,0.257143,0.17742866999999998,0.17742866999999998,MY2022-23,15329.837088,7967.318544
L01-766-5,2023-06-05T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-05,PALISADES,FALSE,{318F725A-895C-4980-B214-CEAEA72603EF},0,0,0,0,MY2022-23,0,0
K01-12156-4,2023-08-10T00:00:00Z,Direct Connection,Flowing,Yes,NA,3.873469,NA,2023-08-10,SULPHURCREEK,FALSE,{309906B0-76A0-4415-BAED-B4E04CEE89DD},NA,3.873469,2.6726936099999996,2.6726936099999996,MY2022-23,230920.72790399997,230920.72790399997
L01-760-1,2023-08-17T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.062857,NA,2023-08-17,TRABUCO,FALSE,{304B7146-FAA4-4C9E-85D8-E0AE384F357F},NA,0.062857,0.04337132999999999,0.04337132999999999,MY2022-23,3747.282911999999,2046.4414559999996
J01-9046-2,2023-05-16T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Other - See Comments,Unknown,NA,NA,0.001,2023-05-16,ELTORO,FALSE,{2E617AF1-4DE3-4D23-81BF-39FAD4E9D040},0.001,NA,NA,0.001,MY2022-23,86.39999999999999,43.199999999999996
L01-760-2,2023-08-17T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.087273,NA,2023-08-17,TRABUCO,FALSE,{2E56C3AD-25AB-4A1C-95D5-7D91A1E793FA},NA,0.087273,0.06021837,0.06021837,MY2022-23,5202.867168000001,5202.867168000001
J01-10004-1 (J01P01),2023-05-16T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.2625,NA,2023-05-16,ELTORO,FALSE,{2B86E2C7-7931-456A-BDF6-8E5B829C36D2},NA,0.2625,0.18112499999999998,0.18112499999999998,MY2022-23,15649.199999999999,11081.800728
J01-10004-1 (J01P01),2023-08-08T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.155063,NA,2023-08-08,ELTORO,FALSE,{2B86E2C7-7931-456A-BDF6-8E5B829C36D2},NA,0.155063,0.10699347,0.10699347,MY2022-23,9244.235808,11081.800728
J01-10004-1 (J01P01),2023-07-18T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.204187,NA,2023-07-18,ELTORO,FALSE,{2B86E2C7-7931-456A-BDF6-8E5B829C36D2},NA,0.204187,0.14088903,0.14088903,MY2022-23,12172.812192000001,11081.800728
J01-10004-1 (J01P01),2023-08-01T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.159079,NA,2023-08-01,ELTORO,FALSE,{2B86E2C7-7931-456A-BDF6-8E5B829C36D2},NA,0.159079,0.10976451,0.10976451,MY2022-23,9483.653664000001,11081.800728
J01-10004-1 (J01P01),2023-07-25T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.299671,NA,2023-07-25,ELTORO,FALSE,{2B86E2C7-7931-456A-BDF6-8E5B829C36D2},NA,0.299671,0.20677299,0.20677299,MY2022-23,17865.186336,11081.800728
J01-10004-1 (J01P01),2023-02-16T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.1323,NA,2023-02-16,ELTORO,FALSE,{2B86E2C7-7931-456A-BDF6-8E5B829C36D2},NA,0.1323,0.091287,0.091287,MY2022-23,7887.1968,11081.800728
J01-10004-1 (J01P01),2023-07-11T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.227914,NA,2023-07-11,ELTORO,FALSE,{2B86E2C7-7931-456A-BDF6-8E5B829C36D2},NA,0.227914,0.15726066,0.15726066,MY2022-23,13587.321024,11081.800728
L01-726-5,2023-06-21T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.03,0.012,2023-06-21,DANAPOINT,FALSE,{2B22BC20-4B7A-42C3-8427-8487ACC1F123},0.012,0.03,0.020699999999999996,0.012,MY2022-23,1036.8,1209.6
L01-726-5,2023-08-15T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.052077,0.016,2023-08-15,DANAPOINT,FALSE,{2B22BC20-4B7A-42C3-8427-8487ACC1F123},0.016,0.052077,0.035933129999999994,0.016,MY2022-23,1382.3999999999999,1209.6
M02-032-1,2023-08-30T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.211511,NA,2023-08-30,PALISADES,FALSE,{2B10F0C1-0E21-4FE4-B6F6-8806D0E7CC45},NA,0.211511,0.14594258999999998,0.14594258999999998,MY2022-23,12609.439776,17986.04784
M02-032-1,2023-06-15T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.164718,NA,2023-06-15,PALISADES,FALSE,{2B10F0C1-0E21-4FE4-B6F6-8806D0E7CC45},NA,0.164718,0.11365542,0.11365542,MY2022-23,9819.828288,17986.04784
M02-032-1,2023-02-09T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.528866,NA,2023-02-09,PALISADES,FALSE,{2B10F0C1-0E21-4FE4-B6F6-8806D0E7CC45},NA,0.528866,0.36491753999999993,0.36491753999999993,MY2022-23,31528.875455999994,17986.04784
L01-728-3 (L01S02),2023-09-06T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.184615,NA,2023-09-06,DANAPOINT,FALSE,{2A977DCC-7E53-4D85-94F4-061F90A75327},NA,0.184615,0.12738434999999998,0.12738434999999998,MY2022-23,11006.007839999998,19140.640847999995
L01-728-3 (L01S02),2023-05-15T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.457516,NA,2023-05-15,DANAPOINT,FALSE,{2A977DCC-7E53-4D85-94F4-061F90A75327},NA,0.457516,0.31568603999999995,0.31568603999999995,MY2022-23,27275.273855999993,19140.640847999995
K01-12036-10,2023-08-30T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.185915,NA,2023-08-30,SULPHURCREEK,FALSE,{27FDF89D-E07B-4D2F-B470-DABB97A9B098},NA,0.185915,0.12828135,0.12828135,MY2022-23,11083.508639999998,5637.050495999999
K01-12036-10,2023-06-28T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,0.003197,NA,2023-06-28,SULPHURCREEK,FALSE,{27FDF89D-E07B-4D2F-B470-DABB97A9B098},NA,0.003197,0.00220593,0.00220593,MY2022-23,190.592352,5637.050495999999
I01-11010-1,2023-06-07T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.123529,0.091,2023-06-07,LAGUNABEACH,FALSE,{25FC0B7A-A34B-48D1-86FD-00FA62D21B2B},0.091,0.123529,0.08523501,0.091,MY2022-23,7862.4000000000005,5421.6
I01-11010-1,2023-09-06T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.05,NA,2023-09-06,LAGUNABEACH,FALSE,{25FC0B7A-A34B-48D1-86FD-00FA62D21B2B},NA,0.05,0.034499999999999996,0.034499999999999996,MY2022-23,2980.7999999999997,5421.6
LC05-11017-1,2023-07-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-07-06,LAGUNABEACH,FALSE,{24F652D0-BF65-4204-9DC3-780FC50FFC89},0,0,0,0,MY2022-23,0,0
SC07-079-4,2023-09-01T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.211144,NA,2023-09-01,PALISADES,FALSE,{2469619B-A75B-4EF1-A5FC-DCC2D95A044B},NA,0.211144,0.14568936,0.14568936,MY2022-23,12587.560704,6489.231408
SC07-079-4,2023-05-24T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.006557,NA,2023-05-24,PALISADES,FALSE,{2469619B-A75B-4EF1-A5FC-DCC2D95A044B},NA,0.006557,0.00452433,0.00452433,MY2022-23,390.9021120000001,6489.231408
L01-728-5 (L01-DP),2023-05-09T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.019048,NA,2023-05-09,DANAPOINT,FALSE,{239C7351-6675-4B26-B959-1D8B4D6371A5},NA,0.019048,0.013143119999999998,0.013143119999999998,MY2022-23,1135.5655679999998,630.3553919999999
L01-728-5 (L01-DP),2023-09-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,Yes,0.016,NA,2023-09-06,DANAPOINT,FALSE,{239C7351-6675-4B26-B959-1D8B4D6371A5},NA,0.016,0.01104,0.01104,MY2022-23,953.856,630.3553919999999
L01-728-5 (L01-DP),2023-08-15T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,Yes,0.006532,0.003,2023-08-15,DANAPOINT,FALSE,{239C7351-6675-4B26-B959-1D8B4D6371A5},0.003,0.006532,0.004507079999999999,0.003,MY2022-23,259.2,630.3553919999999
L01-728-5 (L01-DP),2023-06-21T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,Yes,0.003,0.002,2023-06-21,DANAPOINT,FALSE,{239C7351-6675-4B26-B959-1D8B4D6371A5},0.002,0.003,0.00207,0.002,MY2022-23,172.79999999999998,630.3553919999999
L03-418-3,2023-06-27T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-27,SULPHURCREEK,FALSE,{22376DF3-FDA8-47F9-A88E-F80545512E84},0,0,0,0,MY2022-23,0,0
L03-708-13,2023-09-01T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.141667,NA,2023-09-01,SULPHURCREEK,FALSE,{20164D58-A077-45A1-8D67-D8C0FBC284B8},NA,0.141667,0.09775022999999998,0.09775022999999998,MY2022-23,8445.619872,7885.974672
L03-708-13,2023-06-27T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.122892,NA,2023-06-27,SULPHURCREEK,FALSE,{20164D58-A077-45A1-8D67-D8C0FBC284B8},NA,0.122892,0.08479547999999999,0.08479547999999999,MY2022-23,7326.329472,7885.974672
K01-12159-3,2023-06-21T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.022275,0.018,2023-06-21,DANAPOINT,FALSE,{1F0E78FB-3598-45E9-815F-9C59DD96DF84},0.018,0.022275,0.015369749999999998,0.018,MY2022-23,1555.1999999999998,1382.3999999999999
K01-12159-3,2023-08-15T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.020687,0.014,2023-08-15,DANAPOINT,FALSE,{1F0E78FB-3598-45E9-815F-9C59DD96DF84},0.014,0.020687,0.01427403,0.014,MY2022-23,1209.6,1382.3999999999999
L01-404-2,2023-06-27T00:00:00Z,Undetermined,Flowing,Yes,NA,0.028916,0.016,2023-06-27,TRABUCO,FALSE,{1E7BFD35-867B-41B5-9FF2-898F561EE27E},0.016,0.028916,0.019952039999999997,0.016,MY2022-23,1382.3999999999999,2073.6
L01-404-2,2023-08-15T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.03135,0.032,2023-08-15,TRABUCO,FALSE,{1E7BFD35-867B-41B5-9FF2-898F561EE27E},0.032,0.03135,0.0216315,0.032,MY2022-23,2764.7999999999997,2073.6
M02-085-2,2023-06-15T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.238806,NA,2023-06-15,PALISADES,FALSE,{1D128A62-EF51-4A28-936B-8E020EBC129D},NA,0.238806,0.16477614,0.16477614,MY2022-23,14236.658496,34179.780384
M02-085-2,2023-08-30T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.454673,NA,2023-08-30,PALISADES,FALSE,{1D128A62-EF51-4A28-936B-8E020EBC129D},NA,0.454673,0.31372437,0.31372437,MY2022-23,27105.785568,34179.780384
M02-085-2,2023-09-07T00:00:00Z,Direct Connection,Flowing,Yes,Yes,1.026518,NA,2023-09-07,PALISADES,FALSE,{1D128A62-EF51-4A28-936B-8E020EBC129D},NA,1.026518,0.70829742,0.70829742,MY2022-23,61196.897088,34179.780384
J03-9368-2 (J03TBN2),2023-09-01T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.042857,NA,2023-09-01,SULPHURCREEK,FALSE,{1C987AEE-54C0-42B5-B602-B59EEAD42C2F},NA,0.042857,0.029571329999999996,0.029571329999999996,MY2022-23,2554.962912,2581.3788479999994
J01-9273-1,2023-08-03T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,Yes,0.004439,0.004,2023-08-03,ELTORO,FALSE,{1B614B52-1204-4A36-9937-3895C916CE39},0.004,0.004439,0.00306291,0.004,MY2022-23,345.59999999999997,345.59999999999997
L01-724-4 (L01P03),2023-08-16T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.241015,0.052,2023-08-16,PALISADES,FALSE,{1A565B60-44E0-4E2C-84FE-2362549F11C4},0.052,0.241015,0.16630034999999999,0.052,MY2022-23,4492.799999999999,5356.799999999999
L01-724-4 (L01P03),2023-06-08T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.217582,0.072,2023-06-08,PALISADES,FALSE,{1A565B60-44E0-4E2C-84FE-2362549F11C4},0.072,0.217582,0.15013158,0.072,MY2022-23,6220.799999999999,5356.799999999999
L01-726-7,2023-06-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-06-06,DANAPOINT,FALSE,{18A42986-EA31-4E07-A4F6-D18E1CBDE933},0,0,0,0,MY2022-23,0,0
L01-726-7,2023-08-08T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-08-08,DANAPOINT,FALSE,{18A42986-EA31-4E07-A4F6-D18E1CBDE933},0,0,0,0,MY2022-23,0,0
I00-11453-1,2023-07-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,2023-07-06,LAGUNABEACH,FALSE,{171AC70D-B722-42FD-9ADA-813B331846A7},0,0,0,0,MY2022-23,0,0
L02-166-1 (L02PXX),2023-06-12T00:00:00Z,Direct Connection,Flowing,Unknown,NA,NA,0.01,2023-06-12,TRABUCO,FALSE,{16A76DB0-63C1-4ED7-8125-2F40FB1F2F53},0.01,NA,NA,0.01,MY2022-23,864,864
