StationCode,Jurisdiction,VolumeDischargeCFS,HandMeterDischarge,AVGvDISCHARGE,AVGfmDISCHARGE,Qcalcs
K01-12159-3,DANA POINT,0.007,NA,0.0115,NA,0.0115
K01-12159-3,DANA POINT,0.007,NA,0.0115,NA,0.0115
K01-12159-3,DANA POINT,0.018,NA,0.0115,NA,0.0115
K01-12159-3,DANA POINT,0.014,NA,0.0115,NA,0.0115
L01-728-7 (L01S03),DANA POINT,0.018,NA,0.018,NA,0.018
J01-9785-1,LAKE FOREST,0.002,NA,0.002,NA,0.002
L01-218-4,RANCHO SANTA MARGARITA,0.006,NA,0.007333333333333333,NA,0.007333333333333333
L01-218-4,RANCHO SANTA MARGARITA,0.01,NA,0.007333333333333333,NA,0.007333333333333333
L01-218-4,RANCHO SANTA MARGARITA,0.006,NA,0.007333333333333333,NA,0.007333333333333333
L02-366-1,MISSION VIEJO,0.016,NA,0.00975,NA,0.00975
L02-366-1,MISSION VIEJO,0.009,NA,0.00975,NA,0.00975
L02-366-1,MISSION VIEJO,0.01,NA,0.00975,NA,0.00975
L02-366-1,MISSION VIEJO,0.004,NA,0.00975,NA,0.00975
L02-641-1,RANCHO SANTA MARGARITA,NA,NA,0.0075,NA,0.0075
L02-641-1,RANCHO SANTA MARGARITA,0.004,NA,0.0075,NA,0.0075
L02-641-1,RANCHO SANTA MARGARITA,0.011,NA,0.0075,NA,0.0075
DAIRYFORK_MOULTON,ALISO VIEJO,NA,NA,0.2755,NA,0.2755
DAIRYFORK_MOULTON,ALISO VIEJO,0.18,NA,0.2755,NA,0.2755
DAIRYFORK_MOULTON,ALISO VIEJO,0.354,NA,0.2755,NA,0.2755
DAIRYFORK_MOULTON,ALISO VIEJO,0.404,NA,0.2755,NA,0.2755
DAIRYFORK_MOULTON,ALISO VIEJO,0.46,NA,0.2755,NA,0.2755
DAIRYFORK_MOULTON,ALISO VIEJO,0.251,NA,0.2755,NA,0.2755
DAIRYFORK_MOULTON,ALISO VIEJO,0.004,NA,0.2755,NA,0.2755
J06-9079-1 (J06P03),ALISO VIEJO,0.019,NA,0.0283,NA,0.0283
J06-9079-1 (J06P03),ALISO VIEJO,0.011,NA,0.0283,NA,0.0283
J06-9079-1 (J06P03),ALISO VIEJO,0.02,NA,0.0283,NA,0.0283
