Station,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result,ResultAvg
J06-9079-1 (J06P03),05/30/2023,Dissolved,NA,2023-05-30,"Hardness as CaCO3, Total",ug/L,NA,0,0
J06-10011-1 (J06P01),05/30/2023,Dissolved,NA,2023-05-30,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9082-2,05/30/2023,Dissolved,NA,2023-05-30,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-726-5,06/21/2023,Total,3896,2023-06-21,"Hardness as CaCO3, Total",ug/L,NA,1230,1135
L01-728-5 (L01-DP),06/21/2023,Total,2625,2023-06-21,"Hardness as CaCO3, Total",ug/L,NA,696,592
K01-12126-1 (K01S01),06/21/2023,Total,5640,2023-06-21,"Hardness as CaCO3, Total",ug/L,NA,1680,1590
K01-12159-3,06/21/2023,Total,5133,2023-06-21,"Hardness as CaCO3, Total",ug/L,NA,1160,1130
K01-12159-2,06/21/2023,Total,4738,2023-06-21,"Hardness as CaCO3, Total",ug/L,NA,1200,1245
L01-726-5,06/21/2023,Dissolved,NA,2023-06-21,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-728-5 (L01-DP),06/21/2023,Dissolved,NA,2023-06-21,"Hardness as CaCO3, Total",ug/L,NA,0,0
K01-12126-1 (K01S01),06/21/2023,Dissolved,NA,2023-06-21,"Hardness as CaCO3, Total",ug/L,NA,0,0
K01-12159-3,06/21/2023,Dissolved,NA,2023-06-21,"Hardness as CaCO3, Total",ug/L,NA,0,0
K01-12159-2,06/21/2023,Dissolved,NA,2023-06-21,"Hardness as CaCO3, Total",ug/L,NA,0,0
L05-503-1,06/08/2023,Total,4066,2023-06-08,"Hardness as CaCO3, Total",ug/L,NA,1440,1305
L01-724-4 (L01P03),06/08/2023,Total,4004,2023-06-08,"Hardness as CaCO3, Total",ug/L,NA,975,967.5
L01-724-1 (L01S01),06/08/2023,Total,7415,2023-06-08,"Hardness as CaCO3, Total",ug/L,NA,1850,1570
L05-503-1,06/08/2023,Dissolved,NA,2023-06-08,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-724-4 (L01P03),06/08/2023,Dissolved,NA,2023-06-08,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-724-1 (L01S01),06/08/2023,Dissolved,NA,2023-06-08,"Hardness as CaCO3, Total",ug/L,NA,0,0
M01-042-1 (M01S01),06/15/2023,Total,27498,2023-06-15,"Hardness as CaCO3, Total",ug/L,NA,7210,7080
M02-032-1,06/15/2023,Total,2305,2023-06-15,"Hardness as CaCO3, Total",ug/L,NA,819,841.3333333333334
SC1-2,06/15/2023,Total,7983,2023-06-15,"Hardness as CaCO3, Total",ug/L,NA,2590,2760
M02-085-1 (M02P06),06/15/2023,Total,2726,2023-06-15,"Hardness as CaCO3, Total",ug/L,NA,2050,2280
M02-085-2,06/15/2023,Total,3063,2023-06-15,"Hardness as CaCO3, Total",ug/L,NA,664,626.3333333333334
M01-042-1 (M01S01),06/15/2023,Dissolved,NA,2023-06-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
M02-032-1,06/15/2023,Dissolved,NA,2023-06-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
SC1-2,06/15/2023,Dissolved,NA,2023-06-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
M02-085-1 (M02P06),06/15/2023,Dissolved,NA,2023-06-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
M02-085-2,06/15/2023,Dissolved,NA,2023-06-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
I01-11010-1,06/07/2023,Total,7262,2023-06-07,"Hardness as CaCO3, Total",ug/L,NA,2060,1511
I00-11437-1,06/07/2023,Total,9184,2023-06-07,"Hardness as CaCO3, Total",ug/L,NA,3000,2965
I01-11010-1,06/07/2023,Dissolved,NA,2023-06-07,"Hardness as CaCO3, Total",ug/L,NA,0,0
I00-11437-1,06/07/2023,Dissolved,NA,2023-06-07,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-246-1 (L11P01),06/22/2023,Total,1698,2023-06-22,"Hardness as CaCO3, Total",ug/L,NA,404,460.3333333333333
L02-641-1,06/22/2023,Total,1320,2023-06-22,"Hardness as CaCO3, Total",ug/L,NA,499,397.6666666666667
L02-641-2,06/22/2023,Total,2526,2023-06-22,"Hardness as CaCO3, Total",ug/L,NA,285,348.3333333333333
L01-731-1 (L08TBN2),06/22/2023,Total,2980,2023-06-22,"Hardness as CaCO3, Total",ug/L,NA,902,798
L02-166-3 (L02P26),06/22/2023,Total,2292,2023-06-22,"Hardness as CaCO3, Total",ug/L,NA,823,626.6666666666666
L02-246-1 (L11P01),06/22/2023,Dissolved,NA,2023-06-22,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-641-1,06/22/2023,Dissolved,NA,2023-06-22,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-641-2,06/22/2023,Dissolved,NA,2023-06-22,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-731-1 (L08TBN2),06/22/2023,Dissolved,NA,2023-06-22,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-166-3 (L02P26),06/22/2023,Dissolved,NA,2023-06-22,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9224-1 (J01P24),08/01/2023,Total,2910,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,1020,768
J01-10004-1 (J01P01),08/01/2023,Total,2911.75,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,648,666
L02-374-1 (L02P50),08/01/2023,Total,2300,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,893,971.5
L04-672-1,08/01/2023,Total,2730.5,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,519,979.5
J01-9224-2 (J01P25),08/01/2023,Total,2690,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,630,600
L02-246-1 (L11P01),08/01/2023,Total,1300,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,466,460.3333333333333
J01-9224-1 (J01P24),08/01/2023,Dissolved,NA,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-10004-1 (J01P01),08/01/2023,Dissolved,NA,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-374-1 (L02P50),08/01/2023,Dissolved,NA,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,0,0
L04-672-1,08/01/2023,Dissolved,NA,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9224-2 (J01P25),08/01/2023,Dissolved,NA,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-246-1 (L11P01),08/01/2023,Dissolved,NA,2023-08-01,"Hardness as CaCO3, Total",ug/L,NA,0,0
L03-662-3 (L03P16),08/02/2023,Total,1949,2023-08-02,"Hardness as CaCO3, Total",ug/L,NA,498,518.5
L03-214-2 (L03P18),08/02/2023,Total,3599,2023-08-02,"Hardness as CaCO3, Total",ug/L,NA,1360,1400
L03-316-3 (L03P12),08/02/2023,Total,5563,2023-08-02,"Hardness as CaCO3, Total",ug/L,NA,2190,2160
L03-662-3 (L03P16),08/02/2023,Dissolved,NA,2023-08-02,"Hardness as CaCO3, Total",ug/L,NA,0,0
L03-214-2 (L03P18),08/02/2023,Dissolved,NA,2023-08-02,"Hardness as CaCO3, Total",ug/L,NA,0,0
L03-316-3 (L03P12),08/02/2023,Dissolved,NA,2023-08-02,"Hardness as CaCO3, Total",ug/L,NA,0,0
L04-266-5,08/03/2023,Total,4935,2023-08-03,"Hardness as CaCO3, Total",ug/L,NA,1070,1215
J01-9273-1 (J01ASVM),08/03/2023,Total,6246,2023-08-03,"Hardness as CaCO3, Total",ug/L,NA,1980,1980
I01-11343-2 (I02P18),08/03/2023,Total,4578,2023-08-03,"Hardness as CaCO3, Total",ug/L,NA,1160,1350
L04-266-5,08/03/2023,Dissolved,NA,2023-08-03,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9273-1 (J01ASVM),08/03/2023,Dissolved,NA,2023-08-03,"Hardness as CaCO3, Total",ug/L,NA,0,0
I01-11343-2 (I02P18),08/03/2023,Dissolved,NA,2023-08-03,"Hardness as CaCO3, Total",ug/L,NA,0,0
J03-9221-1 (J03P02),08/08/2023,Total,4290,2023-08-08,"Hardness as CaCO3, Total",ug/L,NA,1800,1925
L02-641-2,08/08/2023,Total,1562,2023-08-08,"Hardness as CaCO3, Total",ug/L,NA,314,348.3333333333333
L02-641-1,08/08/2023,Total,1653,2023-08-08,"Hardness as CaCO3, Total",ug/L,NA,317,397.6666666666667
J03-9221-1 (J03P02),08/10/2023,Dissolved,NA,2023-08-10,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-641-2,08/08/2023,Dissolved,NA,2023-08-08,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-641-1,08/08/2023,Dissolved,NA,2023-08-08,"Hardness as CaCO3, Total",ug/L,NA,0,0
J06-10011-1 (J06P01),08/09/2023,Total,3138.34,2023-08-09,"Hardness as CaCO3, Total",ug/L,NA,1010,1005
J06-9079-1 (J06P03),08/09/2023,Total,2108,2023-08-09,"Hardness as CaCO3, Total",ug/L,NA,543,710
J01-9082-2,08/09/2023,Total,972,2023-08-09,"Hardness as CaCO3, Total",ug/L,NA,308,370.3333333333333
J06-10011-1 (J06P01),08/09/2023,Dissolved,NA,2023-08-09,"Hardness as CaCO3, Total",ug/L,NA,0,0
J06-9079-1 (J06P03),08/09/2023,Dissolved,NA,2023-08-09,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9082-2,08/09/2023,Dissolved,NA,2023-08-09,"Hardness as CaCO3, Total",ug/L,NA,0,0
K01-12177-1 (K01P07),08/10/2023,Total,1804,2023-08-10,"Hardness as CaCO3, Total",ug/L,NA,496,622.5
K01-12177-1 (K01P07),08/10/2023,Dissolved,NA,2023-08-10,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-726-5,08/15/2023,Total,3616,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,1040,1135
L01-728-5 (L01-DP),08/15/2023,Total,1951,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,488,592
K01-12126-1 (K01S01),08/15/2023,Total,5486,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,1500,1590
K01-12159-2,08/15/2023,Total,5367,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,1290,1245
K01-12159-3,08/15/2023,Total,4997,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,1100,1130
L01-726-5,08/15/2023,Dissolved,NA,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-728-5 (L01-DP),08/15/2023,Dissolved,NA,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
K01-12126-1 (K01S01),08/15/2023,Dissolved,NA,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
K01-12159-2,08/15/2023,Dissolved,NA,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
K01-12159-3,08/15/2023,Dissolved,NA,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-404-1,08/15/2023,Total,1954,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,430,496
L01-340-1,08/15/2023,Total,1625.7,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,390,465
L01-404-1,08/15/2023,Dissolved,NA,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-340-1,08/15/2023,Dissolved,NA,2023-08-15,"Hardness as CaCO3, Total",ug/L,NA,0,0
L05-489-3,08/16/2023,Total,2485,2023-08-16,"Hardness as CaCO3, Total",ug/L,NA,723,803
L05-049-1,08/16/2023,Total,2264,2023-08-16,"Hardness as CaCO3, Total",ug/L,NA,731,846.5
L05-489-3,08/16/2023,Dissolved,NA,2023-08-16,"Hardness as CaCO3, Total",ug/L,NA,0,0
L05-049-1,08/16/2023,Dissolved,NA,2023-08-16,"Hardness as CaCO3, Total",ug/L,NA,0,0
L05-503-1,08/16/2023,Total,3626,2023-08-16,"Hardness as CaCO3, Total",ug/L,NA,1170,1305
L01-724-4 (L01P03),08/16/2023,Total,4152,2023-08-16,"Hardness as CaCO3, Total",ug/L,NA,960,967.5
L01-724-1 (L01S01),08/16/2023,Total,5677,2023-08-16,"Hardness as CaCO3, Total",ug/L,NA,1290,1570
L05-503-1,08/16/2023,Dissolved,NA,2023-08-16,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-724-4 (L01P03),08/16/2023,Dissolved,NA,2023-08-16,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-724-1 (L01S01),08/16/2023,Dissolved,NA,2023-08-16,"Hardness as CaCO3, Total",ug/L,NA,0,0
M01-042-1 (M01S01),08/30/2023,Total,19294,2023-08-30,"Hardness as CaCO3, Total",ug/L,NA,7030,7080
M02-032-1,08/30/2023,Total,3027,2023-08-30,"Hardness as CaCO3, Total",ug/L,NA,887,841.3333333333334
M02-085-1 (M02P06),08/30/2023,Total,5614,2023-08-30,"Hardness as CaCO3, Total",ug/L,NA,2170,2280
M02-085-2,08/30/2023,Total,1156,2023-08-30,"Hardness as CaCO3, Total",ug/L,NA,625,626.3333333333334
M01-042-1 (M01S01),08/30/2023,Dissolved,NA,2023-08-30,"Hardness as CaCO3, Total",ug/L,NA,0,0
M02-032-1,08/30/2023,Dissolved,NA,2023-08-30,"Hardness as CaCO3, Total",ug/L,NA,0,0
M02-085-1 (M02P06),08/30/2023,Dissolved,NA,2023-08-30,"Hardness as CaCO3, Total",ug/L,NA,0,0
M02-085-2,08/30/2023,Dissolved,NA,2023-08-30,"Hardness as CaCO3, Total",ug/L,NA,0,0
I01-11010-1,09/06/2023,Total,3751,2023-09-06,"Hardness as CaCO3, Total",ug/L,NA,962,1511
I00-11437-1,09/06/2023,Total,8602,2023-09-06,"Hardness as CaCO3, Total",ug/L,NA,2930,2965
I01-11010-1,09/06/2023,Dissolved,NA,2023-09-06,"Hardness as CaCO3, Total",ug/L,NA,0,0
I00-11437-1,09/06/2023,Dissolved,NA,2023-09-06,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9992-1 (J01P27),09/06/2023,Total,4082,2023-09-06,"Hardness as CaCO3, Total",ug/L,NA,1110,1340
J01-9007-1 (J02P05),09/06/2023,Total,1528,2023-09-06,"Hardness as CaCO3, Total",ug/L,NA,385,572.3333333333334
J01-9082-2,09/06/2023,Total,1240,2023-09-06,"Hardness as CaCO3, Total",ug/L,NA,373,370.3333333333333
J01-9992-1 (J01P27),09/06/2023,Dissolved,NA,2023-09-06,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9007-1 (J02P05),09/06/2023,Dissolved,NA,2023-09-06,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9082-2,09/06/2023,Dissolved,NA,2023-09-06,"Hardness as CaCO3, Total",ug/L,NA,0,0
L01-731-1 (L08TBN2),09/13/2023,Total,2546,2023-09-13,"Hardness as CaCO3, Total",ug/L,NA,694,798
L02-166-3 (L02P26),09/13/2023,Total,1970,2023-09-13,"Hardness as CaCO3, Total",ug/L,NA,686,626.6666666666666
L01-731-1 (L08TBN2),09/13/2023,Dissolved,NA,2023-09-13,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-166-3 (L02P26),09/13/2023,Dissolved,NA,2023-09-13,"Hardness as CaCO3, Total",ug/L,NA,0,0
SC1-2,09/14/2023,Total,8975,2023-09-14,"Hardness as CaCO3, Total",ug/L,NA,2830,2760
SC1-2,09/14/2023,Dissolved,NA,2023-09-14,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-246-1 (L11P01),09/19/2023,Total,1729,2023-09-19,"Hardness as CaCO3, Total",ug/L,NA,511,460.3333333333333
L02-246-1 (L11P01),09/19/2023,Dissolved,NA,2023-09-19,"Hardness as CaCO3, Total",ug/L,NA,0,0
SC1-2,09/25/2023,Total,9643,2023-09-25,"Hardness as CaCO3, Total",ug/L,NA,2860,2760
SC1-2,09/25/2023,Dissolved,NA,2023-09-25,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-641-1,09/26/2023,Total,1373,2023-09-26,"Hardness as CaCO3, Total",ug/L,NA,377,397.6666666666667
L02-641-2,09/26/2023,Total,1720,2023-09-26,"Hardness as CaCO3, Total",ug/L,NA,446,348.3333333333333
L02-641-1,09/26/2023,Dissolved,NA,2023-09-26,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-641-2,09/26/2023,Dissolved,NA,2023-09-26,"Hardness as CaCO3, Total",ug/L,NA,0,0
L02-166-3 (L02P26),09/26/2023,Total,2320,2023-09-26,"Hardness as CaCO3, Total",ug/L,NA,371,626.6666666666666
L02-166-3 (L02P26),09/26/2023,Dissolved,NA,2023-09-26,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9992-1 (J01P27),09/27/2023,Total,4015,2023-09-27,"Hardness as CaCO3, Total",ug/L,NA,1250,1340
J01-9007-1 (J02P05),09/27/2023,Total,-99,2023-09-27,"Hardness as CaCO3, Total",ug/L,NA,312,572.3333333333334
J01-9992-1 (J01P27),09/27/2023,Dissolved,NA,2023-09-27,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9007-1 (J02P05),09/27/2023,Dissolved,NA,2023-09-27,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9131-1 (J01P28),09/27/2023,Total,2177,2023-09-27,"Hardness as CaCO3, Total",ug/L,NA,587,789.5
L03-418-8,09/27/2023,Total,2996,2023-09-27,"Hardness as CaCO3, Total",ug/L,NA,976,851
J01-9131-1 (J01P28),09/27/2023,Dissolved,NA,2023-09-27,"Hardness as CaCO3, Total",ug/L,NA,0,0
L03-418-8,09/27/2023,Dissolved,NA,2023-09-27,"Hardness as CaCO3, Total",ug/L,NA,0,0
M02-085-1 (M02P06),09/28/2023,Total,7501,2023-09-28,"Hardness as CaCO3, Total",ug/L,NA,2620,2280
M02-085-2,09/28/2023,Total,2290,2023-09-28,"Hardness as CaCO3, Total",ug/L,NA,590,626.3333333333334
M02-032-1,09/28/2023,Total,3237,2023-09-28,"Hardness as CaCO3, Total",ug/L,NA,818,841.3333333333334
M01-042-1 (M01S01),09/28/2023,Total,21254,2023-09-28,"Hardness as CaCO3, Total",ug/L,NA,7000,7080
M02-085-1 (M02P06),09/28/2023,Dissolved,NA,2023-09-28,"Hardness as CaCO3, Total",ug/L,NA,0,0
M02-085-2,09/28/2023,Dissolved,NA,2023-09-28,"Hardness as CaCO3, Total",ug/L,NA,0,0
M02-032-1,09/28/2023,Dissolved,NA,2023-09-28,"Hardness as CaCO3, Total",ug/L,NA,0,0
M01-042-1 (M01S01),09/28/2023,Dissolved,NA,2023-09-28,"Hardness as CaCO3, Total",ug/L,NA,0,0
J01-9377-1,05/16/2023,Total,540,2023-05-16,"Iron, Total",ug/L,NA,440,440
J01-10004-1 (J01P01),05/16/2023,Total,1966,2023-05-16,"Iron, Total",ug/L,NA,36,53
J01-9377-1,05/16/2023,Dissolved,NA,2023-05-16,"Iron, Total",ug/L,<,10,10
J01-10004-1 (J01P01),05/16/2023,Dissolved,NA,2023-05-16,"Iron, Total",ug/L,<,10,10
L04-266-5,05/18/2023,Total,5239,2023-05-18,"Iron, Total",ug/L,NA,670,470
L04-672-1,05/18/2023,Total,5722,2023-05-18,"Iron, Total",ug/L,NA,300,1100
I01-11343-2 (I02P18),05/18/2023,Total,7917,2023-05-18,"Iron, Total",ug/L,NA,2500,2850
L04-672-1,05/18/2023,Dissolved,NA,2023-05-18,"Iron, Total",ug/L,<,10,28.5
L04-266-5,05/18/2023,Dissolved,NA,2023-05-18,"Iron, Total",ug/L,<,10,18.5
I01-11343-2 (I02P18),05/18/2023,Dissolved,NA,2023-05-18,"Iron, Total",ug/L,<,10,17
L03-662-3 (L03P16),05/18/2023,Total,3405,2023-05-18,"Iron, Total",ug/L,NA,400,305
L03-214-2 (L03P18),05/18/2023,Total,4786,2023-05-18,"Iron, Total",ug/L,NA,50,95
L03-316-3 (L03P12),05/18/2023,Total,6941,2023-05-18,"Iron, Total",ug/L,NA,24,23.5
L03-662-3 (L03P16),05/18/2023,Dissolved,NA,2023-05-18,"Iron, Total",ug/L,NA,29,54
L03-316-3 (L03P12),05/18/2023,Dissolved,NA,2023-05-18,"Iron, Total",ug/L,<,10,10
L03-214-2 (L03P18),05/18/2023,Dissolved,NA,2023-05-18,"Iron, Total",ug/L,<,10,10
L03-418-8,05/23/2023,Total,2225,2023-05-23,"Iron, Total",ug/L,NA,110,135
K01-12177-1 (K01P07),05/23/2023,Total,2584,2023-05-23,"Iron, Total",ug/L,<,10,30
K01-12156-4 (SCNK01),05/23/2023,Total,5134,2023-05-23,"Iron, Total",ug/L,NA,0,0
J03-9221-1 (J03P02),05/23/2023,Total,6748,2023-05-23,"Iron, Total",ug/L,NA,110,93.5
J01-9224-1 (J01P24),05/23/2023,Total,2908,2023-05-23,"Iron, Total",ug/L,NA,180,590
J01-9224-2 (J01P25),05/23/2023,Total,3293,2023-05-23,"Iron, Total",ug/L,NA,60,85
L03-418-8,05/23/2023,Dissolved,NA,2023-05-23,"Iron, Total",ug/L,NA,38,24
K01-12177-1 (K01P07),05/23/2023,Dissolved,NA,2023-05-23,"Iron, Total",ug/L,NA,0,5
J03-9221-1 (J03P02),05/23/2023,Dissolved,NA,2023-05-23,"Iron, Total",ug/L,NA,20,15
J01-9224-1 (J01P24),05/23/2023,Dissolved,NA,2023-05-23,"Iron, Total",ug/L,NA,78,49
J01-9224-2 (J01P25),05/23/2023,Dissolved,NA,2023-05-23,"Iron, Total",ug/L,NA,45,37.5
L01-404-1,06/27/2023,Total,2917,2023-06-27,"Iron, Total",ug/L,NA,75,69.5
L01-340-1,06/27/2023,Total,2569,2023-06-27,"Iron, Total",ug/L,<,10,36
L05-489-3,06/27/2023,Total,2738,2023-06-27,"Iron, Total",ug/L,NA,560,395
L05-049-1,06/27/2023,Total,2429,2023-06-27,"Iron, Total",ug/L,NA,4800,2420
L02-374-1 (L02P50),06/27/2023,Total,2913,2023-06-27,"Iron, Total",ug/L,NA,94,96.5
L01-404-1,06/27/2023,Dissolved,NA,2023-06-27,"Iron, Total",ug/L,NA,24,27.5
L01-340-1,06/27/2023,Dissolved,NA,2023-06-27,"Iron, Total",ug/L,<,10,10
L05-489-3,06/27/2023,Dissolved,NA,2023-06-27,"Iron, Total",ug/L,<,10,49.5
L05-049-1,06/27/2023,Dissolved,NA,2023-06-27,"Iron, Total",ug/L,<,10,10
L02-374-1 (L02P50),06/27/2023,Dissolved,NA,2023-06-27,"Iron, Total",ug/L,NA,25,26
J01-9992-1 (J01P27),06/21/2023,Total,6246,2023-06-21,"Iron, Total",ug/L,NA,120,1572.6666666666667
J01-9131-1 (J01P28),06/21/2023,Total,3672,2023-06-21,"Iron, Total",ug/L,NA,130,99.5
J01-9007-1 (J02P05),06/21/2023,Total,2756,2023-06-21,"Iron, Total",ug/L,NA,250,146
J01-9992-1 (J01P27),06/21/2023,Dissolved,NA,2023-06-21,"Iron, Total",ug/L,<,10,10
J01-9131-1 (J01P28),06/21/2023,Dissolved,NA,2023-06-21,"Iron, Total",ug/L,<,10,16
J01-9007-1 (J02P05),06/21/2023,Dissolved,NA,2023-06-21,"Iron, Total",ug/L,NA,37,22.666666666666668
J06-9079-1 (J06P03),05/30/2023,Total,2984,2023-05-30,"Iron, Total",ug/L,NA,47,56
J06-10011-1 (J06P01),05/30/2023,Total,3226,2023-05-30,"Iron, Total",ug/L,NA,24,122
J01-9082-2,05/30/2023,Total,1204,2023-05-30,"Iron, Total",ug/L,NA,36,44.666666666666664
J06-9079-1 (J06P03),05/30/2023,Dissolved,NA,2023-05-30,"Iron, Total",ug/L,NA,26,28
J06-10011-1 (J06P01),05/30/2023,Dissolved,NA,2023-05-30,"Iron, Total",ug/L,<,10,10
J01-9082-2,05/30/2023,Dissolved,NA,2023-05-30,"Iron, Total",ug/L,NA,31,21.666666666666668
L01-726-5,06/21/2023,Total,3896,2023-06-21,"Iron, Total",ug/L,NA,25,17.5
L01-728-5 (L01-DP),06/21/2023,Total,2625,2023-06-21,"Iron, Total",ug/L,NA,290,183
K01-12126-1 (K01S01),06/21/2023,Total,5640,2023-06-21,"Iron, Total",ug/L,NA,210,5005
K01-12159-3,06/21/2023,Total,5133,2023-06-21,"Iron, Total",ug/L,NA,39,34.5
K01-12159-2,06/21/2023,Total,4738,2023-06-21,"Iron, Total",ug/L,NA,670,590
L01-726-5,06/21/2023,Dissolved,NA,2023-06-21,"Iron, Total",ug/L,<,10,10
L01-728-5 (L01-DP),06/21/2023,Dissolved,NA,2023-06-21,"Iron, Total",ug/L,NA,25,26.5
K01-12126-1 (K01S01),06/21/2023,Dissolved,NA,2023-06-21,"Iron, Total",ug/L,<,10,10
K01-12159-3,06/21/2023,Dissolved,NA,2023-06-21,"Iron, Total",ug/L,<,10,10
K01-12159-2,06/21/2023,Dissolved,NA,2023-06-21,"Iron, Total",ug/L,<,10,30.5
L05-503-1,06/08/2023,Total,4066,2023-06-08,"Iron, Total",ug/L,NA,280,285
L01-724-4 (L01P03),06/08/2023,Total,4004,2023-06-08,"Iron, Total",ug/L,NA,36,78
L01-724-1 (L01S01),06/08/2023,Total,7415,2023-06-08,"Iron, Total",ug/L,NA,53,76.5
L05-503-1,06/08/2023,Dissolved,NA,2023-06-08,"Iron, Total",ug/L,<,10,30.5
L01-724-4 (L01P03),06/08/2023,Dissolved,NA,2023-06-08,"Iron, Total",ug/L,<,10,10
L01-724-1 (L01S01),06/08/2023,Dissolved,NA,2023-06-08,"Iron, Total",ug/L,<,10,10
M01-042-1 (M01S01),06/15/2023,Total,27498,2023-06-15,"Iron, Total",ug/L,NA,41,25
M02-032-1,06/15/2023,Total,2305,2023-06-15,"Iron, Total",ug/L,NA,210,360
SC1-2,06/15/2023,Total,7983,2023-06-15,"Iron, Total",ug/L,NA,380,376.6666666666667
M02-085-1 (M02P06),06/15/2023,Total,2726,2023-06-15,"Iron, Total",ug/L,NA,100,63.666666666666664
M02-085-2,06/15/2023,Total,3063,2023-06-15,"Iron, Total",ug/L,NA,100,173.33333333333334
M01-042-1 (M01S01),06/15/2023,Dissolved,NA,2023-06-15,"Iron, Total",ug/L,<,10,10
M02-032-1,06/15/2023,Dissolved,NA,2023-06-15,"Iron, Total",ug/L,NA,31,46
SC1-2,06/15/2023,Dissolved,NA,2023-06-15,"Iron, Total",ug/L,NA,46,68.66666666666667
M02-085-1 (M02P06),06/15/2023,Dissolved,NA,2023-06-15,"Iron, Total",ug/L,<,10,15
M02-085-2,06/15/2023,Dissolved,NA,2023-06-15,"Iron, Total",ug/L,<,10,64
I01-11010-1,06/07/2023,Total,7262,2023-06-07,"Iron, Total",ug/L,<,10,27.5
I00-11437-1,06/07/2023,Total,9184,2023-06-07,"Iron, Total",ug/L,NA,96,123
I01-11010-1,06/07/2023,Dissolved,NA,2023-06-07,"Iron, Total",ug/L,<,10,17
I00-11437-1,06/07/2023,Dissolved,NA,2023-06-07,"Iron, Total",ug/L,NA,28,29
L02-246-1 (L11P01),06/22/2023,Total,1698,2023-06-22,"Iron, Total",ug/L,NA,130,84
L02-641-1,06/22/2023,Total,1320,2023-06-22,"Iron, Total",ug/L,NA,280,168.66666666666666
L02-641-2,06/22/2023,Total,2526,2023-06-22,"Iron, Total",ug/L,NA,72,287.3333333333333
L01-731-1 (L08TBN2),06/22/2023,Total,2980,2023-06-22,"Iron, Total",ug/L,NA,1700,2400
L02-166-3 (L02P26),06/22/2023,Total,2292,2023-06-22,"Iron, Total",ug/L,NA,51,96.33333333333333
L02-246-1 (L11P01),06/22/2023,Dissolved,NA,2023-06-22,"Iron, Total",ug/L,NA,22,20.333333333333332
