MonitoringYear,rain_gage,FACILITYID,dry_days
MY2014-15,DANAPOINT,DP01-12020-1,63
MY2014-15,DANAPOINT,DP01-12022-1,63
MY2014-15,DANAPOINT,DP01-12022-2,63
MY2014-15,DANAPOINT,DP01-12022-3,63
MY2014-15,DANAPOINT,DP05-12190-1,63
MY2014-15,DANAPOINT,DP06-12106-1,63
MY2014-15,DANAPOINT,K01-12018-1,63
MY2014-15,DANAPOINT,K01-12046-1,63
MY2014-15,DANAPOINT,K01-12046-2,63
MY2014-15,DANAPOINT,K01-12046-3,63
MY2014-15,DANAPOINT,K01-12126-1 (K01S01),63
MY2014-15,DANAPOINT,K01-12155-1,63
MY2014-15,DANAPOINT,K01-12155-2,63
MY2014-15,DANAPOINT,K01-12155-3,63
MY2014-15,DANAPOINT,K01-12155-4,63
MY2014-15,DANAPOINT,K01-12156-1,63
MY2014-15,DANAPOINT,K01-12156-5,63
MY2014-15,DANAPOINT,K01-12156-6,63
MY2014-15,DANAPOINT,K01-12159-1 (K01P02),63
MY2014-15,DANAPOINT,K01-12159-2,63
MY2014-15,DANAPOINT,K01-12159-3,63
MY2014-15,DANAPOINT,L00-12094-1 (L00P01),63
MY2014-15,DANAPOINT,L00-12094-1d,63
MY2014-15,DANAPOINT,L00-12094-1dd,63
MY2014-15,DANAPOINT,L00-12095-1,63
MY2014-15,DANAPOINT,L00-12107-1,63
MY2014-15,DANAPOINT,L00-12107-2,63
MY2014-15,DANAPOINT,L00-12107-3,63
MY2014-15,DANAPOINT,L00-12107-4,63
MY2014-15,DANAPOINT,L01-601-1,63
MY2014-15,DANAPOINT,L01-601-2,63
MY2014-15,DANAPOINT,L01-613-1,63
MY2014-15,DANAPOINT,L01-613-2,63
MY2014-15,DANAPOINT,L01-724-1 (L01S01),63
MY2014-15,DANAPOINT,L01-724-2,63
MY2014-15,DANAPOINT,L01-724-5,63
MY2014-15,DANAPOINT,L01-726-1,63
MY2014-15,DANAPOINT,L01-726-2,63
MY2014-15,DANAPOINT,L01-726-3,63
MY2014-15,DANAPOINT,L01-726-4,63
MY2014-15,DANAPOINT,L01-726-5,63
MY2014-15,DANAPOINT,L01-726-6,63
MY2014-15,DANAPOINT,L01-726-7,63
MY2014-15,DANAPOINT,L01-726-8,63
MY2014-15,DANAPOINT,L01-726-9,63
MY2014-15,DANAPOINT,L01-727-1 (L01S04),63
MY2014-15,DANAPOINT,L01-727-2,63
MY2014-15,DANAPOINT,L01-727-3,63
MY2014-15,DANAPOINT,L01-728-1,63
MY2014-15,DANAPOINT,L01-728-2,63
MY2014-15,DANAPOINT,L01-728-3 (L01S02),63
MY2014-15,DANAPOINT,L01-728-4,63
MY2014-15,DANAPOINT,L01-728-5 (L01-DP),63
MY2014-15,DANAPOINT,L01-728-6,63
MY2014-15,DANAPOINT,L01-728-7 (L01S03),63
MY2014-15,DANAPOINT,L01-728-8,63
MY2014-15,DANAPOINT,L01-728-8d,63
MY2014-15,DANAPOINT,L01-728-9,63
MY2014-15,DANAPOINT,SC11-035-1,63
MY2014-15,DANAPOINT,SC11-035-1d,63
MY2014-15,DANAPOINT,SC11-035-2,63
MY2014-15,DANAPOINT,SC11-035-2d,63
MY2014-15,DANAPOINT,SC11-035-4,63
MY2014-15,DANAPOINT,SC11-035-5,63
MY2014-15,ELTORO,F05-7158-1,67
MY2014-15,ELTORO,F05-7158-2,67
MY2014-15,ELTORO,F05-7197-1,67
MY2014-15,ELTORO,F05-7242-6,67
MY2014-15,ELTORO,F05-7773-1,67
MY2014-15,ELTORO,F05-7778-1,67
MY2014-15,ELTORO,F05-7780-1,67
MY2014-15,ELTORO,F05-7902-1,67
MY2014-15,ELTORO,F05-7902-2,67
MY2014-15,ELTORO,F05-7902-3,67
MY2014-15,ELTORO,F05-7902-4,67
MY2014-15,ELTORO,F05-7945-1,67
MY2014-15,ELTORO,F05-7945-2,67
MY2014-15,ELTORO,F05-8639-3,67
MY2014-15,ELTORO,F05-8639-4,67
MY2014-15,ELTORO,F05-8639-5,67
MY2014-15,ELTORO,F05-8639-6,67
MY2014-15,ELTORO,F05-8639-7,67
MY2014-15,ELTORO,F05-8639-8,67
MY2014-15,ELTORO,F05-8640-1,67
MY2014-15,ELTORO,F14-8163-10,67
MY2014-15,ELTORO,F14-8163-11,67
MY2014-15,ELTORO,F14-8163-12,67
MY2014-15,ELTORO,F14-8163-13,67
MY2014-15,ELTORO,F17-8754-1,67
MY2014-15,ELTORO,F18-8716-1,134
MY2014-15,ELTORO,F19-7021-1,67
MY2014-15,ELTORO,F19-7021-2,67
MY2014-15,ELTORO,F19-7021-3,67
MY2014-15,ELTORO,F19-7022-1,67
MY2014-15,ELTORO,F19-7130-1,134
MY2014-15,ELTORO,F19-7170-1,67
MY2014-15,ELTORO,F19-7170-2,67
MY2014-15,ELTORO,F19-7170-3,67
MY2014-15,ELTORO,F19-7170-4,67
MY2014-15,ELTORO,F19-7261-1,67
MY2014-15,ELTORO,F19-7261-2,67
MY2014-15,ELTORO,F19-7783-1,67
MY2014-15,ELTORO,F19-7789-1,134
MY2014-15,ELTORO,F19-7920-1,67
MY2014-15,ELTORO,F19-7920-2,67
MY2014-15,ELTORO,F19-7920-3,67
MY2014-15,ELTORO,F19-7920-4,67
MY2014-15,ELTORO,F19-7921-1,67
MY2014-15,ELTORO,F19-7921-2,67
MY2014-15,ELTORO,F19-7921-3,67
MY2014-15,ELTORO,F19-7921-4,67
MY2014-15,ELTORO,F19-7921-5,67
MY2014-15,ELTORO,F19-7942-1,134
MY2014-15,ELTORO,F19-7942-2,134
MY2014-15,ELTORO,F19-8403-1,134
MY2014-15,ELTORO,F19-8403-2,67
MY2014-15,ELTORO,F19-8403-3,67
MY2014-15,ELTORO,F19-8503-1,67
MY2014-15,ELTORO,F19-8505-1,67
MY2014-15,ELTORO,F19-8505-2,67
MY2014-15,ELTORO,F19-8505-3,67
MY2014-15,ELTORO,F19-8581-1,67
MY2014-15,ELTORO,F19-8587-1,67
MY2014-15,ELTORO,F19-8881-1,67
MY2014-15,ELTORO,F20-7260-1,134
MY2014-15,ELTORO,F20-7260-2,67
MY2014-15,ELTORO,F20-8398-1,134
MY2014-15,ELTORO,F20-8398-2,67
MY2014-15,ELTORO,F20-8398-3,67
MY2014-15,ELTORO,F20-8404-1,67
MY2014-15,ELTORO,F20-8404-10,67
MY2014-15,ELTORO,F20-8404-11,67
MY2014-15,ELTORO,F20-8404-2,67
MY2014-15,ELTORO,F20-8404-3,67
MY2014-15,ELTORO,F20-8404-4,67
MY2014-15,ELTORO,F20-8404-5,67
MY2014-15,ELTORO,F20-8404-6,67
MY2014-15,ELTORO,F20-8404-7,67
MY2014-15,ELTORO,F20-8404-8,67
MY2014-15,ELTORO,F20-8404-9,67
MY2014-15,ELTORO,F20-8679-1,67
MY2014-15,ELTORO,F20-8714-1,67
MY2014-15,ELTORO,F20-8714-2,67
MY2014-15,ELTORO,F23-7016-1,67
MY2014-15,ELTORO,F23-7040-1 (LGHF23S02),67
MY2014-15,ELTORO,F23-7044-1,67
MY2014-15,ELTORO,F23-7052-1 (LWF23P07@SM),67
MY2014-15,ELTORO,F23-7055-1 (LWF23P09XXX),67
MY2014-15,ELTORO,F23-7072-1,134
MY2014-15,ELTORO,F23-7072-2,67
MY2014-15,ELTORO,F23-7089-1,67
MY2014-15,ELTORO,F23-7091-1,67
MY2014-15,ELTORO,F23-7091-2,67
MY2014-15,ELTORO,F23-7101-1,67
MY2014-15,ELTORO,F23-7101-2,67
MY2014-15,ELTORO,F23-7191-1,67
MY2014-15,ELTORO,F23-7191-2,67
MY2014-15,ELTORO,F23-8071-1,67
MY2014-15,ELTORO,F23-8071-2,67
MY2014-15,ELTORO,F23-8071-3,67
MY2014-15,ELTORO,F23-8071-4,67
MY2014-15,ELTORO,F23-8071-5,67
MY2014-15,ELTORO,F23-8072-1,134
MY2014-15,ELTORO,F23-8072-2,67
MY2014-15,ELTORO,F23-8072-3,67
MY2014-15,ELTORO,F23-8072-4,67
MY2014-15,ELTORO,I01-11216-1 (I02P13),67
MY2014-15,ELTORO,I01-11216-2 (I02P12),67
MY2014-15,ELTORO,I01-11216-3,67
MY2014-15,ELTORO,I01-11216-4 (I02P14),67
MY2014-15,ELTORO,I01-11217-1,67
MY2014-15,ELTORO,I01-11343-1,67
MY2014-15,ELTORO,I01-11343-2 (I02P18),67
MY2014-15,ELTORO,I01-11502-2,67
MY2014-15,ELTORO,J01-10004-1 (J01P01),67
MY2014-15,ELTORO,J01-10004-2,67
MY2014-15,ELTORO,J01-10006-1,67
MY2014-15,ELTORO,J01-10006-2,67
MY2014-15,ELTORO,J01-10006-3,67
MY2014-15,ELTORO,J01-9046-1,67
MY2014-15,ELTORO,J01-9046-2,67
MY2014-15,ELTORO,J01-9046-3,67
MY2014-15,ELTORO,J01-9048-1,67
MY2014-15,ELTORO,J01-9058-1,67
MY2014-15,ELTORO,J01-9066-1 (J01P04),67
MY2014-15,ELTORO,J01-9066-2 (J01P03),67
MY2014-15,ELTORO,J01-9066-3,67
MY2014-15,ELTORO,J01-9259-3,67
MY2014-15,ELTORO,J01-9264-1 (J01P06),67
MY2014-15,ELTORO,J01-9273-1,67
MY2014-15,ELTORO,J01-9275-1,67
MY2014-15,ELTORO,J01-9275-2,67
MY2014-15,ELTORO,J01-9275-3,67
MY2014-15,ELTORO,J01-9349-1,67
MY2014-15,ELTORO,J01-9349-2,67
MY2014-15,ELTORO,J01-9349-3,67
MY2014-15,ELTORO,J01-9359-1 (J01P32),67
MY2014-15,ELTORO,J01-9359-2,67
MY2014-15,ELTORO,J01-9377-1,67
MY2014-15,ELTORO,J01-9377-2 (J01TBN8),67
MY2014-15,ELTORO,J01-9782-1 (J01TBN3),67
MY2014-15,ELTORO,J01-9785-1,67
MY2014-15,ELTORO,J05-9800-2,67
MY2014-15,ELTORO,J06-10011-1 (J06P01),67
MY2014-15,ELTORO,J06-9079-1 (J06P03),67
MY2014-15,ELTORO,J06-9362-1 (J06-03),67
MY2014-15,ELTORO,J07-10013-1,67
MY2014-15,ELTORO,J07-9019-1,67
MY2014-15,ELTORO,J07-9019-2,67
MY2014-15,ELTORO,J07-9019-3,67
MY2014-15,ELTORO,J07-9019-5,67
MY2014-15,ELTORO,J07-9022-1,67
MY2014-15,ELTORO,J07-9022-2,67
MY2014-15,ELTORO,J07-9022-3,67
MY2014-15,ELTORO,J07-9022-4,67
MY2014-15,ELTORO,J07-9022-5,67
MY2014-15,ELTORO,J07-9022-6,67
MY2014-15,ELTORO,J07-9109-1,67
MY2014-15,ELTORO,J07-9109-2,67
MY2014-15,ELTORO,J07-9109-3,67
MY2014-15,ELTORO,J07-9109-4 (J07P02),67
MY2014-15,ELTORO,J07-9110-1,67
MY2014-15,ELTORO,J07-9110-2,67
MY2014-15,ELTORO,J07-9110-3,67
MY2014-15,ELTORO,J07-9110-4,67
MY2014-15,ELTORO,L02-344-1,67
MY2014-15,ELTORO,L02-344-2,67
MY2014-15,ELTORO,L03-074-2,67
MY2014-15,ELTORO,L03-214-1,67
MY2014-15,ELTORO,L03-214-2 (L03P18),67
MY2014-15,ELTORO,L03-214-3 (L03P15),67
MY2014-15,ELTORO,L03-240-1 (L03P14),67
MY2014-15,ELTORO,L03-241-1 ,67
MY2014-15,ELTORO,L03-241-2,67
MY2014-15,ELTORO,L03-241-3,67
MY2014-15,ELTORO,L03-241-4,67
MY2014-15,ELTORO,L03-241-5 (L03P27),67
MY2014-15,ELTORO,L03-241-6,67
MY2014-15,ELTORO,L03-241-7,67
MY2014-15,ELTORO,L03-241-8,67
MY2014-15,ELTORO,L03-281-1,67
MY2014-15,ELTORO,L03-281-2,67
MY2014-15,ELTORO,L03-316-1,67
MY2014-15,ELTORO,L03-316-2,67
MY2014-15,ELTORO,L03-316-3 (L03P12),67
MY2014-15,ELTORO,L03-316-4,67
MY2014-15,ELTORO,L03-662-1,67
MY2014-15,ELTORO,L03-662-2,67
MY2014-15,ELTORO,L03-662-3 (L03P16),67
MY2014-15,ELTORO,L03-662-4,67
MY2014-15,ELTORO,L03-662-5,67
MY2014-15,ELTORO,L03-662-6,67
MY2014-15,ELTORO,L03-691-1 (L03P09),67
MY2014-15,ELTORO,L03-693-1 (L03P11),67
MY2014-15,ELTORO,L04-136-1 (L04P07),67
MY2014-15,ELTORO,L04-136-1u (L04P07),67
MY2014-15,ELTORO,L04-232-1,67
MY2014-15,ELTORO,L04-266-1,67
MY2014-15,ELTORO,L04-266-2,67
MY2014-15,ELTORO,L04-266-3,67
MY2014-15,ELTORO,L04-266-4,67
MY2014-15,ELTORO,L04-266-5,67
MY2014-15,ELTORO,L04-266-6 (L04P08),67
MY2014-15,ELTORO,L04-266-7,67
MY2014-15,ELTORO,L04-301-1 (L04P08),67
MY2014-15,ELTORO,L04-672-1,67
MY2014-15,LAGUNABEACH,DP02-12131-1,64
MY2014-15,LAGUNABEACH,DP04-12015-1,64
MY2014-15,LAGUNABEACH,DP04-12015-2,64
MY2014-15,LAGUNABEACH,DP04-12015-3,64
MY2014-15,LAGUNABEACH,I00-11437-1,64
MY2014-15,LAGUNABEACH,I00-11453-1,64
MY2014-15,LAGUNABEACH,I00-11468-1,64
MY2014-15,LAGUNABEACH,I00-11518-1,64
MY2014-15,LAGUNABEACH,I00-11518-2,64
MY2014-15,LAGUNABEACH,I01-11010-1,64
MY2014-15,LAGUNABEACH,I01-11010-2,64
MY2014-15,LAGUNABEACH,I01-11015-1,64
MY2014-15,LAGUNABEACH,I01-11015-2,64
MY2014-15,LAGUNABEACH,I01-11015-3,64
MY2014-15,LAGUNABEACH,I01-11021-1,64
MY2014-15,LAGUNABEACH,I01-11023-1,64
MY2014-15,LAGUNABEACH,I01-11023-2,64
MY2014-15,LAGUNABEACH,I01-11023-3,64
MY2014-15,LAGUNABEACH,I01-11023-4,64
MY2014-15,LAGUNABEACH,I01-11023-5,64
MY2014-15,LAGUNABEACH,I01-11023-6,64
MY2014-15,LAGUNABEACH,I01-11059-1,64
MY2014-15,LAGUNABEACH,I01-11059-2,64
MY2014-15,LAGUNABEACH,I01-11059-3,64
MY2014-15,LAGUNABEACH,I01-11065-1,64
MY2014-15,LAGUNABEACH,I01-11077-1,64
MY2014-15,LAGUNABEACH,I01-11077-2,64
MY2014-15,LAGUNABEACH,I01-11093-1,64
MY2014-15,LAGUNABEACH,I01-11093-2,64
MY2014-15,LAGUNABEACH,I01-11109-1,64
MY2014-15,LAGUNABEACH,I01-11109-2,64
MY2014-15,LAGUNABEACH,I01-11195-1,64
MY2014-15,LAGUNABEACH,I01-11195-2,64
MY2014-15,LAGUNABEACH,I01-11487-1,64
MY2014-15,LAGUNABEACH,I01-11487-2,64
MY2014-15,LAGUNABEACH,I01-11502-1,64
MY2014-15,LAGUNABEACH,I01-11503-1,64
MY2014-15,LAGUNABEACH,I01-11503-2,64
MY2014-15,LAGUNABEACH,I01-11503-3,64
MY2014-15,LAGUNABEACH,I01-11503-4,64
MY2014-15,LAGUNABEACH,I01-11503-5,64
MY2014-15,LAGUNABEACH,LC01-11446-1,64
MY2014-15,LAGUNABEACH,LC01-11480-1,64
MY2014-15,LAGUNABEACH,LC02-11506-1,64
MY2014-15,LAGUNABEACH,LC02-11508-1,64
MY2014-15,LAGUNABEACH,LC02-11508-2,64
MY2014-15,LAGUNABEACH,LC02-11508-3,64
MY2014-15,LAGUNABEACH,LC03-11455-1,64
MY2014-15,LAGUNABEACH,LC03-11515-1,64
MY2014-15,LAGUNABEACH,LC04-11199-1,64
MY2014-15,LAGUNABEACH,LC05-11017-1,64
MY2014-15,LAGUNABEACH,LC05-11017-2,64
MY2014-15,LAGUNABEACH,LC05-11017-3,64
MY2014-15,LAGUNABEACH,LC06-11019-1,64
MY2014-15,LAGUNABEACH,LC06-11019-2,64
MY2014-15,LAGUNABEACH,LC06-11019-3,64
MY2014-15,LAGUNABEACH,LC06-11509-1,64
MY2014-15,LAGUNABEACH,LC06-11509-2,64
MY2014-15,LAGUNABEACH,NC05-10091-1,64
MY2014-15,PALISADES,L01-458-1,63
MY2014-15,PALISADES,L01-471-1,63
MY2014-15,PALISADES,L01-494-1,63
MY2014-15,PALISADES,L01-514-1,63
MY2014-15,PALISADES,L01-517-1,63
MY2014-15,PALISADES,L01-517-2,63
MY2014-15,PALISADES,L01-517-3,63
MY2014-15,PALISADES,L01-517-4,63
MY2014-15,PALISADES,L01-517-5,63
MY2014-15,PALISADES,L01-517-6,63
MY2014-15,PALISADES,L01-517-7,63
MY2014-15,PALISADES,L01-517-8,63
MY2014-15,PALISADES,L01-548-1,63
MY2014-15,PALISADES,L01-551-1,63
MY2014-15,PALISADES,L01-556-1,63
MY2014-15,PALISADES,L01-579-1,63
MY2014-15,PALISADES,L01-579-2,63
MY2014-15,PALISADES,L01-602-1,63
MY2014-15,PALISADES,L01-602-2,63
MY2014-15,PALISADES,L01-618-1,63
MY2014-15,PALISADES,L01-618-2,63
MY2014-15,PALISADES,L01-618-3,63
MY2014-15,PALISADES,L01-618-4,63
MY2014-15,PALISADES,L01-618-5 (L01S09),63
MY2014-15,PALISADES,L01-724-3,63
MY2014-15,PALISADES,L01-724-4 (L01P03),63
MY2014-15,PALISADES,L01-747-1,63
MY2014-15,PALISADES,L01-747-2,63
MY2014-15,PALISADES,L01-748-1,63
MY2014-15,PALISADES,L01-748-2,63
MY2014-15,PALISADES,L01-749-1,63
MY2014-15,PALISADES,L01-749-2,63
MY2014-15,PALISADES,L01-749-2d,63
MY2014-15,PALISADES,L01-749-3,63
MY2014-15,PALISADES,L01-749-4,63
MY2014-15,PALISADES,L01-749-5,63
MY2014-15,PALISADES,L01-766-1,63
MY2014-15,PALISADES,L01-766-2 (L01S06),63
MY2014-15,PALISADES,L01-766-3,63
MY2014-15,PALISADES,L01-766-4,63
MY2014-15,PALISADES,L01-766-5,63
MY2014-15,PALISADES,L01-766-6,63
MY2014-15,PALISADES,L01-766-7,63
MY2014-15,PALISADES,L01-766-8,63
MY2014-15,PALISADES,L01-766-9,63
MY2014-15,PALISADES,L02-541-1,63
MY2014-15,PALISADES,L02-541-10,63
MY2014-15,PALISADES,L02-541-2,63
MY2014-15,PALISADES,L02-541-3,63
MY2014-15,PALISADES,L02-541-4,63
MY2014-15,PALISADES,L02-541-5,63
MY2014-15,PALISADES,L02-541-6,63
MY2014-15,PALISADES,L02-541-7,63
MY2014-15,PALISADES,L02-541-8,63
MY2014-15,PALISADES,L02-541-9 (L02P02),63
MY2014-15,PALISADES,L02-571-1,63
MY2014-15,PALISADES,L02-571-2,63
MY2014-15,PALISADES,L02-571-3,63
MY2014-15,PALISADES,L02-571-4,63
MY2014-15,PALISADES,L02-571-5 (L02TBN2),63
MY2014-15,PALISADES,L02-571-6,63
MY2014-15,PALISADES,L05-503-1,63
MY2014-15,PALISADES,M00.1-070-1,63
MY2014-15,PALISADES,M00.1-070-2,63
MY2014-15,PALISADES,M00.1-070-3,63
MY2014-15,PALISADES,M00.1-070-4,63
MY2014-15,PALISADES,M00.1-070-5,63
MY2014-15,PALISADES,M00.1-070-6,63
MY2014-15,PALISADES,M00.1-071-1 (M00S04),63
MY2014-15,PALISADES,M00.1-071-2 (M00S04),63
MY2014-15,PALISADES,M00.1-071-3 (M00S04),63
MY2014-15,PALISADES,M00.1-071-4 (M00S04),63
MY2014-15,PALISADES,M00.2-066-1 (M00S07),63
MY2014-15,PALISADES,M00.3-169-1,63
MY2014-15,PALISADES,M00.3-169-2,63
MY2014-15,PALISADES,M00.3-169-3,63
MY2014-15,PALISADES,M01-002-1,63
MY2014-15,PALISADES,M01-003-1,63
MY2014-15,PALISADES,M01-003-2,63
MY2014-15,PALISADES,M01-008-1,63
MY2014-15,PALISADES,M01-010-1,63
MY2014-15,PALISADES,M01-010-2,63
MY2014-15,PALISADES,M01-010-3,63
MY2014-15,PALISADES,M01-014-1,63
MY2014-15,PALISADES,M01-038-1,63
MY2014-15,PALISADES,M01-038-2,63
MY2014-15,PALISADES,M01-038-3,63
MY2014-15,PALISADES,M01-038-4,63
MY2014-15,PALISADES,M01-038-5,63
MY2014-15,PALISADES,M01-038-6,63
MY2014-15,PALISADES,M01-042-1 (M01S01),63
MY2014-15,PALISADES,M01-047-1,63
MY2014-15,PALISADES,M01-050-1,63
MY2014-15,PALISADES,M01-050-2,63
MY2014-15,PALISADES,M01-050-4 (M01@CGV),63
MY2014-15,PALISADES,M01-050-5,63
MY2014-15,PALISADES,M01-050-6,63
MY2014-15,PALISADES,M01-050-7,63
MY2014-15,PALISADES,M01-050-8,63
MY2014-15,PALISADES,M01-060-3,63
MY2014-15,PALISADES,M01-088-1,63
MY2014-15,PALISADES,M01-089-1,63
MY2014-15,PALISADES,M01-092-1,63
MY2014-15,PALISADES,M01-095-1,63
MY2014-15,PALISADES,M01-095-2,63
MY2014-15,PALISADES,M01-095-3,63
MY2014-15,PALISADES,M01-096-1,63
MY2014-15,PALISADES,M01-099-1,63
MY2014-15,PALISADES,M01-124-1,63
MY2014-15,PALISADES,M01-124-2,63
MY2014-15,PALISADES,M01-124-3,63
MY2014-15,PALISADES,M01-124-4,63
MY2014-15,PALISADES,M01-124-5,63
MY2014-15,PALISADES,M01-168-1 (M00P03),63
MY2014-15,PALISADES,M01-168-1d (M00P03),63
MY2014-15,PALISADES,M01-168-2 (M00P03),63
MY2014-15,PALISADES,M01-168-2d (M00P03),63
MY2014-15,PALISADES,M02-013-1,63
MY2014-15,PALISADES,M02-013-2,63
MY2014-15,PALISADES,M02-015-1,63
MY2014-15,PALISADES,M02-028-1 (M02P08),63
MY2014-15,PALISADES,M02-028-2 (M02P08),63
MY2014-15,PALISADES,M02-029-1,63
MY2014-15,PALISADES,M02-032-1,63
MY2014-15,PALISADES,M02-041-1,63
MY2014-15,PALISADES,M02-041-2,63
MY2014-15,PALISADES,M02-052-1,63
MY2014-15,PALISADES,M02-052-2,63
MY2014-15,PALISADES,M02-052-3,63
MY2014-15,PALISADES,M02-052-4,63
MY2014-15,PALISADES,M02-056-1,63
MY2014-15,PALISADES,M02-056-2,63
MY2014-15,PALISADES,M02-061-1,63
MY2014-15,PALISADES,M02-061-2,63
MY2014-15,PALISADES,M02-061-3,63
MY2014-15,PALISADES,M02-061-4 (SCBS@M02),63
MY2014-15,PALISADES,M02-061-5,63
MY2014-15,PALISADES,M02-061-6,63
MY2014-15,PALISADES,M02-061-7,63
MY2014-15,PALISADES,M02-061-8,63
MY2014-15,PALISADES,M02-061-9,63
MY2014-15,PALISADES,M02-077-1,63
MY2014-15,PALISADES,M02-085-1 (M02P06),63
MY2014-15,PALISADES,M02-085-2,63
MY2014-15,PALISADES,M02-086-1,63
MY2014-15,PALISADES,M02-101-1,63
MY2014-15,PALISADES,M02-102-1,63
MY2014-15,PALISADES,M02-142-1,63
MY2014-15,PALISADES,M02-142-2,63
MY2014-15,PALISADES,SC01-077-1,63
MY2014-15,PALISADES,SC01-077-2,63
MY2014-15,PALISADES,SC02-072-1,63
MY2014-15,PALISADES,SC02-072-2,63
MY2014-15,PALISADES,SC02-072-3,63
MY2014-15,PALISADES,SC02-072-4,63
MY2014-15,PALISADES,SC03-067-1,63
MY2014-15,PALISADES,SC03-067-2,63
MY2014-15,PALISADES,SC04-090-1 (M00S05),63
MY2014-15,PALISADES,SC04-090-2 (M00S05),63
MY2014-15,PALISADES,SC04-111-1,63
MY2014-15,PALISADES,SC05-073-1,63
MY2014-15,PALISADES,SC05-073-2,63
MY2014-15,PALISADES,SC05-073-3,63
MY2014-15,PALISADES,SC06-146-1 (M00P02),63
MY2014-15,PALISADES,SC06-146-2 (M00P02),63
MY2014-15,PALISADES,SC07-079-1,63
MY2014-15,PALISADES,SC07-079-2,63
MY2014-15,PALISADES,SC07-079-3,63
MY2014-15,PALISADES,SC07-079-4,63
MY2014-15,PALISADES,SC07-079-5,63
MY2014-15,PALISADES,SC07-079-6,63
MY2014-15,PALISADES,SC09-081-1,63
MY2014-15,PALISADES,SC09-081-2,63
MY2014-15,PALISADES,SC09-081-2d,63
MY2014-15,PALISADES,SC10-075-1 (M00P05),63
MY2014-15,PALISADES,SC10-075-2,63
MY2014-15,PALISADES,SC10-075-3 (M00S01),63
MY2014-15,PALISADES,SC11-026-1 (M00P01),63
MY2014-15,PALISADES,SC11-035-3,63
MY2014-15,PALISADES,SC11-035-3d,63
MY2014-15,PALISADES,SC11-130-1,63
MY2014-15,PALISADES,SC11-130-2,63
MY2014-15,PALISADES,SC12-068-1,63
MY2014-15,PALISADES,SC12-068-2,63
MY2014-15,PALISADES,SC12-068-3,63
MY2014-15,PALISADES,SC12-068-4,63
MY2014-15,PALISADES,SC12-068-5,63
MY2014-15,PALISADES,SM01-086-1 (M03P01),63
MY2014-15,PALISADES,SM01-086-2,63
MY2014-15,SULPHURCREEK,J01-10017-1 (J01TBN4),67
MY2014-15,SULPHURCREEK,J01-10018-1 (J01TBN5),67
MY2014-15,SULPHURCREEK,J01-10019-1 (J01P33),67
MY2014-15,SULPHURCREEK,J01-10019-2 (J01TBN6),67
MY2014-15,SULPHURCREEK,J01-10041-1,67
MY2014-15,SULPHURCREEK,J01-10041-2 (J03P13),67
MY2014-15,SULPHURCREEK,J01-9005-1 (J03P05),67
MY2014-15,SULPHURCREEK,J01-9005-2 (J03P05),67
MY2014-15,SULPHURCREEK,J01-9005-3,67
MY2014-15,SULPHURCREEK,J01-9005-4,67
MY2014-15,SULPHURCREEK,J01-9005-5,67
MY2014-15,SULPHURCREEK,J01-9005-6,67
MY2014-15,SULPHURCREEK,J01-9007-1 (J02P05),67
MY2014-15,SULPHURCREEK,J01-9008-1 (J01P30),67
MY2014-15,SULPHURCREEK,J01-9082-1,67
MY2014-15,SULPHURCREEK,J01-9082-2,67
MY2014-15,SULPHURCREEK,J01-9082-3,67
MY2014-15,SULPHURCREEK,J01-9082-4,67
MY2014-15,SULPHURCREEK,J01-9082-5 (J02P08),67
MY2014-15,SULPHURCREEK,J01-9096-1,67
MY2014-15,SULPHURCREEK,J01-9096-2,67
MY2014-15,SULPHURCREEK,J01-9096-3,67
MY2014-15,SULPHURCREEK,J01-9131-1 (J01P28),67
MY2014-15,SULPHURCREEK,J01-9144-1 (J01P23),67
MY2014-15,SULPHURCREEK,J01-9144-2,67
MY2014-15,SULPHURCREEK,J01-9144-3,67
MY2014-15,SULPHURCREEK,J01-9144-4 (J01P26),67
MY2014-15,SULPHURCREEK,J01-9224-1 (J01P24),67
MY2014-15,SULPHURCREEK,J01-9224-2 (J01P25),67
MY2014-15,SULPHURCREEK,J01-9224-3 (J01TBN7),67
MY2014-15,SULPHURCREEK,J01-9311-1,67
MY2014-15,SULPHURCREEK,J01-9313-1,67
MY2014-15,SULPHURCREEK,J01-9364-1,67
MY2014-15,SULPHURCREEK,J01-9364-2,67
MY2014-15,SULPHURCREEK,J01-9364-3 (J01P21),67
MY2014-15,SULPHURCREEK,J01-9364-4,67
MY2014-15,SULPHURCREEK,J01-9992-1 (J01P27),67
MY2014-15,SULPHURCREEK,J01-9995-1,67
MY2014-15,SULPHURCREEK,J03-9190-1,67
MY2014-15,SULPHURCREEK,J03-9199-1,67
MY2014-15,SULPHURCREEK,J03-9199-2,67
MY2014-15,SULPHURCREEK,J03-9215-1,67
MY2014-15,SULPHURCREEK,J03-9215-2,67
MY2014-15,SULPHURCREEK,J03-9215-3,67
MY2014-15,SULPHURCREEK,J03-9215-4,67
MY2014-15,SULPHURCREEK,J03-9215-5,67
MY2014-15,SULPHURCREEK,J03-9215-6,67
MY2014-15,SULPHURCREEK,J03-9216-1 (J03P01),67
MY2014-15,SULPHURCREEK,J03-9216-2,67
MY2014-15,SULPHURCREEK,J03-9216-3,67
MY2014-15,SULPHURCREEK,J03-9216-5,67
