FACILITYID,AREA,area_acres,JURISDICTI3,acres_juris_soc,AcresJO,sumNA,PERCENTAGE,JURISDICTI2,Acres,JURISDICTI,AcresOb,PERCENT_o
L03-240-1 (L03P14),3.789708689,343.94004359,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,1.101850572,RANCHO SANTA MARGARITA,3.789708504,MISSION VIEJO,3.789708689,0.04576826491428269
L03-316-1,22.65152989,22.65150986,MISSION VIEJO,11525.93439,7216.746164301,6,100,MISSION VIEJO,22.6516367,MISSION VIEJO,22.65152989,0.19652662529167841
L03-316-2,143.0415822,143.04145576,MISSION VIEJO,11525.93439,7216.746164301,6,100,MISSION VIEJO,143.0422567,MISSION VIEJO,143.0415822,1.2410410935889424
L03-316-3 (L03P12),361.4241195,361.42380014,MISSION VIEJO,11525.93439,7216.746164301,6,99.99999995,MISSION VIEJO,361.4258238,MISSION VIEJO,361.4241195,3.135746806034005
L03-418-1,6.774185634,123.71430811,LAGUNA NIGUEL,9463.773977,7019.695595841,3,5.475663849,LAGUNA NIGUEL,6.774299071,LAGUNA NIGUEL,6.774185634,0.07158017140374906
L03-418-1,116.9402313,123.71430811,MISSION VIEJO,11525.93439,7216.746164301,6,94.52433574,MISSION VIEJO,116.9407828,LAGUNA NIGUEL,116.9402313,1.0145835239306789
L03-418-3,6.637860272,6.6378544,LAGUNA NIGUEL,9463.773977,7019.695595841,3,100,LAGUNA NIGUEL,6.637971426,LAGUNA NIGUEL,6.637860272,0.07013967459633043
L03-418-8,20.79494713,210.54842175,LAGUNA NIGUEL,9463.773977,7019.695595841,3,9.876554085,LAGUNA NIGUEL,20.79529535,LAGUNA NIGUEL,20.79494713,0.21973207708191655
L03-418-8,189.7536598,210.54842175,MISSION VIEJO,11525.93439,7216.746164301,6,90.12344547,MISSION VIEJO,189.7545546,LAGUNA NIGUEL,189.7536598,1.6463191041988918
L03-455-2,45.63685511,45.63681477,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,45.63688777,SAN JUAN CAPISTRANO,45.63685511,0.4949601273103396
L03-455-3 (L03P37),3.030724323,72.14698507,LAGUNA NIGUEL,9463.773977,7019.695595841,3,4.200759936,LAGUNA NIGUEL,3.030775074,SAN JUAN CAPISTRANO,3.030724323,0.03202447913872024
L03-455-3 (L03P37),43.30696036,72.14698507,MISSION VIEJO,11525.93439,7216.746164301,6,60.02596233,MISSION VIEJO,43.30716458,SAN JUAN CAPISTRANO,43.30696036,0.3757349200041733
L03-455-3 (L03P37),25.80936582,72.14698507,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,35.77328003,SAN JUAN CAPISTRANO,25.80938429,SAN JUAN CAPISTRANO,25.80936582,0.2799186526169535
L03-455-5,21.0078262,23.75471305,LAGUNA NIGUEL,9463.773977,7019.695595841,3,88.43637715,LAGUNA NIGUEL,21.00817798,LAGUNA NIGUEL,21.0078262,0.2219814869951009
L03-455-5,2.746908669,23.75471305,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,11.56362628,SAN JUAN CAPISTRANO,2.746910635,LAGUNA NIGUEL,2.746908669,0.02979193595266376
L03-455-6,4.38893139,5.33953354,LAGUNA NIGUEL,9463.773977,7019.695595841,3,82.19683381,LAGUNA NIGUEL,4.389004885,LAGUNA NIGUEL,4.38893139,0.04637612226017345
L03-455-6,0.948613397,5.33953354,MISSION VIEJO,11525.93439,7216.746164301,6,17.76583201,MISSION VIEJO,0.948617871,LAGUNA NIGUEL,0.948613397,0.00823025157789398
L03-455-6,0.001992809,5.33953354,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,0.037321744,SAN JUAN CAPISTRANO,0.00199281,LAGUNA NIGUEL,0.001992809,2.1613255207172633e-5
L03-455-7,55.19675488,64.2143521,LAGUNA NIGUEL,9463.773977,7019.695595841,3,85.95696177,LAGUNA NIGUEL,55.19767917,LAGUNA NIGUEL,55.19675488,0.5832425310890326
L03-455-7,9.017654281,64.2143521,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,14.04303869,SAN JUAN CAPISTRANO,9.017660734,LAGUNA NIGUEL,9.017654281,0.09780207904786956
L03-497-1,32.25400775,45.51756325,LAGUNA NIGUEL,9463.773977,7019.695595841,3,70.8605139,LAGUNA NIGUEL,32.25454786,SAN JUAN CAPISTRANO,32.25400775,0.3408154910333611
L03-497-1,13.26359628,45.51756325,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,29.13948729,SAN JUAN CAPISTRANO,13.26360578,SAN JUAN CAPISTRANO,13.26359628,0.14385196542395462
L03-662-1,86.2910206,86.29094428,MISSION VIEJO,11525.93439,7216.746164301,6,100,MISSION VIEJO,86.29142751,MISSION VIEJO,86.2910206,0.7486683307417299
L03-662-3 (L03P16),436.6487105,436.64832448,MISSION VIEJO,11525.93439,7216.746164301,6,100,MISSION VIEJO,436.6507695,MISSION VIEJO,436.6487105,3.7884018399310007
L03-691-1 (L03P09),503.6005082,505.0272419,MISSION VIEJO,11525.93439,7216.746164301,6,99.71740555,MISSION VIEJO,503.6028829,MISSION VIEJO,503.6005082,4.3692814062600265
L03-691-1 (L03P09),1.42718017,505.0272419,ORANGE CO,94761.16102,11899.378947256,16,0.28259444,ORANGE CO,2.425579994,MISSION VIEJO,1.42718017,0.0015060813466592961
L03-693-1 (L03P11),279.8123521,279.81210476,MISSION VIEJO,11525.93439,7216.746164301,6,100,MISSION VIEJO,279.8136716,MISSION VIEJO,279.8123521,2.4276760792840153
L03-708-1,0.340188259,108.98900254,LAGUNA HILLS,3498.38696,1941.488538748,1,0.312130536,LAGUNA HILLS,0.413672574,LAGUNA NIGUEL,0.340188259,0.00972414609617685
L03-708-1,108.6489086,108.98900254,LAGUNA NIGUEL,9463.773977,7019.695595841,3,99.68786762,LAGUNA NIGUEL,108.650728,LAGUNA NIGUEL,108.6489086,1.1480505437265471
L03-708-11 (L03P05),169.6933866,171.70778799,LAGUNA HILLS,3498.38696,1941.488538748,1,98.82675596,LAGUNA HILLS,206.3489796,LAGUNA NIGUEL,169.6933866,4.85061797166086
L03-708-11 (L03P05),2.014553432,171.70778799,LAGUNA NIGUEL,9463.773977,7019.695595841,3,1.173244193,LAGUNA NIGUEL,2.014587167,LAGUNA NIGUEL,2.014553432,0.02128699857896025
L03-708-13,64.06438492,64.06432828,MISSION VIEJO,11525.93439,7216.746164301,6,100,MISSION VIEJO,64.06468701,LAGUNA NIGUEL,64.06438492,0.5558281242307158
L03-708-5,22.5615637,28.84826742,LAGUNA NIGUEL,9463.773977,7019.695595841,3,78.20762138,LAGUNA NIGUEL,22.56194151,LAGUNA NIGUEL,22.5615637,0.23839922376455544
L03-708-5,6.28672904,28.84826742,MISSION VIEJO,11525.93439,7216.746164301,6,21.792378,MISSION VIEJO,6.286758685,LAGUNA NIGUEL,6.28672904,0.054544202901713724
L04-266-1,54.28026556,54.2802175,MISSION VIEJO,11525.93439,7216.746164301,6,100.0000001,MISSION VIEJO,54.28052152,MISSION VIEJO,54.28026556,0.4709402615296337
L04-266-5,577.853087,577.85257612,MISSION VIEJO,11525.93439,7216.746164301,6,100,MISSION VIEJO,577.8558118,MISSION VIEJO,577.853087,5.013503178547938
L04-301-1 (L04P08),191.8362487,191.83607914,MISSION VIEJO,11525.93439,7216.746164301,6,100,MISSION VIEJO,191.8371533,MISSION VIEJO,191.8362487,1.6643878249596733
L04-702-1 (L04P02),84.36634137,84.3662671,LAGUNA HILLS,3498.38696,1941.488538748,1,99.99999962,LAGUNA HILLS,102.5903767,MISSION VIEJO,84.36634137,2.4115783169395306
L04-702-4,211.3722128,374.77459069,LAGUNA HILLS,3498.38696,1941.488538748,1,56.399775,LAGUNA HILLS,257.0308796,MISSION VIEJO,211.3722128,6.0419906435965
L04-702-4,163.402709,374.77459069,MISSION VIEJO,11525.93439,7216.746164301,6,43.60022493,MISSION VIEJO,163.4034795,MISSION VIEJO,163.402709,1.4176959842992822
L05-489-3d,1930.332115,1930.33211516,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,3280.7175,ORANGE CO,1930.332115,2.0370498780535096
LC01-11446-1,70.20432721,178.33264473,LAGUNA BEACH,5632.041056,4364.184515828,9,39.36702966,LAGUNA BEACH,70.28585872,LAGUNA BEACH,70.20432721,1.246516609377501
LC01-11446-1,99.4413331,178.33264473,ORANGE CO,94761.16102,11899.378947256,16,55.76166121,ORANGE CO,103.0376227,LAGUNA BEACH,99.4413331,0.10493891382252293
LC02-11508-3,45.43179461,319.65476129,LAGUNA BEACH,5632.041056,4364.184515828,9,14.21275699,LAGUNA BEACH,45.48455664,LAGUNA BEACH,45.43179461,0.8066666091079006
LC02-11508-3,274.2232488,319.65476129,ORANGE CO,94761.16102,11899.378947256,16,85.78724286,ORANGE CO,284.0413333,LAGUNA BEACH,274.2232488,0.2893835890656967
LC05-11017-1,63.88320951,63.88315303,LAGUNA BEACH,5632.041056,4364.184515828,9,100,LAGUNA BEACH,63.95740001,LAGUNA BEACH,63.88320951,1.1342816729282024
LC06-11019-1,54.50518693,60.81426308,LAGUNA BEACH,5632.041056,4364.184515828,9,89.62558449,LAGUNA BEACH,54.568486300000004,LAGUNA BEACH,54.50518693,0.9677697017484242
LC06-11019-1,5.918152147,60.81426308,ORANGE CO,94761.16102,11899.378947256,16,9.731511351,ORANGE CO,6.130041249,LAGUNA BEACH,5.918152147,0.006245335201993708
LC06-11509-2,32.87206771,51.8633,LAGUNA BEACH,5632.041056,4364.184515828,9,63.38208068,LAGUNA BEACH,32.91024355,LAGUNA BEACH,32.87206771,0.5836617202031988
LC06-11509-2,18.99127863,51.8633,ORANGE CO,94761.16102,11899.378947256,16,36.61792026,ORANGE CO,19.67122819,LAGUNA BEACH,18.99127863,0.02004120509455531
M00.1-071-2 (M00S04),416.8599777,416.85960898,SAN CLEMENTE,11739.01617,5818.315998863,10,100.0000001,SAN CLEMENTE,416.8617567,SAN CLEMENTE,416.8599777,3.5510640045399984
M00.2-066-1 (M00S07),136.3220009,136.33710933,SAN CLEMENTE,11739.01617,5818.315998863,10,99.98882995,SAN CLEMENTE,136.3225827,SAN CLEMENTE,136.3220009,1.1612727925904203
M01-042-1 (M01S01),195.6517995,195.65162657,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,195.6526345,SAN CLEMENTE,195.6517995,1.6666797001268632
M01-047-1,719.3819547,719.38131871,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,719.3850246,SAN CLEMENTE,719.3819547,6.128128152156724
M01-050-4 (M01@CGV),105.0883895,105.0882966,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,105.088838,SAN CLEMENTE,105.0883895,0.8952061056748676
M02-052-2,185.3125762,3106.39477221,ORANGE CO,94761.16102,11899.378947256,16,5.965513916,ORANGE CO,314.9500582,SAN CLEMENTE,185.3125762,0.19555751977425487
M02-052-2,2921.084943,3106.39477221,SAN CLEMENTE,11739.01617,5818.315998863,10,94.0344861,SAN CLEMENTE,2921.097408,SAN CLEMENTE,2921.084943,24.88355838937395
M02-061-4 (SCBS@M02),90.38171919,90.38163929,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,90.38210489,SAN CLEMENTE,90.38171919,0.7699258428570679
M02-061-5,3.750495173,3.75049186,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,3.750511178,SAN CLEMENTE,3.750495173,0.03194897356547384
M02-061-6,40.96336831,40.9633321,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,40.96354312,SAN CLEMENTE,40.96336831,0.348950608098532
SC01-077-1,48.74954587,48.74950277,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,48.74975391,SAN CLEMENTE,48.74954587,0.41527795144011626
SC02-072-1,4.794917985,4.79491375,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,4.794938447,SAN CLEMENTE,4.794917985,0.040845995231302244
SC03-067-1,174.6357665,174.71237258,SAN CLEMENTE,11739.01617,5818.315998863,10,99.95606465,SAN CLEMENTE,174.6365117,SAN CLEMENTE,174.6357665,1.4876524912393911
SC05-073-1,124.4366079,124.43649592,SAN CLEMENTE,11739.01617,5818.315998863,10,100.0000016,SAN CLEMENTE,124.4371389,SAN CLEMENTE,124.4366079,1.0600258667162223
SC05-073-3,30.16698731,30.16696063,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,30.16711605,SAN CLEMENTE,30.16698731,0.25698054141107807
SC06-146-1 (M00P02),26.41301593,26.41299244,SAN CLEMENTE,11739.01617,5818.315998863,10,100.0000005,SAN CLEMENTE,26.41312865,SAN CLEMENTE,26.41301593,0.22500195542366308
SC06-146-2 (M00P02),325.8017498,325.80676057,SAN CLEMENTE,11739.01617,5818.315998863,10,99.99837363,SAN CLEMENTE,325.8031401,SAN CLEMENTE,325.8017498,2.7753752536146306
SC07-079-4,1.066901477,1.06690053,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,1.06690603,SAN CLEMENTE,1.066901477,0.009088508453771045
SC07-079-5,29.94608202,29.94605554,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,29.94620981,SAN CLEMENTE,29.94608202,0.2550987372905203
SC10-075-1 (M00P05),74.77024345,83.2555747,DANA POINT,4071.560352,1406.472962507,14,89.808013,DANA POINT,74.77636039,DANA POINT,74.77024345,1.8364026806890372
SC10-075-1 (M00P05),8.485404217,83.2555747,SAN CLEMENTE,11739.01617,5818.315998863,10,10.19198624,SAN CLEMENTE,8.485440428,DANA POINT,8.485404217,0.07228377654581593
SC11-026-1 (M00P01),204.7901206,305.38811884,DANA POINT,4071.560352,1406.472962507,14,67.05890861,DANA POINT,204.8068744,DANA POINT,204.7901206,5.029769987307313
SC11-026-1 (M00P01),95.73129226,305.38811884,SAN CLEMENTE,11739.01617,5818.315998863,10,31.34739098,SAN CLEMENTE,95.73170078,DANA POINT,95.73129226,0.8154967236917946
SC11-026-1 (M00P01),4.866975708,305.38811884,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,1.593700313,SAN JUAN CAPISTRANO,4.866979191,DANA POINT,4.866975708,0.05278538387979667
SC12-068-2,81.31482824,81.31475636,SAN CLEMENTE,11739.01617,5818.315998863,10,100,SAN CLEMENTE,81.31517525,SAN CLEMENTE,81.31482824,0.6926886125926514
SC12-068-4,16.12955987,16.13226718,SAN CLEMENTE,11739.01617,5818.315998863,10,99.98312968,SAN CLEMENTE,16.1296287,SAN CLEMENTE,16.12955987,0.13740129186652275
SM01-086-1 (M03P01),0.393879298,219.4891214,ORANGE CO,94761.16102,11899.378947256,16,0.179452607,ORANGE CO,0.66942196,SAN CLEMENTE,0.393879298,4.1565478278265185e-4
SM01-086-1 (M03P01),219.095436,219.4891214,SAN CLEMENTE,11739.01617,5818.315998863,10,99.82054733,SAN CLEMENTE,219.096371,SAN CLEMENTE,219.095436,1.8663866956748556
I01-11216-1 (I02P13),197.8417541,231.31390007,ALISO VIEJO,4298.475849,NA,NA,85.52948144,ALISO VIEJO,203.5235098,ALISO VIEJO,197.8417541,4.6026024351404935
I01-11216-1 (I02P13),29.5633434,231.31390007,LAGUNA WOODS,756.0075789,NA,NA,12.7806056,LAGUNA WOODS,68.62496037,ALISO VIEJO,29.5633434,3.9104559564091956
I01-11216-3,1.341911705,4.87418855,ALISO VIEJO,4298.475849,NA,NA,27.53095221,ALISO VIEJO,1.380449649,ALISO VIEJO,1.341911705,0.03121831440118904
I01-11216-3,3.532279107,4.87418855,LAGUNA WOODS,756.0075789,NA,NA,72.46900588,LAGUNA WOODS,8.199428271,ALISO VIEJO,3.532279107,0.4672280021503895
I01-11217-1,35.66446691,35.66443538,ALISO VIEJO,4298.475849,NA,NA,100,ALISO VIEJO,36.68870361,ALISO VIEJO,35.66446691,0.8297002975670318
I01-11487-1,27.31992357,5606.22157779,IRVINE,NA,NA,NA,0.487313943,IRVINE,12281.72099,LAGUNA BEACH,27.31992357,NA
I01-11487-1,5.779558064,5606.22157779,NEWPORT BEACH,NA,NA,NA,0.103091768,NEWPORT BEACH,891.2760213,LAGUNA BEACH,5.779558064,NA
I01-11502-1,24.50975105,25.92502892,LAGUNA BEACH,5632.041056,NA,NA,94.54079859,LAGUNA BEACH,24.53821534,ALISO VIEJO,24.50975105,0.43518416869296345
I01-11502-1,1.415300148,25.92502892,LAGUNA WOODS,756.0075789,NA,NA,5.45919891,LAGUNA WOODS,3.28531571,ALISO VIEJO,1.415300148,0.18720713753416052
I01-11503-3,90.98044807,90.98036764,ALISO VIEJO,4298.475849,NA,NA,100,ALISO VIEJO,93.59328718,ALISO VIEJO,90.98044807,2.116574601464045
J03-9234-5,131.499808,131.49969178,LAGUNA NIGUEL,9463.773977,NA,NA,100,LAGUNA NIGUEL,131.5020101,LAGUNA NIGUEL,131.499808,1.389507064724777
J03-9234-6,230.414195,232.09078171,LAGUNA NIGUEL,9463.773977,NA,NA,99.27752823,LAGUNA NIGUEL,230.4180534,LAGUNA NIGUEL,230.414195,2.4346967241607866
J03-9234-6,1.676791419,232.09078171,SAN JUAN CAPISTRANO,9220.309393,NA,NA,0.722471579,SAN JUAN CAPISTRANO,1.676792619,LAGUNA NIGUEL,1.676791419,0.01818584764924493
K01-12032-2 (K01P11),126.8473621,126.84724993,LAGUNA NIGUEL,9463.773977,NA,NA,100,LAGUNA NIGUEL,126.8494862,LAGUNA NIGUEL,126.8473621,1.3403464876515403
L01-728-7 (L01S03),10.13607894,185.67562068,DANA POINT,4071.560352,NA,NA,5.459020382,DANA POINT,10.13690817,DANA POINT,10.13607894,0.24894826709423662
L01-728-7 (L01S03),175.5397057,185.67562068,SAN JUAN CAPISTRANO,9220.309393,NA,NA,94.5409795,SAN JUAN CAPISTRANO,175.5398313,DANA POINT,175.5397057,1.90383747679084
L03-074-1 (L03B01),303.1098344,303.10956645,MISSION VIEJO,11525.93439,NA,NA,100,MISSION VIEJO,303.1112637,MISSION VIEJO,303.1098344,2.62980704334896
L03-141-1,94.22892806,161.39127863,MISSION VIEJO,11525.93439,NA,NA,58.38533876,MISSION VIEJO,94.22937239,MISSION VIEJO,94.22892806,0.8175382999035099
L03-141-1,67.16249325,161.39127863,RANCHO SANTA MARGARITA,8280.210526,NA,NA,41.61466124,RANCHO SANTA MARGARITA,67.16248997,MISSION VIEJO,67.16249325,0.8111205993991172
L03-172-2,46.50857036,46.50852925,MISSION VIEJO,11525.93439,NA,NA,100,MISSION VIEJO,46.50878967,MISSION VIEJO,46.50857036,0.40351236425873843
L05-049-1,478.2739839,478.27356101,ORANGE CO,94761.16102,NA,NA,100,ORANGE CO,812.8558897,ORANGE CO,478.2739839,0.5047152005651946
L05-489-3,1832.47412,1832.47249969,ORANGE CO,94761.16102,NA,NA,100,ORANGE CO,3114.401851,ORANGE CO,1832.47412,1.933781836646391
L05-489-7,92.32964159,92.32955997,ORANGE CO,94761.16102,NA,NA,100,ORANGE CO,156.9198733,ORANGE CO,92.32964159,0.09743405483446238
M00.1-070-4,137.0918657,137.0917445,SAN CLEMENTE,11739.01617,NA,NA,100,SAN CLEMENTE,137.0924508,SAN CLEMENTE,137.0918657,1.16783096398103
M00.1-071-3 (M00S04),101.01269,101.01259909,SAN CLEMENTE,11739.01617,NA,NA,100.0000016,SAN CLEMENTE,101.013121,SAN CLEMENTE,101.01269,0.860486846062501
M01-060-3,2.704844705,4545.77136968,DANA POINT,4071.560352,NA,NA,0.059502384,DANA POINT,2.705065989,DANA POINT,2.704844705,0.0664326319925811
M01-060-3,631.310269,4545.77136968,ORANGE CO,94761.16102,NA,NA,13.88784564,ORANGE CO,1072.950417,DANA POINT,631.310269,0.6662120453196616
M01-060-3,3125.260011,4545.77136968,SAN CLEMENTE,11739.01617,NA,NA,68.75086744,SAN CLEMENTE,3125.273348,DANA POINT,3125.260011,26.62284441678216
M01-060-3,786.5002582,4545.77136968,SAN JUAN CAPISTRANO,9220.309393,NA,NA,17.30178443,SAN JUAN CAPISTRANO,786.500821,DANA POINT,786.5002582,8.530085322268102
M02-013-1,43.17866403,43.17862585,SAN CLEMENTE,11739.01617,NA,NA,100,SAN CLEMENTE,43.17884829,SAN CLEMENTE,43.17866403,0.3678218293995245
M02-015-1,65.8880401,65.88798185,SAN CLEMENTE,11739.01617,NA,NA,100,SAN CLEMENTE,65.88832127,SAN CLEMENTE,65.8880401,0.5612739529943078
M02-028-2 (M02P08),0.258165364,221.16825465,ORANGE CO,94761.16102,NA,NA,0.116727935,ORANGE CO,0.438767827,SAN CLEMENTE,0.258165364,2.724379494944267e-4
M02-028-2 (M02P08),220.9102848,221.16825465,SAN CLEMENTE,11739.01617,NA,NA,99.88327205,SAN CLEMENTE,220.9112275,SAN CLEMENTE,220.9102848,1.8818466692681963
M02-032-1,130.8757208,130.87560514,SAN CLEMENTE,11739.01617,NA,NA,100,SAN CLEMENTE,130.8762793,SAN CLEMENTE,130.8757208,1.114878103111089
M02-052-3,178.5047643,178.5046065,SAN CLEMENTE,11739.01617,NA,NA,100,SAN CLEMENTE,178.5055261,SAN CLEMENTE,178.5047643,1.520610941453367
M02-052-4,118.7184602,118.71835525,SAN CLEMENTE,11739.01617,NA,NA,100,SAN CLEMENTE,118.7189668,SAN CLEMENTE,118.7184602,1.0113152455091983
M02-085-1 (M02P06),0.258165364,372.59706323,ORANGE CO,94761.16102,NA,NA,0.069288022,ORANGE CO,0.438767827,SAN CLEMENTE,0.258165364,2.724379494944267e-4
M02-085-1 (M02P06),372.3392272,372.59706323,SAN CLEMENTE,11739.01617,NA,NA,99.93071197,SAN CLEMENTE,372.3408162,SAN CLEMENTE,372.3392272,3.1718094754102375
M02-085-2,199.8683222,199.86814555,SAN CLEMENTE,11739.01617,NA,NA,100,SAN CLEMENTE,199.8691752,SAN CLEMENTE,199.8683222,1.702598576452936
M02-086-1,50.74837632,50.74833146,SAN CLEMENTE,11739.01617,NA,NA,100,SAN CLEMENTE,50.74859289,SAN CLEMENTE,50.74837632,0.4323051913812978
M02-102-1,185.3125762,4825.00118255,ORANGE CO,94761.16102,NA,NA,3.840670819,ORANGE CO,314.9500582,SAN CLEMENTE,185.3125762,0.19555751977425487
M02-102-1,4639.692872,4825.00118255,SAN CLEMENTE,11739.01617,NA,NA,96.15932919,SAN CLEMENTE,4639.712672,SAN CLEMENTE,4639.692872,39.52369436083671
L01-728-4,NA,79.2189438,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
L02-366-1 (MVL02P14),NA,198.82243813,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
L03-241-3,NA,722.06959077,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
L03-316-4,NA,44.10840687,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
L03-241-4,NA,209.49721786,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
L01-724-2,NA,16.19787546,SAN JUAN CAPISTRANO,9220.309393,NA,NA,100,NA,NA,SAN JUAN CAPISTRANO,NA,NA
I01-11216-4 (I02P14),NA,66.5562155,ALISO VIEJO,4298.475849,NA,NA,100,NA,NA,ALISO VIEJO,NA,NA
DP01-12022-1,NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
DP01-12022-2,NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
I00-11518-2,NA,NA,LAGUNA BEACH,5632.041056,NA,NA,100,NA,NA,LAGUNA BEACH,NA,NA
I01-11015-3,NA,NA,LAGUNA BEACH,5632.041056,NA,NA,100,NA,NA,LAGUNA BEACH,NA,NA
I01-11059-3,NA,NA,LAGUNA BEACH,5632.041056,NA,NA,100,NA,NA,LAGUNA BEACH,NA,NA
I01-11065-1,NA,NA,LAGUNA BEACH,5632.041056,NA,NA,100,NA,NA,LAGUNA BEACH,NA,NA
I01-11077-2,NA,NA,LAGUNA BEACH,5632.041056,NA,NA,100,NA,NA,LAGUNA BEACH,NA,NA
I01-11195-2,NA,NA,ALISO VIEJO,4298.475849,NA,NA,100,NA,NA,ALISO VIEJO,NA,NA
I01-11216-2 (I02P12),NA,NA,ALISO VIEJO,4298.475849,NA,NA,100,NA,NA,ALISO VIEJO,NA,NA
I01-11503-5,NA,NA,ALISO VIEJO,4298.475849,NA,NA,100,NA,NA,ALISO VIEJO,NA,NA
J03-9216-5,NA,NA,LAGUNA NIGUEL,9463.773977,NA,NA,100,NA,NA,LAGUNA NIGUEL,NA,NA
J03-9234-8,NA,NA,LAGUNA NIGUEL,9463.773977,NA,NA,100,NA,NA,LAGUNA NIGUEL,NA,NA
J05-9271-6,NA,NA,LAGUNA HILLS,3498.38696,NA,NA,100,NA,NA,LAGUNA HILLS,NA,NA
J07-9022-6,NA,NA,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
J07-9109-1,NA,NA,MISSION VIEJO,11525.93439,NA,NA,100,NA,NA,MISSION VIEJO,NA,NA
K01-12156-6,NA,NA,LAGUNA NIGUEL,9463.773977,NA,NA,100,NA,NA,LAGUNA NIGUEL,NA,NA
K01-12159-2,NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
K01-12159-3,NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
L01-303-1,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L01-303-2,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L01-303-3,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L01-303-4,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L01-303-5,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L01-335-2,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L01-399-1,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L01-399-2,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L01-404-2,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L01-517-2,NA,NA,SAN JUAN CAPISTRANO,9220.309393,NA,NA,100,NA,NA,SAN JUAN CAPISTRANO,NA,NA
L01-517-8,NA,NA,SAN JUAN CAPISTRANO,9220.309393,NA,NA,100,NA,NA,SAN JUAN CAPISTRANO,NA,NA
L01-613-1,NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
L01-728-8d,NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
L01-728-9,NA,NA,DANA POINT,4071.560352,NA,NA,100,NA,NA,DANA POINT,NA,NA
L01-733-5,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L01-733-7,NA,NA,ORANGE CO,94761.16102,NA,NA,100,NA,NA,ORANGE CO,NA,NA
L01-748-2,NA,NA,SAN JUAN CAPISTRANO,9220.309393,NA,NA,100,NA,NA,SAN JUAN CAPISTRANO,NA,NA
L01-749-2d,NA,NA,SAN JUAN CAPISTRANO,9220.309393,NA,NA,100,NA,NA,SAN JUAN CAPISTRANO,NA,NA
L01-749-5,NA,NA,SAN JUAN CAPISTRANO,9220.309393,NA,NA,100,NA,NA,SAN JUAN CAPISTRANO,NA,NA
