FACILITYID,AREA,area_acres,JURISDICTI3,acres_juris_soc,AcresJO,sumNA,PERCENTAGE,JURISDICTI2,Acres,JURISDICTI,AcresOb,PERCENT_o
K01-12126-1 (K01S01),240.5448387,885.25252888,DANA POINT,4071.560352,1406.472962507,14,27.17243026,DANA POINT,240.5645176,DANA POINT,240.5448387,5.907927622436972
K01-12126-1 (K01S01),644.7084728,885.25252888,LAGUNA NIGUEL,9463.773977,7019.695595841,3,72.82756974,LAGUNA NIGUEL,644.7192687,DANA POINT,644.7084728,6.812382400159259
K01-12138-1 (K01TBN1),90.83226167,90.83218137,LAGUNA NIGUEL,9463.773977,7019.695595841,3,100,LAGUNA NIGUEL,90.8337827,LAGUNA NIGUEL,90.83226167,0.95978900056945
K01-12155-1,63.75814281,63.75808645,LAGUNA NIGUEL,9463.773977,7019.695595841,3,100,LAGUNA NIGUEL,63.75921047,LAGUNA NIGUEL,63.75814281,0.6737073704946113
K01-12155-5,147.0456802,147.04555016,LAGUNA NIGUEL,9463.773977,7019.695595841,3,100,LAGUNA NIGUEL,147.0481425,LAGUNA NIGUEL,147.0456802,1.5537742190099644
K01-12156-1,88.38792673,88.38784859,LAGUNA NIGUEL,9463.773977,7019.695595841,3,100,LAGUNA NIGUEL,88.38940682,LAGUNA NIGUEL,88.38792673,0.9339606688072957
K01-12156-3,130.1208546,130.12073959,LAGUNA NIGUEL,9463.773977,7019.695595841,3,100,LAGUNA NIGUEL,130.1230336,LAGUNA NIGUEL,130.1208546,1.374936203212749
K01-12177-1 (K01P07),512.4315018,512.43104875,LAGUNA NIGUEL,9463.773977,7019.695595841,3,100,LAGUNA NIGUEL,512.4400826,LAGUNA NIGUEL,512.4315018,5.414663357825034
L01-125-1,61.93976207,362.07575558,ORANGE CO,94761.16102,11899.378947256,16,17.10683645,ORANGE CO,105.2704143,RANCHO SANTA MARGARITA,61.93976207,0.06536408102569277
L01-125-1,300.136314,362.07575558,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,82.89316367,RANCHO SANTA MARGARITA,300.1362993,RANCHO SANTA MARGARITA,300.136314,3.6247425480012487
L01-125-2,58.83250935,113.27048633,ORANGE CO,94761.16102,11899.378947256,16,51.93979406,ORANGE CO,99.98944818,RANCHO SANTA MARGARITA,58.83250935,0.0620850448820303
L01-125-2,54.43807633,113.27048633,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,48.06020524,RANCHO SANTA MARGARITA,54.43807367,RANCHO SANTA MARGARITA,54.43807633,0.6574479738052978
L01-125-3,0.737449138,69.26665813,ORANGE CO,94761.16102,11899.378947256,16,1.064651459,ORANGE CO,1.253339917,RANCHO SANTA MARGARITA,0.737449138,7.782187660663594e-4
L01-125-3,68.52927134,69.26665813,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,98.93535016,RANCHO SANTA MARGARITA,68.52926799,RANCHO SANTA MARGARITA,68.52927134,0.8276271614691068
L01-218-1,1.057408482,66.55096754,ORANGE CO,94761.16102,11899.378947256,16,1.588868781,ORANGE CO,1.797130392,RANCHO SANTA MARGARITA,1.057408482,0.0011158669550036715
L01-218-1,65.49361704,66.55096754,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,98.41112993,RANCHO SANTA MARGARITA,65.49361383,RANCHO SANTA MARGARITA,65.49361704,0.7909656020743548
L01-218-2,32.56315165,32.56312287,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,100,RANCHO SANTA MARGARITA,32.56315006,RANCHO SANTA MARGARITA,32.56315165,0.3932647792921588
L01-218-3,58.59511613,58.59506433,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,100,RANCHO SANTA MARGARITA,58.59511326,RANCHO SANTA MARGARITA,58.59511613,0.7076524919989697
L01-218-4,37.33154721,37.33151421,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,100,RANCHO SANTA MARGARITA,37.33154539,RANCHO SANTA MARGARITA,37.33154721,0.4508526334297698
L01-223-1 (L08TBN1),5.865652846,136.87916674,ORANGE CO,94761.16102,11899.378947256,16,4.285274231,ORANGE CO,9.96903579,RANCHO SANTA MARGARITA,5.865652846,0.006189933494759539
L01-223-1 (L08TBN1),131.0136351,136.87916674,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,95.71472594,RANCHO SANTA MARGARITA,131.0136287,RANCHO SANTA MARGARITA,131.0136351,1.5822500489403617
L01-242-1 (L07P16),196.2994763,196.96941954,ORANGE CO,94761.16102,11899.378947256,16,99.65978637,ORANGE CO,333.6229668,ORANGE CO,196.2994763,0.2071518269584832
L01-242-1 (L07P16),0.670117436,196.96941954,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,0.340213646,RANCHO SANTA MARGARITA,0.670117404,ORANGE CO,0.670117436,0.008092999977425935
L01-261-1,149.4162581,149.63865359,ORANGE CO,94761.16102,11899.378947256,16,99.85129002,ORANGE CO,253.9420698,ORANGE CO,149.4162581,0.1576766857768497
L01-261-1,0.222527803,149.63865359,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,0.148709977,RANCHO SANTA MARGARITA,0.222527793,ORANGE CO,0.222527803,0.002687465521574107
L01-335-1,353.1050416,442.4725473,ORANGE CO,94761.16102,11899.378947256,16,79.80262992,ORANGE CO,600.1236162,ORANGE CO,353.1050416,0.37262633530363215
L01-335-1,89.36789689,442.4725473,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,20.19737008,RANCHO SANTA MARGARITA,89.36789252,ORANGE CO,89.36789689,1.0792949842203081
L01-340-1,167.4151527,169.47171779,ORANGE CO,94761.16102,11899.378947256,16,98.78639742,ORANGE CO,284.5322921,ORANGE CO,167.4151527,0.17667064322340445
L01-340-1,2.05671495,169.47171779,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,1.213602575,RANCHO SANTA MARGARITA,2.056714849,ORANGE CO,2.05671495,0.024838920985666733
L01-372-1,117.6150177,117.6149137,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,199.8939166,ORANGE CO,117.6150177,0.12411732447555864
L01-391-1,29.958566,29.95853952,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,50.91641536,ORANGE CO,29.958566,0.03161481526558865
L01-391-3,85.50840504,85.50832944,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,145.3267646,ORANGE CO,85.50840504,0.09023570851137298
L01-404-1,237.7906519,237.79044171,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,404.1397577,ORANGE CO,237.7906519,0.2509368282748379
L01-414-1,41.37490663,41.37487005,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,70.31918456,ORANGE CO,41.37490663,0.04366230445537443
L01-414-2,6.920376761,6.92037064,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,11.7616036,ORANGE CO,6.920376761,0.007302967467377702
L01-414-3,86.84835409,86.8482772,ORANGE CO,94761.16102,11899.378947256,16,100.0000001,ORANGE CO,147.6040899,ORANGE CO,86.84835409,0.09164973619484258
L01-458-1,600.4558269,600.45529611,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,1020.511405,ORANGE CO,600.4558269,0.6336518257445893
L01-471-1,319.3317933,319.331511,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,542.723915,ORANGE CO,319.3317933,0.33698594430750256
L01-494-1,298.7002,298.6999359,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,507.6592601,ORANGE CO,298.7002,0.31521374029699495
L01-514-1,267.4073357,267.40709935,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,454.4751233,ORANGE CO,267.4073357,0.2821908604977537
L01-517-1,149.4555745,163.63320429,ORANGE CO,94761.16102,11899.378947256,16,91.33564488,ORANGE CO,254.0088905,SAN JUAN CAPISTRANO,149.4555745,0.15771817577082703
L01-517-1,14.17777462,163.63320429,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,8.664355227,SAN JUAN CAPISTRANO,14.17778477,SAN JUAN CAPISTRANO,14.17777462,0.15376679909205299
L01-517-3,524.5055299,603.8362612,ORANGE CO,94761.16102,11899.378947256,16,86.86213464,ORANGE CO,891.42923,ORANGE CO,524.5055299,0.5535026420679876
L01-517-3,79.33126506,603.8362612,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,13.13786535,SAN JUAN CAPISTRANO,79.33132183,ORANGE CO,79.33126506,0.860396996224745
L01-517-6,13.85398371,13.85397146,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,23.5456927,ORANGE CO,13.85398371,0.014619896549258216
L01-517-7,141.9091273,141.90900182,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,241.1832418,ORANGE CO,141.9091273,0.1497545257703724
L01-556-1,96.73688615,96.73680063,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,96.73695538,SAN JUAN CAPISTRANO,96.73688615,1.0491718013653861
L01-601-1,10.80020974,10.8002002,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,10.80021747,SAN JUAN CAPISTRANO,10.80020974,0.11713500360627216
L01-602-2,62.42345082,62.42339564,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,62.42349549,SAN JUAN CAPISTRANO,62.42345082,0.6770212165265461
L01-618-1,92.6229529,92.62287102,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,92.62301918,SAN JUAN CAPISTRANO,92.6229529,1.0045536321190995
L01-618-2,399.4924467,399.49209345,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,399.4927326,SAN JUAN CAPISTRANO,399.4924467,4.332744484727293
L01-618-3,6.92800869,6.92800257,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,6.928013648,SAN JUAN CAPISTRANO,6.92800869,0.07513857067811304
L01-618-4,108.679546,108.67944992,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,108.6796238,SAN JUAN CAPISTRANO,108.679546,1.1786973882081313
L01-618-5 (L01S09),393.0063004,393.00595298,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,393.0065817,SAN JUAN CAPISTRANO,393.0063004,4.262398186967217
L01-724-1 (L01S01),102.8778384,283.40904032,DANA POINT,4071.560352,1406.472962507,14,36.30009378,DANA POINT,102.8862548,SAN JUAN CAPISTRANO,102.8778384,2.5267423175850787
L01-724-1 (L01S01),73.0604096,283.40904032,LAGUNA NIGUEL,9463.773977,7019.695595841,3,25.77911591,LAGUNA NIGUEL,73.06163303,SAN JUAN CAPISTRANO,73.0604096,0.7720007871865936
L01-724-1 (L01S01),107.4710295,283.40904032,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,37.92078556,SAN JUAN CAPISTRANO,107.4711064,SAN JUAN CAPISTRANO,107.4710295,1.1655902738100234
L01-724-4 (L01P03),101.4507964,349.72191376,LAGUNA NIGUEL,9463.773977,7019.695595841,3,29.00896475,LAGUNA NIGUEL,101.4524952,SAN JUAN CAPISTRANO,101.4507964,1.0719909060228816
L01-724-4 (L01P03),248.2714269,349.72191376,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,70.99103534,SAN JUAN CAPISTRANO,248.2716046,SAN JUAN CAPISTRANO,248.2714269,2.692658308065954
L01-726-2,2.514899575,2.51489735,DANA POINT,4071.560352,1406.472962507,14,100,DANA POINT,2.515105319,DANA POINT,2.514899575,0.06176746400835372
L01-726-3,11.88574213,11.88573163,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,11.88575064,DANA POINT,11.88574213,0.1289082787072588
L01-726-5,64.58883753,68.90709888,DANA POINT,4071.560352,1406.472962507,14,93.73312978,DANA POINT,64.59412153,DANA POINT,64.58883753,1.586341155382191
L01-726-5,4.318321595,68.90709888,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,6.26686923,SAN JUAN CAPISTRANO,4.318324685,DANA POINT,4.318321595,0.04683488819017768
L01-726-6,5.635701739,6.21310567,DANA POINT,4071.560352,1406.472962507,14,90.70659762,DANA POINT,5.636162795,DANA POINT,5.635701739,0.13841626432558404
L01-726-6,0.57740947,6.21310567,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,9.293403178,SAN JUAN CAPISTRANO,0.577409883,DANA POINT,0.57740947,0.006262365452057016
L01-726-7,5.744173127,5.74416805,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,5.744177238,DANA POINT,5.744173127,0.06229913641901148
L01-726-8,32.32892981,32.32890123,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,32.32895295,SAN JUAN CAPISTRANO,32.32892981,0.3506273860456778
L01-726-9,89.27248691,89.27240799,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,89.2725508,SAN JUAN CAPISTRANO,89.27248691,0.9682157409790945
L01-727-1 (L01S04),425.1100906,458.4026999,DANA POINT,4071.560352,1406.472962507,14,92.73717517,DANA POINT,425.1448688,DANA POINT,425.1100906,10.440962526594522
L01-727-1 (L01S04),33.29301445,458.4026999,LAGUNA NIGUEL,9463.773977,7019.695595841,3,7.26282481,LAGUNA NIGUEL,33.29357196,DANA POINT,33.29301445,0.3517942686597617
L01-727-2,0.727237887,0.72723724,DANA POINT,4071.560352,1406.472962507,14,100,DANA POINT,0.727297383,DANA POINT,0.727237887,0.017861405066555675
L01-727-3,4.740223007,4.74021882,DANA POINT,4071.560352,1406.472962507,14,100,DANA POINT,4.740610804,DANA POINT,4.740223007,0.11642276172258001
L01-728-2,95.97307889,95.97299313,DANA POINT,4071.560352,1406.472962507,14,100.000001,DANA POINT,95.98093044,DANA POINT,95.97307889,2.3571572221165003
L01-728-3 (L01S02),88.46485258,1014.01862168,DANA POINT,4071.560352,1406.472962507,14,8.724176507,DANA POINT,88.47208988,DANA POINT,88.46485258,2.172750614799188
L01-728-3 (L01S02),2.063255511,1014.01862168,SAN CLEMENTE,11739.01617,5818.315998863,10,0.203472958,SAN CLEMENTE,2.063264316,DANA POINT,2.063255511,0.017576051358314124
L01-728-3 (L01S02),923.4914094,1014.01862168,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,91.07235047,SAN JUAN CAPISTRANO,923.4920703,DANA POINT,923.4914094,10.015839708167588
L01-728-5 (L01-DP),24.72374684,24.72372499,DANA POINT,4071.560352,1406.472962507,14,100,DANA POINT,24.72576949,DANA POINT,24.72374684,0.607230268068
L01-728-6,4.465908189,4.46590424,DANA POINT,4071.560352,1406.472962507,14,100,DANA POINT,4.466273545,DANA POINT,4.465908189,0.10968542285775752
L01-730-1,4.17692253,32.58238943,ORANGE CO,94761.16102,11899.378947256,16,12.81955962,ORANGE CO,7.098935326,RANCHO SANTA MARGARITA,4.17692253,0.004407842290069062
L01-730-1,28.40549569,32.58238943,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,87.18044032,RANCHO SANTA MARGARITA,28.4054943,RANCHO SANTA MARGARITA,28.40549569,0.34305281974179597
L01-731-1 (L08TBN2),64.13815558,1093.30467632,ORANGE CO,94761.16102,11899.378947256,16,5.866443295,ORANGE CO,109.0067185,RANCHO SANTA MARGARITA,64.13815558,0.0676840119829929
L01-731-1 (L08TBN2),1029.167486,1093.30467632,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,94.13355663,RANCHO SANTA MARGARITA,1029.167436,RANCHO SANTA MARGARITA,1029.167486,12.429242985651111
L01-733-2,119.3651353,120.42916661,ORANGE CO,94761.16102,11899.378947256,16,99.1163795,ORANGE CO,202.8683486,ORANGE CO,119.3651353,0.12596419673964016
L01-733-2,1.064137748,120.42916661,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,0.883620502,RANCHO SANTA MARGARITA,1.064137696,ORANGE CO,1.064137748,0.01285157840683627
L01-733-4,50.68736133,50.68731652,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,86.14627093,ORANGE CO,50.68736133,0.053489595087698516
L01-747-1,132.6156442,132.61552692,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,132.6157391,SAN JUAN CAPISTRANO,132.6156442,1.4382992863632207
L01-747-2,43.18016829,240.61672041,ORANGE CO,94761.16102,11899.378947256,16,17.94560662,ORANGE CO,73.38733717,SAN JUAN CAPISTRANO,43.18016829,0.045567369400303696
L01-747-2,197.4367648,240.61672041,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,82.05439338,SAN JUAN CAPISTRANO,197.4369061,SAN JUAN CAPISTRANO,197.4367648,2.141324725500998
L01-748-1,99.91803219,99.91794386,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,99.9181037,SAN JUAN CAPISTRANO,99.91803219,1.0836733121543312
L01-749-3,41.93015449,41.93011742,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,41.9301845,SAN JUAN CAPISTRANO,41.93015449,0.45475864965912216
L01-760-1,33.51047967,33.51045004,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,56.95310989,ORANGE CO,33.51047967,0.03536309529061952
L01-760-2,32.57434275,32.57431395,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,55.36208794,ORANGE CO,32.57434275,0.0343752043552157
L01-766-2 (L01S06),245.4064419,245.40622496,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,99.99999998,SAN JUAN CAPISTRANO,245.4066175,SAN JUAN CAPISTRANO,245.4064419,2.6615857607371725
L01-766-3,369.9805227,369.98019559,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,369.9807874,SAN JUAN CAPISTRANO,369.9805227,4.012669281801832
L01-766-4,25.87305495,25.87303207,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,25.87307346,SAN JUAN CAPISTRANO,25.87305495,0.28060940091275743
L01-766-5,63.97588547,63.97582891,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,63.97593125,SAN JUAN CAPISTRANO,63.97588547,0.6938583375365917
L01-766-7,56.73315973,56.73310957,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,56.73320033,SAN JUAN CAPISTRANO,56.73315973,0.6153064643695303
L02-166-1 (L02PXX),4.221244787,77.28378749,MISSION VIEJO,11525.93439,7216.746164301,6,5.462000754,MISSION VIEJO,4.221264692,RANCHO SANTA MARGARITA,4.221244787,0.03662388353227473
L02-166-1 (L02PXX),73.06261114,77.28378749,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,94.53799939,RANCHO SANTA MARGARITA,73.06260757,RANCHO SANTA MARGARITA,73.06261114,0.8823762501035713
L02-166-2 (L02P25),121.8369617,363.95293383,MISSION VIEJO,11525.93439,7216.746164301,6,33.47599172,MISSION VIEJO,121.8375362,RANCHO SANTA MARGARITA,121.8369617,1.0570679788504331
L02-166-2 (L02P25),242.1162936,363.95293383,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,66.5240082,RANCHO SANTA MARGARITA,242.1162818,RANCHO SANTA MARGARITA,242.1162936,2.9240354800128663
L02-166-3 (L02P26),2.777891884,494.68519995,ORANGE CO,94761.16102,11899.378947256,16,0.561546905,ORANGE CO,4.721197169,RANCHO SANTA MARGARITA,2.777891884,0.002931466704395598
L02-166-3 (L02P26),491.907746,494.68519995,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,99.43845321,RANCHO SANTA MARGARITA,491.9077219,RANCHO SANTA MARGARITA,491.907746,5.940763757822356
L02-204-1 (L02P45),53.98213107,53.98208335,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,100,RANCHO SANTA MARGARITA,53.98212843,RANCHO SANTA MARGARITA,53.98213107,0.6519415285456233
L02-246-1 (L11P01),228.0303044,228.03010278,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,100,RANCHO SANTA MARGARITA,228.0302932,RANCHO SANTA MARGARITA,228.0303044,2.753919162851971
L02-344-1,177.2110581,178.3182714,ORANGE CO,94761.16102,11899.378947256,16,99.37899245,ORANGE CO,301.1810326,ORANGE CO,177.2110581,0.18700811196540573
L02-344-1,1.107371188,178.3182714,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,0.621007707,RANCHO SANTA MARGARITA,1.107371133,ORANGE CO,1.107371188,0.013373708126415817
L02-359-1 (L02P43),91.64722036,92.45754976,MISSION VIEJO,11525.93439,7216.746164301,6,99.12347837,MISSION VIEJO,91.64765252,ORANGE CO,91.64722036,0.795139181423017
L02-359-1 (L02P43),0.810411137,92.45754976,ORANGE CO,94761.16102,11899.378947256,16,0.876521628,ORANGE CO,1.377343297,ORANGE CO,0.810411137,8.552144446910661e-4
L02-374-1 (L02P50),456.4823754,456.48197184000003,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,775.8197182,ORANGE CO,456.4823754,0.4817188503037191
L02-374-2 (MVL02P20),84.33772952,84.33765496,MISSION VIEJO,11525.93439,7216.746164301,6,100,MISSION VIEJO,84.33812721,ORANGE CO,84.33772952,0.7317214090093392
L02-396-1,192.3363859,193.73528575,MISSION VIEJO,11525.93439,7216.746164301,6,99.27784457,MISSION VIEJO,192.3372929,MISSION VIEJO,192.3363859,1.6687270584055443
L02-396-1,1.399069546,193.73528575,ORANGE CO,94761.16102,11899.378947256,16,0.722154616,ORANGE CO,2.377804269,MISSION VIEJO,1.399069546,0.0014764166362469077
L02-401-1,193.8611867,199.48492042,MISSION VIEJO,11525.93439,7216.746164301,6,97.18078684,MISSION VIEJO,193.8621008,ORANGE CO,193.8611867,1.6819563615440638
L02-401-1,5.623908238,199.48492042,ORANGE CO,94761.16102,11899.378947256,16,2.819212227,ORANGE CO,9.558176043,ORANGE CO,5.623908238,0.0059348241172488755
L02-401-2 (COL02P55),116.8632216,116.86311828,ORANGE CO,94761.16102,11899.378947256,16,100,ORANGE CO,198.6161932,ORANGE CO,116.8632216,0.12332396558051373
L02-502-1,7.718047791,371.7262534,MISSION VIEJO,11525.93439,7216.746164301,6,2.076270077,MISSION VIEJO,7.718084185,SAN JUAN CAPISTRANO,7.718047791,0.06696244772741587
L02-502-1,93.68779714,371.7262534,ORANGE CO,94761.16102,11899.378947256,16,25.20341608,ORANGE CO,159.2281417,SAN JUAN CAPISTRANO,93.68779714,0.09886729555817339
L02-502-1,270.3207373,371.7262534,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,72.7203139,SAN JUAN CAPISTRANO,270.3209308,SAN JUAN CAPISTRANO,270.3207373,2.9317968169834496
L02-502-6,39.57529455,39.57525956,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,39.57532287,SAN JUAN CAPISTRANO,39.57529455,0.42921872643498615
L02-541-2,7.068086166,7.06807992,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,7.068091224,SAN JUAN CAPISTRANO,7.068086166,0.07665779817937612
L02-541-6,17.62494277,17.62492719,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,17.62495538,SAN JUAN CAPISTRANO,17.62494277,0.19115348540669086
L02-541-7,24.77556055,24.77553865,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,24.77557829,SAN JUAN CAPISTRANO,24.77556055,0.2687063903604954
L02-541-9 (L02P02),222.3653511,222.36515452,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,222.3655102,SAN JUAN CAPISTRANO,222.3653511,2.4116907754615955
L02-571-1,36.03368386,36.03365204,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,99.9999999,SAN JUAN CAPISTRANO,36.03370964,SAN JUAN CAPISTRANO,36.03368386,0.3908077519324519
L02-571-3,7.431149107,7.43114254,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,100,SAN JUAN CAPISTRANO,7.431154425,SAN JUAN CAPISTRANO,7.431149107,0.08059544197770285
L02-571-5 (L02TBN2),56.98864128,220.78861654,LAGUNA NIGUEL,9463.773977,7019.695595841,3,25.81138094,LAGUNA NIGUEL,56.98959558,SAN JUAN CAPISTRANO,56.98864128,0.6021766941867023
L02-571-5 (L02TBN2),163.8001776,220.78861654,SAN JUAN CAPISTRANO,9220.309393,4839.989555273,11,74.1886223,SAN JUAN CAPISTRANO,163.8002948,SAN JUAN CAPISTRANO,163.8001776,1.7765149803363005
L02-622-1 (L02P28),256.9321789,256.93195174,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,100,RANCHO SANTA MARGARITA,256.9321663,RANCHO SANTA MARGARITA,256.9321789,3.1029667433361583
L02-622-2 (L02P32),46.42212422,571.54189287,ORANGE CO,94761.16102,11899.378947256,16,8.122253812,ORANGE CO,78.89723956,RANCHO SANTA MARGARITA,46.42212422,0.04898855577571733
L02-622-2 (L02P32),525.1202741,571.54189287,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,91.87774622,RANCHO SANTA MARGARITA,525.1202484,RANCHO SANTA MARGARITA,525.1202741,6.341871048460826
L02-640-1 (L11P02),508.8460138,508.84556392,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,100,RANCHO SANTA MARGARITA,508.8459889,RANCHO SANTA MARGARITA,508.8460138,6.145327008319594
L02-641-1,5.44587874,926.34500026,ORANGE CO,94761.16102,11899.378947256,16,0.587888306,ORANGE CO,9.255604021,RANCHO SANTA MARGARITA,5.44587874,0.005746952318208311
L02-641-1,920.8999402,926.34500026,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,99.41211166,RANCHO SANTA MARGARITA,920.8998951,RANCHO SANTA MARGARITA,920.8999402,11.121697175553189
L02-641-2,5.44587874,926.34500026,ORANGE CO,94761.16102,11899.378947256,16,0.587888306,ORANGE CO,9.255604021,RANCHO SANTA MARGARITA,5.44587874,0.005746952318208311
L02-641-2,920.8999402,926.34500026,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,99.41211166,RANCHO SANTA MARGARITA,920.8998951,RANCHO SANTA MARGARITA,920.8999402,11.121697175553189
L03-142-1 (L03P24),255.1710996,255.6287671,ORANGE CO,94761.16102,11899.378947256,16,99.82087577,ORANGE CO,433.6788916,RANCHO SANTA MARGARITA,255.1710996,0.26927814819211043
L03-142-1 (L03P24),0.457892119,255.6287671,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,0.179123703,RANCHO SANTA MARGARITA,0.457892096,RANCHO SANTA MARGARITA,0.457892119,0.005529957451712261
L03-214-2 (L03P18),1416.440869,1483.91003393,MISSION VIEJO,11525.93439,7216.746164301,6,95.45320027,MISSION VIEJO,1416.447548,MISSION VIEJO,1416.440869,12.28916303938808
L03-214-2 (L03P18),67.47047709,1483.91003393,RANCHO SANTA MARGARITA,8280.210526,6199.934753959,1,4.546799732,RANCHO SANTA MARGARITA,67.47047379,MISSION VIEJO,67.47047709,0.8148401164214553
L03-240-1 (L03P14),340.1506391,343.94004359,MISSION VIEJO,11525.93439,7216.746164301,6,98.89814948,MISSION VIEJO,340.1522431,MISSION VIEJO,340.1506391,2.9511762568691835
