FacilityID,ObsRecordDate,FlowConnectivity,FlowCondition,PersistentFlow,SampleDry,FloatDischargeCFS,AvgDischarge,VolumeDischargeCFS,date,rain_gage,wet_within_72,GlobalID,QInscfsV,QInscfsF,QInscfsFadj,QInscfs
L05-489-3,2023-08-16T00:00:00Z,Direct Connection,Flowing,Yes,Yes,1.1151,0.807645,0.309,2023-08-16,SULPHURCREEK,FALSE,{C7C5C7FF-5ABD-4100-A07F-AD4029A16E9D},0.309,1.1151,0.769419,0.309
L05-489-3,2023-06-27T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.59083,0.807645,0.38,2023-06-27,SULPHURCREEK,FALSE,{C7C5C7FF-5ABD-4100-A07F-AD4029A16E9D},0.38,0.59083,0.40767269999999994,0.38
I01-11059-1,2023-07-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-07-07,LAGUNABEACH,FALSE,{C71E52F8-AC08-4469-BA89-8E02697C744D},0,0,0,0
L02-502-6,2023-06-29T00:00:00Z,Unsafe to Access,Other - See Comments,Unknown,NA,NA,NA,NA,2023-06-29,SULPHURCREEK,FALSE,{C5BC5588-D77D-4EF7-9CE0-E8B1DCFE0385},NA,NA,NA,NA
J01-9046-3,2023-07-27T00:00:00Z,Partial - Significant Distance,Flowing,Yes,NA,0.024,0.004993,NA,2023-07-27,ELTORO,FALSE,{C52723D5-88DF-4B27-A94D-AEE8BFE85FDF},NA,0.024,0.01656,0.01656
M02-061-4 (SCBS@M02),2023-05-24T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.015339,0.016817,NA,2023-05-24,PALISADES,FALSE,{C461CAC3-1849-40E8-B3F7-D3281D347977},NA,0.015339,0.010583909999999998,0.010583909999999998
K01-12058-2 (K01P09),2023-02-22T00:00:00Z,Undetermined,Flowing,Yes,NA,0.243478,0.12576,NA,2023-02-22,SULPHURCREEK,FALSE,{C0A795C3-4CA5-4BFE-8231-8B5C12D45F49},NA,0.243478,0.16799982,0.16799982
K01-12058-2 (K01P09),2023-08-08T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.105,0.12576,0.045,2023-08-08,SULPHURCREEK,FALSE,{C0A795C3-4CA5-4BFE-8231-8B5C12D45F49},0.045,0.105,0.07244999999999999,0.045
K01-12058-2 (K01P09),2023-08-01T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.106729,0.12576,0.051,2023-08-01,SULPHURCREEK,FALSE,{C0A795C3-4CA5-4BFE-8231-8B5C12D45F49},0.051,0.106729,0.07364301,0.051
K01-12058-2 (K01P09),2023-07-11T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.142657,0.12576,0.066,2023-07-11,SULPHURCREEK,FALSE,{C0A795C3-4CA5-4BFE-8231-8B5C12D45F49},0.066,0.142657,0.09843333,0.066
K01-12058-2 (K01P09),2023-08-31T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.12576,NA,2023-08-31,SULPHURCREEK,FALSE,{C0A795C3-4CA5-4BFE-8231-8B5C12D45F49},NA,NA,NA,NA
K01-12058-2 (K01P09),2023-07-25T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.049315,0.12576,0.045,2023-07-25,SULPHURCREEK,FALSE,{C0A795C3-4CA5-4BFE-8231-8B5C12D45F49},0.045,0.049315,0.03402735,0.045
M02-102-1,2023-09-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.044,NA,2023-09-07,PALISADES,FALSE,{C05A5DC6-D4EB-49A6-9228-7A922FA90F1E},NA,NA,NA,NA
M02-102-1,2023-09-14T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.044,NA,2023-09-14,PALISADES,FALSE,{C05A5DC6-D4EB-49A6-9228-7A922FA90F1E},NA,NA,NA,NA
M02-102-1,2023-06-15T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.044,NA,2023-06-15,PALISADES,FALSE,{C05A5DC6-D4EB-49A6-9228-7A922FA90F1E},NA,NA,NA,NA
J01-9005-1 (J03P05),2023-06-29T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.04,0.034405,NA,2023-06-29,SULPHURCREEK,FALSE,{BEADF14B-536C-491F-AF1C-E6C6959F66BD},NA,0.04,0.0276,0.0276
J01-9005-1 (J03P05),2023-08-28T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.034405,NA,2023-08-28,SULPHURCREEK,FALSE,{BEADF14B-536C-491F-AF1C-E6C6959F66BD},NA,NA,NA,NA
J03-9216-2,2023-07-19T00:00:00Z,Partial - Significant Distance,Flowing,Yes,NA,0.397275,1.560945,NA,2023-07-19,SULPHURCREEK,FALSE,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},NA,0.397275,0.27411975,0.27411975
J03-9216-2,2023-06-27T00:00:00Z,Partial - Significant Distance,Flowing,Yes,NA,NA,1.560945,NA,2023-06-27,SULPHURCREEK,FALSE,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},NA,NA,NA,NA
J03-9216-2,2022-12-08T00:00:00Z,Undetermined,Flowing,Yes,NA,0.252,1.560945,NA,2022-12-08,SULPHURCREEK,FALSE,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},NA,0.252,0.17387999999999998,0.17387999999999998
J03-9216-2,2023-09-01T00:00:00Z,Partial - Significant Distance,Flowing,Yes,NA,4.473214,1.560945,NA,2023-09-01,SULPHURCREEK,FALSE,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},NA,4.473214,3.0865176599999993,3.0865176599999993
I01-11216-4 (I02P14),2023-09-26T00:00:00Z,Partial - Significant Distance,Pooled or Ponded,Yes,NA,NA,NA,NA,2023-09-26,ELTORO,FALSE,{BD8B9607-5DAE-4D8D-9B8E-9B2DC1C2A8C1},NA,NA,NA,NA
M01-168-1d (M00P03),2023-05-25T00:00:00Z,Direct Connection,Flowing,Unknown,NA,NA,0,NA,2023-05-25,PALISADES,FALSE,{BCEA4CB4-4C65-4F42-B982-CE82FDFD0ABA},NA,NA,NA,NA
SC11-035-3d,2023-05-25T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-05-25,PALISADES,FALSE,{BBC10ACC-C12B-4BF8-854C-F341793E1E96},0,0,0,0
DP04-12015-1,2023-08-14T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,NA,0.010065,0.008,2023-08-14,LAGUNABEACH,FALSE,{B9E368D1-0601-4D99-B7EE-076F034D1D23},0.008,NA,NA,0.008
DP04-12015-1,2023-07-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,NA,NA,0.010065,NA,2023-07-06,LAGUNABEACH,FALSE,{B9E368D1-0601-4D99-B7EE-076F034D1D23},NA,NA,NA,NA
I01-11077-2,2023-07-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-07-07,LAGUNABEACH,FALSE,{B9DC0E18-53B8-47A3-A9E6-B022A6119F8C},0,0,0,0
L02-198-1 (L02P29),2023-06-12T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.009971,NA,2023-06-12,TRABUCO,FALSE,{B9C33AB1-61DE-417E-AE9D-511CF2D50E19},NA,NA,NA,NA
L02-198-1 (L02P29),2023-08-11T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.016457,0.009971,NA,2023-08-11,TRABUCO,FALSE,{B9C33AB1-61DE-417E-AE9D-511CF2D50E19},NA,0.016457,0.011355329999999999,0.011355329999999999
L01-727-2,2023-09-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-09-06,DANAPOINT,FALSE,{B9983359-9D26-40FE-905C-4936B6ED0548},0,0,0,0
L04-136-1u (L04P07),2023-09-28T00:00:00Z,Partial - Significant Distance,Flowing,Yes,NA,NA,0.228296,NA,2023-09-28,ELTORO,FALSE,{B8BEA8A0-3AAC-49CA-83D6-198977198F41},NA,NA,NA,NA
L04-136-1u (L04P07),2023-05-18T00:00:00Z,Undetermined,Flowing,Yes,NA,NA,0.228296,NA,2023-05-18,ELTORO,FALSE,{B8BEA8A0-3AAC-49CA-83D6-198977198F41},NA,NA,NA,NA
L03-662-1,2023-07-13T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.01776,0.022101,0.008,2023-07-13,ELTORO,FALSE,{B513414F-444B-44D6-A7C7-D5437FDBC543},0.008,0.01776,0.0122544,0.008
L03-662-1,2023-09-25T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.018,0.022101,0.004,2023-09-25,ELTORO,FALSE,{B513414F-444B-44D6-A7C7-D5437FDBC543},0.004,0.018,0.012419999999999999,0.004
M01-124-2,2023-05-23T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.006641,0.017809,NA,2023-05-23,PALISADES,FALSE,{B4FCF9CC-A9DE-46B1-8099-5EE10514BE7E},NA,0.006641,0.00458229,0.00458229
M01-124-2,2023-08-01T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.017809,NA,2023-08-01,PALISADES,FALSE,{B4FCF9CC-A9DE-46B1-8099-5EE10514BE7E},NA,NA,NA,NA
M01-008-1,2023-05-23T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Other - See Comments,Unknown,NA,NA,0,NA,2023-05-23,PALISADES,FALSE,{B4C2DE98-2903-4237-914D-570020690CEC},NA,NA,NA,NA
L03-240-1 (L03P14),2023-07-13T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.007523,0.025068,0.004,2023-07-13,ELTORO,FALSE,{B36B0F25-9FB6-4A77-9FE1-F916D2BDB697},0.004,0.007523,0.005190869999999999,0.004
L03-240-1 (L03P14),2023-09-26T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.123664,0.025068,0.024,2023-09-26,ELTORO,FALSE,{B36B0F25-9FB6-4A77-9FE1-F916D2BDB697},0.024,0.123664,0.08532815999999999,0.024
J03-9221-1 (J03P02),2023-08-08T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.36824,0.242793,0.187,2023-08-08,SULPHURCREEK,FALSE,{B349E3D1-F18C-44B9-A54D-9A854691EE96},0.187,0.36824,0.25408559999999997,0.187
J03-9221-1 (J03P02),2023-05-23T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.384,0.242793,NA,2023-05-23,SULPHURCREEK,FALSE,{B349E3D1-F18C-44B9-A54D-9A854691EE96},NA,0.384,0.26496,0.26496
J03-9216-1 (J03P01),2023-09-01T00:00:00Z,Undetermined,Pooled or Ponded,Unknown,NA,NA,0.012897,NA,2023-09-01,SULPHURCREEK,FALSE,{B312B909-A14D-4AAA-BB21-74D113055A73},NA,NA,NA,NA
L05-049-1,2023-06-27T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.213953,0.996847,0.128,2023-06-27,SULPHURCREEK,FALSE,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},0.128,0.213953,0.14762756999999999,0.128
L05-049-1,2023-08-16T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.220708,0.996847,0.116,2023-08-16,SULPHURCREEK,FALSE,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},0.116,0.220708,0.15228851999999998,0.116
L05-049-1,2022-12-08T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.14,0.996847,NA,2022-12-08,SULPHURCREEK,FALSE,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},NA,0.14,0.0966,0.0966
L01-726-3,2023-08-08T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-08-08,DANAPOINT,FALSE,{B22F4F14-A3E0-4A9A-9F0F-891910B4EB75},0,0,0,0
L01-726-3,2023-06-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-06-06,DANAPOINT,FALSE,{B22F4F14-A3E0-4A9A-9F0F-891910B4EB75},0,0,0,0
L03-172-3,2023-07-17T00:00:00Z,Undetermined,Pooled or Ponded,Yes,NA,NA,NA,NA,2023-07-17,TRABUCO,FALSE,{B1EF7D05-C4F9-490F-9BA9-7AFF1949A39B},NA,NA,NA,NA
I01-11023-3,2023-07-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-07-07,LAGUNABEACH,FALSE,{B1E7A48B-1DC2-43B1-BE7B-17B6936EF467},0,0,0,0
L02-374-2 (MVL02P20),2023-08-17T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Other - See Comments,Unknown,NA,NA,0.008624,NA,2023-08-17,SULPHURCREEK,FALSE,{B1A00FFE-8CDF-4358-8FDF-A6FA58C9C0BA},NA,NA,NA,NA
L02-374-2 (MVL02P20),2023-06-01T00:00:00Z,Unsafe to Access,Dry,Unknown,NA,0,0.008624,0,2023-06-01,SULPHURCREEK,FALSE,{B1A00FFE-8CDF-4358-8FDF-A6FA58C9C0BA},0,0,0,0
L03-455-5,2023-06-29T00:00:00Z,Direct Connection,Flowing,Unknown,NA,NA,0.006815,NA,2023-06-29,SULPHURCREEK,FALSE,{B01BBCF8-264F-4698-9E95-E51471EACBB1},NA,NA,NA,NA
L03-455-5,2023-08-31T00:00:00Z,Direct Connection,Other - See Comments,Unknown,NA,NA,0.006815,NA,2023-08-31,SULPHURCREEK,FALSE,{B01BBCF8-264F-4698-9E95-E51471EACBB1},NA,NA,NA,NA
J01-9082-4,2023-05-30T00:00:00Z,Undetermined,Flowing,Yes,NA,0.0462,0.023004,0.023,2023-05-30,SULPHURCREEK,FALSE,{AFB6CBDA-AC92-4821-99CD-EDC47B411745},0.023,0.0462,0.031878,0.023
L02-166-3 (L02P26),2023-06-22T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.09,0.166774,0.04,2023-06-22,TRABUCO,FALSE,{AED9AC9A-14FC-4E0A-BDF2-5D947063BA3D},0.04,0.09,0.062099999999999995,0.04
L02-166-3 (L02P26),2022-11-21T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.122222,0.166774,NA,2022-11-21,TRABUCO,FALSE,{AED9AC9A-14FC-4E0A-BDF2-5D947063BA3D},NA,0.122222,0.08433318,0.08433318
L02-166-3 (L02P26),2023-09-13T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.04033,0.166774,0.042,2023-09-13,TRABUCO,FALSE,{AED9AC9A-14FC-4E0A-BDF2-5D947063BA3D},0.042,0.04033,0.027827699999999997,0.042
L02-344-1,2023-08-17T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-08-17,ELTORO,FALSE,{AE100243-D2E2-4C52-A74B-B024BF8A3C36},0,0,0,0
L02-344-1,2023-06-01T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-06-01,ELTORO,FALSE,{AE100243-D2E2-4C52-A74B-B024BF8A3C36},0,0,0,0
L03-316-3 (L03P12),2023-05-18T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.725373,0.2691,NA,2023-05-18,ELTORO,FALSE,{ADF910F2-1925-4DDA-B329-3228C543E1CB},NA,0.725373,0.50050737,0.50050737
L03-316-3 (L03P12),2023-08-02T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.223834,0.2691,0.088,2023-08-02,ELTORO,FALSE,{ADF910F2-1925-4DDA-B329-3228C543E1CB},0.088,0.223834,0.15444545999999998,0.088
L05-489-3d,2023-06-27T00:00:00Z,Direct Connection,Flowing,Yes,NA,1.207154,1.889189,NA,2023-06-27,SULPHURCREEK,FALSE,{AB8E0D12-8F63-49AB-B36D-666D80A86575},NA,1.207154,0.83293626,0.83293626
L05-489-3d,2023-08-16T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.837126,1.889189,NA,2023-08-16,SULPHURCREEK,FALSE,{AB8E0D12-8F63-49AB-B36D-666D80A86575},NA,0.837126,0.57761694,0.57761694
M01-038-6,2023-08-01T00:00:00Z,Direct Connection,Flowing,Unknown,NA,NA,0.013791,0.001,2023-08-01,PALISADES,FALSE,{AB60FC8E-0055-439B-B787-2F2FED23807A},0.001,NA,NA,0.001
M01-038-6,2023-05-23T00:00:00Z,Unsafe to Access,Other - See Comments,Unknown,NA,NA,0.013791,NA,2023-05-23,PALISADES,FALSE,{AB60FC8E-0055-439B-B787-2F2FED23807A},NA,NA,NA,NA
J03-9368-1 (J03TBN1),2023-09-01T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.005115,NA,2023-09-01,SULPHURCREEK,FALSE,{AAC8234A-5800-4230-971C-633C406E3E23},NA,NA,NA,NA
L01-749-5,2023-08-09T00:00:00Z,Direct Connection,Pooled or Ponded,Unknown,NA,NA,0.008383,NA,2023-08-09,PALISADES,FALSE,{AAAA11DA-67C2-4E13-B18E-11AAEBB0B8F5},NA,NA,NA,NA
L01-618-3,2023-05-19T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Other - See Comments,Unknown,NA,NA,0,NA,2023-05-19,PALISADES,FALSE,{A981599B-D002-446E-B808-453E58ACEA12},NA,NA,NA,NA
L01-748-1,2023-08-09T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-08-09,PALISADES,FALSE,{A91AE436-24A4-4432-8197-13B5F01E53A6},0,0,0,0
L02-622-1 (L02P28),2023-06-12T00:00:00Z,Unsafe to Access,Dry,Unknown,NA,0,0.014251,0,2023-06-12,TRABUCO,FALSE,{A8A6C5E9-EB4C-4FB5-8B4D-A18B9FBF9A32},0,0,0,0
L01-733-7,2023-08-15T00:00:00Z,Undetermined,Flowing,Yes,NA,0.016891,0.069986,NA,2023-08-15,TRABUCO,FALSE,{A7A8FD25-EE3B-48B7-BEA2-B78102735AA7},NA,0.016891,0.011654789999999998,0.011654789999999998
I01-11093-1,2023-07-07T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-07-07,LAGUNABEACH,FALSE,{A6CD0460-3E4D-434A-8EED-4ABA7D87A2EB},0,0,0,0
L01-728-2,2023-09-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,0.002166,NA,2023-09-06,DANAPOINT,FALSE,{A59E35B2-C9EC-4E24-9DB6-266C60FCB072},NA,NA,NA,NA
L01-728-2,2023-05-15T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.005202,0.002166,NA,2023-05-15,DANAPOINT,FALSE,{A59E35B2-C9EC-4E24-9DB6-266C60FCB072},NA,0.005202,0.0035893799999999997,0.0035893799999999997
L03-691-1 (L03P09),2023-09-25T00:00:00Z,Partial - Significant Distance,Pooled or Ponded,Yes,NA,NA,0.31644,0.097,2023-09-25,ELTORO,FALSE,{A46C6F40-FDBC-4070-86ED-866644B07428},0.097,NA,NA,0.097
L03-691-1 (L03P09),2023-06-26T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.10098,0.31644,NA,2023-06-26,ELTORO,FALSE,{A46C6F40-FDBC-4070-86ED-866644B07428},NA,0.10098,0.0696762,0.0696762
L03-662-3 (L03P16),2023-08-02T00:00:00Z,Partial - Significant Distance,Flowing,Yes,Yes,0.114074,0.16059,0.046,2023-08-02,ELTORO,FALSE,{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},0.046,0.114074,0.07871105999999999,0.046
L03-662-3 (L03P16),2023-05-18T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.378135,0.16059,0.064,2023-05-18,ELTORO,FALSE,{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},0.064,0.378135,0.26091315,0.064
SC10-075-1 (M00P05),2023-05-25T00:00:00Z,Direct Connection,Pooled or Ponded,Yes,NA,NA,0.006323,NA,2023-05-25,PALISADES,FALSE,{A312578F-E3A9-4101-A4A6-AD6BB12708E1},NA,NA,NA,NA
SC10-075-1 (M00P05),2023-08-03T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.006323,NA,2023-08-03,PALISADES,FALSE,{A312578F-E3A9-4101-A4A6-AD6BB12708E1},NA,NA,NA,NA
J05-9271-6,2023-08-17T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-08-17,SULPHURCREEK,FALSE,{9F5547EB-7FE3-461F-9EBD-E58B4219028B},0,0,0,0
SC03-067-1,2023-05-24T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-05-24,PALISADES,FALSE,{9F0C26C8-D63A-4809-AD72-C714A780C1C6},0,0,0,0
SC03-067-1,2023-08-03T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-08-03,PALISADES,FALSE,{9F0C26C8-D63A-4809-AD72-C714A780C1C6},0,0,0,0
L04-266-5,2023-08-03T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.505135,0.458897,NA,2023-08-03,ELTORO,FALSE,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},NA,0.505135,0.34854314999999997,0.34854314999999997
L04-266-5,2023-05-18T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.282188,0.458897,NA,2023-05-18,ELTORO,FALSE,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},NA,0.282188,0.19470971999999998,0.19470971999999998
L01-733-5,2023-08-15T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-08-15,TRABUCO,FALSE,{9C18A820-40CA-4CA4-B141-8DA9C8401AC6},0,0,0,0
L05-489-7,2023-08-16T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.093782,0.093075,0.043,2023-08-16,SULPHURCREEK,FALSE,{9BFA7A22-DD6F-4A84-9ABE-48063EA402CA},0.043,0.093782,0.06470958,0.043
L01-728-7 (L01S03),2023-08-08T00:00:00Z,Direct Connection,Flowing,Yes,NA,NA,0.147308,NA,2023-08-08,DANAPOINT,FALSE,{9ABFED9B-C141-47FC-9A23-685026E584F9},NA,NA,NA,NA
L01-728-7 (L01S03),2023-06-06T00:00:00Z,Direct Connection,Flowing,Yes,NA,0.07475,0.147308,NA,2023-06-06,DANAPOINT,FALSE,{9ABFED9B-C141-47FC-9A23-685026E584F9},NA,0.07475,0.05157749999999999,0.05157749999999999
I01-11343-2 (I02P18),2023-05-18T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.004,0.007131,0.003,2023-05-18,ELTORO,FALSE,{9A50D575-FFD5-41A9-B523-61D9221779CD},0.003,0.004,0.00276,0.003
I01-11343-2 (I02P18),2023-08-03T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.006,0.007131,0.002,2023-08-03,ELTORO,FALSE,{9A50D575-FFD5-41A9-B523-61D9221779CD},0.002,0.006,0.00414,0.002
L01-602-2,2023-06-05T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,NA,NA,NA,NA,2023-06-05,PALISADES,FALSE,{99C5D60F-3F09-4BFF-AE19-4319471F81EF},NA,NA,NA,NA
L01-728-6,2023-05-15T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-05-15,DANAPOINT,FALSE,{997F43C3-4A2E-4C65-8310-72694AD8EF59},0,0,0,0
L01-728-6,2023-09-06T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-09-06,DANAPOINT,FALSE,{997F43C3-4A2E-4C65-8310-72694AD8EF59},0,0,0,0
SC12-068-2,2023-08-02T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Flowing,Unknown,NA,NA,0.008401,NA,2023-08-02,PALISADES,FALSE,{98B44F39-2446-4B60-A2A7-E75C37BDE055},NA,NA,NA,NA
SC12-068-2,2023-05-25T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0.008401,0,2023-05-25,PALISADES,FALSE,{98B44F39-2446-4B60-A2A7-E75C37BDE055},0,0,0,0
M01-047-1,2023-09-14T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.353571,0.325881,0.141,2023-09-14,PALISADES,FALSE,{986D4C77-948D-4582-A23D-BF24985A8B51},0.141,0.353571,0.24396399,0.141
M01-047-1,2023-06-15T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.36,0.325881,NA,2023-06-15,PALISADES,FALSE,{986D4C77-948D-4582-A23D-BF24985A8B51},NA,0.36,0.24839999999999998,0.24839999999999998
L04-672-1,2023-07-11T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.16,0.213365,NA,2023-07-11,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},NA,0.16,0.1104,0.1104
L04-672-1,2023-08-01T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.185965,0.213365,NA,2023-08-01,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},NA,0.185965,0.12831584999999998,0.12831584999999998
L04-672-1,2023-07-25T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.277778,0.213365,0.115,2023-07-25,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},0.115,0.277778,0.19166682000000002,0.115
L04-672-1,2023-08-08T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.121558,0.213365,0.109,2023-08-08,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},0.109,0.121558,0.08387502,0.109
L04-672-1,2023-05-18T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.384,0.213365,0.118,2023-05-18,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},0.118,0.384,0.26496,0.118
L04-702-4,2023-06-28T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-06-28,SULPHURCREEK,FALSE,{9429FA86-6A47-441F-8775-95A2DA9CACC7},0,0,0,0
L04-702-4,2023-09-26T00:00:00Z,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,NA,0,0,0,2023-09-26,SULPHURCREEK,FALSE,{9429FA86-6A47-441F-8775-95A2DA9CACC7},0,0,0,0
L02-641-2,2023-07-18T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.266197,0.339039,0.129,2023-07-18,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.129,0.266197,0.18367593,0.129
L02-641-2,2023-07-11T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.097166,0.339039,0.046,2023-07-11,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.046,0.097166,0.06704454,0.046
L02-641-2,2023-07-25T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.185238,0.339039,0.108,2023-07-25,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.108,0.185238,0.12781422,0.108
L02-641-2,2023-08-08T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.6,0.339039,0.052,2023-08-08,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.052,0.6,0.414,0.052
L02-641-2,2023-06-22T00:00:00Z,Direct Connection,Flowing,Yes,Yes,0.119397,0.339039,0.025,2023-06-22,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.025,0.119397,0.08238393,0.025
L02-641-2,2023-08-01T00:00:00Z,Undetermined,Flowing,Yes,Yes,0.125207,0.339039,0.062,2023-08-01,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.062,0.125207,0.08639283,0.062
