JURISDICTI3,Sample Type,Parameter,ResultJuris,Units
DANA POINT,Dissolved,Benzo[k]fluoranthene,1.25,ng/L
SAN JUAN CAPISTRANO,Dissolved,Benzo[k]fluoranthene,1.25,ng/L
SAN CLEMENTE,Total,Benzo[k]fluoranthene,1.1111111111111112,ng/L
SAN CLEMENTE,Dissolved,Benzo[k]fluoranthene,1.1111111111111112,ng/L
LAGUNA BEACH,Total,Benzo[k]fluoranthene,1.25,ng/L
LAGUNA BEACH,Dissolved,Benzo[k]fluoranthene,1.25,ng/L
LAKE FOREST,Total,BHC-alpha,1.25,ng/L
MISSION VIEJO,Total,BHC-alpha,1.25,ng/L
LAKE FOREST,Dissolved,BHC-alpha,1.25,ng/L
MISSION VIEJO,Dissolved,BHC-alpha,1.25,ng/L
LAGUNA WOODS,Total,BHC-alpha,1.25,ng/L
LAGUNA WOODS,Dissolved,BHC-alpha,1.25,ng/L
RANCHO SANTA MARGARITA,Total,BHC-alpha,1.1574074074074074,ng/L
RANCHO SANTA MARGARITA,Dissolved,BHC-alpha,1.1574074074074074,ng/L
LAGUNA NIGUEL,Total,BHC-alpha,1.25,ng/L
ALISO VIEJO,Total,BHC-alpha,1.2037037037037037,ng/L
LAGUNA NIGUEL,Dissolved,BHC-alpha,1.25,ng/L
ALISO VIEJO,Dissolved,BHC-alpha,1.2037037037037037,ng/L
ORANGE CO,Total,BHC-alpha,1.1764705882352942,ng/L
ORANGE CO,Dissolved,BHC-alpha,1.1764705882352942,ng/L
LAGUNA HILLS,Total,BHC-alpha,1.25,ng/L
LAGUNA HILLS,Dissolved,BHC-alpha,1.25,ng/L
DANA POINT,Total,BHC-alpha,1.25,ng/L
SAN JUAN CAPISTRANO,Total,BHC-alpha,1.25,ng/L
DANA POINT,Dissolved,BHC-alpha,1.25,ng/L
SAN JUAN CAPISTRANO,Dissolved,BHC-alpha,1.25,ng/L
SAN CLEMENTE,Total,BHC-alpha,1.1111111111111112,ng/L
SAN CLEMENTE,Dissolved,BHC-alpha,1.1111111111111112,ng/L
LAGUNA BEACH,Total,BHC-alpha,1.25,ng/L
LAGUNA BEACH,Dissolved,BHC-alpha,1.25,ng/L
LAKE FOREST,Total,BHC-beta,1.25,ng/L
MISSION VIEJO,Total,BHC-beta,1.25,ng/L
LAKE FOREST,Dissolved,BHC-beta,1.25,ng/L
MISSION VIEJO,Dissolved,BHC-beta,1.25,ng/L
LAGUNA WOODS,Total,BHC-beta,1.25,ng/L
LAGUNA WOODS,Dissolved,BHC-beta,1.25,ng/L
RANCHO SANTA MARGARITA,Total,BHC-beta,1.1574074074074074,ng/L
RANCHO SANTA MARGARITA,Dissolved,BHC-beta,1.1574074074074074,ng/L
LAGUNA NIGUEL,Total,BHC-beta,1.25,ng/L
ALISO VIEJO,Total,BHC-beta,1.2037037037037037,ng/L
LAGUNA NIGUEL,Dissolved,BHC-beta,1.25,ng/L
ALISO VIEJO,Dissolved,BHC-beta,1.2037037037037037,ng/L
ORANGE CO,Total,BHC-beta,1.1764705882352942,ng/L
ORANGE CO,Dissolved,BHC-beta,1.1764705882352942,ng/L
LAGUNA HILLS,Total,BHC-beta,1.25,ng/L
LAGUNA HILLS,Dissolved,BHC-beta,1.25,ng/L
DANA POINT,Total,BHC-beta,1.25,ng/L
SAN JUAN CAPISTRANO,Total,BHC-beta,1.25,ng/L
DANA POINT,Dissolved,BHC-beta,1.25,ng/L
SAN JUAN CAPISTRANO,Dissolved,BHC-beta,1.25,ng/L
SAN CLEMENTE,Total,BHC-beta,1.1111111111111112,ng/L
SAN CLEMENTE,Dissolved,BHC-beta,1.1111111111111112,ng/L
LAGUNA BEACH,Total,BHC-beta,1.25,ng/L
LAGUNA BEACH,Dissolved,BHC-beta,1.25,ng/L
LAKE FOREST,Total,BHC-delta,1.25,ng/L
MISSION VIEJO,Total,BHC-delta,1.25,ng/L
LAKE FOREST,Dissolved,BHC-delta,1.25,ng/L
MISSION VIEJO,Dissolved,BHC-delta,1.25,ng/L
LAGUNA WOODS,Total,BHC-delta,1.25,ng/L
LAGUNA WOODS,Dissolved,BHC-delta,1.25,ng/L
RANCHO SANTA MARGARITA,Total,BHC-delta,1.1574074074074074,ng/L
RANCHO SANTA MARGARITA,Dissolved,BHC-delta,1.1574074074074074,ng/L
LAGUNA NIGUEL,Total,BHC-delta,1.25,ng/L
ALISO VIEJO,Total,BHC-delta,1.2037037037037037,ng/L
LAGUNA NIGUEL,Dissolved,BHC-delta,1.25,ng/L
ALISO VIEJO,Dissolved,BHC-delta,1.2037037037037037,ng/L
ORANGE CO,Total,BHC-delta,1.1764705882352942,ng/L
ORANGE CO,Dissolved,BHC-delta,1.1764705882352942,ng/L
LAGUNA HILLS,Total,BHC-delta,1.25,ng/L
LAGUNA HILLS,Dissolved,BHC-delta,1.25,ng/L
DANA POINT,Total,BHC-delta,1.25,ng/L
SAN JUAN CAPISTRANO,Total,BHC-delta,1.25,ng/L
DANA POINT,Dissolved,BHC-delta,1.25,ng/L
SAN JUAN CAPISTRANO,Dissolved,BHC-delta,1.25,ng/L
SAN CLEMENTE,Total,BHC-delta,1.1111111111111112,ng/L
SAN CLEMENTE,Dissolved,BHC-delta,1.1111111111111112,ng/L
LAGUNA BEACH,Total,BHC-delta,1.25,ng/L
LAGUNA BEACH,Dissolved,BHC-delta,1.25,ng/L
LAKE FOREST,Total,BHC-gamma,1.25,ng/L
MISSION VIEJO,Total,BHC-gamma,1.25,ng/L
LAKE FOREST,Dissolved,BHC-gamma,1.25,ng/L
MISSION VIEJO,Dissolved,BHC-gamma,1.25,ng/L
LAGUNA WOODS,Total,BHC-gamma,1.25,ng/L
LAGUNA WOODS,Dissolved,BHC-gamma,1.25,ng/L
RANCHO SANTA MARGARITA,Total,BHC-gamma,1.1574074074074074,ng/L
RANCHO SANTA MARGARITA,Dissolved,BHC-gamma,1.1574074074074074,ng/L
LAGUNA NIGUEL,Total,BHC-gamma,1.25,ng/L
ALISO VIEJO,Total,BHC-gamma,1.2037037037037037,ng/L
LAGUNA NIGUEL,Dissolved,BHC-gamma,1.25,ng/L
ALISO VIEJO,Dissolved,BHC-gamma,1.2037037037037037,ng/L
ORANGE CO,Total,BHC-gamma,1.1764705882352942,ng/L
ORANGE CO,Dissolved,BHC-gamma,1.1764705882352942,ng/L
LAGUNA HILLS,Total,BHC-gamma,1.25,ng/L
LAGUNA HILLS,Dissolved,BHC-gamma,1.25,ng/L
DANA POINT,Total,BHC-gamma,1.25,ng/L
SAN JUAN CAPISTRANO,Total,BHC-gamma,1.25,ng/L
DANA POINT,Dissolved,BHC-gamma,1.25,ng/L
SAN JUAN CAPISTRANO,Dissolved,BHC-gamma,1.25,ng/L
SAN CLEMENTE,Total,BHC-gamma,1.1111111111111112,ng/L
SAN CLEMENTE,Dissolved,BHC-gamma,1.1111111111111112,ng/L
LAGUNA BEACH,Total,BHC-gamma,1.25,ng/L
LAGUNA BEACH,Dissolved,BHC-gamma,1.25,ng/L
LAKE FOREST,Total,Bolstar (Sulprofos),1,ng/L
MISSION VIEJO,Total,Bolstar (Sulprofos),1,ng/L
LAKE FOREST,Dissolved,Bolstar (Sulprofos),1,ng/L
MISSION VIEJO,Dissolved,Bolstar (Sulprofos),1,ng/L
LAGUNA WOODS,Total,Bolstar (Sulprofos),1,ng/L
LAGUNA WOODS,Dissolved,Bolstar (Sulprofos),1,ng/L
RANCHO SANTA MARGARITA,Total,Bolstar (Sulprofos),0.9259259259259259,ng/L
RANCHO SANTA MARGARITA,Dissolved,Bolstar (Sulprofos),0.9259259259259259,ng/L
LAGUNA NIGUEL,Total,Bolstar (Sulprofos),1,ng/L
ALISO VIEJO,Total,Bolstar (Sulprofos),0.9629629629629629,ng/L
LAGUNA NIGUEL,Dissolved,Bolstar (Sulprofos),1,ng/L
ALISO VIEJO,Dissolved,Bolstar (Sulprofos),0.9629629629629629,ng/L
ORANGE CO,Total,Bolstar (Sulprofos),0.9411764705882353,ng/L
ORANGE CO,Dissolved,Bolstar (Sulprofos),0.9411764705882353,ng/L
LAGUNA HILLS,Total,Bolstar (Sulprofos),1,ng/L
LAGUNA HILLS,Dissolved,Bolstar (Sulprofos),1,ng/L
DANA POINT,Total,Bolstar (Sulprofos),1,ng/L
SAN JUAN CAPISTRANO,Total,Bolstar (Sulprofos),1,ng/L
DANA POINT,Dissolved,Bolstar (Sulprofos),1,ng/L
SAN JUAN CAPISTRANO,Dissolved,Bolstar (Sulprofos),1,ng/L
SAN CLEMENTE,Total,Bolstar (Sulprofos),0.8888888888888888,ng/L
SAN CLEMENTE,Dissolved,Bolstar (Sulprofos),0.8888888888888888,ng/L
LAGUNA BEACH,Total,Bolstar (Sulprofos),1,ng/L
LAGUNA BEACH,Dissolved,Bolstar (Sulprofos),1,ng/L
LAKE FOREST,Total,Chlordane-alpha,0.5,ng/L
MISSION VIEJO,Total,Chlordane-alpha,0.5,ng/L
LAKE FOREST,Dissolved,Chlordane-alpha,0.5,ng/L
MISSION VIEJO,Dissolved,Chlordane-alpha,0.5,ng/L
LAGUNA WOODS,Total,Chlordane-alpha,0.5,ng/L
LAGUNA WOODS,Dissolved,Chlordane-alpha,0.5,ng/L
RANCHO SANTA MARGARITA,Total,Chlordane-alpha,0.46296296296296297,ng/L
RANCHO SANTA MARGARITA,Dissolved,Chlordane-alpha,0.46296296296296297,ng/L
LAGUNA NIGUEL,Total,Chlordane-alpha,0.5,ng/L
ALISO VIEJO,Total,Chlordane-alpha,0.48148148148148145,ng/L
LAGUNA NIGUEL,Dissolved,Chlordane-alpha,0.5,ng/L
ALISO VIEJO,Dissolved,Chlordane-alpha,0.48148148148148145,ng/L
ORANGE CO,Total,Chlordane-alpha,0.47058823529411764,ng/L
ORANGE CO,Dissolved,Chlordane-alpha,0.47058823529411764,ng/L
LAGUNA HILLS,Total,Chlordane-alpha,0.5,ng/L
LAGUNA HILLS,Dissolved,Chlordane-alpha,0.5,ng/L
DANA POINT,Total,Chlordane-alpha,0.5,ng/L
SAN JUAN CAPISTRANO,Total,Chlordane-alpha,0.5,ng/L
DANA POINT,Dissolved,Chlordane-alpha,0.5,ng/L
SAN JUAN CAPISTRANO,Dissolved,Chlordane-alpha,0.5,ng/L
SAN CLEMENTE,Total,Chlordane-alpha,0.4444444444444444,ng/L
SAN CLEMENTE,Dissolved,Chlordane-alpha,0.4444444444444444,ng/L
LAGUNA BEACH,Total,Chlordane-alpha,0.5,ng/L
LAGUNA BEACH,Dissolved,Chlordane-alpha,0.5,ng/L
LAKE FOREST,Total,Chlordane-gamma,0.5,ng/L
MISSION VIEJO,Total,Chlordane-gamma,0.5,ng/L
LAKE FOREST,Dissolved,Chlordane-gamma,0.5,ng/L
MISSION VIEJO,Dissolved,Chlordane-gamma,0.5,ng/L
LAGUNA WOODS,Total,Chlordane-gamma,0.5,ng/L
LAGUNA WOODS,Dissolved,Chlordane-gamma,0.5,ng/L
RANCHO SANTA MARGARITA,Total,Chlordane-gamma,0.46296296296296297,ng/L
RANCHO SANTA MARGARITA,Dissolved,Chlordane-gamma,0.46296296296296297,ng/L
LAGUNA NIGUEL,Total,Chlordane-gamma,0.5,ng/L
ALISO VIEJO,Total,Chlordane-gamma,0.48148148148148145,ng/L
LAGUNA NIGUEL,Dissolved,Chlordane-gamma,0.5,ng/L
ALISO VIEJO,Dissolved,Chlordane-gamma,0.48148148148148145,ng/L
ORANGE CO,Total,Chlordane-gamma,0.47058823529411764,ng/L
ORANGE CO,Dissolved,Chlordane-gamma,0.47058823529411764,ng/L
LAGUNA HILLS,Total,Chlordane-gamma,0.5,ng/L
LAGUNA HILLS,Dissolved,Chlordane-gamma,0.5,ng/L
DANA POINT,Total,Chlordane-gamma,0.5,ng/L
SAN JUAN CAPISTRANO,Total,Chlordane-gamma,0.5,ng/L
DANA POINT,Dissolved,Chlordane-gamma,0.5,ng/L
SAN JUAN CAPISTRANO,Dissolved,Chlordane-gamma,0.5,ng/L
SAN CLEMENTE,Total,Chlordane-gamma,0.4444444444444444,ng/L
SAN CLEMENTE,Dissolved,Chlordane-gamma,0.4444444444444444,ng/L
LAGUNA BEACH,Total,Chlordane-gamma,0.5,ng/L
LAGUNA BEACH,Dissolved,Chlordane-gamma,0.5,ng/L
LAKE FOREST,Total,Chlorpyrifos,0.25,ng/L
MISSION VIEJO,Total,Chlorpyrifos,0.25,ng/L
LAKE FOREST,Dissolved,Chlorpyrifos,0.25,ng/L
MISSION VIEJO,Dissolved,Chlorpyrifos,0.25,ng/L
LAGUNA WOODS,Total,Chlorpyrifos,0.25,ng/L
LAGUNA WOODS,Dissolved,Chlorpyrifos,0.25,ng/L
RANCHO SANTA MARGARITA,Total,Chlorpyrifos,0.23148148148148148,ng/L
RANCHO SANTA MARGARITA,Dissolved,Chlorpyrifos,0.23148148148148148,ng/L
LAGUNA NIGUEL,Total,Chlorpyrifos,0.25,ng/L
ALISO VIEJO,Total,Chlorpyrifos,0.24074074074074073,ng/L
LAGUNA NIGUEL,Dissolved,Chlorpyrifos,0.25,ng/L
ALISO VIEJO,Dissolved,Chlorpyrifos,0.24074074074074073,ng/L
ORANGE CO,Total,Chlorpyrifos,0.23529411764705882,ng/L
ORANGE CO,Dissolved,Chlorpyrifos,0.23529411764705882,ng/L
LAGUNA HILLS,Total,Chlorpyrifos,0.25,ng/L
LAGUNA HILLS,Dissolved,Chlorpyrifos,0.25,ng/L
DANA POINT,Total,Chlorpyrifos,0.25,ng/L
SAN JUAN CAPISTRANO,Total,Chlorpyrifos,0.25,ng/L
DANA POINT,Dissolved,Chlorpyrifos,0.25,ng/L
SAN JUAN CAPISTRANO,Dissolved,Chlorpyrifos,0.25,ng/L
SAN CLEMENTE,Total,Chlorpyrifos,0.2222222222222222,ng/L
SAN CLEMENTE,Dissolved,Chlorpyrifos,0.2222222222222222,ng/L
LAGUNA BEACH,Total,Chlorpyrifos,0.25,ng/L
LAGUNA BEACH,Dissolved,Chlorpyrifos,0.25,ng/L
LAKE FOREST,Total,Chrysene,1.7583333333333333,ng/L
MISSION VIEJO,Total,Chrysene,1.4678571428571427,ng/L
LAKE FOREST,Dissolved,Chrysene,1.7583333333333333,ng/L
MISSION VIEJO,Dissolved,Chrysene,1.4678571428571427,ng/L
LAGUNA WOODS,Total,Chrysene,1.25,ng/L
LAGUNA WOODS,Dissolved,Chrysene,1.25,ng/L
RANCHO SANTA MARGARITA,Total,Chrysene,1.0648148148148149,ng/L
RANCHO SANTA MARGARITA,Dissolved,Chrysene,1.0648148148148149,ng/L
LAGUNA NIGUEL,Total,Chrysene,1.25,ng/L
ALISO VIEJO,Total,Chrysene,1.2037037037037037,ng/L
LAGUNA NIGUEL,Dissolved,Chrysene,1.25,ng/L
ALISO VIEJO,Dissolved,Chrysene,1.2037037037037037,ng/L
ORANGE CO,Total,Chrysene,1.4038095238095238,ng/L
ORANGE CO,Dissolved,Chrysene,1.4038095238095238,ng/L
LAGUNA HILLS,Total,Chrysene,1.25,ng/L
LAGUNA HILLS,Dissolved,Chrysene,1.25,ng/L
DANA POINT,Total,Chrysene,1.7153846153846155,ng/L
SAN JUAN CAPISTRANO,Total,Chrysene,1.25,ng/L
DANA POINT,Dissolved,Chrysene,1.7153846153846155,ng/L
SAN JUAN CAPISTRANO,Dissolved,Chrysene,1.25,ng/L
SAN CLEMENTE,Total,Chrysene,1.0416666666666667,ng/L
SAN CLEMENTE,Dissolved,Chrysene,1.0416666666666667,ng/L
LAGUNA BEACH,Total,Chrysene,1.25,ng/L
LAGUNA BEACH,Dissolved,Chrysene,1.25,ng/L
LAKE FOREST,Total,Demeton,0.5,ng/L
MISSION VIEJO,Total,Demeton,0.5,ng/L
LAKE FOREST,Dissolved,Demeton,0.5,ng/L
MISSION VIEJO,Dissolved,Demeton,0.5,ng/L
LAGUNA WOODS,Total,Demeton,0.5,ng/L
LAGUNA WOODS,Dissolved,Demeton,0.5,ng/L
RANCHO SANTA MARGARITA,Total,Demeton,0.46296296296296297,ng/L
RANCHO SANTA MARGARITA,Dissolved,Demeton,0.46296296296296297,ng/L
LAGUNA NIGUEL,Total,Demeton,0.5,ng/L
ALISO VIEJO,Total,Demeton,0.48148148148148145,ng/L
LAGUNA NIGUEL,Dissolved,Demeton,0.5,ng/L
ALISO VIEJO,Dissolved,Demeton,0.48148148148148145,ng/L
ORANGE CO,Total,Demeton,0.47058823529411764,ng/L
ORANGE CO,Dissolved,Demeton,0.47058823529411764,ng/L
LAGUNA HILLS,Total,Demeton,0.5,ng/L
LAGUNA HILLS,Dissolved,Demeton,0.5,ng/L
DANA POINT,Total,Demeton,0.5,ng/L
SAN JUAN CAPISTRANO,Total,Demeton,0.5,ng/L
DANA POINT,Dissolved,Demeton,0.5,ng/L
SAN JUAN CAPISTRANO,Dissolved,Demeton,0.5,ng/L
SAN CLEMENTE,Total,Demeton,0.4444444444444444,ng/L
SAN CLEMENTE,Dissolved,Demeton,0.4444444444444444,ng/L
LAGUNA BEACH,Total,Demeton,0.5,ng/L
LAGUNA BEACH,Dissolved,Demeton,0.5,ng/L
LAKE FOREST,Total,Diazinon,0.25,ng/L
MISSION VIEJO,Total,Diazinon,0.25,ng/L
LAKE FOREST,Dissolved,Diazinon,0.25,ng/L
MISSION VIEJO,Dissolved,Diazinon,0.25,ng/L
LAGUNA WOODS,Total,Diazinon,0.25,ng/L
LAGUNA WOODS,Dissolved,Diazinon,0.25,ng/L
RANCHO SANTA MARGARITA,Total,Diazinon,0.23148148148148148,ng/L
RANCHO SANTA MARGARITA,Dissolved,Diazinon,0.23148148148148148,ng/L
LAGUNA NIGUEL,Total,Diazinon,0.25,ng/L
ALISO VIEJO,Total,Diazinon,0.24074074074074073,ng/L
LAGUNA NIGUEL,Dissolved,Diazinon,0.25,ng/L
ALISO VIEJO,Dissolved,Diazinon,0.24074074074074073,ng/L
ORANGE CO,Total,Diazinon,0.23529411764705882,ng/L
ORANGE CO,Dissolved,Diazinon,0.23529411764705882,ng/L
LAGUNA HILLS,Total,Diazinon,0.25,ng/L
LAGUNA HILLS,Dissolved,Diazinon,0.25,ng/L
DANA POINT,Total,Diazinon,0.25,ng/L
SAN JUAN CAPISTRANO,Total,Diazinon,0.25,ng/L
DANA POINT,Dissolved,Diazinon,0.25,ng/L
SAN JUAN CAPISTRANO,Dissolved,Diazinon,0.25,ng/L
SAN CLEMENTE,Total,Diazinon,0.2222222222222222,ng/L
SAN CLEMENTE,Dissolved,Diazinon,0.2222222222222222,ng/L
LAGUNA BEACH,Total,Diazinon,0.25,ng/L
LAGUNA BEACH,Dissolved,Diazinon,0.25,ng/L
LAKE FOREST,Total,"Dibenz[a,h]anthracene",1.25,ng/L
MISSION VIEJO,Total,"Dibenz[a,h]anthracene",1.25,ng/L
LAKE FOREST,Dissolved,"Dibenz[a,h]anthracene",1.25,ng/L
MISSION VIEJO,Dissolved,"Dibenz[a,h]anthracene",1.25,ng/L
LAGUNA WOODS,Total,"Dibenz[a,h]anthracene",1.25,ng/L
LAGUNA WOODS,Dissolved,"Dibenz[a,h]anthracene",1.25,ng/L
RANCHO SANTA MARGARITA,Total,"Dibenz[a,h]anthracene",1.1574074074074074,ng/L
RANCHO SANTA MARGARITA,Dissolved,"Dibenz[a,h]anthracene",1.1574074074074074,ng/L
LAGUNA NIGUEL,Total,"Dibenz[a,h]anthracene",1.25,ng/L
ALISO VIEJO,Total,"Dibenz[a,h]anthracene",1.2037037037037037,ng/L
LAGUNA NIGUEL,Dissolved,"Dibenz[a,h]anthracene",1.25,ng/L
ALISO VIEJO,Dissolved,"Dibenz[a,h]anthracene",1.2037037037037037,ng/L
ORANGE CO,Total,"Dibenz[a,h]anthracene",1.1764705882352942,ng/L
ORANGE CO,Dissolved,"Dibenz[a,h]anthracene",1.1764705882352942,ng/L
LAGUNA HILLS,Total,"Dibenz[a,h]anthracene",1.25,ng/L
LAGUNA HILLS,Dissolved,"Dibenz[a,h]anthracene",1.25,ng/L
DANA POINT,Total,"Dibenz[a,h]anthracene",1.25,ng/L
SAN JUAN CAPISTRANO,Total,"Dibenz[a,h]anthracene",1.25,ng/L
DANA POINT,Dissolved,"Dibenz[a,h]anthracene",1.25,ng/L
SAN JUAN CAPISTRANO,Dissolved,"Dibenz[a,h]anthracene",1.25,ng/L
SAN CLEMENTE,Total,"Dibenz[a,h]anthracene",1.1111111111111112,ng/L
SAN CLEMENTE,Dissolved,"Dibenz[a,h]anthracene",1.1111111111111112,ng/L
LAGUNA BEACH,Total,"Dibenz[a,h]anthracene",1.25,ng/L
LAGUNA BEACH,Dissolved,"Dibenz[a,h]anthracene",1.25,ng/L
LAKE FOREST,Total,Dibenzothiophene,1,ng/L
LAKE FOREST,Dissolved,Dibenzothiophene,1,ng/L
MISSION VIEJO,Dissolved,Dibenzothiophene,1.1538461538461537,ng/L
LAGUNA WOODS,Dissolved,Dibenzothiophene,1.25,ng/L
RANCHO SANTA MARGARITA,Dissolved,Dibenzothiophene,1.0648148148148149,ng/L
LAGUNA NIGUEL,Total,Dibenzothiophene,1.5194117647058825,ng/L
ALISO VIEJO,Total,Dibenzothiophene,1.4033333333333333,ng/L
LAGUNA NIGUEL,Dissolved,Dibenzothiophene,1.5194117647058825,ng/L
ALISO VIEJO,Dissolved,Dibenzothiophene,1.4033333333333333,ng/L
ORANGE CO,Total,Dibenzothiophene,1.1029411764705883,ng/L
RANCHO SANTA MARGARITA,Total,Dibenzothiophene,1.0648148148148149,ng/L
ORANGE CO,Dissolved,Dibenzothiophene,1.1029411764705883,ng/L
LAGUNA HILLS,Dissolved,Dibenzothiophene,1.25,ng/L
DANA POINT,Total,Dibenzothiophene,1.25,ng/L
SAN JUAN CAPISTRANO,Total,Dibenzothiophene,1.25,ng/L
DANA POINT,Dissolved,Dibenzothiophene,1.25,ng/L
SAN JUAN CAPISTRANO,Dissolved,Dibenzothiophene,1.25,ng/L
SAN CLEMENTE,Total,Dibenzothiophene,1.1111111111111112,ng/L
SAN CLEMENTE,Dissolved,Dibenzothiophene,1.1111111111111112,ng/L
LAGUNA BEACH,Total,Dibenzothiophene,1.25,ng/L
LAGUNA BEACH,Dissolved,Dibenzothiophene,1.25,ng/L
MISSION VIEJO,Total,Dibenzothiophene,1.1538461538461537,ng/L
LAGUNA WOODS,Total,Dibenzothiophene,1.25,ng/L
LAGUNA HILLS,Total,Dibenzothiophene,1.25,ng/L
LAKE FOREST,Total,Dichlorvos,1.5,ng/L
MISSION VIEJO,Total,Dichlorvos,1.5,ng/L
LAKE FOREST,Dissolved,Dichlorvos,1.5,ng/L
MISSION VIEJO,Dissolved,Dichlorvos,1.5,ng/L
LAGUNA WOODS,Total,Dichlorvos,1.5,ng/L
LAGUNA WOODS,Dissolved,Dichlorvos,1.5,ng/L
RANCHO SANTA MARGARITA,Total,Dichlorvos,1.3888888888888888,ng/L
RANCHO SANTA MARGARITA,Dissolved,Dichlorvos,1.3888888888888888,ng/L
LAGUNA NIGUEL,Total,Dichlorvos,1.5,ng/L
ALISO VIEJO,Total,Dichlorvos,1.4444444444444444,ng/L
LAGUNA NIGUEL,Dissolved,Dichlorvos,1.5,ng/L
ALISO VIEJO,Dissolved,Dichlorvos,1.4444444444444444,ng/L
ORANGE CO,Total,Dichlorvos,1.411764705882353,ng/L
ORANGE CO,Dissolved,Dichlorvos,1.411764705882353,ng/L
LAGUNA HILLS,Total,Dichlorvos,1.5,ng/L
LAGUNA HILLS,Dissolved,Dichlorvos,1.5,ng/L
DANA POINT,Total,Dichlorvos,1.5,ng/L
SAN JUAN CAPISTRANO,Total,Dichlorvos,1.5,ng/L
DANA POINT,Dissolved,Dichlorvos,1.5,ng/L
SAN JUAN CAPISTRANO,Dissolved,Dichlorvos,1.5,ng/L
SAN CLEMENTE,Total,Dichlorvos,1.3333333333333333,ng/L
SAN CLEMENTE,Dissolved,Dichlorvos,1.3333333333333333,ng/L
LAGUNA BEACH,Total,Dichlorvos,1.5,ng/L
LAGUNA BEACH,Dissolved,Dichlorvos,1.5,ng/L
LAKE FOREST,Total,Dieldrin,0.5,ng/L
MISSION VIEJO,Total,Dieldrin,0.5,ng/L
LAKE FOREST,Dissolved,Dieldrin,0.5,ng/L
MISSION VIEJO,Dissolved,Dieldrin,0.5,ng/L
LAGUNA WOODS,Total,Dieldrin,0.5,ng/L
LAGUNA WOODS,Dissolved,Dieldrin,0.5,ng/L
RANCHO SANTA MARGARITA,Total,Dieldrin,0.46296296296296297,ng/L
RANCHO SANTA MARGARITA,Dissolved,Dieldrin,0.46296296296296297,ng/L
LAGUNA NIGUEL,Total,Dieldrin,0.5,ng/L
ALISO VIEJO,Total,Dieldrin,0.48148148148148145,ng/L
LAGUNA NIGUEL,Dissolved,Dieldrin,0.5,ng/L
ALISO VIEJO,Dissolved,Dieldrin,0.48148148148148145,ng/L
ORANGE CO,Total,Dieldrin,0.47058823529411764,ng/L
ORANGE CO,Dissolved,Dieldrin,0.47058823529411764,ng/L
LAGUNA HILLS,Total,Dieldrin,0.5,ng/L
LAGUNA HILLS,Dissolved,Dieldrin,0.5,ng/L
DANA POINT,Total,Dieldrin,0.5,ng/L
SAN JUAN CAPISTRANO,Total,Dieldrin,0.5,ng/L
DANA POINT,Dissolved,Dieldrin,0.5,ng/L
SAN JUAN CAPISTRANO,Dissolved,Dieldrin,0.5,ng/L
SAN CLEMENTE,Total,Dieldrin,0.4444444444444444,ng/L
SAN CLEMENTE,Dissolved,Dieldrin,0.4444444444444444,ng/L
LAGUNA BEACH,Total,Dieldrin,0.5,ng/L
LAGUNA BEACH,Dissolved,Dieldrin,0.5,ng/L
LAKE FOREST,Total,Dimethoate,2.5,ng/L
MISSION VIEJO,Total,Dimethoate,2.5,ng/L
LAKE FOREST,Dissolved,Dimethoate,2.5,ng/L
MISSION VIEJO,Dissolved,Dimethoate,2.5,ng/L
LAGUNA WOODS,Total,Dimethoate,2.5,ng/L
LAGUNA WOODS,Dissolved,Dimethoate,2.5,ng/L
RANCHO SANTA MARGARITA,Total,Dimethoate,2.314814814814815,ng/L
RANCHO SANTA MARGARITA,Dissolved,Dimethoate,2.314814814814815,ng/L
LAGUNA NIGUEL,Total,Dimethoate,2.5,ng/L
ALISO VIEJO,Total,Dimethoate,2.4074074074074074,ng/L
LAGUNA NIGUEL,Dissolved,Dimethoate,2.5,ng/L
ALISO VIEJO,Dissolved,Dimethoate,2.4074074074074074,ng/L
ORANGE CO,Total,Dimethoate,2.3529411764705883,ng/L
ORANGE CO,Dissolved,Dimethoate,2.3529411764705883,ng/L
LAGUNA HILLS,Total,Dimethoate,2.5,ng/L
LAGUNA HILLS,Dissolved,Dimethoate,2.5,ng/L
DANA POINT,Total,Dimethoate,2.5,ng/L
SAN JUAN CAPISTRANO,Total,Dimethoate,2.5,ng/L
DANA POINT,Dissolved,Dimethoate,2.5,ng/L
SAN JUAN CAPISTRANO,Dissolved,Dimethoate,2.5,ng/L
SAN CLEMENTE,Total,Dimethoate,2.2222222222222223,ng/L
SAN CLEMENTE,Dissolved,Dimethoate,2.2222222222222223,ng/L
LAGUNA BEACH,Total,Dimethoate,2.5,ng/L
LAGUNA BEACH,Dissolved,Dimethoate,2.5,ng/L
LAKE FOREST,Total,Disulfoton,0.5,ng/L
MISSION VIEJO,Total,Disulfoton,0.5,ng/L
LAKE FOREST,Dissolved,Disulfoton,0.5,ng/L
MISSION VIEJO,Dissolved,Disulfoton,0.5,ng/L
LAGUNA WOODS,Total,Disulfoton,0.5,ng/L
LAGUNA WOODS,Dissolved,Disulfoton,0.5,ng/L
RANCHO SANTA MARGARITA,Total,Disulfoton,0.46296296296296297,ng/L
RANCHO SANTA MARGARITA,Dissolved,Disulfoton,0.46296296296296297,ng/L
LAGUNA NIGUEL,Total,Disulfoton,0.5,ng/L
