JURISDICTI3,Sample Type,Parameter,Units,LoadsPoundsQUns,LoadQUns_j
SAN CLEMENTE,Total,Demeton,ng/L,7.824194682461902e-4,7.824194682461902e-4
SAN CLEMENTE,Dissolved,Demeton,ng/L,7.824194682461902e-4,7.824194682461902e-4
SAN CLEMENTE,Total,Diazinon,ng/L,3.912097341230951e-4,3.912097341230951e-4
SAN CLEMENTE,Dissolved,Diazinon,ng/L,3.912097341230951e-4,3.912097341230951e-4
SAN CLEMENTE,Total,"Dibenz[a,h]anthracene",ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Dissolved,"Dibenz[a,h]anthracene",ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,Dibenzothiophene,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Dissolved,Dibenzothiophene,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,Dichlorvos,ng/L,0.0023472584047385704,0.0023472584047385704
SAN CLEMENTE,Dissolved,Dichlorvos,ng/L,0.0023472584047385704,0.0023472584047385704
SAN CLEMENTE,Total,Dieldrin,ng/L,7.824194682461902e-4,7.824194682461902e-4
SAN CLEMENTE,Dissolved,Dieldrin,ng/L,7.824194682461902e-4,7.824194682461902e-4
SAN CLEMENTE,Total,Dimethoate,ng/L,0.003912097341230951,0.003912097341230951
SAN CLEMENTE,Dissolved,Dimethoate,ng/L,0.003912097341230951,0.003912097341230951
SAN CLEMENTE,Total,Disulfoton,ng/L,7.824194682461902e-4,7.824194682461902e-4
SAN CLEMENTE,Dissolved,Disulfoton,ng/L,7.824194682461902e-4,7.824194682461902e-4
SAN CLEMENTE,Total,Endosulfan-I,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Dissolved,Endosulfan-I,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,Endosulfan-II,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Dissolved,Endosulfan-II,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,Endosulfan Sulfate,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Dissolved,Endosulfan Sulfate,ng/L,0.0019560486706154756,0.0019560486706154756
SAN CLEMENTE,Total,Endrin,ng/L,0.0019560486706154756,0.0019560486706154756
