"","Inst Time","Flow (cfs)"
"4","4/28/2023 0:00","0.051"
"5","4/29/2023 0:00","0.055"
"6","4/30/2023 0:00","0.041"
"7","5/1/2023 0:00","0.051"
"8","5/2/2023 0:00","0.041"
"9","5/3/2023 0:00","0.046"
"10","5/4/2023 0:00","0.177"
"11","5/5/2023 0:00","0.06"
"12","5/6/2023 0:00","0.05"
"13","5/7/2023 0:00","0.055"
"14","5/8/2023 0:00","0.058"
"15","5/9/2023 0:00","0.065"
"16","5/10/2023 0:00","0.05"
"17","5/11/2023 0:00","0.052"
"18","5/12/2023 0:00","0.06"
"19","5/13/2023 0:00","0.058"
"20","5/14/2023 0:00","0.07"
"21","5/15/2023 0:00","0.065"
"22","5/16/2023 0:00","0.08"
"23","5/17/2023 0:00","0.055"
"24","5/18/2023 0:00","0.047"
"25","5/19/2023 0:00","0.057"
"26","5/20/2023 0:00","0.081"
"27","5/21/2023 0:00","0.084"
"28","5/22/2023 0:00","0.08"
"29","5/23/2023 0:00","0.085"
"30","5/24/2023 0:00","0.081"
"31","5/25/2023 0:00","0.072"
"32","5/26/2023 0:00","0.069"
"33","5/27/2023 0:00","0.081"
"34","5/28/2023 0:00","0.079"
"35","5/29/2023 0:00","0.077"
"36","5/30/2023 0:00","0.3"
"37","5/31/2023 0:00","0.073"
"38","6/1/2023 0:00","0.089"
"39","6/2/2023 0:00","0.089"
"40","6/3/2023 0:00","0.073"
"41","6/4/2023 0:00","0.068"
"42","6/5/2023 0:00","0.051"
"43","6/6/2023 0:00","0.047"
"44","6/7/2023 0:00","0.066"
"45","6/8/2023 0:00","0.07"
"46","6/9/2023 0:00","0.065"
"47","6/10/2023 0:00","0.062"
"48","6/11/2023 0:00","0.068"
"49","6/12/2023 0:00","0.081"
"50","6/13/2023 0:00","0.082"
"51","6/14/2023 0:00","0.061"
"52","6/15/2023 0:00","0.085"
"53","6/16/2023 0:00","0.086"
"54","6/17/2023 0:00","0.082"
"55","6/18/2023 0:00","0.047"
"56","6/19/2023 0:00","0.055"
"57","6/20/2023 0:00","0.06"
"58","6/21/2023 0:00","0.054"
"59","6/22/2023 0:00","0.043"
"60","6/23/2023 0:00","0.05"
"61","6/24/2023 0:00","0.052"
"62","6/25/2023 0:00","0.055"
"63","6/26/2023 0:00","0.049"
"64","6/27/2023 0:00","0.052"
"65","6/28/2023 0:00","0.046"
"66","6/29/2023 0:00","0.049"
"67","6/30/2023 0:00","0.067"
"68","7/1/2023 0:00","0.061"
