"","Inst Time","Flow (cfs)"
"5","4/26/2023 0:00","0.06"
"6","4/27/2023 0:00","0.058"
"7","4/28/2023 0:00","0.05"
"8","4/29/2023 0:00","0.051"
"9","4/30/2023 0:00","0.038"
"10","5/1/2023 0:00","0.055"
"11","5/2/2023 0:00","0.032"
"12","5/3/2023 0:00","0.034"
"13","5/4/2023 0:00","1.3"
"14","5/5/2023 0:00","0.115"
"15","5/6/2023 0:00","0.041"
"16","5/7/2023 0:00","0.035"
"17","5/8/2023 0:00","0.033"
"18","5/9/2023 0:00","0.047"
"19","5/10/2023 0:00","0.041"
"20","5/11/2023 0:00","0.042"
"21","5/12/2023 0:00","0.04"
"22","5/13/2023 0:00","0.048"
"23","5/14/2023 0:00","0.041"
"24","5/15/2023 0:00","0.041"
"25","5/16/2023 0:00","0.043"
"26","5/17/2023 0:00","0.036"
"27","5/18/2023 0:00","0.043"
"28","5/19/2023 0:00","0.044"
"29","5/20/2023 0:00","0.049"
"30","5/21/2023 0:00","0.037"
"31","5/22/2023 0:00","0.045"
"32","5/23/2023 0:00","0.052"
"33","5/24/2023 0:00","0.066"
"34","5/25/2023 0:00","0.037"
"35","5/26/2023 0:00","0.036"
"36","5/27/2023 0:00","0.061"
"37","5/28/2023 0:00","0.049"
"38","5/29/2023 0:00","0.049"
"39","5/30/2023 0:00","0.083"
"40","5/31/2023 0:00","0.065"
"41","6/1/2023 0:00","0.045"
"42","6/2/2023 0:00","0.036"
"43","6/3/2023 0:00","0.038"
"44","6/4/2023 0:00","0.04"
"45","6/5/2023 0:00","0.051"
"46","6/6/2023 0:00","0.038"
"47","6/7/2023 0:00","0.039"
"48","6/8/2023 0:00","0.034"
"49","6/9/2023 0:00","0.044"
"50","6/10/2023 0:00","0.041"
"51","6/11/2023 0:00","0.04"
"52","6/12/2023 0:00","0.042"
"53","6/13/2023 0:00","0.035"
"54","6/14/2023 0:00","0.043"
"55","6/15/2023 0:00","0.046"
"56","6/16/2023 0:00","0.032"
"57","6/17/2023 0:00","0.032"
"58","6/18/2023 0:00","0.033"
"59","6/19/2023 0:00","0.028"
"60","6/20/2023 0:00","0.017"
"61","6/21/2023 0:00","0.017"
"62","6/22/2023 0:00","0.027"
"63","6/23/2023 0:00","0.02"
"64","6/24/2023 0:00","0.019"
"65","6/25/2023 0:00","0.021"
"66","6/26/2023 0:00","0.017"
"67","6/27/2023 0:00","0.028"
"68","6/28/2023 0:00","0.039"
"69","6/29/2023 0:00","0.025"
"70","6/30/2023 0:00","0.031"
"71","7/1/2023 0:00","0.038"
"72","7/2/2023 0:00","0.031"
