OBJECTID,FACILITYID,LSPC_LU_EDIT,Shape_Area,AREA,PERCENTAGE
113,I01-11059-1,OSIRR,336630.5033272232,7.728003899294677,2.7361199454328564
114,I01-11059-1,OSLOW,4395539.851511596,100.90811372184915,35.72678096546474
115,I01-11059-1,RESMF,15331.362719464278,0.3519610662327625,0.12461273388114727
116,I01-11059-1,RESSFH,6668001.010875569,153.0768522258868,54.19725895810603
117,I01-11059-1,TRANS,382802.37933613727,8.787968561759604,3.111403199972749
118,I01-11059-2,COMM,9621.815159132522,0.22088736562232833,2.3782555864915977
119,I01-11059-2,OSDEV,43815.68777604698,1.005873807147013,10.830067144913873
120,I01-11059-2,OSLOW,15836.027988324244,0.36354663298040013,3.9142429373445737
121,I01-11059-2,RESSFH,296848.66248885565,6.814734845892283,73.37305677054073
122,I01-11059-2,TRANS,38452.29382151608,0.8827467316609918,9.504379483702515
123,I01-11077-1,COMM,288083.5972698905,6.613515831215258,5.602100398508967
124,I01-11077-1,IND,223317.36540840063,5.126681787891233,4.342650236265738
125,I01-11077-1,OSAGIR,324470.639229209,7.448850714317254,6.309686197189097
126,I01-11077-1,OSDEV,85776.22542942273,1.9691590572854403,1.6680124492148138
127,I01-11077-1,OSLOW,2193416.9085166133,50.35412493596347,42.6533889945337
128,I01-11077-1,RESMF,25910.561195231545,0.5948270164781281,0.5038591803663532
129,I01-11077-1,RESSFH,1879679.5716962274,43.15167792555259,36.55242359322336
130,I01-11077-1,TRANS,121766.30477894515,2.7953808963642213,2.367878876102845
131,I01-11093-1,COMM,107255.9838624098,2.462268431763828,2.809754542129629
132,I01-11093-1,EDU,178472.20065905046,4.09717434687775,4.675385543886528
133,I01-11093-1,IND,24195.455820877603,0.5554534573689448,0.6338414831830547
134,I01-11093-1,OSAGIR,129113.02813059083,2.9640391318698978,3.3823373221154225
135,I01-11093-1,OSDEV,38687.621114830385,0.888149124558749,1.0134886207470801
136,I01-11093-1,OSLOW,3197988.0373241585,73.41599699987796,83.77678419392092
137,I01-11093-1,RESSFH,295.39402045131993,0.0067813407261466145,0.007738353244195215
138,I01-11093-1,TRANS,139916.71552631492,3.2120586592023885,3.6653584519278652
139,I01-11093-1,UTIL,1347.9197329712847,0.03094410295377392,0.03531107035483149
140,I01-11093-2,OSAGIR,133509.3168503319,3.0649644373094915,1.032735503145262
141,I01-11093-2,OSLOW,12789494.09621636,293.6075586397204,98.9306584141699
142,I01-11093-2,TRANS,4732.326079130301,0.10863969257326461,0.03660599327204128
143,I01-11216-1,OSDEV,2482370.7528023864,56.98761896958647,24.636465241530743
144,I01-11216-1,OSLOW,1740.5486607125774,0.03995765892856076,0.017274199082642796
145,I01-11216-1,RESMF,2869391.2287850855,65.87242209330657,28.47747750512773
146,I01-11216-1,RESSFH,2748350.3204154833,63.093694073685626,27.27619839382473
147,I01-11216-1,TRANS,1963298.1098284072,45.071303100192985,19.484891846613305
148,I01-11216-1,TROTH,37.12059045284482,0.0008521749066954106,0.00036840594234531385
149,I01-11216-3,OSDEV,18468.87887882277,0.4239888143838364,8.698646668971852
150,I01-11216-3,RESMF,39911.02293120728,0.9162346780481622,18.797669796507684
151,I01-11216-3,TRANS,153939.09382424035,3.533969457815954,72.50368549734772
152,I01-11216-4,IND,29970.547446817993,0.6880318486998951,1.0337595599474176
153,I01-11216-4,OSDEV,1002568.7713765452,23.01590407859646,34.58111847153723
154,I01-11216-4,OSIRR,8986.97181366783,0.20631330949639415,0.30998326086110484
155,I01-11216-4,OSLOW,193885.8365119718,4.451024151920214,6.687610140866244
156,I01-11216-4,RESMF,3864.864320905033,0.08872543113885895,0.13330889089446551
157,I01-11216-4,RESSFH,861245.4840024002,19.77155484377115,29.706522849770245
158,I01-11216-4,TRANS,700488.3219210249,16.081063450016497,24.161604011483153
159,I01-11216-4,UTIL,98168.98548882596,2.2536588192365925,3.386095212958405
160,I01-11217-1,IND,434185.01241063914,9.9675562248829,27.948143035284996
161,I01-11217-1,OSDEV,256191.76371865894,5.881377146207258,16.490859546527194
162,I01-11217-1,OSIRR,549878.5545402691,12.623525116186544,35.395244089615254
163,I01-11217-1,OSLOW,113009.15781046316,2.5943436604327483,7.274309376199292
164,I01-11217-1,RESSFH,83281.91115884497,1.9118972517789028,5.3607902133617324
165,I01-11217-1,TRANS,64394.01861547102,1.4782891687860014,4.144991631309218
166,I01-11217-1,UTIL,52597.52889482476,1.2074779450314859,3.3856609943615763
167,I01-11343-1,OSDEV,78878.00846513118,1.81079715284921,5.431168950763934
168,I01-11343-1,OSIRR,226436.37774521517,5.198284745028545,15.591344762170534
169,I01-11343-1,RESMF,1053539.642071358,24.186038940371187,72.54178831031662
170,I01-11343-1,TRANS,93466.9948862115,2.1457155361642024,6.435697990164248
171,I01-11343-2,OSDEV,47549.94816167187,1.0916009724985107,2.3319285119793287
172,I01-11343-2,RESMF,1790988.6150810153,41.1156055798202,87.83305929036253
173,I01-11343-2,TRANS,200544.0269681624,4.603875783899835,9.835012496841518
174,I01-11487-1,COMM,3247829.3066172916,74.5601996779957,1.329953387125642
175,I01-11487-1,EDU,378900.93040899106,8.698403260267668,0.15515611450262537
176,I01-11487-1,IND,1457328.395457067,33.4557902843925,0.5967612989215783
177,I01-11487-1,OSAGIR,2441406.493650257,56.04720521821692,0.9997313679524914
178,I01-11487-1,OSDEV,12315678.729410002,282.7302110255443,5.0431463893616835
179,I01-11487-1,OSFOR,796697.9484292525,18.289741396478576,0.3262397850991463
180,I01-11487-1,OSIRR,10441459.633088633,239.70388886713653,4.275672547590023
181,I01-11487-1,OSLOW,154763341.74793193,3552.8916621477524,63.37402958375334
182,I01-11487-1,OSVAC,23352.433028363375,0.5361002396321332,0.009562586106486004
183,I01-11487-1,OSWET,2685148.3762120926,61.64277127726859,1.0995412137584342
184,I01-11487-1,RESMF,8918296.97438534,204.73674581451462,3.651952780988246
185,I01-11487-1,RESSFH,23973653.05213387,550.3615460751553,9.816969448948155
186,I01-11487-1,RESSFL,12639.710800569179,0.2901689935620767,0.005175834258671026
187,I01-11487-1,TRANS,11403792.875705719,261.79610860913846,4.669738317288741
188,I01-11487-1,TRFWY,10387445.96374252,238.4639006806939,4.253554494048358
189,I01-11487-1,TROTH,2755.9529840539985,0.06326822791320035,0.001128534987486501
190,I01-11487-1,UTIL,309119.45026434807,7.096434498297947,0.12658130126107944
191,I01-11487-1,WATER,67807.62921176985,1.5566551984182828,0.0277665411662533
192,I01-11487-2,COMM,547987.1986211282,12.580105385135413,9.33762808558968
193,I01-11487-2,EDU,170844.50796537535,3.922065917021519,2.9111674138745673
194,I01-11487-2,OSAGIR,356.8568714574943,0.008192339276613005,0.0060807930437824075
195,I01-11487-2,OSDEV,206595.43958800353,4.742797657764947,3.5203584753545534
196,I01-11487-2,OSLOW,277057.0166509442,6.360379359098612,4.721014261828045
197,I01-11487-2,OSWET,112.53278689132253,0.0025834076451749424,0.0019175435376412766
198,I01-11487-2,RESMF,212869.00020925183,4.886819368406959,3.627259103692259
199,I01-11487-2,RESSFH,3165315.310590953,72.66593140243756,53.93654672644305
200,I01-11487-2,TRANS,1287453.1132317118,29.55597481771383,21.938027711672884
201,I01-11502-1,OSDEV,26837.084802164965,0.6160971568141925,2.376454869107199
202,I01-11502-1,OSIRR,61543.33336571339,1.4128461785992972,5.449733281993379
203,I01-11502-1,OSLOW,106679.01935769717,2.449023096305206,9.446550430236337
204,I01-11502-1,RESMF,917231.4317316137,21.056820492845446,81.22190312790299
205,I01-11502-1,TRANS,16999.788972476774,0.3902630158823844,1.5053509565308023
206,I01-11502-2,OSDEV,97973.4133074208,2.249169081778001,19.392077037725937
207,I01-11502-2,OSIRR,265989.9185750843,6.106312730439636,52.64792578045042
208,I01-11502-2,OSLOW,61925.0988630006,1.4216103435293657,12.25696081397162
209,I01-11502-2,RESMF,4275.61557753901,0.09815502020322837,0.8462812906515065
210,I01-11502-2,TRANS,72341.06907595682,1.6607290734871725,14.318614991095268
211,I01-11502-2,TROTH,2718.832393601154,0.06241605300650493,0.5381440275428775
212,I01-11503-1,OSDEV,4860.813165096881,0.11158936199283452,4.780698469371583
213,I01-11503-1,TRANS,96814.99660025185,2.222575387084482,95.21931626224396
214,I01-11503-2,OSDEV,7264.199138954567,0.16676373268682954,22.733349344428753
215,I01-11503-2,RESSFH,1528.4348098798384,0.03508817547376996,4.7832447622277705
216,I01-11503-2,TRANS,23161.30031513449,0.5317124187468707,72.48341093949642
217,I01-11503-3,OSDEV,402006.88491285016,9.228845108935126,10.143767484960009
218,I01-11503-3,OSIRR,1780958.8716470513,40.88535343213751,44.93861516371993
219,I01-11503-3,OSLOW,130436.15398395745,2.994414043391613,3.29127203364325
220,I01-11503-3,RESSFH,948151.8026708819,21.766657375791336,23.924544050592885
221,I01-11503-3,TRANS,541594.655243666,12.433352195334853,13.665960609306008
222,I01-11503-3,TRFWY,159944.00405426507,3.6718237794352766,4.035838311803262
223,J01-10004-1,COMM,368722.3170449844,8.464733515580287,1.7638970497344013
224,J01-10004-1,EDU,437437.6039244137,10.042225750231376,2.092617840951091
225,J01-10004-1,OSAGIR,48033.93864858659,1.1027119096629385,0.2297851764123851
226,J01-10004-1,OSDEV,4382483.505602759,100.60838006403517,20.964962978086536
227,J01-10004-1,OSFOR,12713.356149208677,0.2918596648940734,0.060818264496520905
228,J01-10004-1,OSIRR,1036977.392076549,23.805820477469265,4.9607015305828215
229,J01-10004-1,OSLOW,557245.9170810286,12.792657164173185,2.6657578987708783
230,J01-10004-1,RESMF,5714100.698329919,131.17822669424433,27.335164967624596
231,J01-10004-1,RESSFH,5020162.905875342,115.24754331008283,24.015499278225878
232,J01-10004-1,RESSFL,1280.8587010063247,0.029404587338303475,0.006127383072275654
233,J01-10004-1,TRANS,3169502.3674422456,72.76205338589877,15.162293185458346
234,J01-10004-1,UTIL,155184.99839577195,3.5625716055470105,0.7423753545135828
235,J01-10004-2,OSDEV,25574.57612342156,0.587113829706909,4.991531369091164
236,J01-10004-2,OSIRR,2559.777469903017,0.05876463978520694,0.4996059163307959
237,J01-10004-2,RESSFH,353036.27606674755,8.104630124336278,68.90404118176012
238,J01-10004-2,TRANS,131188.60016769223,3.01168789999236,25.6048041556587
239,J01-10006-1,OSDEV,25120.840748197126,0.5766974571134429,2.485432121726532
240,J01-10006-1,OSIRR,13651.149010840716,0.3133885127548341,1.3506317161161854
241,J01-10006-1,RESSFH,674648.8917511199,15.487869383718612,66.74912051125436
242,J01-10006-1,TRANS,297302.36299494357,6.825150417997319,29.41481339177971
243,J01-10012-3,OSDEV,56904.64078098038,1.3063560238803116,4.194274184719579
244,J01-10012-3,OSLOW,431530.02567963826,9.906605872472898,31.806812621940622
245,J01-10012-3,RESSFH,762556.1697808068,17.505950872695976,56.2057788857757
246,J01-10012-3,TRANS,105731.19502798228,2.4272639567041137,7.793136302050777
247,J01-10017-1 (J01TBN4),EDU,277599.8652119435,6.372841497124325,36.57805301812523
248,J01-10017-1 (J01TBN4),OSDEV,161296.15334834935,3.702864980139998,21.25324968832781
249,J01-10017-1 (J01TBN4),OSIRR,273238.3200798985,6.272713797898479,36.00335234613794
250,J01-10017-1 (J01TBN4),RESMF,6094.229622834869,0.1399048209326559,0.8030085103913531
251,J01-10017-1 (J01TBN4),TRANS,40696.10812330375,0.9342578261759551,5.36233834057898
252,J01-10018-1 (J01TBN5),EDU,2480.926172278995,0.056954455831346555,1.7609773455368238
253,J01-10018-1 (J01TBN5),OSAGIR,5887.129160614514,0.13515042950417364,4.178722123185185
254,J01-10018-1 (J01TBN5),OSDEV,95904.16284173058,2.201665437546667,68.07339129798574
255,J01-10018-1 (J01TBN5),OSIRR,2022.8684918688123,0.0464388563674714,1.4358450593912413
256,J01-10018-1 (J01TBN5),RESMF,49.37168166259034,0.0011334223863615578,0.03504433702636606
257,J01-10018-1 (J01TBN5),TRANS,34539.01889738575,0.7929099415490316,24.51601764493164
258,J01-10019-1 (J01P33),EDU,752541.249045118,17.276039008703968,23.685557374352523
259,J01-10019-1 (J01P33),OSAGIR,873.9684873455866,0.020063635978650685,0.027507370229427647
260,J01-10019-1 (J01P33),OSDEV,266296.2354547503,6.1133448265125745,8.381433936599299
261,J01-10019-1 (J01P33),OSIRR,19886.9179126349,0.45654264142665746,0.6259228126251355
262,J01-10019-1 (J01P33),RESMF,1883455.6345803805,43.23836474806062,59.28006810458112
263,J01-10019-1 (J01P33),TRANS,254161.7976030172,5.834775350166613,7.999513444789145
264,J01-10041-2,COMM,226563.05768778603,5.201192927978319,1.3881150467446641
265,J01-10041-2,EDU,368138.0740486587,8.45132108827761,2.255522171539325
266,J01-10041-2,OSDEV,4151977.641971662,95.31667240431715,25.438492477050463
267,J01-10041-2,OSIRR,355199.7537444556,8.154296936357508,2.1762511850106394
268,J01-10041-2,OSLOW,25653.445299860927,0.5889244241035347,0.1571744916624943
269,J01-10041-2,RESMF,4612.558307343923,0.10589019186484169,0.02826039538729429
270,J01-10041-2,RESSFH,8772861.953081174,201.3980037794826,53.74989993676387
271,J01-10041-2,TRANS,2229412.2301975163,51.180467122892345,13.659246541412587
272,J01-10041-2,TRFWY,111413.92995842846,2.5577221215676147,0.6826150484134649
273,J01-10041-2,UTIL,75801.2627808061,1.7401645084198083,0.464422022293159
274,J01-9005-1 (J03P05),OSDEV,1526412.894944832,35.04175850814346,27.421243024331993
275,J01-9005-1 (J03P05),OSLOW,16.273463367981076,0.00037358880766826983,0.00029234461746151675
276,J01-9005-1 (J03P05),RESMF,57521.764900338036,1.3205233009202917,1.0333496917802616
277,J01-9005-1 (J03P05),RESSFH,2810407.0794386193,64.51832693068555,50.48755535138136
278,J01-9005-1 (J03P05),TRANS,1172176.2140541568,26.90957077073185,21.057558501615077
279,J01-9005-3,OSDEV,2623979.1514210175,60.23851348413938,29.837173656955773
280,J01-9005-3,OSLOW,9498.041207442197,0.21804589531039956,0.10800188894561227
281,J01-9005-3,RESMF,2562700.983700247,58.831754695476,29.14038179004077
282,J01-9005-3,RESSFH,2271389.488929131,52.14413623770303,25.827889138166597
283,J01-9005-3,TRANS,1193793.2034594466,27.40583054744229,13.574580081104425
284,J01-9005-3,TRFWY,132967.97881963474,3.052536976426668,1.5119741605825323
285,J01-9005-6,COMM,132672.28973931092,3.0457488620308073,51.13618195090459
286,J01-9005-6,OSDEV,66213.05855042933,1.5200487466358608,25.52064953588732
287,J01-9005-6,RESSFH,374.4399796136184,0.008595993511892337,0.14432125174622354
288,J01-9005-6,TRANS,60189.12696419695,1.3817577530171508,23.198831903443857
289,J01-9007-1,EDU,539908.1131702407,12.394634362010384,8.512055485389867
290,J01-9007-1,OSAGNI,34926.62481651384,0.8018081846517959,0.5506443802258968
291,J01-9007-1,OSDEV,1219304.0185337288,27.991480619018247,19.223240410994453
292,J01-9007-1,OSLOW,78792.9064992708,1.808843472723653,1.2422291416196056
293,J01-9007-1,OSVAC,32033.12697371826,0.735382348636606,0.5050262211652534
294,J01-9007-1,RESMF,1442809.513263769,33.12248127913536,22.746971812733424
295,J01-9007-1,RESSFH,1958670.7590688826,44.965073318995024,30.879910436811684
296,J01-9007-1,TRANS,1036419.2056125473,23.793006228232485,16.339924459545905
297,J01-9008-1 (J01P30),COMM,984412.6117932912,22.59909434011826,10.681500722662877
298,J01-9008-1 (J01P30),EDU,170489.46866710726,3.913915303650777,1.8499187850272185
299,J01-9008-1 (J01P30),OSDEV,1556062.8111556903,35.72242964705253,16.884267676731536
300,J01-9008-1 (J01P30),OSIRR,83068.89950464491,1.9070071575123915,0.9013502056554225
301,J01-9008-1 (J01P30),OSLOW,16615.028641452678,0.3814300987549731,0.18028359075717265
302,J01-9008-1 (J01P30),OSVAC,11431.053530475052,0.2624219296332954,0.12403417538925869
303,J01-9008-1 (J01P30),RESMF,3349323.858597655,76.89020330425349,36.34228654473511
304,J01-9008-1 (J01P30),RESSFH,608654.5605423722,13.972841946003635,6.604287724881942
305,J01-9008-1 (J01P30),TRANS,1272808.46484063,29.21977860628474,13.810778502969267
306,J01-9008-1 (J01P30),TRFWY,1163184.7216937416,26.703153683346805,12.621291414306924
307,J01-9031-1,COMM,1237763.412537577,28.4152516897631,9.504710127187579
308,J01-9031-1,EDU,483609.168899311,11.102183272309228,3.7136054585863776
309,J01-9031-1,IND,18159.968632947628,0.41689718257667774,0.13944929703579031
310,J01-9031-1,OSDEV,1572366.388092271,36.09670976989651,12.074106070004918
311,J01-9031-1,OSFOR,6098.593763640526,0.1400050082205869,0.04683073139804684
312,J01-9031-1,OSIRR,492207.83548786596,11.299582284782243,3.779634097481912
313,J01-9031-1,OSLOW,545541.7511117021,12.523965410588914,4.189181998815643
314,J01-9031-1,RESMF,1028505.3420495874,23.611328192913177,7.897830103415228
315,J01-9031-1,RESSFH,5377099.136706006,123.44170443450594,41.2904179440589
316,J01-9031-1,RESSFL,170141.76640970696,3.905933126235407,1.3065082986550391
317,J01-9031-1,TRANS,2020953.9641755663,46.39490468355544,15.518782842756096
318,J01-9031-1,UTIL,70184.61474331678,1.611223495927869,0.5389433972328775
319,J01-9033-1,EDU,52110.50915789063,1.1962974655774241,2.910398610749171
320,J01-9033-1,OSDEV,164434.45267932946,3.7749107075094908,9.18374835270162
321,J01-9033-1,OSLOW,132441.26200880072,3.0404451739081284,7.396912277106668
322,J01-9033-1,RESSFH,1054213.2354114533,24.201502577526302,58.87834882746095
323,J01-9033-1,TRANS,387294.32972580934,8.891089965743246,21.63058656306274
324,J01-9040-1,COMM,100125.64849150748,2.29857780062679,1.573003200124172
325,J01-9040-1,IND,150.63911836560334,0.003458212142421591,0.002366584574711406
326,J01-9040-1,OSDEV,642805.7378045246,14.756848233131075,10.098666004749619
327,J01-9040-1,OSFOR,66936.9508421127,1.5366670934508568,1.051599060455807
328,J01-9040-1,OSIRR,55515.72050861934,1.274470674292185,0.8721681939934127
329,J01-9040-1,OSLOW,191674.46897309547,4.40025793556638,3.011261925582971
330,J01-9040-1,RESMF,998655.487439049,22.926067081565265,15.689169570736208
331,J01-9040-1,RESSFH,3326690.395694988,76.37060841360173,52.26327836163188
332,J01-9040-1,TRANS,982698.7051991698,22.55974830132652,15.438483858282185
333,J01-9046-1,OSDEV,873708.5457065919,20.057668515869132,30.519500263016226
334,J01-9046-1,OSFOR,2660.9408806566876,0.061087041424521156,0.09294928647103384
335,J01-9046-1,OSIRR,11565.545623234662,0.2655094555912751,0.40399590278103115
336,J01-9046-1,RESSFH,1371818.9345753677,31.492755322946927,47.918986875336564
337,J01-9046-1,TRANS,603033.8422950779,13.843807493978044,21.06456620914502
338,J01-9046-2,EDU,12354.895381304132,0.28363050507424054,0.6117496466295173
339,J01-9046-2,OSDEV,363148.1056460471,8.3367667181549,17.98119032552245
