globalid,facilityid,area_acres
{18EAF1F9-8909-43C4-B688-D32EA0E69320},L03-455-3 (L03P37),72.14698507
{E8C7FA6D-2EED-4DA3-B4F2-4E6A9782EEBE},L03-455-5,23.75471305
{99E2466D-575A-4B0D-86CB-E897D70A6796},L03-455-6,5.33953354
{0D24DEA2-2441-4E22-87E0-7B66CE23FA47},L03-455-7,64.2143521
{BBAFB8D3-D9AD-4A56-B421-1DF59DC6A90A},L03-497-1,45.51756325
{2573E615-A765-48A9-9D28-7DC3A1665CC5},L03-662-1,86.29094428
{ABC750AB-5236-485E-BB56-BAD50059EB27},L03-693-1 (L03P11),279.81210476
{18A5CB1D-573F-42F4-9830-F354E7808C79},L03-708-1,108.98900254
{63418C1C-734F-4A14-A489-860395E5E09F},L03-708-11 (L03P05),171.70778799
{A0F2EDC1-CC8A-4E35-94BF-3F21AADCE56F},L03-708-13,64.06432828
{DCB5A9A1-710E-473C-89ED-7F1454F0DEE4},L03-708-5,28.84826742
{48F823B9-0E82-49BB-AF40-0BD1E4C2BABF},L04-136-1 (L04P07),454.69156048
{938B81A4-F697-4E41-83EC-9074CA747AD1},L04-232-1,44.1047989
{54058108-F224-4C4F-A58B-9ACF8F2A6A7F},L04-266-1,54.2802175
{FC5506A8-15B2-4B1E-85E7-F446BA7886EA},L04-266-2,14.13489874
{BFA08390-49A7-49FA-B4DC-4B7B88DD0C2F},L04-266-3,4.37388189
{06071B15-583B-4532-8385-A73AC6560CC6},L04-266-4,47.13944091
{462E7745-CF64-41E9-A90E-4EC34842F718},L04-266-5,577.85257612
{C5FA9FBA-6F77-483C-8916-E61DA709870D},L04-301-1 (L04P08),191.83607914
{114E9136-2E66-4CCD-82C3-E82489348C7E},L04-702-1 (L04P02),84.3662671
{28A7580B-7416-4E2B-94F3-498FCE4B6557},L04-702-2 (L04P02),56.24337803
{D5A1C0D0-659D-4377-89F1-E517B628FD17},L04-702-3,8.28038657
{7D2C9055-5FCF-4CB9-9460-4923546552A4},L04-702-4,374.77459069
{132CDD87-045D-4D70-838D-779835062CC1},L05-489-2,13.89683285
{79F07059-C2D7-41FD-B799-095626E8DF39},LC01-11446-1,178.33264473
{F88D3A52-BC14-4946-80DF-5967F68E88E8},LC02-11508-1,11.39626587
{7168D373-492A-4D76-A9BC-E3BBD0470627},LC02-11508-3,319.65476129
{C1E4A943-8A39-49A8-A62D-66C8477DC93B},LC03-11455-1,47.51609792
{AD5EC0C3-E3AC-41DE-AE17-451EB12BC223},LC05-11017-1,63.88315303
{054A30A1-0D2B-441B-BCFE-61552A320EF8},LC06-11019-1,60.81426308
{C8800BE0-5191-43C8-B362-299E2FAB63C7},LC06-11019-2,5.05143564
{5F50BD04-7FF0-47D3-BC31-AD27A7E81FC1},LC06-11509-1,22.65181966
{4E5B0922-9A5E-4450-9521-4E26BBB9354F},LC06-11509-2,51.8633
{AD104321-B71E-4DE7-B752-9F16008C418F},M00.1-070-1,25.42694054
{03A1FA79-644F-4BDD-8F52-B32602E78A67},M00.1-070-2,192.86105694
{8F3A3455-091B-4C20-86B5-C95A21B17439},M00.1-070-3,49.7530588
{B4091CCF-1394-4B35-BFC8-AA5B779B2077},M00.1-070-4,137.0917445
{20C16757-BE01-4CBB-9A05-DB944F408747},M00.1-071-1 (M00S04),419.99033637
{75F09672-40E0-4814-B734-3F254E9535B9},M00.1-071-2 (M00S04),416.85960898
{D3FA6583-B73C-4BAC-BACA-249D56C341EF},M00.1-071-3 (M00S04),101.01259909
{5B90CBCC-7F23-4DD5-9087-4EBD74BB7B2A},M00.1-071-4 (M00S04),2.82012167
{BF408C4C-C27E-4230-9BB6-5DC6F59AE97C},M00.2-066-1 (M00S07),136.33710933
{ACE3FED7-5064-46E3-AAF8-5F4512B77354},M00.3-169-2,42.59454432
{B9F55328-02D5-4205-BB0E-0795EC5984D5},M01-050-1,8.10122917
{400DFCB8-4481-49CB-9A87-ACB099C4697A},M01-050-2,1.40616452
{71AFBA9B-3AA9-424D-90F6-F0C86CCC30F9},M01-086-2,30.15558648
{624367CE-BA55-4FAB-8769-2C2A4A455746},M01-088-1,304.03967077
{AE27BC68-0680-460B-AF16-89F8D558BF41},M01-168-1 (M00P03),3.26949329
{69B5BC54-3484-4232-A416-7F5473485278},M01-168-2 (M00P03),26.92501151
{92812FB4-E732-465F-B1BE-9FA6FBAFBACA},M02-013-1,43.17862585
{00ABD0B6-9D84-45D1-85BE-C533CB16EDB0},M02-015-1,65.88798185
{1C22C308-FC57-428D-B9EF-EB6BE79A3FC3},M02-028-2 (M02P08),221.16825465
{B910E593-8884-4B42-82F3-6ED21E8735C1},M02-052-3,178.5046065
{50B82D36-801E-48C9-AE08-6DB06418FF05},M02-061-4 (SCBS@M02),90.38163929
{DE09BCD8-04AC-4E37-A2A7-A1D6EABE3B51},M02-061-5,3.75049186
{397347C3-1DE7-4280-B9A8-B004CDCABF83},M02-061-6,40.9633321
{083C9D12-2C95-46CF-BE39-D456F980B047},M02-085-1 (M02P06),372.59706323
{4B24A2FD-B3C8-42D0-862F-3F42F0E68E4F},M02-085-2,199.86814555
{E5E9E2F1-ACD4-4ECC-91EE-78A2F4B37EA9},M02-086-1,50.74833146
{FBC52D4D-75D8-457C-A0B6-A4A65510D4E5},SC01-077-1,48.74950277
{7FB7204C-05C0-44B4-9E44-4E8080498880},SC02-072-1,4.79491375
{1A91B316-8791-4628-98F2-B20D2D0CB679},SC03-067-1,174.71237258
{557DAC05-C1D3-4261-A708-2542903261F1},SC03-067-2,128.19437879
{1CA5FE24-5378-43C1-9FAB-34FEFCD963A3},SC05-073-1,124.43649592
{E27410D0-8027-4AD9-B35E-311808B59DE7},SC05-073-2,38.01301542
{FE7EDBF8-9A41-4D1D-9E31-EF26DCF7DF60},SC05-073-3,30.16696063
{3875380C-90B5-4471-9C97-1EAE2DB5C6C3},SC06-146-1 (M00P02),26.41299244
{B116E98B-D1DC-42E7-B5D8-45AF2A56240A},SC06-146-2 (M00P02),325.80676057
{59C9BEA4-0C8A-4561-9C5D-1091FFD85A9F},SC07-079-1,33.297891
{0205818B-C4C5-449D-9CD1-1E41320E80A0},SC07-079-2,0.83854249
{C04F6F2E-E2CD-49B8-8567-81560506A40B},SC07-079-3,1.84003545
{067FC81F-B554-4FFD-8489-627448C5914A},SC07-079-4,1.06690053
{59810368-5C7C-4356-8970-0C2A09A50C0B},SC07-079-5,29.94605554
{22A02243-7479-472B-91A3-40A4E44A97F2},SC10-075-1 (M00P05),83.2555747
{E4094279-C412-483C-84E5-93C4FAB7A292},SC11-026-1 (M00P01),305.38811884
{0E17B412-BCDF-42EE-826D-F2AC4301102C},SC11-035-1,10.68701889
{926C4698-846B-4C13-BC19-4DC87D991784},SC11-035-2,13.0009793
{6AF81C67-6BA4-4B42-B087-4AB36A6BDB33},SC11-035-3,73.59042822
{4CA5373B-1996-434A-AAF4-FD291224070F},SC11-035-4,5.81193213
{2CF75BC2-C931-4ACA-B24A-3832F6F310F8},SC11-130-1,25.7036491
{E2E45F6D-12FF-4162-85D7-50DDC8FA5301},SC12-068-1,9.95719839
{4188A08C-3321-400F-8195-692F34E06F07},SC12-068-2,81.31475636
{EA549380-1B32-477E-AA7F-F10B3D11051E},SC12-068-3,4.86183287
{52882704-B89B-4780-9E00-848BBF39CD8B},SC12-068-4,16.13226718
{24945B07-9C30-492F-95EB-E24868AE145C},SM01-086-1 (M03P01),219.4891214
{7C1A83EC-B7C4-418D-990A-7E8C1BAC354E},SC04-090-1,287.48561098
{E0AD73AA-995E-45C7-B9A8-8CB641B63604},K01-12177-1,512.43104875
{2DED6B75-DA3B-43E2-AA77-C52891808795},L01-766-4,25.87303207
{36BE8FD8-1209-431B-8E6D-A02410103598},L01-766-2,245.40622496
{E97707B0-9E71-4156-A940-4512FF9CBE94},L02-571-1,36.03365204
