globalid,facilityid,area_acres
{14180C28-616B-4A15-9CDD-EFB5AD3515C5},L02-571-3,7.43114254
{AE4652F5-44AD-4E67-AE74-49BE68239A2A},L02-571-5 (L02TBN2),220.78861654
{D3D19828-80FC-48DB-A867-44476678DCDE},M02-032-1,130.87560514
{7BE45080-671B-42BF-AB1F-814CEF3685B8},M01-060-3,4545.77136968
{B3C7EE5D-F2D3-4CC1-BDAB-92C3453B506A},M02-052-2,3106.39477221
{C3BDF13E-91C2-45B7-BD48-1476D74C5EC3},M02-052-4,118.71835525
{B8F9B00C-F68E-47C3-98FE-E39481185669},M02-056-1,4159.04789204
{AAE914F9-2A38-4B38-8AF4-A58E2C01045B},M02-102-1,4825.00118255
{FD17A22A-937E-4180-AB6D-ABD8C9EF6DC3},L03-691-1 (L03P09),505.0272419
{1C163552-B3D4-4F47-ABED-701D67150A00},L03-281-2,42.4353864
{9E490873-AD58-4DFF-9728-EAA702B397E2},M01-047-1,719.38131871
{DE591A5B-22DB-4684-8E88-4048CDD61127},K01-12156-1,88.38784859
{D518FCE5-2C1E-441B-82F7-DD587D266E71},K01-12126-1 (K01S01),885.25252888
{41BDC1C8-BCF9-4E9A-8BA1-EE1221F8E689},L01-724-1 (L01S01),283.40904032
{D306992E-C596-428D-98B4-E355AFC81D37},L01-727-1 (L01S04),458.4026999
{4397F881-B343-464B-9EAA-09390E6E5C26},L01-724-4 (L01P03),349.72191376
{C759D112-8F54-42F5-9D5E-88E2CBEC06B6},K01-12156-3,130.12073959
{767D39F7-362C-44D9-8E82-01C3384908AA},K01-12046-2,3039.79031473
{D08B13C7-EA7C-480E-ACA5-0323169DA395},K01-12058-2 (K01P09),303.05249515
{69600548-71B3-42DD-82C0-FEECBD33EB65},K01-12156-4,1412.69395318
{52D490B0-4BE3-4D35-BBBE-6BA23D54A6C6},K01-12062-1,258.84115572
{56D12721-6D49-4ACB-950E-F48886BEE89A},L03-172-2,46.50852925
{87D0498B-0C0E-4A71-B781-528F67F651D3},L01-458-1,600.45529611
{4B2AD31D-E8DB-4FB6-878B-D604335C8FFB},L02-374-1 (L02P50),456.48197184
{1725FC96-E6AB-4C95-9861-4BD007E7CE9D},L02-401-2 (COL02P55),116.86311828
{B1603658-5A25-4C61-BE91-8520CB147D29},L05-489-1,35.72995128
{ABA884E8-E19F-4CC2-B8AF-8174EC6789FE},L02-502-1,371.7262534
{388D1D74-2875-4014-B565-12B2C48F1CD6},L01-602-1,2827.39562104
{B6946D03-44AE-4A08-8C31-6269D274B8C0},L05-489-3,1832.47249969
{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},J07-9109-4 (J07P02),394.92574829
{8B6CE493-4933-4A21-86D1-863F47D7ADB8},J01-9377-2 (J01TBN8),98.41839547
{A8E051C5-17C4-4EE3-8C34-F57ABE3CC236},L02-166-1 (L02PXX),77.28378749
{37E46652-7262-4D92-A1BD-874AA039C3F8},J07-9110-2,133.39088631
{51CB2DDF-C448-469F-B011-80321F576EAC},J07-9109-2,201.64389276
{699EC019-647F-4C0D-9CCC-F8A1826FB0E1},J07-9110-3,61.67998508
{3A11CF81-5CBC-49DA-954D-B3E5E34A8451},L02-166-2 (L02P25),363.95293383
{0D5F3824-91C8-43AA-8F05-4623FC51BA51},L03-073-2,7.75386278
{5471BA78-EA73-4B07-A1EB-C9D38383D155},L03-074-1 (L03B01),303.10956645
{000411DB-8D18-49C4-9A06-BA669FF50D89},L02-166-3,494.68519995
{966EA265-6B8F-456F-82F3-E1D89AE02297},L03-073-3,565.08589945
{79AE61B0-5725-4E4A-95BB-4CAD445CFEE0},L03-141-1,161.39127863
{81B8D6E2-1557-410B-9DD5-3B1BC86A9A12},L05-489-7,92.32955997
{562DB4B2-B589-4CF3-B905-45A2BEA789F1},J01-9033-1,41.10421176
{DE513FBA-7DA1-4168-9A33-99F54FB68016},L03-141-1 (With Upper Oso),734.7561263
{C68BD232-FE0B-4E91-96E5-82DD67FA011B},L03-073-3 (With Upper Oso),1138.45074711
{028DA048-68B5-44FD-911C-48F9DB1264FA},L03-214-2 (With Upper Oso),2057.27488159
{1C90626D-127F-4D0A-A54B-A952543D3A7A},L01-514-1,267.40709935
{81081677-54B5-4AAC-AA35-CB5BDB67AB24},L01-517-7,141.90900182
{DAAB5962-3CE0-4CF0-A988-0F4C43382DC9},M01-042-1 (M01S01),195.65162657
{9F6ECA1D-6E3A-42B9-BCC9-0EF83F99334C},L05-049-1,478.27356101
{C8E7037D-68EB-4BAF-B8C1-0B30559AF619},L03-214-2 (L03P18),1483.91003393
{487F2E0C-5819-4C68-8F82-9BFA870AAB51},J06-10011-1 (J06P01),935.90125176
{3609682E-8B65-4AEC-924D-EDCCE8D7A9C4},J06-9079-1 (J06P03),365.7871229
{56C89101-2FC4-482C-A908-46575D8C6DEC},J03-9221-1 (J03P02),565.70937288
{F7066090-0D8E-45AE-A175-3DE6D6E10513},M01-050-4 (M01@CGV),105.0882966
{584FD848-58AD-47D8-AC3A-A7EAD8EF3DDA},L05-489-3d,1930.33211516
{5A7693A0-9E93-40C6-B5B0-3863D7CB80E7},L01-242-1 (L07P16),196.96941954
{1D8D8E57-6567-4B11-935A-EC1CEA0917C5},L03-662-3 (L03P16),436.64832448
{C9BB527A-9378-4CD5-8DB9-3F8415D3C804},L01-731-1 (L08TBN2),1093.30467632
{C6DA0359-D9F5-4B33-A3D5-1D08DB636FA9},J01-9131-1 (J01P28),286.38606854
{62405ECA-C5C8-487E-B695-4FCC395FFA58},J01-9992-1 (J01P27),553.84107573
{AF542CFA-277C-4AB4-A140-17792DF43DA5},L01-728-4,79.2189438
{EEB451FE-2A22-41B3-B4CA-454F79E8D0A7},L02-366-1 (MVL02P14),198.82243813
{CCF30DEA-C623-44F0-8114-5194247E21D5},L03-241-3,722.06959077
{BFAB5D8F-7482-41AC-9EDB-AD2D5595C40B},L03-241-2,36.87043572
{02ED326E-8187-4D92-B576-D8494A9BD5C4},L03-241-1,36.11810487
{09AAADA9-6B9F-4759-AB51-8691DE5E33C7},L03-316-4,44.10840687
{82A39E15-6B2F-4D96-A0EC-1AA166B6D4DD},L03-316-3 (L03P12),361.42380014
{6EE756C0-34D1-4C7B-A49B-C1AD440598A4},L03-241-4,209.49721786
{D78123C9-403B-441F-98FD-EA446CF00C88},L03-240-1 (L03P14),343.94004359
{D0DA33BE-2494-4995-85E6-4F0B73E68804},L01-728-5 (L01-DP),24.72372499
{CBB34913-C053-4B2B-B9C1-E39FD6183752},L01-724-2,16.19787546
