Inst Time,Flow (cfs)
8/26/2022 0:00,0.014
8/27/2022 0:00,0.015
8/28/2022 0:00,0.004
8/29/2022 0:00,0.005
8/30/2022 0:00,0.01
8/31/2022 0:00,0.029
9/1/2022 0:00,0.022
9/2/2022 0:00,0.015
9/3/2022 0:00,0.027
9/4/2022 0:00,0.02
9/5/2022 0:00,0.018
9/6/2022 0:00,0.026
9/7/2022 0:00,0.021
9/8/2022 0:00,0.013
9/9/2022 0:00,0.023
9/10/2022 0:00,0.11
9/11/2022 0:00,0.011
9/12/2022 0:00,0.023
9/13/2022 0:00,0.013
9/14/2022 0:00,0.008
9/15/2022 0:00,0.004
9/16/2022 0:00,0.004
9/17/2022 0:00,0.005
9/18/2022 0:00,0.005
9/19/2022 0:00,0.005
9/20/2022 0:00,0.011
9/21/2022 0:00,0.018
9/22/2022 0:00,0.013
9/23/2022 0:00,0.02
9/24/2022 0:00,0.029
9/25/2022 0:00,0.027
9/26/2022 0:00,0.027
9/27/2022 0:00,0.027
9/28/2022 0:00,0.02
9/29/2022 0:00,0.021
9/30/2022 0:00,0.012
10/1/2022 0:00,0.006
10/2/2022 0:00,0.007
10/3/2022 0:00,0.007
10/4/2022 0:00,0.01
10/5/2022 0:00,0.029
10/6/2022 0:00,0.029
,
,
,
,
,
,
,
,
,
,
,
,
,
