Datetime,Flow_cfs
2016-11-16 11:19:00,0.03
2016-11-16 11:29:00,0.028
2016-11-16 11:39:00,0.031
2016-11-16 11:49:00,0.033
2016-11-16 12:00:00,0.039
2016-11-16 12:10:00,0.033
2016-11-16 12:20:00,0.038
2016-11-16 12:30:00,0.04
2016-11-16 12:40:00,0.038
2016-11-16 12:50:00,0.038
2016-11-16 13:00:00,0.038
2016-11-16 13:10:00,0.042
2016-11-16 13:20:00,0.041
2016-11-16 13:30:00,0.039
2016-11-16 13:39:00,0.039
2016-11-16 13:49:00,0.034
2016-11-16 13:59:00,0.034
2016-11-16 14:09:00,0.037
2016-11-16 14:19:00,0.035
2016-11-16 14:29:00,0.037
2016-11-16 14:39:00,0.037
2016-11-16 14:49:00,0.038
2016-11-16 15:00:00,0.038
2016-11-16 15:10:00,0.038
2016-11-16 15:20:00,0.037
2016-11-16 15:30:00,0.037
2016-11-16 15:40:00,0.037
2016-11-16 15:50:00,0.034
2016-11-16 16:00:00,0.032
2016-11-16 16:10:00,0.033
2016-11-16 16:20:00,0.033
2016-11-16 16:30:00,0.035
2016-11-16 16:39:00,0.035
2016-11-16 16:49:00,0.038
2016-11-16 16:59:00,0.031
2016-11-16 17:09:00,0.039
2016-11-16 17:19:00,0.033
2016-11-16 17:29:00,0.034
2016-11-16 17:39:00,0.029
2016-11-16 17:49:00,0.034
2016-11-16 18:00:00,0.037
2016-11-16 18:10:00,0.033
2016-11-16 18:20:00,0.029
2016-11-16 18:30:00,0.031
2016-11-16 18:40:00,0.036
2016-11-16 18:50:00,0.03
2016-11-16 19:00:00,0.026
2016-11-16 19:10:00,0.028
2016-11-16 19:20:00,0.029
2016-11-16 19:30:00,0.035
2016-11-16 19:39:00,0.037
2016-11-16 19:49:00,0.036
2016-11-16 19:59:00,0.031
2016-11-16 20:09:00,0.031
2016-11-16 20:19:00,0.028
2016-11-16 20:29:00,0.018
2016-11-16 20:39:00,0.019
2016-11-16 20:49:00,0.032
2016-11-16 21:00:00,0.03
2016-11-16 21:10:00,0.031
2016-11-16 21:20:00,0.026
2016-11-16 21:30:00,0.025
2016-11-16 21:40:00,0.025
2016-11-16 21:50:00,0.025
2016-11-16 22:00:00,0.024
2016-11-16 22:10:00,0.026
2016-11-16 22:20:00,0.026
2016-11-16 22:30:00,0.027
2016-11-16 22:39:00,0.019
