Datetime,Flow_cfs
2016-07-19 11:19:00,0.178
2016-07-19 11:25:00,0.13
2016-07-19 11:29:00,0.122
2016-07-19 11:35:00,0.13
2016-07-19 11:39:00,0.147
2016-07-19 11:45:00,0.133
2016-07-19 11:49:00,0.117
2016-07-19 11:55:00,0.138
2016-07-19 12:00:00,0.129
2016-07-19 12:04:00,0.127
2016-07-19 12:10:00,0.115
2016-07-19 12:14:00,0.12
2016-07-19 12:20:00,0.137
2016-07-19 12:24:00,0.127
2016-07-19 12:30:00,0.121
2016-07-19 12:34:00,0.1
2016-07-19 12:40:00,0.116
2016-07-19 12:44:00,0.112
2016-07-19 12:50:00,0.129
2016-07-19 12:54:00,0.142
2016-07-19 13:00:00,0.116
2016-07-19 13:04:00,0.119
2016-07-19 13:10:00,0.115
2016-07-19 13:14:00,0.125
2016-07-19 13:20:00,0.15
2016-07-19 13:24:00,0.143
2016-07-19 13:30:00,0.105
2016-07-19 13:35:00,0.101
2016-07-19 13:39:00,0.129
2016-07-19 13:45:00,0.109
2016-07-19 13:49:00,0.115
2016-07-19 13:55:00,0.108
2016-07-19 13:59:00,0.135
2016-07-19 14:05:00,0.121
2016-07-19 14:09:00,0.159
2016-07-19 14:15:00,0.149
2016-07-19 14:19:00,0.171
2016-07-19 14:25:00,0.199
2016-07-19 14:29:00,0.177
2016-07-19 14:35:00,0.178
2016-07-19 14:39:00,0.175
2016-07-19 14:45:00,0.189
2016-07-19 14:49:00,0.147
2016-07-19 14:55:00,0.174
2016-07-19 15:00:00,0.174
2016-07-19 15:04:00,0.134
2016-07-19 15:10:00,0.114
2016-07-19 15:14:00,0.152
2016-07-19 15:20:00,0.115
2016-07-19 15:24:00,0.134
2016-07-19 15:30:00,0.16
2016-07-19 15:34:00,0.137
2016-07-19 15:40:00,0.104
2016-07-19 15:44:00,0.135
2016-07-19 15:50:00,0.125
2016-07-19 15:54:00,0.13
2016-07-19 16:00:00,0.142
2016-07-19 16:04:00,0.149
2016-07-19 16:10:00,0.138
2016-07-19 16:14:00,0.137
2016-07-19 16:20:00,0.146
2016-07-19 16:24:00,0.131
2016-07-19 16:30:00,0.125
2016-07-19 16:35:00,0.102
2016-07-19 16:39:00,0.093
2016-07-19 16:45:00,0.149
2016-07-19 16:49:00,0.135
2016-07-19 16:55:00,0.109
2016-07-19 16:59:00,0.077
2016-07-19 17:05:00,0.055
2016-07-19 17:09:00,0.053
2016-07-19 17:15:00,0.082
2016-07-19 17:19:00,0.052
2016-07-19 17:25:00,0.109
2016-07-19 17:29:00,0.117
2016-07-19 17:35:00,0.13
2016-07-19 17:39:00,0.126
2016-07-19 17:45:00,0.12
2016-07-19 17:49:00,0.108
2016-07-19 17:55:00,0.11
2016-07-19 18:00:00,0.107
2016-07-19 18:04:00,0.101
2016-07-19 18:10:00,0.092
2016-07-19 18:14:00,0.087
2016-07-19 18:20:00,0.082
2016-07-19 18:24:00,0.079
2016-07-19 18:30:00,0.075
2016-07-19 18:34:00,0.085
2016-07-19 18:40:00,0.072
2016-07-19 18:44:00,0.072
2016-07-19 18:50:00,0.075
2016-07-19 18:54:00,0.07
2016-07-19 19:00:00,0.076
2016-07-19 19:04:00,0.08
2016-07-19 19:10:00,0.063
2016-07-19 19:14:00,0.055
2016-07-19 19:20:00,0.061
2016-07-19 19:24:00,0.077
2016-07-19 19:30:00,0.08
2016-07-19 19:35:00,0.07
2016-07-19 19:39:00,0.056
2016-07-19 19:45:00,0.065
2016-07-19 19:49:00,0.064
2016-07-19 19:55:00,0.047
2016-07-19 19:59:00,0.09
2016-07-19 20:05:00,0.068
2016-07-19 20:09:00,0.088
2016-07-19 20:15:00,0.09
2016-07-19 20:19:00,0.072
2016-07-19 20:25:00,0.076
2016-07-19 20:29:00,0.062
2016-07-19 20:35:00,0.069
2016-07-19 20:39:00,0.075
2016-07-19 20:45:00,0.068
2016-07-19 20:49:00,0.059
2016-07-19 20:55:00,0.073
2016-07-19 21:00:00,0.078
2016-07-19 21:04:00,0.079
2016-07-19 21:10:00,0.057
2016-07-19 21:14:00,0.057
2016-07-19 21:20:00,0.058
2016-07-19 21:24:00,0.059
2016-07-19 21:30:00,0.057
2016-07-19 21:34:00,0.052
2016-07-19 21:40:00,0.072
2016-07-19 21:44:00,0.077
2016-07-19 21:50:00,0.057
2016-07-19 21:54:00,0.063
2016-07-19 22:00:00,0.062
2016-07-19 22:04:00,0.071
2016-07-19 22:10:00,0.063
2016-07-19 22:14:00,0.057
2016-07-19 22:20:00,0.059
2016-07-19 22:24:00,0.061
2016-07-19 22:30:00,0.057
2016-07-19 22:35:00,0.058
2016-07-19 22:39:00,0.069
2016-07-19 22:45:00,0.068
2016-07-19 22:49:00,0.06
2016-07-19 22:55:00,0.061
2016-07-19 22:59:00,0.058
2016-07-19 23:05:00,0.049
2016-07-19 23:09:00,0.056
2016-07-19 23:15:00,0.057
2016-07-19 23:19:00,0.058
2016-07-19 23:25:00,0.053
2016-07-19 23:29:00,0.049
2016-07-19 23:35:00,0.046
2016-07-19 23:39:00,0.054
2016-07-19 23:45:00,0.044
2016-07-19 23:49:00,0.036
2016-07-19 23:55:00,0.042
2016-07-20 00:00:00,0.036
2016-07-20 00:04:00,0.058
2016-07-20 00:10:00,0.059
2016-07-20 00:14:00,0.053
2016-07-20 00:20:00,0.063
2016-07-20 00:24:00,0.087
2016-07-20 00:30:00,0.096
2016-07-20 00:34:00,0.09
2016-07-20 00:40:00,0.114
2016-07-20 00:44:00,0.076
2016-07-20 00:50:00,0.111
2016-07-20 00:54:00,0.115
2016-07-20 01:00:00,0.086
2016-07-20 01:04:00,0.122
2016-07-20 01:10:00,0.089
2016-07-20 01:14:00,0.095
2016-07-20 01:20:00,0.088
2016-07-20 01:24:00,0.095
2016-07-20 01:30:00,0.069
2016-07-20 01:35:00,0.079
2016-07-20 01:39:00,0.077
2016-07-20 01:45:00,0.07
2016-07-20 01:49:00,0.089
2016-07-20 01:55:00,0.082
2016-07-20 01:59:00,0.072
2016-07-20 02:05:00,0.053
2016-07-20 02:09:00,0.053
2016-07-20 02:15:00,0.051
