Datetime,Flow_cfs
2016-10-20 12:00:00,0.027
2016-10-20 12:14:00,0.022
2016-10-20 12:30:00,0.007
2016-10-20 12:44:00,0.009
2016-10-20 13:00:00,0.015
2016-10-20 13:14:00,0.018
2016-10-20 13:30:00,0.035
2016-10-20 13:45:00,0.005
2016-10-20 13:59:00,0.019
2016-10-20 14:15:00,0.144
2016-10-20 14:29:00,0.059
2016-10-20 14:45:00,0.008
2016-10-20 15:00:00,0.012
2016-10-20 15:14:00,0.007
2016-10-20 15:30:00,0.007
2016-10-20 15:44:00,0.01
2016-10-20 16:00:00,0.004
2016-10-20 16:14:00,0.008
2016-10-20 16:30:00,0.012
2016-10-20 16:45:00,0.02
2016-10-20 16:59:00,0.025
2016-10-20 17:15:00,0.025
2016-10-20 17:29:00,0.022
2016-10-20 17:45:00,0.03
2016-10-20 18:00:00,0.021
2016-10-20 18:14:00,0.019
2016-10-20 18:30:00,0.029
2016-10-20 18:44:00,0.023
2016-10-20 19:00:00,0.019
2016-10-20 19:14:00,0.014
2016-10-20 19:30:00,0.011
2016-10-20 19:45:00,0.02
2016-10-20 19:59:00,0.019
2016-10-20 20:15:00,0.023
2016-10-20 20:29:00,0.021
2016-10-20 20:45:00,0.059
2016-10-20 21:00:00,0.015
2016-10-20 21:14:00,0.008
2016-10-20 21:30:00,0.038
2016-10-20 21:44:00,0.026
2016-10-20 22:00:00,0.004
2016-10-20 22:14:00,0.009
2016-10-20 22:30:00,0.114
2016-10-20 22:45:00,0.003
2016-10-20 22:59:00,0.031
2016-10-20 23:15:00,0.009
2016-10-20 23:29:00,0.034
2016-10-20 23:45:00,0.011
2016-10-21 00:00:00,0.001
2016-10-21 00:14:00,0.02
2016-10-21 00:30:00,0.031
2016-10-21 00:44:00,0.087
2016-10-21 01:00:00,0.003
2016-10-21 01:14:00,0.061
2016-10-21 01:30:00,0.015
2016-10-21 01:45:00,0.008
2016-10-21 01:59:00,0.003
2016-10-21 02:15:00,0.044
2016-10-21 02:29:00,0.01
2016-10-21 02:45:00,0.015
2016-10-21 03:00:00,0.014
2016-10-21 03:14:00,0.049
2016-10-21 03:30:00,0.002
2016-10-21 03:44:00,0.024
2016-10-21 04:00:00,0.14
2016-10-21 04:14:00,0.027
2016-10-21 04:30:00,0.09
2016-10-21 04:45:00,0.076
2016-10-21 04:59:00,0.014
2016-10-21 05:15:00,0.027
2016-10-21 05:29:00,0.01
2016-10-21 05:45:00,0.029
2016-10-21 06:00:00,0.008
2016-10-21 06:14:00,0.012
2016-10-21 06:30:00,0.009
2016-10-21 06:44:00,0.049
2016-10-21 07:00:00,0.038
2016-10-21 07:14:00,0.032
2016-10-21 07:30:00,0.049
2016-10-21 07:45:00,0.076
2016-10-21 07:59:00,0.04
2016-10-21 08:15:00,0.033
2016-10-21 08:29:00,0.025
2016-10-21 08:45:00,0.03
2016-10-21 09:00:00,0.023
2016-10-21 09:14:00,0.016
2016-10-21 09:30:00,0.024
2016-10-21 09:44:00,0.017
2016-10-21 10:00:00,0.019
2016-10-21 10:14:00,0.025
2016-10-21 10:30:00,0.025
2016-10-21 10:45:00,0.022
2016-10-21 10:59:00,0.022
2016-10-21 11:15:00,0.029
2016-10-21 11:29:00,0.004
2016-10-21 11:45:00,0.022
2016-10-27 12:00:00,0.014
2016-10-27 12:14:00,0.014
2016-10-27 12:30:00,0.036
2016-10-27 12:44:00,0.033
2016-10-27 13:00:00,0.017
2016-10-27 13:14:00,0.023
2016-10-27 13:30:00,0.02
2016-10-27 13:45:00,0.035
2016-10-27 13:59:00,0.032
2016-10-27 14:15:00,0.023
2016-10-27 14:29:00,0.024
2016-10-27 14:45:00,0.02
2016-10-27 15:00:00,0.023
2016-10-27 15:14:00,0.018
2016-10-27 15:30:00,0.02
2016-10-27 15:44:00,0.02
2016-10-27 16:00:00,0.02
2016-10-27 16:14:00,0.02
2016-10-27 16:30:00,0.022
2016-10-27 16:45:00,0.021
2016-10-27 16:59:00,0.021
2016-10-27 17:15:00,0.019
2016-10-27 17:29:00,0.022
2016-10-27 17:45:00,0.03
2016-10-27 18:00:00,0.019
2016-10-27 18:14:00,0.017
2016-10-27 18:30:00,0.017
2016-10-27 18:44:00,0.014
2016-10-27 19:00:00,0.012
2016-10-27 19:14:00,0.017
2016-10-27 19:30:00,0.021
2016-10-27 19:45:00,0.021
2016-10-27 19:59:00,0.015
2016-10-27 20:15:00,0.022
2016-10-27 20:29:00,0.022
2016-10-27 20:45:00,0.027
2016-10-27 21:00:00,0.013
2016-10-27 21:14:00,0.02
2016-10-27 21:30:00,0.016
2016-10-27 21:44:00,0.018
2016-10-27 22:00:00,0.014
2016-10-27 22:14:00,0.011
2016-10-27 22:30:00,0.015
2016-10-27 22:45:00,0.01
2016-10-27 22:59:00,0.008
2016-10-27 23:15:00,0.011
2016-10-27 23:29:00,0.011
2016-10-27 23:45:00,0.011
2016-10-28 00:00:00,0.008
2016-10-28 00:14:00,0.013
2016-10-28 00:30:00,0.006
2016-10-28 00:44:00,0.011
2016-10-28 01:00:00,0.005
2016-10-28 01:14:00,0.008
2016-10-28 01:30:00,0.03
2016-10-28 01:45:00,0.019
2016-10-28 01:59:00,0.015
2016-10-28 02:15:00,0.014
2016-10-28 02:29:00,0.014
2016-10-28 02:45:00,0.01
2016-10-28 03:00:00,0.017
2016-10-28 03:14:00,0.015
2016-10-28 03:30:00,0.027
2016-10-28 03:44:00,0.014
2016-10-28 04:00:00,0.016
2016-10-28 04:14:00,0.014
2016-10-28 04:30:00,0.006
2016-10-28 04:45:00,0.008
2016-10-28 04:59:00,0.025
2016-10-28 05:15:00,0.016
2016-10-28 05:29:00,0.024
2016-10-28 05:45:00,0.016
2016-10-28 06:00:00,0.011
2016-10-28 06:14:00,0.009
2016-10-28 06:30:00,0.033
2016-10-28 06:44:00,0.024
2016-10-28 07:00:00,0.058
2016-10-28 07:14:00,0.027
2016-10-28 07:30:00,0.025
2016-10-28 07:45:00,0.02
2016-10-28 07:59:00,0.026
2016-10-28 08:15:00,0.034
2016-10-28 08:29:00,0.039
2016-10-28 08:45:00,0.038
2016-10-28 09:00:00,0.038
2016-10-28 09:14:00,0.033
2016-10-28 09:30:00,0.037
2016-10-28 09:44:00,0.028
2016-10-28 10:00:00,0.022
2016-10-28 10:14:00,0.023
2016-10-28 10:30:00,0.023
2016-10-28 10:45:00,0.031
2016-10-28 10:59:00,0.032
2016-10-28 11:15:00,0.021
2016-10-28 11:29:00,0.014
2016-10-28 11:45:00,0.017
2016-10-28 12:00:00,0.028
2016-10-28 12:14:00,0.02
2016-10-28 12:30:00,0.035
2016-10-28 12:44:00,0.037
2016-10-28 13:00:00,0.028
2016-10-28 13:14:00,0.032
2016-10-28 13:30:00,0.02
2016-10-28 13:45:00,0.03
2016-10-28 13:59:00,0.022
2016-10-28 14:15:00,0.028
2016-10-28 14:29:00,0.023
2016-10-28 14:45:00,0.021
2016-10-28 15:00:00,0.037
2016-10-28 15:14:00,0.048
2016-10-28 15:30:00,0.018
2016-10-28 15:44:00,0.047
2016-10-28 16:00:00,0.029
2016-10-28 16:14:00,0.028
2016-10-28 16:30:00,0.031
2016-10-28 16:45:00,0.028
2016-10-28 16:59:00,0.027
2016-10-28 17:15:00,0.026
2016-10-28 17:29:00,0.017
2016-10-28 17:45:00,0.021
2016-10-28 18:00:00,0.021
2016-10-28 18:14:00,0.022
2016-10-28 18:30:00,0.022
2016-10-28 18:44:00,0.021
2016-10-28 19:00:00,0.019
2016-10-28 19:14:00,0.013
2016-10-28 19:30:00,0.025
2016-10-28 19:45:00,0.023
2016-10-28 19:59:00,0.016
2016-10-28 20:15:00,0.018
2016-10-28 20:29:00,0.018
2016-10-28 20:45:00,0.009
2016-10-28 21:00:00,0.011
2016-10-28 21:14:00,0.005
2016-10-28 21:30:00,0.002
2016-10-28 21:44:00,0.005
2016-10-28 22:00:00,0.009
2016-10-28 22:14:00,0.015
2016-10-28 22:30:00,0.008
2016-10-28 22:45:00,0.011
2016-10-28 22:59:00,0.005
2016-10-28 23:15:00,0.006
2016-10-28 23:29:00,0.006
2016-10-28 23:45:00,0.004
2016-10-29 00:00:00,0.007
2016-10-29 00:14:00,0.005
2016-10-29 00:30:00,0.003
2016-10-29 00:44:00,0.002
2016-10-29 01:00:00,0.004
2016-10-29 01:14:00,0.003
2016-10-29 01:30:00,0.008
2016-10-29 01:45:00,0.016
2016-10-29 01:59:00,0.015
2016-10-29 02:15:00,0.009
2016-10-29 02:29:00,0.004
2016-10-29 02:45:00,0.003
2016-10-29 03:00:00,0.003
2016-10-29 03:14:00,0.004
2016-10-29 03:30:00,0.002
2016-10-29 03:44:00,0.002
