Datetime,Flow_cfs
2016-08-03 10:39:00,0.122
2016-08-03 10:45:00,0.128
2016-08-03 10:49:00,0.143
2016-08-03 10:55:00,0.137
2016-08-03 10:59:00,0.173
2016-08-03 11:05:00,0.173
2016-08-03 11:09:00,0.153
2016-08-03 11:15:00,0.188
2016-08-03 11:19:00,0.185
2016-08-03 11:25:00,0.151
2016-08-03 11:29:00,0.201
2016-08-03 11:35:00,0.162
2016-08-03 11:39:00,0.154
2016-08-03 11:45:00,0.153
2016-08-03 11:49:00,0.234
2016-08-03 11:55:00,0.232
2016-08-03 12:00:00,0.252
2016-08-03 12:04:00,0.215
2016-08-03 12:10:00,0.232
2016-08-03 12:14:00,0.152
2016-08-03 12:20:00,0.164
2016-08-03 12:24:00,0.198
2016-08-03 12:30:00,0.215
2016-08-03 12:34:00,0.231
2016-08-03 12:40:00,0.193
2016-08-03 12:44:00,0.147
2016-08-03 12:50:00,0.12
2016-08-03 12:54:00,0.185
2016-08-03 13:00:00,0.128
2016-08-03 13:04:00,0.145
2016-08-03 13:10:00,0.129
2016-08-03 13:14:00,0.188
2016-08-03 13:20:00,0.188
2016-08-03 13:24:00,0.183
2016-08-03 13:30:00,0.165
2016-08-03 13:35:00,0.186
2016-08-03 13:39:00,0.186
2016-08-03 13:45:00,0.239
2016-08-03 13:49:00,0.215
2016-08-03 13:55:00,0.176
2016-08-03 13:59:00,0.21
2016-08-03 14:05:00,0.212
2016-08-03 14:09:00,0.191
2016-08-03 14:15:00,0.158
2016-08-03 14:19:00,0.231
2016-08-03 14:25:00,0.173
2016-08-03 14:29:00,0.147
2016-08-03 14:35:00,0.18
2016-08-03 14:39:00,0.205
2016-08-03 14:45:00,0.229
2016-08-03 14:49:00,0.175
2016-08-03 14:55:00,0.134
2016-08-03 15:00:00,0.147
2016-08-03 15:04:00,0.152
2016-08-03 15:10:00,0.196
2016-08-03 15:14:00,0.195
2016-08-03 15:20:00,0.145
2016-08-03 15:24:00,0.142
2016-08-03 15:30:00,0.157
2016-08-03 15:34:00,0.183
2016-08-03 15:40:00,0.133
2016-08-03 15:44:00,0.143
2016-08-03 15:50:00,0.154
2016-08-03 15:54:00,0.147
2016-08-03 16:00:00,0.138
2016-08-03 16:04:00,0.166
2016-08-03 16:10:00,0.144
2016-08-03 16:14:00,0.145
2016-08-03 16:20:00,0.148
2016-08-03 16:24:00,0.148
2016-08-03 16:30:00,0.144
2016-08-03 16:35:00,0.137
2016-08-03 16:39:00,0.119
2016-08-03 16:45:00,0.135
2016-08-03 16:49:00,0.158
2016-08-03 16:55:00,0.12
2016-08-03 16:59:00,0.129
2016-08-03 17:05:00,0.131
2016-08-03 17:09:00,0.138
2016-08-03 17:15:00,0.114
2016-08-03 17:19:00,0.133
2016-08-03 17:25:00,0.147
2016-08-03 17:29:00,0.164
2016-08-03 17:35:00,0.145
2016-08-03 17:39:00,0.147
2016-08-03 17:45:00,0.145
2016-08-03 17:49:00,0.135
2016-08-03 17:55:00,0.126
2016-08-03 18:00:00,0.133
2016-08-03 18:04:00,0.127
