FACILITYID,JURISDICTI2,Acres,AREA,PERCENTAGE
L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,163.8002948,163.8001776,74.1886223
L02-622-1 (L02P28),RANCHO SANTA MARGARITA,256.9321663,256.9321789,100
L02-622-2,ORANGE CO,78.89723956,46.42212422,8.122253812
L02-622-2,RANCHO SANTA MARGARITA,525.1202484,525.1202741,91.87774622
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,508.8459889,508.8460138,100
L02-641-1,ORANGE CO,9.255604021,5.44587874,0.587888306
L02-641-1,RANCHO SANTA MARGARITA,920.8998951,920.8999402,99.41211166
L02-641-2,ORANGE CO,9.255604021,5.44587874,0.587888306
L02-641-2,RANCHO SANTA MARGARITA,920.8998951,920.8999402,99.41211166
L03-073-2,MISSION VIEJO,7.7539062,7.753869636,100
L03-073-3,MISSION VIEJO,497.9262291,497.9238811,88.11464619
L03-073-3,RANCHO SANTA MARGARITA,67.16251458,67.16251787,11.88535381
L03-073-3 (With Upper Oso),MISSION VIEJO,611.957631,611.9547453,53.75324368
L03-073-3 (With Upper Oso),ORANGE CO,435.8859037,256.4696772,22.52793554
L03-073-3 (With Upper Oso),RANCHO SANTA MARGARITA,270.027316,270.0273292,23.71882062
L03-074-1 (L03B01),MISSION VIEJO,303.1112637,303.1098344,100
L03-141-1,MISSION VIEJO,94.22937239,94.22892806,58.38533876
L03-141-1,RANCHO SANTA MARGARITA,67.16248997,67.16249325,41.61466124
L03-141-1 (With Upper Oso),MISSION VIEJO,208.2607743,208.2597922,28.34404514
L03-141-1 (With Upper Oso),ORANGE CO,435.8859037,256.4696772,34.90538443
L03-141-1 (With Upper Oso),RANCHO SANTA MARGARITA,270.0272914,270.0273046,36.75057019
L03-142-1 (L03P24),ORANGE CO,433.6788916,255.1710996,99.82087577
L03-142-1 (L03P24),RANCHO SANTA MARGARITA,0.457892096,0.457892119,0.179123703
L03-172-2,MISSION VIEJO,46.50878967,46.50857036,100
L03-214-2 (L03P18),MISSION VIEJO,1416.447548,1416.440869,95.45320027
L03-214-2 (L03P18),RANCHO SANTA MARGARITA,67.47047379,67.47047709,4.546799732
L03-214-2 (With Upper Oso),MISSION VIEJO,1530.47895,1530.471733,74.39309125
L03-214-2 (With Upper Oso),ORANGE CO,435.8859037,256.4696772,12.46646488
L03-214-2 (With Upper Oso),RANCHO SANTA MARGARITA,270.3352752,270.3352885,13.14044379
L03-240-1 (L30P14),MISSION VIEJO,340.1522431,340.1506391,98.89814948
L03-240-1 (L30P14),RANCHO SANTA MARGARITA,3.789708504,3.789708689,1.101850572
L03-241-1 (L03P17),MISSION VIEJO,36.11830712,36.1181368,100
L03-241-2 (L03P17),MISSION VIEJO,36.87064218,36.87046831,100
L03-241-3 (L03P17),MISSION VIEJO,718.2839077,718.2805206,99.47516067
L03-241-3 (L03P17),RANCHO SANTA MARGARITA,3.789708504,3.789708689,0.524839349
L03-241-4 (L03P14),MISSION VIEJO,209.498391,209.4974031,100
L03-281-1,MISSION VIEJO,12.41168136,12.41162283,100
L03-281-2,MISSION VIEJO,42.43562411,42.43542401,100.0000002
L03-316-1,MISSION VIEJO,22.6516367,22.65152989,100
L03-316-2,MISSION VIEJO,143.0422567,143.0415822,100
L03-316-3,MISSION VIEJO,361.4258238,361.4241195,99.99999995
L03-316-4 (L03P12),MISSION VIEJO,44.10865386,44.10844587,100
L03-418-1,LAGUNA NIGUEL,6.774299071,6.774185634,5.475663849
L03-418-1,MISSION VIEJO,116.9407828,116.9402313,94.52433574
L03-418-3,LAGUNA NIGUEL,6.637971426,6.637860272,100
L03-418-4,LAGUNA NIGUEL,7.692853657,7.692724839,100
L03-418-8,LAGUNA NIGUEL,20.79529535,20.79494713,9.876554085
L03-418-8,MISSION VIEJO,189.7545546,189.7536598,90.12344547
L03-455-1,LAGUNA NIGUEL,1.35931174,1.359288979,1.648660099
L03-455-1,SAN JUAN CAPISTRANO,81.08887068,81.08881265,98.35133809
L03-455-2,SAN JUAN CAPISTRANO,45.63688777,45.63685511,100
L03-455-3 (L03P37),LAGUNA NIGUEL,3.030775074,3.030724323,4.200759936
L03-455-3 (L03P37),MISSION VIEJO,43.30716458,43.30696036,60.02596233
L03-455-3 (L03P37),SAN JUAN CAPISTRANO,25.80938429,25.80936582,35.77328003
L03-455-5,LAGUNA NIGUEL,21.00817798,21.0078262,88.43637715
L03-455-5,SAN JUAN CAPISTRANO,2.746910635,2.746908669,11.56362628
L03-455-6,LAGUNA NIGUEL,4.389004885,4.38893139,82.19683381
L03-455-6,MISSION VIEJO,0.948617871,0.948613397,17.76583201
L03-455-6,SAN JUAN CAPISTRANO,0.00199281,0.001992809,0.037321744
L03-455-7,LAGUNA NIGUEL,55.19767917,55.19675488,85.95696177
L03-455-7,SAN JUAN CAPISTRANO,9.017660734,9.017654281,14.04303869
L03-497-1,LAGUNA NIGUEL,32.25454786,32.25400775,70.8605139
L03-497-1,SAN JUAN CAPISTRANO,13.26360578,13.26359628,29.13948729
L03-662-1,MISSION VIEJO,86.29142751,86.2910206,100
L03-662-3,MISSION VIEJO,436.6507695,436.6487105,100
L03-691-1 (L03P09),MISSION VIEJO,503.6028829,503.6005082,99.71740555
L03-691-1 (L03P09),ORANGE CO,2.425579994,1.42718017,0.28259444
L03-693-1 (L03P11),MISSION VIEJO,279.8136716,279.8123521,100
L03-708-1,LAGUNA HILLS,0.413672574,0.340188259,0.312130536
L03-708-1,LAGUNA NIGUEL,108.650728,108.6489086,99.68786762
L03-708-11 (L03P05),LAGUNA HILLS,206.3489796,169.6933866,98.82675596
L03-708-11 (L03P05),LAGUNA NIGUEL,2.014587167,2.014553432,1.173244193
L03-708-13,MISSION VIEJO,64.06468701,64.06438492,100
L03-708-5,LAGUNA NIGUEL,22.56194151,22.5615637,78.20762138
L03-708-5,MISSION VIEJO,6.286758685,6.28672904,21.792378
L04-136-1 (L04P07),MISSION VIEJO,454.6941065,454.6919624,100
L04-232-1,MISSION VIEJO,44.10504586,44.10483789,100
L04-266-1,MISSION VIEJO,54.28052152,54.28026556,100.0000001
L04-266-2,MISSION VIEJO,14.13497789,14.13491123,100
L04-266-3,MISSION VIEJO,4.373906377,4.373885752,100
L04-266-4,MISSION VIEJO,47.13970487,47.13948258,100
L04-266-5,MISSION VIEJO,577.8558118,577.853087,100
L04-301-1 (L04P08),MISSION VIEJO,191.8371533,191.8362487,100
L04-702-1 (L04P02),LAGUNA HILLS,102.5903767,84.36634137,99.99999962
L04-702-2 (L04P02),MISSION VIEJO,56.24369297,56.24342776,100
L04-702-3,MISSION VIEJO,8.280432998,8.280393951,100.0000007
L04-702-4,LAGUNA HILLS,257.0308796,211.3722128,56.399775
L04-702-4,MISSION VIEJO,163.4034795,163.402709,43.60022493
L05-049-1,ORANGE CO,812.8558897,478.2739839,100
L05-489-1,ORANGE CO,60.72529165,35.72998305,100.0000005
L05-489-2,ORANGE CO,23.61853832,13.89684514,100
L05-489-3,ORANGE CO,3114.401851,1832.47412,100
L05-489-3d,ORANGE CO,3280.7175,1930.332115,100
L05-489-7,ORANGE CO,156.9198733,92.32964159,100
LC01-11446-1,LAGUNA BEACH,70.28585872,70.20432721,39.36702966
LC01-11446-1,ORANGE CO,103.0376227,99.4413331,55.76166121
LC02-11508-1,LAGUNA BEACH,9.912524756,9.90102624,86.8794884
LC02-11508-1,ORANGE CO,1.548784978,1.495250158,13.12051555
LC02-11508-3,LAGUNA BEACH,45.48455664,45.43179461,14.21275699
LC02-11508-3,ORANGE CO,284.0413333,274.2232488,85.78724286
LC03-11455-1,LAGUNA BEACH,47.5713226,47.51613993,100
LC05-11017-1,LAGUNA BEACH,63.95740001,63.88320951,100
LC06-11019-1,LAGUNA BEACH,54.5684863,54.50518693,89.62558449
LC06-11019-1,ORANGE CO,6.130041249,5.918152147,9.731511351
LC06-11019-2,LAGUNA BEACH,5.05730658,5.05144011,100
LC06-11509-1,LAGUNA BEACH,22.6781463,22.65183968,100
LC06-11509-2,LAGUNA BEACH,32.91024355,32.87206771,63.38208068
LC06-11509-2,ORANGE CO,19.67122819,18.99127863,36.61792026
M00.1-070-1,SAN CLEMENTE,25.42707153,25.42696302,100
M00.1-070-2,SAN CLEMENTE,192.8620509,192.8612279,100.0000002
M00.1-070-3,SAN CLEMENTE,49.75331556,49.75310324,100.0000009
M00.1-070-4,SAN CLEMENTE,137.0924508,137.0918657,100
M00.1-071-1 (M00S04),SAN CLEMENTE,419.9925,419.9907077,100
M00.1-071-2 (M00S04),SAN CLEMENTE,416.8617567,416.8599777,100.0000001
M00.1-071-3 (M00S04),SAN CLEMENTE,101.013121,101.01269,100.0000016
M00.1-071-4 (M00S04),SAN CLEMENTE,2.820136197,2.820124162,100
M00.2-066-1 (M00S07),SAN CLEMENTE,136.3225827,136.3220009,99.98882995
M00.3-169-2,DANA POINT,32.34448435,32.34183847,75.92946561
M00.3-169-2,SAN CLEMENTE,10.25278745,10.2527437,24.07053485
M01-042-1 (M01S01),SAN CLEMENTE,195.6526345,195.6517995,100
M01-047-1,SAN CLEMENTE,719.3850246,719.3819547,100
M01-050-1,DANA POINT,8.084794113,8.084132751,99.78887696
M01-050-2,DANA POINT,1.406269978,1.40615494,99.99923003
M01-050-4 (M01@CGV),SAN CLEMENTE,105.088838,105.0883895,100
M01-060-3,DANA POINT,2.705065989,2.704844705,0.059502384
M01-060-3,ORANGE CO,1072.950417,631.310269,13.88784564
M01-060-3,SAN CLEMENTE,3125.273348,3125.260011,68.75086744
M01-060-3,SAN JUAN CAPISTRANO,786.500821,786.5002582,17.30178443
M01-086-2,ORANGE CO,0.022314336,0.013129469,0.043539056
M01-086-2,SAN CLEMENTE,30.14261222,30.14248359,99.95646066
M01-088-1,SAN CLEMENTE,216.9874931,216.9865671,71.36778392
M01-088-1,SAN JUAN CAPISTRANO,87.05343514,87.05337284,28.6322162
M01-168-1 (M00P03),DANA POINT,3.269763254,3.269495776,99.99998772
M01-168-2 (M00P03),DANA POINT,12.68995666,12.68891858,47.126841
M01-168-2 (M00P03),SAN CLEMENTE,14.23617868,14.23611792,52.87316343
M02-013-1,SAN CLEMENTE,43.17884829,43.17866403,100
M02-015-1,SAN CLEMENTE,65.88832127,65.8880401,100
M02-028-2 (M02P08),ORANGE CO,0.438767827,0.258165364,0.116727935
M02-028-2 (M02P08),SAN CLEMENTE,220.9112275,220.9102848,99.88327205
M02-032-1,SAN CLEMENTE,130.8762793,130.8757208,100
M02-052-2,ORANGE CO,314.9500582,185.3125762,5.965513916
M02-052-2,SAN CLEMENTE,2921.097408,2921.084943,94.0344861
M02-052-3,SAN CLEMENTE,178.5055261,178.5047643,100
M02-052-4,SAN CLEMENTE,118.7189668,118.7184602,100
M02-056-1,ORANGE CO,314.9500582,185.3125762,4.455645072
M02-056-1,SAN CLEMENTE,3973.755951,3973.738993,95.54435494
M02-061-4 (SCBS@M02),SAN CLEMENTE,90.38210489,90.38171919,100
M02-061-5,SAN CLEMENTE,3.750511178,3.750495173,100
M02-061-6,SAN CLEMENTE,40.96354312,40.96336831,100
M02-085-1 (M02P06),ORANGE CO,0.438767827,0.258165364,0.069288022
M02-085-1 (M02P06),SAN CLEMENTE,372.3408162,372.3392272,99.93071197
M02-085-2,SAN CLEMENTE,199.8691752,199.8683222,100
M02-086-1,SAN CLEMENTE,50.74859289,50.74837632,100
M02-102-1,ORANGE CO,314.9500582,185.3125762,3.840670819
M02-102-1,SAN CLEMENTE,4639.712672,4639.692872,96.15932919
SC01-077-1,SAN CLEMENTE,48.74975391,48.74954587,100
SC02-072-1,SAN CLEMENTE,4.794938447,4.794917985,100
SC03-067-1,SAN CLEMENTE,174.6365117,174.6357665,99.95606465
SC03-067-2,SAN CLEMENTE,128.1182783,128.1177316,99.9401218
SC04-090-1,SAN CLEMENTE,287.4870914,287.4858645,99.9999998
SC05-073-1,SAN CLEMENTE,124.4371389,124.4366079,100.0000016
SC05-073-2,SAN CLEMENTE,38.01321323,38.01305101,100.0000052
SC05-073-3,SAN CLEMENTE,30.16711605,30.16698731,100
SC06-146-1 (M00P02),SAN CLEMENTE,26.41312865,26.41301593,100.0000005
SC06-146-2 (M00P02),SAN CLEMENTE,325.8031401,325.8017498,99.99837363
SC07-079-1,SAN CLEMENTE,33.29806245,33.29792035,99.99999973
SC07-079-2,SAN CLEMENTE,0.838546806,0.838543228,100
SC07-079-3,SAN CLEMENTE,1.840045242,1.840037389,100.000017
SC07-079-4,SAN CLEMENTE,1.06690603,1.066901477,100
SC07-079-5,SAN CLEMENTE,29.94620981,29.94608202,100
SC10-075-1 (M00P05),DANA POINT,74.77636039,74.77024345,89.808013
SC10-075-1 (M00P05),SAN CLEMENTE,8.485440428,8.485404217,10.19198624
SC11-026-1 (M00P01),DANA POINT,204.8068744,204.7901206,67.05890861
SC11-026-1 (M00P01),SAN CLEMENTE,95.73170078,95.73129226,31.34739098
SC11-026-1 (M00P01),SAN JUAN CAPISTRANO,4.866979191,4.866975708,1.593700313
SC11-035-1,DANA POINT,10.68790264,10.68702834,100
SC11-035-2,DANA POINT,13.0020544,13.00099079,100
SC11-035-3,DANA POINT,73.5965136,73.59049317,99.99999986
SC11-035-4,DANA POINT,5.812412746,5.811937272,100
SC11-130-1,DANA POINT,25.70577462,25.7036718,99.99999993
SC12-068-1,SAN CLEMENTE,9.952657874,9.952615402,99.95388473
SC12-068-2,SAN CLEMENTE,81.31517525,81.31482824,100
SC12-068-3,SAN CLEMENTE,4.861857916,4.861837169,100
SC12-068-4,SAN CLEMENTE,16.1296287,16.12955987,99.98312968
SM01-086-1 (M03P01),ORANGE CO,0.66942196,0.393879298,0.179452607
SM01-086-1 (M03P01),SAN CLEMENTE,219.096371,219.095436,99.82054733
