OBJECTID,Join ID,LSPC_LU_CODE,Sum acres,Summarized Area in ACRES,Count of Polygons,Percent of area,OBJECTID,MSLINK,TO_JURISDI,JURISDICTI,LTT_FEATUR,LTT_STATUS,LTT_CURREN,LTT_VERSIO,LTT_COMMIT,LTT_RETIRE,LTT_UNIQUE,MLT_TXID,GEOMETRY_A,GEOMETRY_L,Perimeter,Area,Acres,Hectares,Shape_Leng,NAME,Shape_Length,Shape_Area,Sum acres,Summarized Area in ACRES,Count of Polygons,JOIN ID
103,7,78,,93.31433273,151,1.651610108,7,24,11,LAGUNA BEACH,24,E,49623,0,0,0,1001,46198,0,0,168401.3915,246376255.7,5656.020561,2288.910313,168363.5615,LAGUNA BEACH,165507.9771,246089475.1,,5649.615923,19808,7
104,7,79,,22.87217044,208,0.404826198,7,24,11,LAGUNA BEACH,24,E,49623,0,0,0,1001,46198,0,0,168401.3915,246376255.7,5656.020561,2288.910313,168363.5615,LAGUNA BEACH,165507.9771,246089475.1,,5649.615923,19808,7
105,7,80,,2.556956876,77,0.045256746,7,24,11,LAGUNA BEACH,24,E,49623,0,0,0,1001,46198,0,0,168401.3915,246376255.7,5656.020561,2288.910313,168363.5615,LAGUNA BEACH,165507.9771,246089475.1,,5649.615923,19808,7
106,8,,,0,1,8.058E-09,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
107,8,10,,367.3406432,660,4.436310821,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
108,8,20,,108.9497467,213,1.315768754,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
109,8,30,,106.5775623,245,1.287117667,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
110,8,40,,60.43572127,230,0.729873325,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
111,8,50,,1166.190418,5594,14.08389934,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
112,8,52,,452.9121782,1248,5.469746266,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
113,8,60,,812.5801826,4468,9.813399417,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
114,8,61,,362.9592056,621,4.383385121,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
115,8,70,,0.170847323,44,0.002063333,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
116,8,71,,21.63693786,220,0.261304533,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
117,8,75,,935.3023889,5611,11.29549369,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
118,8,76,,598.7442203,1840,7.230915867,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
119,8,77,,2944.918267,3745,35.565179,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
120,8,78,,19.34602135,114,0.233638276,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
121,8,79,,247.9229162,1379,2.994116878,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
122,8,80,,73.63436517,192,0.889272746,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
123,8,9999,,0.704993464,9,0.008514117,8,265,58,RANCHO SANTA MARGARITA,265, ,0,0,0,0,650,0,0,0,146211.222,360667694.7,8279.79097,3350.712527,146209.9392,RANCHO SANTA MARGARITA,146209.9392,360666269.6,,8280.326615,26434,8
124,9,,,0,1,4.40552E-08,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
125,9,10,,488.1033292,1068,11.33454464,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
126,9,20,,203.8556968,419,4.733848792,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
127,9,30,,67.46176885,222,1.566571216,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
128,9,40,,16.92597504,74,0.393048657,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
129,9,50,,584.8621119,3456,13.58145456,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
130,9,51,,4.048002237,14,0.094001164,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
131,9,52,,795.1084969,1623,18.4636971,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
132,9,60,,652.0406811,3594,15.14144426,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
133,9,61,,222.6837434,562,5.171079298,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
134,9,70,,10.19286292,34,0.236694093,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
135,9,71,,2.521947038,27,0.058563638,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
136,9,75,,632.093966,3326,14.67824923,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
137,9,76,,335.5149583,843,7.791195581,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
138,9,77,,260.7545861,1078,6.055136839,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
139,9,78,,0.686964168,10,0.01595243,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
140,9,79,,13.17310208,136,0.305901157,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
141,9,9999,,16.30454665,161,0.378617657,9,267,33,ALISO VIEJO,267, ,0,0,0,0,651,0,0,0,92158.84034,192956836.9,4429.679452,1792.627674,92151.20786,ALISO VIEJO,89782.22209,187569320.3,,4306.332739,16648,9
142,10,10,,9.270822389,43,1.016944506,10,254,83,LAGUNA WOODS,254, ,0,0,0,0,645,0,0,0,76128.19755,92173797.29,2116.019221,856.3225976,76119.07305,LAGUNA WOODS,58084.54104,39707924.17,,911.6354009,3387,10
143,10,50,,0.021742485,22,0.002384994,10,254,83,LAGUNA WOODS,254, ,0,0,0,0,645,0,0,0,76128.19755,92173797.29,2116.019221,856.3225976,76119.07305,LAGUNA WOODS,58084.54104,39707924.17,,911.6354009,3387,10
144,10,52,,640.6559174,2047,70.27543509,10,254,83,LAGUNA WOODS,254, ,0,0,0,0,645,0,0,0,76128.19755,92173797.29,2116.019221,856.3225976,76119.07305,LAGUNA WOODS,58084.54104,39707924.17,,911.6354009,3387,10
145,10,60,,75.57738512,614,8.290306452,10,254,83,LAGUNA WOODS,254, ,0,0,0,0,645,0,0,0,76128.19755,92173797.29,2116.019221,856.3225976,76119.07305,LAGUNA WOODS,58084.54104,39707924.17,,911.6354009,3387,10
146,10,62,,0.062420446,5,0.006847078,10,254,83,LAGUNA WOODS,254, ,0,0,0,0,645,0,0,0,76128.19755,92173797.29,2116.019221,856.3225976,76119.07305,LAGUNA WOODS,58084.54104,39707924.17,,911.6354009,3387,10
147,10,75,,37.98443736,305,4.166624743,10,254,83,LAGUNA WOODS,254, ,0,0,0,0,645,0,0,0,76128.19755,92173797.29,2116.019221,856.3225976,76119.07305,LAGUNA WOODS,58084.54104,39707924.17,,911.6354009,3387,10
148,10,76,,137.3605107,214,15.06750742,10,254,83,LAGUNA WOODS,254, ,0,0,0,0,645,0,0,0,76128.19755,92173797.29,2116.019221,856.3225976,76119.07305,LAGUNA WOODS,58084.54104,39707924.17,,911.6354009,3387,10
149,10,77,,9.294719681,92,1.019564726,10,254,83,LAGUNA WOODS,254, ,0,0,0,0,645,0,0,0,76128.19755,92173797.29,2116.019221,856.3225976,76119.07305,LAGUNA WOODS,58084.54104,39707924.17,,911.6354009,3387,10
150,10,78,,1.181451701,32,0.129596869,10,254,83,LAGUNA WOODS,254, ,0,0,0,0,645,0,0,0,76128.19755,92173797.29,2116.019221,856.3225976,76119.07305,LAGUNA WOODS,58084.54104,39707924.17,,911.6354009,3387,10
151,10,79,,0.222394794,6,0.024395135,10,254,83,LAGUNA WOODS,254, ,0,0,0,0,645,0,0,0,76128.19755,92173797.29,2116.019221,856.3225976,76119.07305,LAGUNA WOODS,58084.54104,39707924.17,,911.6354009,3387,10
152,10,9999,,0.003598769,7,0.000394761,10,254,83,LAGUNA WOODS,254, ,0,0,0,0,645,0,0,0,76128.19755,92173797.29,2116.019221,856.3225976,76119.07305,LAGUNA WOODS,58084.54104,39707924.17,,911.6354009,3387,10
153,11,10,,0.051549456,5,0.002321411,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
154,11,20,,0.001061655,2,4.78129E-05,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
155,11,30,,16.10299711,67,0.72516134,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
156,11,40,,0.000632218,7,2.84724E-05,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
157,11,50,,0.000385315,3,1.73518E-05,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
158,11,52,,4.85072E-05,3,2.18442E-06,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
159,11,60,,6.050165925,43,0.272455913,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
160,11,71,,1.334369,4,0.060090302,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
161,11,75,,79.1633381,523,3.564954063,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
162,11,76,,0.752446608,19,0.033887082,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
163,11,77,,1870.09376,1817,84.215663,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
164,11,78,,86.4527984,144,3.893212952,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
165,11,79,,160.5973062,937,7.232152886,11,255,32,ORANGE CO,255, ,0,0,0,0,646,0,0,0,92634.73974,96722185.1,2220.435838,898.5785031,92634.39758,UNINCORPORATED,92634.39758,96721459.89,,2220.600858,3574,11
166,12,,,0,1,5.85583E-11,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
167,12,10,,2.942348879,30,0.041938131,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
168,12,20,,10.5667772,43,0.150609996,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
169,12,30,,1.607108069,12,0.022906335,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
170,12,40,,3.321109845,11,0.047336249,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
171,12,50,,66.46323937,262,0.947310171,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
172,12,51,,0.699860011,3,0.009975207,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
173,12,60,,99.64380098,428,1.420246256,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
174,12,61,,148.6491078,305,2.118730914,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
175,12,70,,0.83450061,22,0.011894275,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
176,12,75,,179.1190483,1093,2.553017765,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
177,12,76,,13.25181177,63,0.188879995,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
178,12,77,,6424.452035,3367,91.56899083,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
179,12,78,,16.01242298,39,0.228228286,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
180,12,79,,43.82877343,329,0.624701363,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
181,12,80,,2.936845388,38,0.041859451,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
182,12,9999,,0.532536587,14,0.007590397,12,256,32,ORANGE CO,256, ,0,0,0,0,647,0,0,0,113853.0261,316534497.3,7266.632168,2940.701706,113851.5617,UNINCORPORATED,113812.2398,305592041.8,,7014.861326,6060,12
183,13,,,0,1,3.5784E-08,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
184,13,10,,282.4306965,634,8.072244018,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
185,13,20,,73.2378652,127,2.093232124,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
186,13,30,,7.301993023,37,0.208700233,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
187,13,40,,4.746696162,31,0.135666539,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
188,13,50,,1721.781406,6596,49.21063589,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
189,13,52,,194.2301051,576,5.551341182,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
190,13,60,,611.8964952,3610,17.48877249,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
191,13,61,,99.90694274,268,2.85546503,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
192,13,62,,9.776140767,70,0.27941445,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
193,13,70,,10.84325232,62,0.309913376,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
194,13,71,,0.358681634,5,0.010251541,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
195,13,75,,309.2697791,1659,8.839314237,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
196,13,76,,38.15978703,157,1.090654993,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
197,13,77,,131.7745023,395,3.76627803,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
198,13,78,,0.88309493,10,0.025239913,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
199,13,79,,2.199897238,48,0.062875784,13,257,12,LAGUNA HILLS,257, ,0,0,0,0,902,0,0,0,99410.68102,185315857.1,4254.266692,1721.640649,99399.32197,LAGUNA HILLS,65340.92115,152395954,,3498.797335,14286,13
200,14,,,0,1,2.72218E-11,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
201,14,10,,328.8977841,1038,7.89305623,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
202,14,20,,62.58460325,118,1.501937278,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
203,14,30,,30.87111639,65,0.74086041,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
204,14,40,,31.41746446,75,0.753972291,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
205,14,50,,1411.076618,7019,33.86374651,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
206,14,51,,0.522530672,6,0.012539951,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
207,14,52,,427.5005491,2374,10.25937911,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
208,14,60,,668.3366198,3464,16.0390817,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
209,14,61,,52.37097701,106,1.256824506,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
210,14,62,,33.79778044,109,0.811095318,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
211,14,70,,31.50452914,165,0.756062706,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
212,14,75,,705.994989,3273,16.94282859,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
213,14,76,,169.3869498,695,4.065036581,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
214,14,77,,133.5066005,578,3.203961753,14,31,5,DANA POINT,31,E,51263,0,0,0,1081,47718,0,0,107654.3061,181510528.6,4166.90837,1686.28799,107649.5051,DANA POINT,107655.855,181494954.5,,4164.418666,19227,14
