LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,jurisdicti,acres_juris_soc,objectid,shape_area,acres,percentage
WATER,80,Water,water,0.797,MISSION VIEJO,11525.934391435894,137,6569964.1295613805,150.82622611333196,1.3085761005294168
WATER,80,Water,water,0.797,ORANGE CO,94761.16101626148,163,3532154.632073063,81.08743711510509,0.08556998658106987
WATER,80,Water,water,0.797,RANCHO SANTA MARGARITA,8280.210526037783,180,2925385.946426891,67.15788907267634,0.8110617505461508
WATER,80,Water,water,0.797,SAN CLEMENTE,11739.016173821115,198,35938.04648657134,0.8250273241319684,0.00702805083330438
OSVAC,9999,Developed Open Space,developed open space,0.217,ALISO VIEJO,4298.475848550746,10,710171.3407935408,16.303355865184255,0.37928073173477866
OSVAC,9999,Developed Open Space,developed open space,0.217,DANA POINT,4071.5603518392577,27,36835.10624524466,0.8456210648785966,0.0207688848825666
OSVAC,9999,Developed Open Space,developed open space,0.217,LAGUNA NIGUEL,9463.77397689814,84,21669.86755686928,0.49747369689163334,0.00525658905435828
OSVAC,9999,Developed Open Space,developed open space,0.217,LAGUNA WOODS,756.0075788948667,98,156.80065932010623,0.00359966222508322,4.7613911909596e-4
OSVAC,9999,Developed Open Space,developed open space,0.217,LAKE FOREST,3303.943394927112,112,20.474021289882984,4.7002073430242e-4,1.4225995970240934e-5
OSVAC,9999,Developed Open Space,developed open space,0.217,ORANGE CO,94761.16101626148,154,1611233.651441757,36.988982929194165,0.03903375030099403
OSVAC,9999,Developed Open Space,developed open space,0.217,RANCHO SANTA MARGARITA,8280.210526037783,173,30707.808926246955,0.7049571110617806,0.00851372424673709
OSVAC,9999,Developed Open Space,developed open space,0.217,SAN CLEMENTE,11739.016173821115,189,853344.1589832101,19.59016465496066,0.16688013717936395
OSVAC,9999,Developed Open Space,developed open space,0.217,SAN JUAN CAPISTRANO,9220.309393249185,208,103187.22140245885,2.3688621247149384,0.02569168287357377
