...1,Station,Collected Date,HSN,Fraction,Sample Type,Composite Start Time,Composite End Time,Stormflow Volume -cf,"2,4'-DDD - ng/L","2,4'-DDE - ng/L","2,4'-DDT - ng/L","4,4'-DDD - ng/L","4,4'-DDE - ng/L","4,4'-DDT - ng/L",Acenaphthene - ng/L,Acenaphthylene - ng/L,Aldrin - ng/L,Anthracene - ng/L,Azinphos Methyl - ng/L,Benz[a]anthracene - ng/L,Benzo[a]pyrene - ng/L,Benzo[b]fluoranthene - ng/L,"Benzo[g,h,i]perylene - ng/L",Benzo[k]fluoranthene - ng/L,BHC-alpha - ng/L,BHC-beta - ng/L,BHC-delta - ng/L,BHC-gamma - ng/L,Biphenyl - ng/L,Bolstar (Sulprofos) - ng/L,Chlordane-alpha - ng/L,Chlordane-gamma - ng/L,Chlorpyrifos - ng/L,Chrysene - ng/L,Demeton - ng/L,Diazinon - ng/L,"Dibenz[a,h]anthracene - ng/L",Dibenzothiophene - ng/L,Dichlorvos - ng/L,Dieldrin - ng/L,Dimethoate - ng/L,Disulfoton - ng/L,Endosulfan-I - ng/L,Endosulfan-II - ng/L,Endosulfan Sulfate - ng/L,Endrin - ng/L,Endrin Aldehyde - ng/L,Ethoprop (Ethoprofos) - ng/L,Ethyl Parathion - ng/L,Fenchlorphos (Ronnel) - ng/L,Fensulfothion - ng/L,Fenthion - ng/L,Fluoranthene - ng/L,Fluorene - ng/L,Heptachlor - ng/L,Heptachlor Epoxide - ng/L,"Indeno[1,2,3-cd]pyrene - ng/L",Malathion - ng/L,Merphos - ng/L,Methoxychlor - ng/L,Methyl Parathion - ng/L,Mevinphos (Phosdrin) - ng/L,Mirex - ng/L,Naphthalene - ng/L,Phenanthrene - ng/L,Phorate - ng/L,Pyrene - ng/L,Tetrachlorvinphos (Stirofos) - ng/L,Tokuthion (Prothiofos) - ng/L,Toxaphene - ng/L,trans-Nonachlor - ng/L,Trichloronate - ng/L,"Arsenic, Total - ug/L","Cadmium, Total - ug/L","Calcium, Total","Chromium, Total - ug/L","Copper, Total - ug/L",Dissolved Organic Carbon - mg/L,"Hardness as CaCO3, Total - mg/L","Iron, Total - ug/L","Lead, Total - ug/L","Magnesium, Total - ug/L","Manganese, Total - ug/L",MBAS - mg/L,"Mercury, Total - ug/L","Nickel, Total - ug/L","Selenium, Total - ug/L","Silver, Total - ug/L","Thallium, Total - ug/L",Total Organic Carbon (TOC) - mg/L,"Zinc, Total - ug/L","Ammonia, as Nitrogen - mg/L",Chloride - mg/L,Nitrate + Nitrite as N - mg/L,"Nitrogen, Total Kjeldahl - mg/L",Orthophosphate as P - mg/L,pH,Phosphorus as PO4 - mg/L,SpecificConductivity,Sulfate - mg/L,Temperature,Total Dissolved Solids - mg/L,VSS - mg/L,TSS - mg/L,Turbidity - NTU,Enterococcus - CFU/100 mL,E. coli - CFU/100 mL,Fecal coliforms - CFU/100 mL,Total Coliforms - CFU/100 mL,TN - mg/L,Field Specific Conductivity,Field Dissolved Oxygen,Field pH,Field Temperature,Field Turbidity - NTU,...117,GlobalID_tribarea,area_acres,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,LOCDESC,OBJECTID_hydstra,station,Rain_Gage_Total,Composite Begin,Composite End,Rain_Event_Total,RC_Event,RC_M,RC_Group,LSPC_LU_DESC,RC_WMA,RC_CF,na.rm,LSPC_LU_CODE,EMC_Group,Shape_Area,AREA,PERCENTAGE,RCandCF,RC_Mcf
12,J01-9992-1 (J01P27),2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,Commercial,UTIL,0.48599999999999993,0.25157782897085745,TRUE,40,business,197842.79265267873,4.541863728793009,0.820065522876396,0.1222668248798367,NA
12,J01-9992-1 (J01P27),2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,Developed Open Space,OSDEV,0.217,0.25157782897085745,TRUE,75,developed open space,2396119.7713690377,55.00756097054355,9.932003015302238,0.054592388886676065,NA
12,J01-9992-1 (J01P27),2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,Developed Open Space,OSIRR,0.217,0.25157782897085745,TRUE,76,developed open space,168543.3572017032,3.8692385531945495,0.6986183044514689,0.054592388886676065,NA
12,J01-9992-1 (J01P27),2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,Developed Open Space,OSVAC,0.217,0.25157782897085745,TRUE,9999,developed open space,394171.30241012253,9.048964166668098,1.6338542884465828,0.054592388886676065,NA
12,J01-9992-1 (J01P27),2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,Education,EDU,0.422,0.25157782897085745,TRUE,20,business,1418736.8300387596,32.569846304019855,5.880715414244246,0.10616584382570184,NA
12,J01-9992-1 (J01P27),2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,Freeway,TRFWY,0.45,0.25157782897085745,TRUE,61,highway/arterial,637001.6183985764,14.623603453000324,2.6403947207832044,0.11321002303688586,NA
12,J01-9992-1 (J01P27),2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,Light Industrial,IND,0.414,0.25157782897085745,TRUE,30,business,329768.90787646564,7.57048271248977,1.3669040364833849,0.10415322119393498,NA
12,J01-9992-1 (J01P27),2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,Multi-family Residential,RESMF,0.48499999999999993,0.25157782897085745,TRUE,52,multi-family,5099072.913001286,117.05907505404332,21.13584143510446,0.12201524705086585,NA
12,J01-9992-1 (J01P27),2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,Open Space,OSLOW,0.078,0.25157782897085745,TRUE,77,open space,280115.5792594322,6.430594575874901,1.161089195573992,0.01962307065972688,NA
12,J01-9992-1 (J01P27),2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,Single Family Residential,RESSFH,0.405,0.25157782897085745,TRUE,50,single family,2666012.9294657945,61.203480109033634,11.050719905858534,0.10188902073319728,NA
12,J01-9992-1 (J01P27),2022-11-08T12:46:00Z,2572003,Total,Composite,2022-11-07T17:00:00Z,2022-11-08T12:30:00Z,771517.5,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,<5,J3.89,<5,7.71,<5,<5,<5,<5,<5,J3.14,<4,<2,<2,<1,5.92,<2,<1,<5,7.57,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.21,J2.67,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.75,J2.86,<10,8.8800000000000008,<4,<6,65.7,<2,<2,5.2,1.1000000000000001,82.4,3.4,14,12,302,1100,0.66,23.4,27,9.9000000000000005E-2,<0.05,7.2,12,<0.2,<0.2,12,82,0.18,150,5.3,1.4,0.43,H7.38,1.8,1200,200,H20.9,630,<10,37,22,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,367,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.10840535406298947,0.43090185850815593,Streets and Roads,TRANS,0.471,0.25157782897085745,TRUE,60,surface street,4034779.260903635,92.62615702637964,16.724305798152,0.11849315744527385,NA
13,J03-9216-2,2022-12-12T11:57:00Z,2612014,Dissolved,Composite,2022-12-11T03:58:00Z,2022-12-12T02:58:00Z,859135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.86,NA,0.87,8.8,NA,NA,120,0.21,NA,47,NA,<0.05,5.8,1.4,<0.2,<0.2,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.060546000699677825,0.3713237849421887,Commercial,COMM,0.486,0.16305446393396053,TRUE,10,business,4378781.725556178,100.52339854764983,8.949039910470443,0.07924446947190482,NA
13,J03-9216-2,2022-12-12T11:57:00Z,2612014,Dissolved,Composite,2022-12-11T03:58:00Z,2022-12-12T02:58:00Z,859135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.86,NA,0.87,8.8,NA,NA,120,0.21,NA,47,NA,<0.05,5.8,1.4,<0.2,<0.2,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.060546000699677825,0.3713237849421887,Commercial,UTIL,0.486,0.16305446393396053,TRUE,40,business,107649.37123768688,2.4712993993678523,0.2200060610284808,0.07924446947190482,NA
13,J03-9216-2,2022-12-12T11:57:00Z,2612014,Dissolved,Composite,2022-12-11T03:58:00Z,2022-12-12T02:58:00Z,859135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.86,NA,0.87,8.8,NA,NA,120,0.21,NA,47,NA,<0.05,5.8,1.4,<0.2,<0.2,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.060546000699677825,0.3713237849421887,Developed Open Space,OSDEV,0.217,0.16305446393396053,TRUE,75,developed open space,7400701.100286055,169.89739906288492,15.125021904011492,0.035382818673669436,NA
13,J03-9216-2,2022-12-12T11:57:00Z,2612014,Dissolved,Composite,2022-12-11T03:58:00Z,2022-12-12T02:58:00Z,859135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.86,NA,0.87,8.8,NA,NA,120,0.21,NA,47,NA,<0.05,5.8,1.4,<0.2,<0.2,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.060546000699677825,0.3713237849421887,Developed Open Space,OSIRR,0.217,0.16305446393396053,TRUE,76,developed open space,3187706.143968125,73.17995626333686,6.514805097209818,0.035382818673669436,NA
13,J03-9216-2,2022-12-12T11:57:00Z,2612014,Dissolved,Composite,2022-12-11T03:58:00Z,2022-12-12T02:58:00Z,859135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.86,NA,0.87,8.8,NA,NA,120,0.21,NA,47,NA,<0.05,5.8,1.4,<0.2,<0.2,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.060546000699677825,0.3713237849421887,Education,EDU,0.422,0.16305446393396053,TRUE,20,business,826234.5097767385,18.9678102553878,1.6885988082589003,0.06880898378013134,NA
13,J03-9216-2,2022-12-12T11:57:00Z,2612014,Dissolved,Composite,2022-12-11T03:58:00Z,2022-12-12T02:58:00Z,859135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.86,NA,0.87,8.8,NA,NA,120,0.21,NA,47,NA,<0.05,5.8,1.4,<0.2,<0.2,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.060546000699677825,0.3713237849421887,Multi-family Residential,RESMF,0.485,0.16305446393396053,TRUE,52,multi-family,4931988.283137696,113.22332440656596,10.07964377995246,0.07908141500797085,NA
13,J03-9216-2,2022-12-12T11:57:00Z,2612014,Dissolved,Composite,2022-12-11T03:58:00Z,2022-12-12T02:58:00Z,859135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.86,NA,0.87,8.8,NA,NA,120,0.21,NA,47,NA,<0.05,5.8,1.4,<0.2,<0.2,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.060546000699677825,0.3713237849421887,Open Space,OSFOR,0.078,0.16305446393396053,TRUE,78,open space,328708.1445463455,7.546130839827095,0.6717901208168348,0.012718248186848921,NA
