LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,FACILITYID,Shape_Area,AREA,PERCENTAGE,Collected Date,HSN,Fraction,Sample Type,Composite Start Time,Composite End Time,Stormflow Volume -cf,AnnualFlow-cf,d10-Acenaphthene - ng/L,d10-Phenanthrene - ng/L,d12-Chrysene - ng/L,d12-Perylene - ng/L,d8-Naphthalene - ng/L,PCB030 - ng/L,PCB112 - ng/L,PCB198 - ng/L,TCMX - ng/L,"2,4'-DDD - ng/L","2,4'-DDE - ng/L","2,4'-DDT - ng/L","4,4'-DDD - ng/L","4,4'-DDE - ng/L","4,4'-DDT - ng/L",Acenaphthene - ng/L,Acenaphthylene - ng/L,Aldrin - ng/L,Anthracene - ng/L,Azinphos Methyl - ng/L,Benz[a]anthracene - ng/L,Benzo[a]pyrene - ng/L,Benzo[b]fluoranthene - ng/L,"Benzo[g,h,i]perylene - ng/L",Benzo[k]fluoranthene - ng/L,BHC-alpha - ng/L,BHC-beta - ng/L,BHC-delta - ng/L,BHC-gamma - ng/L,Biphenyl - ng/L,Bolstar (Sulprofos) - ng/L,Chlordane-alpha - ng/L,Chlordane-gamma - ng/L,Chlorpyrifos - ng/L,Chrysene - ng/L,Demeton - ng/L,Diazinon - ng/L,"Dibenz[a,h]anthracene - ng/L",Dibenzothiophene - ng/L,Dichlorvos - ng/L,Dieldrin - ng/L,Dimethoate - ng/L,Disulfoton - ng/L,Endosulfan-I - ng/L,Endosulfan-II - ng/L,Endosulfan Sulfate - ng/L,Endrin - ng/L,Endrin Aldehyde - ng/L,Ethoprop (Ethoprofos) - ng/L,Ethyl Parathion - ng/L,Fenchlorphos (Ronnel) - ng/L,Fensulfothion - ng/L,Fenthion - ng/L,Fluoranthene - ng/L,Fluorene - ng/L,Heptachlor - ng/L,Heptachlor Epoxide - ng/L,"Indeno[1,2,3-cd]pyrene - ng/L",Malathion - ng/L,Merphos - ng/L,Methoxychlor - ng/L,Methyl Parathion - ng/L,Mevinphos (Phosdrin) - ng/L,Mirex - ng/L,Naphthalene - ng/L,Phenanthrene - ng/L,Phorate - ng/L,Pyrene - ng/L,Tetrachlorvinphos (Stirofos) - ng/L,Tokuthion (Prothiofos) - ng/L,Toxaphene - ng/L,trans-Nonachlor - ng/L,Trichloronate - ng/L,"Arsenic, Total - ug/L","Cadmium, Total - ug/L","Calcium, Total","Chromium, Total - ug/L","Copper, Total - ug/L",Dissolved Organic Carbon - mg/L,"Hardness as CaCO3, Total - mg/L","Iron, Total - ug/L","Lead, Total - ug/L","Magnesium, Total - ug/L","Manganese, Total - ug/L",MBAS - mg/L,"Mercury, Total - ug/L","Nickel, Total - ug/L","Selenium, Total - ug/L","Silver, Total - ug/L","Thallium, Total - ug/L",Total Organic Carbon (TOC) - mg/L,"Zinc, Total - ug/L","Ammonia, as Nitrogen - mg/L",Chloride - mg/L,Nitrate + Nitrite as N - mg/L,"Nitrogen, Total Kjeldahl - mg/L",Orthophosphate as P - mg/L,pH,Phosphorus as PO4 - mg/L,SpecificConductivity,Sulfate - mg/L,Temperature,Total Dissolved Solids - mg/L,VSS - mg/L,TSS - mg/L,Turbidity - NTU,Enterococcus - CFU/100 mL,E. coli - CFU/100 mL,Fecal coliforms - CFU/100 mL,Total Coliforms - CFU/100 mL,Field Specific Conductivity,Field Dissolved Oxygen,Field pH,Field Temperature,Field Turbidity - NTU,TN - mg/L,GlobalID_tribarea,area_acres,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,LOCDESC,OBJECTID_hydstra,station,Rain_Gage_Total,Composite Begin,Composite End,Rain_Event_Total,RC_Event,RC_Annual,RC_M,RC_CF,RCandCF,RC_WMAcf,RC_WMAcf_M,Stormwater Volume (acre-ft)_RC,Stormwater Volume (acre-ft)_RC_M,Stormwater Volume (acre-ft)_RC_Event,Stormwater Volume (acre-ft)_RC_WMAcf,Stormwater Volume (acre-ft)_RC_WMAcf_M
RESSFH,50,Single Family Residential,single family,0.405,J07-9109-4 (J07P02),5570828.935947522,127.88914644926804,32.38305781384091,2020-11-08T08:50:00Z,1450004,Dissolved,Composite,11/07/2020 07:22:00,11/07/2020 18:22:00,32664,1299469.4999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,<0.2,NA,1,27,NA,NA,73,0.28000000000000003,NA,38,NA,<0.05,5.2,0.59,<0.2,<0.2,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,5.63,2020-11-07,2020-11-07,1.3800000000000001,0.016510803386294598,0.16100361265378302,0.3981258747605368,0.40440379000893334,0.16378353495361803,0.22051272695363747,0.22518069664130003,24.300536439691545,73.7671495991026,3.0592206651495184,13.231055695685479,41.72282986118398
RESSFH,50,Single Family Residential,single family,0.405,J07-9109-4 (J07P02),5570828.935947522,127.88914644926804,32.38305781384091,2020-11-08T08:50:00Z,1451002,Total,Grab,NA,NA,32664,1299469.4999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,>=2500,28000,>=70000,549,9.91,8.39,14.78,26.6,NA,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,5.63,NA,NA,NA,NA,0.16100361265378302,0.3981258747605368,0.40440379000893334,0.16378353495361803,0.22051272695363747,0.22518069664130003,24.300536439691545,73.7671495991026,NA,13.231055695685479,41.72282986118398
RESMF,52,Multi-family Residential,multi-family,0.485,J01-9273-1,1222486.8326509704,28.064548269351953,91.44679550856576,2020-12-28T09:33:00Z,1522002,Total,Grab,NA,NA,11233,115793.09999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21000,7700,9200,>=25000,418,NA,6.14,13.76,22,NA,{3BBBEF3F-4D6B-4BDD-A1B2-4A311F3CB981},30.68945533,345,345,30,11274.56096,345,{1B614B52-1204-4A36-9937-3895C916CE39},J01ASVM; Aliso Creek Park and Wildlife Sanctuary in Laguna Woods,30,ELTORO,5.63,NA,NA,NA,NA,0.18461988680281924,0.4838009742217852,0.3816029661779584,0.18507743859630982,0.18507743859630982,0.19458900244848806,6.385971023073247,6.965993551562789,NA,2.436905484331243,2.8017838088102103
RESMF,52,Multi-family Residential,multi-family,0.485,J01-9273-1,1222486.8326509704,28.064548269351953,91.44679550856576,2020-12-29T10:28:00Z,1526004,Total,Grab,NA,NA,11233,115793.09999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12900,1420,1400,31000,4552,NA,8.66,11.19,12.8,NA,{3BBBEF3F-4D6B-4BDD-A1B2-4A311F3CB981},30.68945533,345,345,30,11274.56096,345,{1B614B52-1204-4A36-9937-3895C916CE39},J01ASVM; Aliso Creek Park and Wildlife Sanctuary in Laguna Woods,30,ELTORO,5.63,NA,NA,NA,NA,0.18461988680281924,0.4838009742217852,0.3816029661779584,0.18507743859630982,0.18507743859630982,0.19458900244848806,6.385971023073247,6.965993551562789,NA,2.436905484331243,2.8017838088102103
RESMF,52,Multi-family Residential,multi-family,0.485,J01-9273-1,1222486.8326509704,28.064548269351953,91.44679550856576,2020-12-29T10:28:00Z,1526005,Total,Composite,12/28/2020 01:28:00,12/29/2020 00:28:00,11232.900000000005,115793.09999999996,67,86,70,89,62,63,90,56,62,<2,<2,<2,<2,<2,<2,9.18,<5,<5,3.86,<10,54.4,29.9,38.200000000000003,49,41.3,<5,<5,<5,<5,4.79,<4,1.71,1.52,2.42,111,<2,<1,9.09,14,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,39.4,<5,<5,<5,25.8,26.9,<2,<5,<2,<10,<5,11.6,19.4,<10,59.6,<4,<6,<25,2.56,<2,3.4,3.1,67.4,2.5,17,21,259,1400,2.4,22,270,0.27,<0.05,17,0.78,<0.2,<0.2,26,130,0.31,110,0.85,2.4,0.45,7.46,1.5,1000,180,15.3,560,28,52,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,{3BBBEF3F-4D6B-4BDD-A1B2-4A311F3CB981},30.68945533,345,345,30,11274.56096,345,{1B614B52-1204-4A36-9937-3895C916CE39},J01ASVM; Aliso Creek Park and Wildlife Sanctuary in Laguna Woods,30,ELTORO,5.63,2020-12-28,2020-12-29,1.9100000000000001,0.05279134410807316,0.18461988680281924,0.4838009742217852,0.3816029661779584,0.18507743859630982,0.18507743859630982,0.19458900244848806,6.385971023073247,6.965993551562789,0.7601145558392111,2.436905484331243,2.8017838088102103
RESMF,52,Multi-family Residential,multi-family,0.485,J01-9273-1,1222486.8326509704,28.064548269351953,91.44679550856576,2020-12-29T10:28:00Z,1526006,Dissolved,Composite,12/28/2020 01:28:00,12/28/2020 00:28:00,11233,115793.09999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.1,NA,1.1,12,NA,NA,170,0.51,NA,240,NA,<0.05,15,0.78,<0.2,<0.2,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{3BBBEF3F-4D6B-4BDD-A1B2-4A311F3CB981},30.68945533,345,345,30,11274.56096,345,{1B614B52-1204-4A36-9937-3895C916CE39},J01ASVM; Aliso Creek Park and Wildlife Sanctuary in Laguna Woods,30,ELTORO,5.63,2020-12-28,2020-12-28,1.9100000000000001,0.05279181407882074,0.18461988680281924,0.4838009742217852,0.3816029661779584,0.18507743859630982,0.18507743859630982,0.19458900244848806,6.385971023073247,6.965993551562789,0.7601213226986668,2.436905484331243,2.8017838088102103
TRANS,60,Streets and Roads,surface street,0.471,J01-9273-1,114333.39576354044,2.6247441023529734,8.552585093710787,2020-12-28T09:33:00Z,1522002,Total,Grab,NA,NA,11233,115793.09999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21000,7700,9200,>=25000,418,NA,6.14,13.76,22,NA,{3BBBEF3F-4D6B-4BDD-A1B2-4A311F3CB981},30.68945533,345,345,30,11274.56096,345,{1B614B52-1204-4A36-9937-3895C916CE39},J01ASVM; Aliso Creek Park and Wildlife Sanctuary in Laguna Woods,30,ELTORO,5.63,NA,NA,NA,NA,0.18461988680281924,0.4838009742217852,0.3816029661779584,0.1797349970698184,0.2962936847817557,0.19458900244848806,0.5800093898777042,6.965993551562789,NA,0.36486861854539904,2.8017838088102103
TRANS,60,Streets and Roads,surface street,0.471,J01-9273-1,114333.39576354044,2.6247441023529734,8.552585093710787,2020-12-29T10:28:00Z,1526004,Total,Grab,NA,NA,11233,115793.09999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12900,1420,1400,31000,4552,NA,8.66,11.19,12.8,NA,{3BBBEF3F-4D6B-4BDD-A1B2-4A311F3CB981},30.68945533,345,345,30,11274.56096,345,{1B614B52-1204-4A36-9937-3895C916CE39},J01ASVM; Aliso Creek Park and Wildlife Sanctuary in Laguna Woods,30,ELTORO,5.63,NA,NA,NA,NA,0.18461988680281924,0.4838009742217852,0.3816029661779584,0.1797349970698184,0.2962936847817557,0.19458900244848806,0.5800093898777042,6.965993551562789,NA,0.36486861854539904,2.8017838088102103
TRANS,60,Streets and Roads,surface street,0.471,J01-9273-1,114333.39576354044,2.6247441023529734,8.552585093710787,2020-12-29T10:28:00Z,1526005,Total,Composite,12/28/2020 01:28:00,12/29/2020 00:28:00,11232.900000000005,115793.09999999996,67,86,70,89,62,63,90,56,62,<2,<2,<2,<2,<2,<2,9.18,<5,<5,3.86,<10,54.4,29.9,38.200000000000003,49,41.3,<5,<5,<5,<5,4.79,<4,1.71,1.52,2.42,111,<2,<1,9.09,14,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,39.4,<5,<5,<5,25.8,26.9,<2,<5,<2,<10,<5,11.6,19.4,<10,59.6,<4,<6,<25,2.56,<2,3.4,3.1,67.4,2.5,17,21,259,1400,2.4,22,270,0.27,<0.05,17,0.78,<0.2,<0.2,26,130,0.31,110,0.85,2.4,0.45,7.46,1.5,1000,180,15.3,560,28,52,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,{3BBBEF3F-4D6B-4BDD-A1B2-4A311F3CB981},30.68945533,345,345,30,11274.56096,345,{1B614B52-1204-4A36-9937-3895C916CE39},J01ASVM; Aliso Creek Park and Wildlife Sanctuary in Laguna Woods,30,ELTORO,5.63,2020-12-28,2020-12-29,1.9100000000000001,0.05279134410807316,0.18461988680281924,0.4838009742217852,0.3816029661779584,0.1797349970698184,0.2962936847817557,0.19458900244848806,0.5800093898777042,6.965993551562789,0.7601145558392111,0.36486861854539904,2.8017838088102103
TRANS,60,Streets and Roads,surface street,0.471,J01-9273-1,114333.39576354044,2.6247441023529734,8.552585093710787,2020-12-29T10:28:00Z,1526006,Dissolved,Composite,12/28/2020 01:28:00,12/28/2020 00:28:00,11233,115793.09999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.1,NA,1.1,12,NA,NA,170,0.51,NA,240,NA,<0.05,15,0.78,<0.2,<0.2,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{3BBBEF3F-4D6B-4BDD-A1B2-4A311F3CB981},30.68945533,345,345,30,11274.56096,345,{1B614B52-1204-4A36-9937-3895C916CE39},J01ASVM; Aliso Creek Park and Wildlife Sanctuary in Laguna Woods,30,ELTORO,5.63,2020-12-28,2020-12-28,1.9100000000000001,0.05279181407882074,0.18461988680281924,0.4838009742217852,0.3816029661779584,0.1797349970698184,0.2962936847817557,0.19458900244848806,0.5800093898777042,6.965993551562789,0.7601213226986668,0.36486861854539904,2.8017838088102103
TRANS,60,Streets and Roads,surface street,0.471,J01-9992-1 (J01P27),4034779.260903635,92.62615702637964,16.724305798152,2020-12-28T10:13:00Z,1522003,Total,Grab,NA,NA,131074,2852576.999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=1390,<9,50,2400,926,NA,6.68,15.25,108,NA,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,4.3100000000000005,NA,NA,NA,NA,0.3292064373529827,0.43090185850815593,0.7639940066462991,0.35984117713040686,0.2962936847817557,0.2158617833511241,15.66933541876008,85.71553762870161,NA,9.857165879629935,42.93949642614898
TRANS,60,Streets and Roads,surface street,0.471,J01-9992-1 (J01P27),4034779.260903635,92.62615702637964,16.724305798152,2020-12-29T11:43:00Z,1526007,Total,Grab,NA,NA,131074,2852576.999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4400,3700,4800,20000,2779,NA,8.64,14.8,2.79,NA,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,4.3100000000000005,NA,NA,NA,NA,0.3292064373529827,0.43090185850815593,0.7639940066462991,0.35984117713040686,0.2962936847817557,0.2158617833511241,15.66933541876008,85.71553762870161,NA,9.857165879629935,42.93949642614898
TRANS,60,Streets and Roads,surface street,0.471,J01-9992-1 (J01P27),4034779.260903635,92.62615702637964,16.724305798152,2020-12-29T11:43:00Z,1526008,Total,Composite,12/28/2020 01:33:00,12/29/2020 00:33:00,131073.60000000006,2852576.999999999,62,78,64,91,50,69,97,61,68,<2,<2,<2,<2,<2,<2,6.57,<5,<5,3.12,<10,9.4600000000000009,7.59,10.9,36.299999999999997,5.91,<5,<5,<5,<5,3.6,<4,<2,<2,<1,47.5,<2,<1,6.08,<5,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,18.6,<5,<5,<5,13.4,<5,<2,<5,<2,<10,<5,13.3,16.8,<10,40.3,<4,<6,<25,<2,<2,5,3,56.2,15,47,13,214,6500,4.5,17.8,130,0.092,6.5000000000000002E-2,21,5.0999999999999996,<0.2,<0.2,16,250,0.57,78,1.8,4.6,0.33,7.62,1,780,120,16.1,430,84,310,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3999999999999995,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,4.3100000000000005,2020-12-28,2020-12-29,1.4200000000000002,0.04591293923598598,0.3292064373529827,0.43090185850815593,0.7639940066462991,0.35984117713040686,0.2962936847817557,0.2158617833511241,15.66933541876008,85.71553762870161,9.133059403251469,9.857165879629935,42.93949642614898
TRANS,60,Streets and Roads,surface street,0.471,J01-9992-1 (J01P27),4034779.260903635,92.62615702637964,16.724305798152,2020-12-29T11:43:00Z,1526009,Dissolved,Composite,12/28/2020 01:33:00,12/29/2020 00:33:00,131074,2852576.999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,<0.2,NA,0.87,8.9,NA,NA,58,<0.2,NA,31,NA,<0.05,3.8,4.8,<0.2,<0.2,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,4.3100000000000005,2020-12-28,2020-12-29,1.4200000000000002,0.0459130793494466,0.3292064373529827,0.43090185850815593,0.7639940066462991,0.35984117713040686,0.2962936847817557,0.2158617833511241,15.66933541876008,85.71553762870161,9.13308727479662,9.857165879629935,42.93949642614898
TRANS,60,Streets and Roads,surface street,0.471,J07-9109-4 (J07P02),3062744.3191049164,70.31121602660575,17.803638829149936,2020-11-08T08:50:00Z,1450003,Total,Composite,11/07/2020 07:22:00,11/07/2020 18:22:00,32664,1299469.4999999998,84,103,77,92,63,75,102,78,69,<2,<2,<2,<2,<2,<2,4.8099999999999996,<5,<5,<5,<10,5.17,3.26,13.2,13.2,4.08,<5,<5,<5,<5,3.72,<4,<2,<2,<1,23.3,<2,<1,<5,12.2,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,11.5,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,7.37,7.54,<10,24.1,<4,<6,<25,<2,<2,2.8,0.25,37.7,2.9,35,25,131,1200,2,8.89,68,0.32,<0.05,6.8,0.62,<0.2,<0.2,31,230,0.91,51,2.3,3.9,0.42,7.35,4.1,480,79,9.6,280,16,38,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.199999999999999,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,5.63,2020-11-07,2020-11-07,1.3800000000000001,0.016510803386294598,0.16100361265378302,0.3981258747605368,0.40440379000893334,0.1904741850942076,0.2962936847817557,0.22518069664130003,15.537196739519272,73.7671495991026,3.0592206651495184,9.774040919599248,41.72282986118398
TRANS,60,Streets and Roads,surface street,0.471,J07-9109-4 (J07P02),3062744.3191049164,70.31121602660575,17.803638829149936,2020-11-08T08:50:00Z,1450004,Dissolved,Composite,11/07/2020 07:22:00,11/07/2020 18:22:00,32664,1299469.4999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,<0.2,NA,1,27,NA,NA,73,0.28000000000000003,NA,38,NA,<0.05,5.2,0.59,<0.2,<0.2,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,5.63,2020-11-07,2020-11-07,1.3800000000000001,0.016510803386294598,0.16100361265378302,0.3981258747605368,0.40440379000893334,0.1904741850942076,0.2962936847817557,0.22518069664130003,15.537196739519272,73.7671495991026,3.0592206651495184,9.774040919599248,41.72282986118398
TRANS,60,Streets and Roads,surface street,0.471,J07-9109-4 (J07P02),3062744.3191049164,70.31121602660575,17.803638829149936,2020-11-08T08:50:00Z,1451002,Total,Grab,NA,NA,32664,1299469.4999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,>=2500,28000,>=70000,549,9.91,8.39,14.78,26.6,NA,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,5.63,NA,NA,NA,NA,0.16100361265378302,0.3981258747605368,0.40440379000893334,0.1904741850942076,0.2962936847817557,0.22518069664130003,15.537196739519272,73.7671495991026,NA,9.774040919599248,41.72282986118398
