FACILITYID,RC_WMAcf_M
L02-374-2 (MVL02P20),0.2213194240531096
L02-396-1,0.22824848805284978
L02-401-1,0.2250403240243758
L02-401-2 (COL02P55),0.17582529046383258
L02-412-1,0.32100980006713287
L02-502-1,0.1586962795718652
L02-502-6,0.225156708213592
L02-541-1,0.26206090043700736
L02-541-2,0.23887986573058614
L02-541-3,0.21732134480246187
L02-541-6,0.21898351335937644
L02-541-7,0.2372605387893409
L02-541-8,0.21555294135730493
L02-541-9 (L02P02),0.23764845733881115
L02-571-1,0.18583591172260971
L02-571-2,0.2374911657783945
L02-571-3,0.2070018128414732
L02-571-4,0.2077582754249351
L02-571-5 (L02TBN2),0.18616333457769332
L02-622-1 (L02P28),0.2135936771850367
L02-622-2 (L02P32),0.20317769546010653
L02-640-1 (L11P02),0.2365612359340719
L02-641-1,0.21699853077644446
L02-641-2,0.21699853077644446
L03-073-2,0.17534567628449968
L03-073-3 (With Upper Oso),0.1946931896117813
L03-074-1 (L03B01),0.21081165717589656
L03-141-1 (With Upper Oso),0.18826741107998146
L03-142-1 (L03P24),0.11479930474292223
L03-172-2,0.21125932639524433
L03-214-2 (L03P18),0.21545667665755197
L03-214-2 (With Upper Oso),0.20457367630001677
L03-240-1 (L03P14),0.1898541348662438
L03-241-1,0.23092549089970793
L03-241-2,0.21049442382516284
L03-241-3,0.19660086302392552
L03-241-4,0.2164961843457845
L03-281-1,0.23455781050481672
L03-281-2,0.2231819658802965
L03-316-1,0.16967566859952224
L03-316-2,0.22685782331347543
L03-316-3 (L03P12),0.21839170112220863
L03-316-4,0.23054800247614934
L03-418-1,0.26867700705779035
L03-418-3,0.21325939602674837
L03-418-4,0.2113642787677861
L03-418-8,0.21848175504959724
L03-455-1,0.19476615715015144
L03-455-2,0.23237453725971136
L03-455-3 (L03P37),0.2970821265908881
L03-455-5,0.17480954934828255
L03-455-6,0.282520400737904
L03-455-7,0.16141836339272977
L03-497-1,0.169691900523214
L03-662-1,0.2243248109949099
L03-662-3 (L03P16),0.3876959405302134
L03-691-1 (L03P09),0.20282483038873433
L03-693-1 (L03P11),0.2364327415196511
L03-708-1,0.19263014243774926
L03-708-11 (L03P05),0.20310802481975251
L03-708-13,0.2071355679575202
L03-708-5,0.2628485304487043
L04-136-1 (L04P07),0.2315982005123465
L04-232-1,0.20134919253944322
L04-266-1,0.23921966811420137
L04-266-2,0.23751737472055412
L04-266-3,0.23713276472120376
L04-266-4,0.24114727554176504
L04-266-5,0.2377401236899801
L04-301-1 (L04P08),0.25309493554903006
L04-702-1 (L04P02),0.20885481724296284
L04-702-2 (L04P02),0.21999506140563727
L04-702-3,0.26823117624704046
L04-702-4,0.22738410019125782
L05-049-1,0.17722849008917385
L05-489-1,0.05105884033073251
L05-489-2,0.050212215179051
L05-489-3,0.1917901724001332
L05-489-3d,0.1857881455490059
L05-489-7,0.18356383857047825
LC01-11446-1,0.12773136949873534
LC02-11508-1,0.2158913039039094
LC02-11508-3,0.07214181228854151
LC03-11455-1,0.2351168604025995
LC05-11017-1,0.16381042049380704
LC06-11019-1,0.2187050670091031
LC06-11019-2,0.22179082894370608
LC06-11509-1,0.22827589357310626
LC06-11509-2,0.16975061847069317
M00.1-070-1,0.24234823329739744
M00.1-070-2,0.21789584102463508
M00.1-070-3,0.2357197444467309
M00.1-070-4,0.21203971347099834
M00.1-071-1 (M00S04),0.22323845857735522
M00.1-071-2 (M00S04),0.22314076961789742
M00.1-071-3 (M00S04),0.23324395588301547
M00.1-071-4 (M00S04),0.2889922746739341
M00.2-066-1 (M00S07),0.22283738298813535
M00.3-169-2,0.2073886693487884
M01-042-1 (M01S01),0.18787633810383564
M01-047-1,0.17932460203056294
M01-050-1,0.2517414527766709
M01-050-2,0.23969476317826724
M01-050-4 (M01@CGV),0.23320501342756206
M01-060-3,0.17381788696662936
M01-086-2,0.1793249681109787
M01-088-1,0.14643257746583804
M01-168-1 (M00P03),0.19203552383221395
M01-168-2 (M00P03),0.20734953631298286
M02-013-1,0.21508986155649337
M02-015-1,0.18809755476390405
M02-028-2 (M02P08),0.15723504471328456
M02-032-1,0.1333633774545048
M02-052-2,0.1577510439829091
M02-052-3,0.22881036574567368
M02-052-4,0.15366757221816763
M02-056-1,0.1543700519787506
M02-061-4 (SCBS@M02),0.2305297411538394
M02-061-5,0.3145981674371785
M02-061-6,0.20661630584197332
M02-085-1 (M02P06),0.16220095020262643
M02-085-2,0.16547801881451057
M02-086-1,0.20110302106380584
M02-102-1,0.16571746909483168
SC01-077-1,0.22841941392097947
SC02-072-1,0.13674019913737906
SC03-067-1,0.19040450746135323
SC03-067-2,0.19880863491771075
SC04-090-1,0.19082280547502115
SC05-073-1,0.23618643677041673
SC05-073-2,0.23897359779701632
SC05-073-3,0.237833843749544
SC06-146-1 (M00P02),0.2437700853645234
SC06-146-2 (M00P02),0.21718073089184006
SC07-079-1,0.24872820811904445
SC07-079-2,0.185554157561918
SC07-079-3,0.2092632602312095
SC07-079-4,0.24801913533818645
SC07-079-5,0.2222620764244529
SC10-075-1 (M00P05),0.23328314824157503
SC11-026-1 (M00P01),0.2335537460735536
SC11-035-1d,0.21548590040627214
SC11-035-2,0.2298958183663529
SC11-035-3,0.24517240292483802
SC11-035-4,0.2387098991052038
SC11-130-1,0.22956397651171387
SC12-068-1,0.20837716726574573
SC12-068-2,0.21946095782344693
SC12-068-3,0.2283691451432266
SC12-068-4,0.21781293399730722
SM01-086-1 (M03P01),0.2049624441344292
