LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,FACILITYID,Shape_Area,AREA,PERCENTAGE,...1,Collected Date,HSN,Fraction,Sample Type,Composite Start Time,Composite End Time,Stormflow Volume -cf,"2,4'-DDD - ng/L","2,4'-DDE - ng/L","2,4'-DDT - ng/L","4,4'-DDD - ng/L","4,4'-DDE - ng/L","4,4'-DDT - ng/L",Acenaphthene - ng/L,Acenaphthylene - ng/L,Aldrin - ng/L,Anthracene - ng/L,Azinphos Methyl - ng/L,Benz[a]anthracene - ng/L,Benzo[a]pyrene - ng/L,Benzo[b]fluoranthene - ng/L,"Benzo[g,h,i]perylene - ng/L",Benzo[k]fluoranthene - ng/L,BHC-alpha - ng/L,BHC-beta - ng/L,BHC-delta - ng/L,BHC-gamma - ng/L,Biphenyl - ng/L,Bolstar (Sulprofos) - ng/L,Chlordane-alpha - ng/L,Chlordane-gamma - ng/L,Chlorpyrifos - ng/L,Chrysene - ng/L,Demeton - ng/L,Diazinon - ng/L,"Dibenz[a,h]anthracene - ng/L",Dibenzothiophene - ng/L,Dichlorvos - ng/L,Dieldrin - ng/L,Dimethoate - ng/L,Disulfoton - ng/L,Endosulfan-I - ng/L,Endosulfan-II - ng/L,Endosulfan Sulfate - ng/L,Endrin - ng/L,Endrin Aldehyde - ng/L,Ethoprop (Ethoprofos) - ng/L,Ethyl Parathion - ng/L,Fenchlorphos (Ronnel) - ng/L,Fensulfothion - ng/L,Fenthion - ng/L,Fluoranthene - ng/L,Fluorene - ng/L,Heptachlor - ng/L,Heptachlor Epoxide - ng/L,"Indeno[1,2,3-cd]pyrene - ng/L",Malathion - ng/L,Merphos - ng/L,Methoxychlor - ng/L,Methyl Parathion - ng/L,Mevinphos (Phosdrin) - ng/L,Mirex - ng/L,Naphthalene - ng/L,Phenanthrene - ng/L,Phorate - ng/L,Pyrene - ng/L,Tetrachlorvinphos (Stirofos) - ng/L,Tokuthion (Prothiofos) - ng/L,Toxaphene - ng/L,trans-Nonachlor - ng/L,Trichloronate - ng/L,"Arsenic, Total - ug/L","Cadmium, Total - ug/L","Calcium, Total","Chromium, Total - ug/L","Copper, Total - ug/L",Dissolved Organic Carbon - mg/L,"Hardness as CaCO3, Total - mg/L","Iron, Total - ug/L","Lead, Total - ug/L","Magnesium, Total - ug/L","Manganese, Total - ug/L",MBAS - mg/L,"Mercury, Total - ug/L","Nickel, Total - ug/L","Selenium, Total - ug/L","Silver, Total - ug/L","Thallium, Total - ug/L",Total Organic Carbon (TOC) - mg/L,"Zinc, Total - ug/L","Ammonia, as Nitrogen - mg/L",Chloride - mg/L,Nitrate + Nitrite as N - mg/L,"Nitrogen, Total Kjeldahl - mg/L",Orthophosphate as P - mg/L,pH,Phosphorus as PO4 - mg/L,SpecificConductivity,Sulfate - mg/L,Temperature,Total Dissolved Solids - mg/L,VSS - mg/L,TSS - mg/L,Turbidity - NTU,Enterococcus - CFU/100 mL,E. coli - CFU/100 mL,Fecal coliforms - CFU/100 mL,Total Coliforms - CFU/100 mL,TN - mg/L,Field Specific Conductivity,Field Dissolved Oxygen,Field pH,Field Temperature,Field Turbidity - NTU,...117,GlobalID_tribarea,area_acres,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,LOCDESC,OBJECTID_hydstra,station,Rain_Gage_Total,Composite Begin,Composite End,Rain_Event_Total,RC_Event,RC_M,RC_WMA,RC_CF,na.rm,RCandCF,RC_Mcf,RC_WMAcf,RC_WMAcf_M,Stormwater Volume (acre-ft)_RC,Stormwater Volume (acre-ft)_RC_M,Stormwater Volume (acre-ft)_RC_Event,Stormwater Volume (acre-ft)_RC_Mcf,Stormwater Volume (acre-ft)_RC_WMAcf,Stormwater Volume (acre-ft)_RC_WMAcf_M
COMM,10,Commercial,business,0.486,J07-9109-4 (J07P02),1382206.1909578256,31.73121487142278,8.034722212273966,17,2022-11-09T08:55:00Z,2572006,Dissolved,Composite,2022-11-07T16:40:00Z,2022-11-08T15:55:00Z,28619.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.46,NA,1.2,11,NA,NA,49,<0.2,NA,5.4,NA,<0.05,2.4,0.55000000000000004,<0.2,<0.2,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,27.13,2022-11-07,2022-11-08,4.34,0.004599903494980122,0.3981258747605368,0.486,0.01155389234057408,TRUE,0.005615191677519003,NA,0.1968211827875126,0.22518069664130003,34.86514830819885,355.4711844802226,4.1070757956608395,NA,14.119752526917162,201.05512862058993
COMM,10,Commercial,business,0.486,J07-9109-4 (J07P02),1382206.1909578256,31.73121487142278,8.034722212273966,18,2022-11-09T08:55:00Z,2572002,Total,Composite,2022-11-07T16:40:00Z,2022-11-08T15:55:00Z,28619.4,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,J1.1000000000000001,J2.23,J4.25,20.399999999999899,<5,<5,<5,<5,<5,J2.5299999999999998,<4,<2,<2,<1,8.18,<2,<1,<5,6.13,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,7.03,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,9.1999999999999904,5.9,<10,18.899999999999899,<4,<6,45.7,<2,<2,1.9,0.46,42.5,2.29999999999999,15,11,151,670,0.82,10.9,21,0.12,<0.05,3.1,0.63,<0.2,<0.2,12,94,0.16,69,1.5,1.2,0.24,H7.43,1.1,680,120,H21.5,420,7.7,24,19,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,337,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,27.13,2022-11-07,2022-11-08,4.34,0.004599903494980122,0.3981258747605368,0.486,0.01155389234057408,TRUE,0.005615191677519003,NA,0.1968211827875126,0.22518069664130003,34.86514830819885,355.4711844802226,4.1070757956608395,NA,14.119752526917162,201.05512862058993
COMM,10,Commercial,business,0.486,K01-12156-4,1262424.5438955815,28.98139562922192,2.0514967125938677,19,2022-11-08T09:36:00Z,2570004,Total,Grab,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29000,11500,>=10800,>=61000,NA,NA,NA,NA,NA,NA,327,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,26.64,NA,NA,NA,NA,0.3188453372859192,0.48599999999999993,NA,TRUE,NA,NA,0.1968211827875126,0.17794982744933818,31.268607372280115,999.9565535632717,NA,NA,12.663218697799401,558.0827923597719
COMM,10,Commercial,business,0.486,K01-12156-4,1262424.5438955815,28.98139562922192,2.0514967125938677,20,2022-11-09T10:00:00Z,2572008,Dissolved,Composite,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,352891.200000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.28999999999999898,NA,0.36,4.09999999999999,NA,NA,70,<0.2,NA,48,NA,<0.05,3.1,1.5,<0.2,<0.2,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.01943939995624162,0.3188453372859192,0.48599999999999993,0.060968117400473906,TRUE,0.029630505056630313,NA,0.1968211827875126,0.17794982744933818,31.268607372280115,999.9565535632717,60.965468553018816,NA,12.663218697799401,558.0827923597719
COMM,10,Commercial,business,0.486,K01-12156-4,1262424.5438955815,28.98139562922192,2.0514967125938677,21,2022-11-09T10:00:00Z,2572004,Total,Composite,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,352891.200000001,<2,<2,<2,<2,<2,J1.42,<5,<5,<5,<5,<10,<5,<5,J4.22,5.76,<5,<5,<5,<5,<5,J4.92,<4,<2,<2,<1,6.82,<2,<1,<5,J4.5199999999999996,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J3.91,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,13.2,J3.65,<10,9.26,<4,<6,<25,<2,<2,2.2,1.2,78.3,5.6,13,12,345,3800,1.6,36.2999999999999,170,7.1999999999999897E-2,<0.05,6.7,1.7,<0.2,<0.2,12,47,<0.1,210,1,1.4,0.32,H7.35,1.6,1500,320,H21,910,22,120,22,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,327,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.01943939995624162,0.3188453372859192,0.48599999999999993,0.060968117400473906,TRUE,0.029630505056630313,NA,0.1968211827875126,0.17794982744933818,31.268607372280115,999.9565535632717,60.965468553018816,NA,12.663218697799401,558.0827923597719
COMM,10,Commercial,business,0.486,L01-724-4 (L01P03),428563.175249756,9.838496086033054,2.8132315995039203,22,2023-01-10T09:07:00Z,2656003,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.2,NA,1.3,6.8,NA,NA,41,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,0.486,0.16547420960804377,TRUE,0.08042046586950927,NA,0.1968211827875126,0.2093498790221276,10.077030423638925,260.38882070856647,43.08763429752066,NA,4.081014499930787,154.299011510318
COMM,10,Commercial,business,0.486,L01-724-4 (L01P03),428563.175249756,9.838496086033054,2.8132315995039203,23,2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.3,NA,1.3,6.9,NA,NA,39,<0.2,NA,21,NA,<0.05,6.2,2.2000000000000002,<0.2,<0.2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,0.486,0.16547420960804377,TRUE,0.08042046586950927,NA,0.1968211827875126,0.2093498790221276,10.077030423638925,260.38882070856647,43.08763429752066,NA,4.081014499930787,154.299011510318
COMM,10,Commercial,business,0.486,L01-724-4 (L01P03),428563.175249756,9.838496086033054,2.8132315995039203,24,2023-01-10T09:07:00Z,2649001,Total,Grab,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,2500,3500,>=21000,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,NA,NA,NA,NA,0.35329045585238644,0.486,NA,TRUE,NA,NA,0.1968211827875126,0.2093498790221276,10.077030423638925,260.38882070856647,NA,NA,4.081014499930787,154.299011510318
COMM,10,Commercial,business,0.486,L01-724-4 (L01P03),428563.175249756,9.838496086033054,2.8132315995039203,25,2023-01-10T09:07:00Z,2649003,Total,Grab,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,3300,3700,>=24000,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,NA,NA,NA,NA,0.35329045585238644,0.486,NA,TRUE,NA,NA,0.1968211827875126,0.2093498790221276,10.077030423638925,260.38882070856647,NA,NA,4.081014499930787,154.299011510318
COMM,10,Commercial,business,0.486,L01-724-4 (L01P03),428563.175249756,9.838496086033054,2.8132315995039203,26,2023-01-10T09:07:00Z,2656001,Total,Composite,2023-01-10T02:03:00Z,2023-01-10T23:00:00Z,231550.8,<2,<2,<2,J1.49,<2,<5,<5,<5,<5,J1.1200000000000001,<10,<5,J1.31,J2.77,J4.6399999999999997,J1.75,<5,<5,<5,<5,J1.82,<4,J0.81899999999999995,<2,<1,J3.45,<2,<1,<5,J3.56,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.28,J1.1299999999999999,<5,<5,J2.81,<5,<2,<5,<2,<10,<5,J4.08,J3.95,<10,6.34,<4,<6,<25,J0.84399999999999997,<2,2.9,1.8,103,5.8,10,10,446,3100,1.4,45.7,65,<0.05,<0.05,8.5,2.1,<0.2,<0.2,11,49,<0.1,250,1.3,1.1,0.34,H7.91,1.7,1900,340,H20.8,1100,14,89,45,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,0.486,0.16547420960804377,TRUE,0.08042046586950927,NA,0.1968211827875126,0.2093498790221276,10.077030423638925,260.38882070856647,43.08763429752066,NA,4.081014499930787,154.299011510318
COMM,10,Commercial,business,0.486,L01-724-4 (L01P03),428563.175249756,9.838496086033054,2.8132315995039203,27,2023-01-10T09:07:00Z,2656005,Total,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,<2,<2,<2,J1.89,<2,<5,<5,<5,<5,J1.1599999999999999,<10,J1.19,J1.68,J2.69,J4.6100000000000003,J1.9,<5,<5,<5,<5,J2,<4,J1.03,<2,<1,J3.77,<2,<1,<5,J3.2,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.8499999999999996,<5,<5,<5,J2.58,<5,<2,<5,<2,<10,<5,J4.25,J4.33,<10,8.02,<4,<6,<25,J0.80500000000000005,<2,3.1,1.9,106,6.8,11,11,459,3900,1.7,47.1,74,<0.05,<0.05,9.1,2.2000000000000002,<0.2,<0.2,11,55,<0.1,250,1.3,1.3,0.33,H8,1.6,1900,340,H20.8,1100,<20,83,44,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,0.486,0.16547420960804377,TRUE,0.08042046586950927,NA,0.1968211827875126,0.2093498790221276,10.077030423638925,260.38882070856647,43.08763429752066,NA,4.081014499930787,154.299011510318
COMM,10,Commercial,business,0.486,L01-728-5 (L01-DP),503628.8412239096,11.56177354787232,46.76384053384331,28,2023-01-10T09:28:00Z,2649002,Total,Grab,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000,3000,2900,>=22000,NA,NA,NA,NA,NA,NA,377,{D0DA33BE-2494-4995-85E6-4F0B73E68804},24.72372499,18,18,63,4934.294031,18,{239C7351-6675-4B26-B959-1D8B4D6371A5},L01-DP,63,DANAPOINT,21.31,NA,NA,NA,NA,0.41746529026640855,0.48599999999999993,NA,TRUE,NA,NA,0.1968211827875126,0.19791064555499266,9.978446469358945,18.328903308073393,NA,NA,4.041089786998161,8.689309436243045
COMM,10,Commercial,business,0.486,L01-728-5 (L01-DP),503628.8412239096,11.56177354787232,46.76384053384331,29,2023-01-10T09:28:00Z,2656002,Total,Composite,2023-01-10T02:00:00Z,2023-01-10T23:00:00Z,28320.3,<2,<2,<2,<2,<2,J1.03,<5,<5,<5,<5,<10,<5,<5,J2.08,J3.8,J1.24,<5,<5,<5,<5,J1.31,<4,<2,<2,<1,J2.87,<2,<1,<5,J3.06,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J3.34,J1.81,<5,<5,J2.0099999999999998,<5,<2,<5,<2,<10,<5,J4.63,J3.98,<10,5.92,<4,<6,<25,<2,<2,1.8,<0.2,70.5,2,12,10,263,470,0.77,21.2,15,7.49999999999999E-2,<0.05,3.1,1.3,<0.2,<0.2,11,41,<0.1,120,2.1,1.8,0.26,H7.88,1.1,1100,170,H21,690,<5.6,8.1,9.19999999999999,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,377,{D0DA33BE-2494-4995-85E6-4F0B73E68804},24.72372499,18,18,63,4934.294031,18,{239C7351-6675-4B26-B959-1D8B4D6371A5},L01-DP,63,DANAPOINT,21.31,2023-01-10,2023-01-10,2.28,0.1384020342195577,0.41746529026640855,0.48599999999999993,0.3315294407619743,TRUE,0.1611233082103195,NA,0.1968211827875126,0.19791064555499266,9.978446469358945,18.328903308073393,6.076571063505873,NA,4.041089786998161,8.689309436243045
COMM,10,Commercial,business,0.486,L01-728-5 (L01-DP),503628.8412239096,11.56177354787232,46.76384053384331,30,2023-01-11T09:28:00Z,2656004,Dissolved,Composite,2023-01-10T02:00:00Z,2023-01-10T23:00:00Z,28320.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,<0.2,NA,1.4,9.9,NA,NA,41,<0.2,NA,7,NA,<0.05,2.7,1.3,<0.2,<0.2,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,{D0DA33BE-2494-4995-85E6-4F0B73E68804},24.72372499,18,18,63,4934.294031,18,{239C7351-6675-4B26-B959-1D8B4D6371A5},L01-DP,63,DANAPOINT,21.31,2023-01-10,2023-01-10,2.28,0.1384020342195577,0.41746529026640855,0.48599999999999993,0.3315294407619743,TRUE,0.1611233082103195,NA,0.1968211827875126,0.19791064555499266,9.978446469358945,18.328903308073393,6.076571063505873,NA,4.041089786998161,8.689309436243045
COMM,10,Commercial,business,0.486,L03-708-11 (L03P05),1759.9019845576,0.04040195188674603,0.02352946051133956,34,2022-12-12T11:25:00Z,2612013,Dissolved,Composite,2022-12-11T07:27:00Z,2022-12-12T06:27:00Z,52117.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.45,NA,1.3,10,NA,NA,<20,<0.2,NA,<1,NA,<0.05,4.5,0.71,<0.2,<0.2,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,{63418C1C-734F-4A14-A489-860395E5E09F},171.70778799,408,408,29,10378.11366,408,{D0B00686-BBBD-4543-B725-46856EE3A1A0},L03P05,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.024027589990029814,0.3596912701136633,0.48600000000000004,0.06680059258162434,TRUE,0.032465087994669434,NA,0.1968211827875126,0.20310802481975251,0.04359047392964802,137.11117901817823,9.159108007979484,NA,0.017653351105147236,77.42300985589536
COMM,10,Commercial,business,0.486,L03-708-11 (L03P05),1759.9019845576,0.04040195188674603,0.02352946051133956,35,2022-12-12T11:25:00Z,2612003,Total,Grab,NA,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14500,6400,>=6500,>=22000,NA,NA,NA,NA,NA,NA,229,{63418C1C-734F-4A14-A489-860395E5E09F},171.70778799,408,408,29,10378.11366,408,{D0B00686-BBBD-4543-B725-46856EE3A1A0},L03P05,29,SULPHURCREEK,26.64,NA,NA,NA,NA,0.3596912701136633,0.48600000000000004,NA,TRUE,NA,NA,0.1968211827875126,0.20310802481975251,0.04359047392964802,137.11117901817823,NA,NA,0.017653351105147236,77.42300985589536
COMM,10,Commercial,business,0.486,L03-708-11 (L03P05),1759.9019845576,0.04040195188674603,0.02352946051133956,36,2022-12-12T11:25:00Z,2612008,Total,Composite,2022-12-11T07:27:00Z,2022-12-12T06:27:00Z,52117.8,<2,<2,<2,<2,<2,<5,J2.2599999999999998,<5,<5,J2.87,<10,J1.72,19,<5,16.3,<5,<5,<5,<5,<5,5.14,<4,<2,<2,<1,J3.91,<2,<1,<5,5.92,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,15.6,J2.63,<5,<5,<5,J4.45,<2,<5,<2,<10,<5,14.9,12.1,<10,22.2,<4,<6,<25,<2,<2,2,1.2,60.7,5.5,26,8,230,2800,2.1,18.8999999999999,110,0.12,<0.05,8.4,0.86,<0.2,<0.2,9.8,77,0.18,76,0.98,2.1,0.19,H7.42,1.3,850,170,H18.899999999999999,550,13,79,30,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,229,{63418C1C-734F-4A14-A489-860395E5E09F},171.70778799,408,408,29,10378.11366,408,{D0B00686-BBBD-4543-B725-46856EE3A1A0},L03P05,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.024027589990029814,0.3596912701136633,0.48600000000000004,0.06680059258162434,TRUE,0.032465087994669434,NA,0.1968211827875126,0.20310802481975251,0.04359047392964802,137.11117901817823,9.159108007979484,NA,0.017653351105147236,77.42300985589536
