Station,Collected Date,HSN,Fraction,Sample Type,Composite Start Time,Composite End Time,Stormflow Volume -cf,d10-Acenaphthene - ng/L,d10-Phenanthrene - ng/L,d12-Chrysene - ng/L,d12-Perylene - ng/L,d8-Naphthalene - ng/L,PCB030 - ng/L,PCB112 - ng/L,PCB198 - ng/L,TCMX - ng/L,"2,4'-DDD - ng/L","2,4'-DDE - ng/L","2,4'-DDT - ng/L","4,4'-DDD - ng/L","4,4'-DDE - ng/L","4,4'-DDT - ng/L",Acenaphthene - ng/L,Acenaphthylene - ng/L,Aldrin - ng/L,Anthracene - ng/L,Azinphos Methyl - ng/L,Benz[a]anthracene - ng/L,Benzo[a]pyrene - ng/L,Benzo[b]fluoranthene - ng/L,"Benzo[g,h,i]perylene - ng/L",Benzo[k]fluoranthene - ng/L,BHC-alpha - ng/L,BHC-beta - ng/L,BHC-delta - ng/L,BHC-gamma - ng/L,Biphenyl - ng/L,Bolstar (Sulprofos) - ng/L,Chlordane-alpha - ng/L,Chlordane-gamma - ng/L,Chlorpyrifos - ng/L,Chrysene - ng/L,Demeton - ng/L,Diazinon - ng/L,"Dibenz[a,h]anthracene - ng/L",Dibenzothiophene - ng/L,Dichlorvos - ng/L,Dieldrin - ng/L,Dimethoate - ng/L,Disulfoton - ng/L,Endosulfan-I - ng/L,Endosulfan-II - ng/L,Endosulfan Sulfate - ng/L,Endrin - ng/L,Endrin Aldehyde - ng/L,Ethoprop (Ethoprofos) - ng/L,Ethyl Parathion - ng/L,Fenchlorphos (Ronnel) - ng/L,Fensulfothion - ng/L,Fenthion - ng/L,Fluoranthene - ng/L,Fluorene - ng/L,Heptachlor - ng/L,Heptachlor Epoxide - ng/L,"Indeno[1,2,3-cd]pyrene - ng/L",Malathion - ng/L,Merphos - ng/L,Methoxychlor - ng/L,Methyl Parathion - ng/L,Mevinphos (Phosdrin) - ng/L,Mirex - ng/L,Naphthalene - ng/L,Phenanthrene - ng/L,Phorate - ng/L,Pyrene - ng/L,Tetrachlorvinphos (Stirofos) - ng/L,Tokuthion (Prothiofos) - ng/L,Toxaphene - ng/L,trans-Nonachlor - ng/L,Trichloronate - ng/L,"Arsenic, Total - ug/L","Cadmium, Total - ug/L","Calcium, Total","Chromium, Total - ug/L","Copper, Total - ug/L",Dissolved Organic Carbon - mg/L,"Hardness as CaCO3, Total - mg/L","Iron, Total - ug/L","Lead, Total - ug/L","Magnesium, Total - ug/L","Manganese, Total - ug/L",MBAS - mg/L,"Mercury, Total - ug/L","Nickel, Total - ug/L","Selenium, Total - ug/L","Silver, Total - ug/L","Thallium, Total - ug/L",Total Organic Carbon (TOC) - mg/L,"Zinc, Total - ug/L","Ammonia, as Nitrogen - mg/L",Chloride - mg/L,Nitrate + Nitrite as N - mg/L,"Nitrogen, Total Kjeldahl - mg/L",Orthophosphate as P - mg/L,pH,Phosphorus as PO4 - mg/L,SpecificConductivity,Sulfate - mg/L,Temperature,Total Dissolved Solids - mg/L,VSS - mg/L,TSS - mg/L,Turbidity - NTU,Enterococcus - CFU/100 mL,E. coli - CFU/100 mL,Fecal coliforms - CFU/100 mL,Total Coliforms - CFU/100 mL,Field Specific Conductivity,Field Dissolved Oxygen,Field pH,Field Temperature,Field Turbidity - NTU,TN - mg/L,GlobalID_tribarea,area_acres,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,LOCDESC,OBJECTID_hydstra,station,Rain_Gage_Total,Composite Begin,Composite End,Rain_Event_Total,RC_Event
J07-9109-4 (J07P02),2022-11-09T08:55:00Z,2572006,Dissolved,Composite,2022-11-07T16:40:00Z,2022-11-08T15:55:00Z,28619.399999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA1.8,NA0.46,NA,NA1.2,NA11,NA,NA,NA49,<0.2,NA,NA5.4,NA,<0.05,NA2.4,NA0.55000000000000004,<0.2,<0.2,NA,NA66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,27.13,2022-11-07,2022-11-08,4.34,0.004599903494980121
J07-9109-4 (J07P02),2022-11-09T08:55:00Z,2572002,Total,Composite,2022-11-07T16:40:00Z,2022-11-08T15:55:00Z,28619.399999999998,37,61,57,61,58,53,61,58,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<5,<10,J1.1000000000000001,J2.23,J4.25,20.399999999999899,<5,<5,<5,<5,<5,J2.5299999999999998,<4,<2,<2,<1,8.18,<2,<1,<5,6.13,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,7.03,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,9.1999999999999904,5.9,<10,18.899999999999899,<4,<6,45.7,<2,<2,NA1.9,NA0.46,NA42.5,NA2.2999999999999998,NA15,NA11,NA151,NA670,NA0.82,NA10.9,NA21,NA0.12,<0.05,NA3.1,NA0.63,<0.2,<0.2,NA12,NA94,0.16,69,1.5,1.2,0.24,H7.43,1.1,680,120,H21.5,420,7.7,24,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,{03BDF6DE-AEFE-4B0B-B433-05D6CB603581},394.92574829,299,299,30,12630.26776,299,{D0C41BF9-0216-43F4-8129-6EAC01EF1A03},J07P02,30,ELTORO,27.13,2022-11-07,2022-11-08,4.34,0.004599903494980121
K01-12156-4,2022-11-08T09:36:00Z,2570004,Total,Grab,NA,NA,8460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29000,11500,>=10800,>=61000,NA,NA,NA,NA,NA,NA,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,26.64,NA,NA,NA,NA
K01-12156-4,2022-11-09T10:00:00Z,2572008,Dissolved,Composite,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,352891.2000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA1.2,NA0.28999999999999998,NA,NA0.36,NA4.0999999999999996,NA,NA,NA70,<0.2,NA,NA48,NA,<0.05,NA3.1,NA1.5,<0.2,<0.2,NA,NA11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.019439399956241596
K01-12156-4,2022-11-09T10:00:00Z,2572004,Total,Composite,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,352891.2000000006,58,60,102,102,56,66,84,52,<2,<2,<2,<2,<2,<2,J1.42,<5,<5,<5,<5,<10,<5,<5,J4.22,5.76,<5,<5,<5,<5,<5,J4.92,<4,<2,<2,<1,6.82,<2,<1,<5,J4.5199999999999996,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J3.91,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,13.2,J3.65,<10,9.26,<4,<6,<25,<2,<2,NA2.2000000000000002,NA1.2,NA78.3,NA5.6,NA13,NA12,NA345,NA3800,NA1.6,NA36.299999999999997,NA170,NA7.1999999999999995E-2,<0.05,NA6.7,NA1.7,<0.2,<0.2,NA12,NA47,<0.1,210,1,1.4,0.32,H7.35,1.6,1500,320,H21,910,22,120,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,26.64,2022-11-07,2022-11-08,3.54,0.019439399956241596
L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656003,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.79999999987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA2.1,NA1.2,NA,NA1.3,NA6.8,NA,NA,NA41,<0.2,NA,NA21,NA,<0.05,NA6.2,NA2.2000000000000002,<0.2,<0.2,NA,NA18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239097
L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656006,Dissolved,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.79999999987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA2.1,NA1.3,NA,NA1.3,NA6.9,NA,NA,NA39,<0.2,NA,NA21,NA,<0.05,NA6.2,NA2.2000000000000002,<0.2,<0.2,NA,NA19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239097
L01-724-4 (L01P03),2023-01-10T09:07:00Z,2649001,Total,Grab,NA,NA,207.59999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,2500,3500,>=21000,NA,NA,NA,NA,NA,NA,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,NA,NA,NA,NA
L01-724-4 (L01P03),2023-01-10T09:07:00Z,2649003,Total,Grab,NA,NA,207.59999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,3300,3700,>=24000,NA,NA,NA,NA,NA,NA,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,NA,NA,NA,NA
L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656001,Total,Composite,2023-01-10T02:03:00Z,2023-01-10T23:00:00Z,231550.79999999987,76,81,78,92,80,85,98,74,<2,<2,<2,<2,J1.49,<2,<5,<5,<5,<5,J1.1200000000000001,<10,<5,J1.31,J2.77,J4.6399999999999997,J1.75,<5,<5,<5,<5,J1.82,<4,J0.81899999999999995,<2,<1,J3.45,<2,<1,<5,J3.56,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.28,J1.1299999999999999,<5,<5,J2.81,<5,<2,<5,<2,<10,<5,J4.08,J3.95,<10,6.34,<4,<6,<25,J0.84399999999999997,<2,NA2.9,NA1.8,NA103,NA5.8,NA10,NA10,NA446,NA3100,NA1.4,NA45.7,NA65,<0.05,<0.05,NA8.5,NA2.1,<0.2,<0.2,NA11,NA49,<0.1,250,1.3,1.1,0.34,H7.91,1.7,1900,340,H20.8,1100,14,89,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4000000000000004,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239097
L01-724-4 (L01P03),2023-01-10T09:07:00Z,2656005,Total,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.79999999987,73,76,73,86,72,78,89,64,<2,<2,<2,<2,J1.89,<2,<5,<5,<5,<5,J1.1599999999999999,<10,J1.19,J1.68,J2.69,J4.6100000000000003,J1.9,<5,<5,<5,<5,J2,<4,J1.03,<2,<1,J3.77,<2,<1,<5,J3.2,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.8499999999999996,<5,<5,<5,J2.58,<5,<2,<5,<2,<10,<5,J4.25,J4.33,<10,8.02,<4,<6,<25,J0.80500000000000005,<2,NA3.1,NA1.9,NA106,NA6.8,NA11,NA11,NA459,NA3900,NA1.7,NA47.1,NA74,<0.05,<0.05,NA9.1,NA2.2000000000000002,<0.2,<0.2,NA11,NA55,<0.1,250,1.3,1.3,0.33,H8,1.6,1900,340,H20.8,1100,<20,83,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239097
L01-728-5 (L01-DP),2023-01-10T09:28:00Z,2649002,Total,Grab,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000,3000,2900,>=22000,NA,NA,NA,NA,NA,NA,{D0DA33BE-2494-4995-85E6-4F0B73E68804},24.72372499,18,18,63,4934.294031,18,{239C7351-6675-4B26-B959-1D8B4D6371A5},L01-DP,63,DANAPOINT,21.31,NA,NA,NA,NA
L01-728-5 (L01-DP),2023-01-10T09:28:00Z,2656002,Total,Composite,2023-01-10T02:00:00Z,2023-01-10T23:00:00Z,28320.3,67,72,71,82,68,72,87,62,<2,<2,<2,<2,<2,<2,J1.03,<5,<5,<5,<5,<10,<5,<5,J2.08,J3.8,J1.24,<5,<5,<5,<5,J1.31,<4,<2,<2,<1,J2.87,<2,<1,<5,J3.06,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J3.34,J1.81,<5,<5,J2.0099999999999998,<5,<2,<5,<2,<10,<5,J4.63,J3.98,<10,5.92,<4,<6,<25,<2,<2,NA1.8,<0.2,NA70.5,NA2,NA12,NA10,NA263,NA470,NA0.77,NA21.2,NA15,NA7.4999999999999997E-2,<0.05,NA3.1,NA1.3,<0.2,<0.2,NA11,NA41,<0.1,120,2.1,1.8,0.26,H7.88,1.1,1100,170,H21,690,<5.6,8.1,9.19999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9000000000000004,{D0DA33BE-2494-4995-85E6-4F0B73E68804},24.72372499,18,18,63,4934.294031,18,{239C7351-6675-4B26-B959-1D8B4D6371A5},L01-DP,63,DANAPOINT,21.31,2023-01-10,2023-01-10,2.2800000000000002,0.13840203421955766
L01-728-5 (L01-DP),2023-01-11T09:28:00Z,2656004,Dissolved,Composite,2023-01-10T02:00:00Z,2023-01-10T23:00:00Z,28320.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA1.6,<0.2,NA,NA1.4,NA9.9,NA,NA,NA41,<0.2,NA,NA7,NA,<0.05,NA2.7,NA1.3,<0.2,<0.2,NA,NA30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{D0DA33BE-2494-4995-85E6-4F0B73E68804},24.72372499,18,18,63,4934.294031,18,{239C7351-6675-4B26-B959-1D8B4D6371A5},L01-DP,63,DANAPOINT,21.31,2023-01-10,2023-01-10,2.2800000000000002,0.13840203421955766
L02-166-2 (L02P25),2022-12-12T10:15:00Z,2612011,Dissolved,Grab,NA,NA,77635.20000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA6.8,NA0.6,NA,NA1.1000000000000001,NA6.3,NA,NA,NA170,<0.2,NA,NA38,NA,<0.05,NA2.4,NA2.1,<0.2,<0.2,NA,NA20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{3A11CF81-5CBC-49DA-954D-B3E5E34A8451},363.95293383,6,6,65,9672.861319,6,{FF3574C5-E460-4A7F-94BD-7DEF35298977},L02P25,65,TRABUCO,35.09,NA,NA,NA,NA
L02-166-2 (L02P25),2022-12-12T10:15:00Z,2612001,Total,Grab,NA,NA,50.10000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,>=7000,>=14000,>=40000,NA,NA,NA,NA,NA,NA,{3A11CF81-5CBC-49DA-954D-B3E5E34A8451},363.95293383,6,6,65,9672.861319,6,{FF3574C5-E460-4A7F-94BD-7DEF35298977},L02P25,65,TRABUCO,35.09,NA,NA,NA,NA
L02-166-2 (L02P25),2022-12-12T10:15:00Z,2612006,Total,Grab,NA,NA,77635.20000000006,86,94,52,87,90,111,68,78,<2,<2,<2,<2,<2,2.08,<5,<5,<5,<5,<5,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,<1,<5,J2.4300000000000002,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J1.83,J1.49,<5,<5,<5,<5,<2,<5,<2,<10,<5,J3.56,J1.9,<10,J3.76,<4,<6,<25,<2,<2,NA6.9,NA0.68,NA74.099999999999994,NA1.3,NA6.9,NA7.4,NA259,NA300,NA0.25,NA17.8,NA40,NA9.6000000000000002E-2,<0.05,NA2.5,NA2.2000000000000002,<0.2,<0.2,NA7.8,NA24,0.13,77,1.5,1.2,0.35,H7.84,1.4,890,160,H19.2,520,<5.6,4.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,{3A11CF81-5CBC-49DA-954D-B3E5E34A8451},363.95293383,6,6,65,9672.861319,6,{FF3574C5-E460-4A7F-94BD-7DEF35298977},L02P25,65,TRABUCO,35.09,NA,NA,NA,NA
L03-708-11 (L03P05),2022-12-12T11:25:00Z,2612013,Dissolved,Composite,2022-12-11T07:27:00Z,2022-12-12T06:27:00Z,52117.80000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA1.2,NA0.45,NA,NA1.3,NA10,NA,NA,<20,<0.2,NA,<1,NA,<0.05,NA4.5,NA0.71,<0.2,<0.2,NA,NA21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{63418C1C-734F-4A14-A489-860395E5E09F},171.70778799,408,408,29,10378.11366,408,{D0B00686-BBBD-4543-B725-46856EE3A1A0},L03P05,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.024027589990029827
L03-708-11 (L03P05),2022-12-12T11:25:00Z,2612003,Total,Grab,NA,NA,26.099999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14500,6400,>=6500,>=22000,NA,NA,NA,NA,NA,NA,{63418C1C-734F-4A14-A489-860395E5E09F},171.70778799,408,408,29,10378.11366,408,{D0B00686-BBBD-4543-B725-46856EE3A1A0},L03P05,29,SULPHURCREEK,26.64,NA,NA,NA,NA
L03-708-11 (L03P05),2022-12-12T11:25:00Z,2612008,Total,Composite,2022-12-11T07:27:00Z,2022-12-12T06:27:00Z,52117.80000000003,94,94,59,94,92,108,63,84,<2,<2,<2,<2,<2,<2,<5,J2.2599999999999998,<5,<5,J2.87,<10,J1.72,19,<5,16.3,<5,<5,<5,<5,<5,5.14,<4,<2,<2,<1,J3.91,<2,<1,<5,5.92,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,15.6,J2.63,<5,<5,<5,J4.45,<2,<5,<2,<10,<5,14.9,12.1,<10,22.2,<4,<6,<25,<2,<2,NA2,NA1.2,NA60.7,NA5.5,NA26,NA8,NA230,NA2800,NA2.1,NA18.899999999999999,NA110,NA0.12,<0.05,NA8.4,NA0.86,<0.2,<0.2,NA9.8000000000000007,NA77,0.18,76,0.98,2.1,0.19,H7.42,1.3,850,170,H18.899999999999999,550,13,79,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,{63418C1C-734F-4A14-A489-860395E5E09F},171.70778799,408,408,29,10378.11366,408,{D0B00686-BBBD-4543-B725-46856EE3A1A0},L03P05,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.024027589990029827
L05-049-1,2022-12-12T09:19:00Z,2612012,Dissolved,Grab,NA,NA,195647.69999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA1.7,NA0.94,NA,NA1.5,NA7.6,NA,NA,NA370,<0.2,NA,NA44,NA,<0.05,NA10,NA2.2999999999999998,<0.2,<0.2,NA,NA25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{9F6ECA1D-6E3A-42B9-BCC9-0EF83F99334C},478.27356101,324,324,29,19141.5066,324,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},Horno/u,29,SULPHURCREEK,26.64,NA,NA,NA,NA
