RC_Group,FACILITYID,AREA,RC_WMAcf
Commercial,DP06-12106-1,17.50466510329721,0.1968211827875126
Commercial,I00-11437-1,2.9650967004703985,0.1968211827875126
Commercial,I00-11453-1,2.163212500850382,0.1968211827875126
Commercial,I00-11468-1,2.6467087956844653,0.1968211827875126
Commercial,I00-11518-1,5.43612190278869,0.1968211827875126
Commercial,I01-11010-1,8.22822736580391,0.1968211827875126
Commercial,I01-11010-2,2.149094554621521,0.1968211827875126
Commercial,I01-11015-1,1.3541777617842958,0.1968211827875126
Commercial,I01-11015-2,1.1124285516780943,0.1968211827875126
Commercial,I01-11021-1,6.224789473560227,0.1968211827875126
Commercial,I01-11023-2,5.209896193314326,0.1968211827875126
Commercial,I01-11023-4,0.4301795958467616,0.1968211827875126
Commercial,I01-11059-2,0.22088736562232833,0.1968211827875126
Commercial,I01-11077-1,6.613515831215258,0.1968211827875126
Commercial,I01-11093-1,2.462268431763828,0.1968211827875126
Commercial,I01-11487-1,74.5601996779957,0.1968211827875126
Commercial,I01-11487-2,12.580105385135411,0.1968211827875126
Commercial,J01-10004-1 (J01P01),8.464733515580287,0.1968211827875126
Commercial,J01-10041-2 (J03P13),5.201192927978319,0.1968211827875126
Commercial,J01-9005-6,3.0457488620308073,0.1968211827875126
Commercial,J01-9008-1 (J01P30),22.59909434011826,0.1968211827875126
Commercial,J01-9031-1,28.4152516897631,0.1968211827875126
Commercial,J01-9040-1,2.29857780062679,0.1968211827875126
Commercial,J01-9066-1 (J01P04),19.790359401416488,0.1968211827875126
Commercial,J01-9066-2 (J01P03),68.30908289535917,0.1968211827875126
Commercial,J01-9131-1 (J01P28),75.53287971368512,0.1968211827875126
Commercial,J01-9144-1 (J01P23),40.06974639132184,0.1968211827875126
Commercial,J01-9144-2,0.31009261038044766,0.1968211827875126
Commercial,J01-9144-4 (J01P26),29.94149405847993,0.1968211827875126
Commercial,J01-9224-1 (J01P24),181.22384891844305,0.1968211827875126
Commercial,J01-9224-2 (J01P25),181.22384891844305,0.1968211827875126
Commercial,J01-9259-3,20.259998459877163,0.1968211827875126
Commercial,J01-9264-1 (J01P06),96.7005991614294,0.1968211827875126
Commercial,J01-9364-3 (J01P21),23.602353511410705,0.1968211827875126
Commercial,J01-9377-2 (J01TBN8),7.325978755027891,0.1968211827875126
Commercial,J01-9785-1,0.00125192696092411,0.1968211827875126
Commercial,J01-9992-1 (J01P27),149.2906996089398,0.1968211827875126
Commercial,J03-9199-1,40.28850480757585,0.1968211827875126
Commercial,J03-9215-1,0.2996439840320632,0.1968211827875126
Commercial,J03-9215-2,3.572040537686497,0.1968211827875126
Commercial,J03-9215-3,1.470562408862938,0.1968211827875126
Commercial,J03-9216-2,100.52339854764983,0.1968211827875126
Commercial,J03-9221-1 (J03P02),2.7419095104246405,0.1968211827875126
Commercial,J03-9368-1 (J03TBN1),0.00113960439246568,0.1968211827875126
Commercial,J04-9249-1,105.61993186467171,0.1968211827875126
Commercial,J05-9255-1 (J05P01),11.43632841280332,0.1968211827875126
Commercial,J06-10011-1 (J06P01),230.45434641228513,0.1968211827875126
Commercial,J06-9079-1 (J06P03),37.84786855984985,0.1968211827875126
Commercial,J06-9362-1,269.40669247974245,0.1968211827875126
Commercial,J07-9022-3,0.9932256138935504,0.1968211827875126
Commercial,J07-9022-4,4.782910492228165,0.1968211827875126
Commercial,J07-9109-2,1.669192858587875,0.1968211827875126
Commercial,J07-9109-4 (J07P02),31.73121487142278,0.1968211827875126
Commercial,K01-12046-2,35.423958367653476,0.1968211827875126
Commercial,K01-12058-1 (K01P08),1.458179945064647,0.1968211827875126
Commercial,K01-12058-2 (K01P09),6.318725325859401,0.1968211827875126
Commercial,K01-12062-1,3.7516326865460576,0.1968211827875126
Commercial,K01-12126-1 (K01S01),59.18676645388351,0.1968211827875126
Commercial,K01-12156-1,0.13408290947864657,0.1968211827875126
Commercial,K01-12156-4,28.98139562922192,0.1968211827875126
Commercial,K01-12177-1 (K01P07),21.20449035829787,0.1968211827875126
Commercial,L00-12094-1 (L00P01),21.39246708224209,0.1968211827875126
Commercial,L01-458-1,0.5513288533272228,0.1968211827875126
Commercial,L01-514-1,2.66872691036413,0.1968211827875126
Commercial,L01-517-1,11.64517128636112,0.1968211827875126
Commercial,L01-517-3,17.026993321581276,0.1968211827875126
Commercial,L01-517-6,0.3548074469931156,0.1968211827875126
Commercial,L01-517-7,0.16696254356723225,0.1968211827875126
Commercial,L01-602-1,121.9305927762399,0.1968211827875126
Commercial,L01-602-2,15.165937782550005,0.1968211827875126
Commercial,L01-618-1,22.688145581236483,0.1968211827875126
Commercial,L01-618-2,4.084992200495649,0.1968211827875126
Commercial,L01-618-3,0.01582333822020664,0.1968211827875126
Commercial,L01-618-5 (L01S09),1.793238623728692,0.1968211827875126
Commercial,L01-724-1 (L01S01),1.1685774507832851,0.1968211827875126
Commercial,L01-724-3,9.895826856954727,0.1968211827875126
Commercial,L01-724-4 (L01P03),9.838496086033054,0.1968211827875126
Commercial,L01-726-1,5.4928236830823e-4,0.1968211827875126
Commercial,L01-726-3,2.6483097495121113,0.1968211827875126
Commercial,L01-726-5,0.14094409659863147,0.1968211827875126
Commercial,L01-726-9,21.82863018825344,0.1968211827875126
Commercial,L01-727-1 (L01S04),13.586504266611104,0.1968211827875126
Commercial,L01-727-3,4.659642497206607,0.1968211827875126
Commercial,L01-728-1,1.4211720959115648,0.1968211827875126
Commercial,L01-728-2,9.566008013880497,0.1968211827875126
Commercial,L01-728-3 (L01S02),74.06922061264213,0.1968211827875126
Commercial,L01-728-4,10.481511215419186,0.1968211827875126
Commercial,L01-728-5 (L01-DP),11.56177354787232,0.1968211827875126
Commercial,L01-728-6,4.339335198240458,0.1968211827875126
Commercial,L01-728-7 (L01S03),42.17160292323605,0.1968211827875126
Commercial,L01-728-8d,12.188177025056202,0.1968211827875126
Commercial,L01-733-2,1.5845234755635635,0.1968211827875126
Commercial,L01-747-1,3.037638957724075,0.1968211827875126
Commercial,L01-766-2 (L01S06),35.60390161063225,0.1968211827875126
Commercial,L01-766-3,46.36962553488437,0.1968211827875126
Commercial,L01-766-4,1.7109432008014676,0.1968211827875126
Commercial,L01-766-5,10.107040547031048,0.1968211827875126
Commercial,L01-766-7,41.77471596573479,0.1968211827875126
Commercial,L02-166-3 (L02P26),3.800641769856707,0.1968211827875126
Commercial,L02-366-1 (MVL02P14),5.068520435202578,0.1968211827875126
Commercial,L02-374-1 (L02P50),13.317656606808606,0.1968211827875126
Commercial,L02-396-1,2.7654700399682604,0.1968211827875126
Commercial,L02-401-1,2.7654700399682604,0.1968211827875126
Commercial,L02-401-2 (COL02P55),10.68727002536266,0.1968211827875126
Commercial,L02-412-1,0.02066932145197001,0.1968211827875126
Commercial,L02-502-1,0.1499511401256153,0.1968211827875126
Commercial,L02-541-2,1.320301019720417,0.1968211827875126
Commercial,L02-541-6,7.783184472815925,0.1968211827875126
Commercial,L02-541-9 (L02P02),16.451222447665756,0.1968211827875126
Commercial,L02-571-2,2.6913471834486846,0.1968211827875126
Commercial,L02-571-3,3.7502419542986254,0.1968211827875126
Commercial,L02-571-4,2.7409172805099247,0.1968211827875126
Commercial,L02-571-5 (L02TBN2),6.630343448186887,0.1968211827875126
Commercial,L02-622-1 (L02P28),121.76822538721696,0.1968211827875126
Commercial,L02-622-2 (L02P32),61.49280397715045,0.1968211827875126
