AREA,EMC_Group,RC_Group,FACILITYID,RC,RC_M,RC_Event,RCandCF,RC_Mcf,RC_WMAcf_M,RC_WMAcf,LSPC_LU_DESC,RC_Model_Outfall,SUM_Area,...1,Constituent,Fraction,Units,EMC,EMC_Model_LU,EMC_Model_LU_divisor
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,0.05846045894423912,0.03673527453298571,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,3,TP,Total,mg/L,1.85,3.6701325433611895,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,0.05846045894423912,0.03673527453298571,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,4,TSS,Total,mg/L,626,1241.8934984562727,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,0.05846045894423912,0.03673527453298571,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,5,"Copper, Total",Total,mg/L,0.0501,0.0993911569850787,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,0.05846045894423912,0.03673527453298571,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,6,"Lead, Total",Total,mg/L,0.0021,0.004166096400572161,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,0.05846045894423912,0.03673527453298571,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,7,"Zinc, Total",Total,mg/L,0.1374,0.27258173592314994,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,0.05846045894423912,0.03673527453298571,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,8,"Copper, Total",Dissolved,mg/L,0.0113,0.022417566345935912,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,0.05846045894423912,0.03673527453298571,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,9,"Zinc, Total",Dissolved,mg/L,0.0201,0.03987549411976211,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,NA,NA,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,1,Fecal coliforms,Total,CFU/100 mL,1340,2658.3662746508076,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,NA,NA,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,2,TN,Total,mg/L,35.07,69.57380988955508,1.983855428843886
27.087286626212116,agriculture,Agriculture,L01-724-4 (L01P03),0.222,0.35329045585238644,NA,NA,NA,0.04434854426749751,0.03661967801020217,OSAGIR,0.03661967801020217,54.17457325242423,3,TP,Total,mg/L,1.85,3.6701325433611895,1.983855428843886
